,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,IMC,IMC,TOTALES,TOTALES,TOTALES
CARAPARI,estado nutricional,desnutricion leve (l),2013-01-01,3,1,3,0,0,2,0,0,6,3,9
CARMEN RIVERO TORREZ,estado nutricional,desnutricion leve (l),2013-01-01,0,3,3,5,1,0,0,0,4,8,12
CHACARILLA,estado nutricional,desnutricion leve (l),2013-01-01,0,0,1,0,0,0,0,0,1,0,1
CHALLAPATA,estado nutricional,desnutricion leve (l),2013-01-01,4,6,12,11,3,2,0,0,19,19,38
CHAQUI,estado nutricional,desnutricion leve (l),2013-01-01,2,1,0,0,0,0,0,0,2,1,3
CHARAGUA,estado nutricional,desnutricion leve (l),2013-01-01,4,2,4,7,0,5,0,0,8,14,22
CHAYANTA,estado nutricional,desnutricion leve (l),2013-01-01,3,4,8,6,8,2,0,0,19,12,31
CHIMORE,estado nutricional,desnutricion leve (l),2013-01-01,5,5,11,9,5,6,0,0,21,20,41
CHUA COCANI,estado nutricional,desnutricion leve (l),2013-01-01,0,0,0,0,0,1,0,0,0,1,1
CHUMA,estado nutricional,desnutricion leve (l),2013-01-01,0,0,1,0,0,0,0,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,estado nutricional,desnutricion leve (l),2013-01-01,0,3,0,0,0,0,0,0,0,3,3
CKOCHAS,estado nutricional,desnutricion leve (l),2013-01-01,0,0,2,1,0,0,0,0,2,1,3
CLIZA,estado nutricional,desnutricion leve (l),2013-01-01,9,8,11,3,1,5,0,0,21,16,37
COBIJA,estado nutricional,desnutricion leve (l),2013-01-01,15,14,11,8,2,6,0,0,28,28,56
COCAPATA,estado nutricional,desnutricion leve (l),2013-01-01,4,3,4,6,3,2,0,0,11,11,22
COCHABAMBA,estado nutricional,desnutricion leve (l),2013-01-01,108,105,96,135,48,85,0,0,252,325,577
COLCAPIRHUA,estado nutricional,desnutricion leve (l),2013-01-01,6,8,7,6,8,1,0,0,21,15,36
"COLCHA ""K""",estado nutricional,desnutricion leve (l),2013-01-01,1,0,1,1,0,0,0,0,2,1,3
COLLANA,estado nutricional,desnutricion leve (l),2013-01-01,0,0,0,0,0,1,0,0,0,1,1
COLOMI,estado nutricional,desnutricion leve (l),2013-01-01,1,0,0,0,0,0,0,0,1,0,1
COLPA BELGICA,estado nutricional,desnutricion leve (l),2013-01-01,0,0,0,0,2,2,0,0,2,2,4
COLQUECHACA,estado nutricional,desnutricion leve (l),2013-01-01,6,5,8,5,0,2,0,0,14,12,26
COLQUENCHA,estado nutricional,desnutricion leve (l),2013-01-01,0,2,0,0,1,0,0,0,1,2,3
COLQUIRI,estado nutricional,desnutricion leve (l),2013-01-01,4,0,1,3,0,3,0,0,5,6,11
COMANCHE,estado nutricional,desnutricion leve (l),2013-01-01,0,0,0,0,0,1,0,0,0,1,1
COMARAPA,estado nutricional,desnutricion leve (l),2013-01-01,0,0,1,0,0,0,0,0,1,0,1
CONCEPCION,estado nutricional,desnutricion leve (l),2013-01-01,0,1,0,1,2,0,0,0,2,2,4
CORO CORO,estado nutricional,desnutricion leve (l),2013-01-01,1,2,1,1,0,0,0,0,2,3,5
COTAGAITA,estado nutricional,desnutricion leve (l),2013-01-01,5,4,5,4,7,6,0,0,17,14,31
COTOCA,estado nutricional,desnutricion leve (l),2013-01-01,2,1,2,4,1,1,0,0,5,6,11
CUATRO CAÑADAS,estado nutricional,desnutricion leve (l),2013-01-01,0,0,0,1,0,0,0,0,0,1,1
CUCHUMUELA (V. G. VILLARROEL),estado nutricional,desnutricion leve (l),2013-01-01,2,0,1,0,1,1,0,0,4,1,5
CUEVO,estado nutricional,desnutricion leve (l),2013-01-01,3,4,2,4,5,4,0,0,10,12,22
CULPINA,estado nutricional,desnutricion leve (l),2013-01-01,1,1,2,0,1,3,0,0,4,4,8
CURAHUARA DE CARANGAS,estado nutricional,desnutricion leve (l),2013-01-01,0,0,2,0,0,0,0,0,2,0,2
CURVA,estado nutricional,desnutricion leve (l),2013-01-01,0,1,0,0,0,0,0,0,0,1,1
DESAGUADERO,estado nutricional,desnutricion leve (l),2013-01-01,1,0,0,0,1,0,0,0,2,0,2
EL ALTO,estado nutricional,desnutricion leve (l),2013-01-01,114,84,111,107,70,49,0,0,295,240,535
EL PUENTE(STC),estado nutricional,desnutricion leve (l),2013-01-01,0,0,0,1,0,0,0,0,0,1,1
EL PUENTE(TJA),estado nutricional,desnutricion leve (l),2013-01-01,1,0,0,0,1,0,0,0,2,0,2
EL TORNO,estado nutricional,desnutricion leve (l),2013-01-01,3,6,2,3,0,1,0,0,5,10,15
EL VILLAR,estado nutricional,desnutricion leve (l),2013-01-01,0,0,0,1,0,0,0,0,0,1,1
ENTRE RIOS TRJ,estado nutricional,desnutricion leve (l),2013-01-01,5,2,1,3,4,5,0,0,10,10,20
ENTRE RIOS CBBA,estado nutricional,desnutricion leve (l),2013-01-01,5,8,11,5,3,4,0,0,19,17,36
EUREKA (SANTOS MERCADO),estado nutricional,desnutricion leve (l),2013-01-01,2,1,0,0,0,2,0,0,2,3,5
EXALTACION,estado nutricional,desnutricion leve (l),2013-01-01,1,0,2,3,4,0,0,0,7,3,10
FERNANDEZ ALONSO,estado nutricional,desnutricion leve (l),2013-01-01,3,0,4,0,0,0,0,0,7,0,7
FILADELFIA,estado nutricional,desnutricion leve (l),2013-01-01,1,3,1,0,0,0,0,0,2,3,5
GRAL. J.J. PEREZ (CHARAZANI),estado nutricional,desnutricion leve (l),2013-01-01,2,1,1,2,0,2,0,0,3,5,8
GUANAY,estado nutricional,desnutricion leve (l),2013-01-01,1,4,5,5,2,1,0,0,8,10,18
GUAYARAMERIN,estado nutricional,desnutricion leve (l),2013-01-01,23,17,32,21,31,27,0,0,86,65,151
GUTIERREZ,estado nutricional,desnutricion leve (l),2013-01-01,2,3,3,2,4,4,0,0,9,9,18
HUACARETA,estado nutricional,desnutricion leve (l),2013-01-01,1,0,1,2,0,1,0,0,2,3,5
HUACAYA (VILLA DE HUACAYA),estado nutricional,desnutricion leve (l),2013-01-01,1,0,0,0,1,1,0,0,2,1,3
HUACHACALLA,estado nutricional,desnutricion leve (l),2013-01-01,0,0,0,0,1,0,0,0,1,0,1
HUARACAJE,estado nutricional,desnutricion leve (l),2013-01-01,1,0,0,3,4,3,0,0,5,6,11
HUARINA,estado nutricional,desnutricion leve (l),2013-01-01,0,1,1,0,0,1,0,0,1,2,3
HUATAJATA,estado nutricional,desnutricion leve (l),2013-01-01,1,0,2,2,2,3,0,0,5,5,10
HUAYLLAMARCA,estado nutricional,desnutricion leve (l),2013-01-01,0,0,0,1,0,1,0,0,0,2,2
HUMANATA,estado nutricional,desnutricion leve (l),2013-01-01,0,0,1,0,0,0,0,0,1,0,1
INCAHUASI,estado nutricional,desnutricion leve (l),2013-01-01,1,0,1,1,3,0,0,0,5,1,6
IXIAMAS,estado nutricional,desnutricion leve (l),2013-01-01,28,21,20,19,9,15,0,0,57,55,112
JESUS DE MACHACA,estado nutricional,desnutricion leve (l),2013-01-01,3,0,1,1,2,1,0,0,6,2,8
LA GUARDIA,estado nutricional,desnutricion leve (l),2013-01-01,3,3,6,3,1,4,0,0,10,10,20
LA PAZ,estado nutricional,desnutricion leve (l),2013-01-01,121,105,93,81,56,52,0,0,270,238,508
LAGUNILLAS,estado nutricional,desnutricion leve (l),2013-01-01,0,1,1,0,0,0,0,0,1,1,2
LICOMA PAMPA,estado nutricional,desnutricion leve (l),2013-01-01,0,0,1,0,0,1,0,0,1,1,2
LLALLAGUA,estado nutricional,desnutricion leve (l),2013-01-01,8,12,16,8,4,5,0,0,28,25,53
LORETO,estado nutricional,desnutricion leve (l),2013-01-01,0,0,2,0,0,0,0,0,2,0,2
MACHACAMARCA,estado nutricional,desnutricion leve (l),2013-01-01,3,1,4,2,1,6,0,0,8,9,17
MACHARETI,estado nutricional,desnutricion leve (l),2013-01-01,1,0,4,1,2,1,0,0,7,2,9
MAGDALENA,estado nutricional,desnutricion leve (l),2013-01-01,2,0,6,2,3,8,0,0,11,10,21
MAIRANA,estado nutricional,desnutricion leve (l),2013-01-01,2,0,0,0,2,0,0,0,4,0,4
MAPIRI,estado nutricional,desnutricion leve (l),2013-01-01,7,1,4,3,1,2,0,0,12,6,18
MECAPACA,estado nutricional,desnutricion leve (l),2013-01-01,1,1,1,4,0,3,0,0,2,8,10
MINEROS,estado nutricional,desnutricion leve (l),2013-01-01,2,2,0,3,0,2,0,0,2,7,9
MIZQUE,estado nutricional,desnutricion leve (l),2013-01-01,11,7,11,11,2,2,0,0,24,20,44
MOCOMOCO,estado nutricional,desnutricion leve (l),2013-01-01,0,0,1,0,0,0,0,0,1,0,1
MOJINETE,estado nutricional,desnutricion leve (l),2013-01-01,0,1,0,0,2,0,0,0,2,1,3
MONTEAGUDO,estado nutricional,desnutricion leve (l),2013-01-01,8,1,10,9,7,8,0,0,25,18,43
MONTERO,estado nutricional,desnutricion leve (l),2013-01-01,2,1,2,4,2,6,0,0,6,11,17
MORO MORO,estado nutricional,desnutricion leve (l),2013-01-01,0,0,2,1,0,1,0,0,2,2,4
MOROCHATA,estado nutricional,desnutricion leve (l),2013-01-01,5,2,7,5,1,3,0,0,13,10,23
NUEVO MANOA (NUEVA ESPERANZA),estado nutricional,desnutricion leve (l),2013-01-01,0,0,1,0,0,0,0,0,1,0,1
OCURI,estado nutricional,desnutricion leve (l),2013-01-01,4,1,2,2,0,2,0,0,6,5,11
OKINAWA,estado nutricional,desnutricion leve (l),2013-01-01,3,2,2,3,1,2,0,0,6,7,13
OMEREQUE,estado nutricional,desnutricion leve (l),2013-01-01,0,0,0,0,1,0,0,0,1,0,1
ORURO,estado nutricional,desnutricion leve (l),2013-01-01,60,66,64,42,22,27,0,0,146,135,281
PADCAYA,estado nutricional,desnutricion leve (l),2013-01-01,1,1,0,0,0,0,0,0,1,1,2
PADILLA,estado nutricional,desnutricion leve (l),2013-01-01,2,3,1,1,2,4,0,0,5,8,13
PAILON,estado nutricional,desnutricion leve (l),2013-01-01,6,5,14,14,7,6,0,0,27,25,52
PALCA,estado nutricional,desnutricion leve (l),2013-01-01,1,2,0,0,0,1,0,0,1,3,4
PALOS BLANCOS,estado nutricional,desnutricion leve (l),2013-01-01,17,12,6,4,13,6,0,0,36,22,58
PASORAPA,estado nutricional,desnutricion leve (l),2013-01-01,0,0,1,0,2,3,0,0,3,3,6
PATACAMAYA,estado nutricional,desnutricion leve (l),2013-01-01,4,5,4,11,1,3,0,0,9,19,28
PAZÑA,estado nutricional,desnutricion leve (l),2013-01-01,0,1,1,2,0,0,0,0,1,3,4
PELECHUCO,estado nutricional,desnutricion leve (l),2013-01-01,0,0,0,1,0,0,0,0,0,1,1
POCOATA,estado nutricional,desnutricion leve (l),2013-01-01,4,5,6,4,2,3,0,0,12,12,24
POCONA,estado nutricional,desnutricion leve (l),2013-01-01,2,0,3,1,0,1,0,0,5,2,7
POJO (CBBA),estado nutricional,desnutricion leve (l),2013-01-01,1,3,2,2,0,3,0,0,3,8,11
PORCO,estado nutricional,desnutricion leve (l),2013-01-01,10,9,9,9,9,5,0,0,28,23,51
POROMA,estado nutricional,desnutricion leve (l),2013-01-01,0,1,2,3,3,3,0,0,5,7,12
PORONGO,estado nutricional,desnutricion leve (l),2013-01-01,1,1,0,1,0,0,0,0,1,2,3
PORTACHUELO,estado nutricional,desnutricion leve (l),2013-01-01,8,5,7,4,3,3,0,0,18,12,30
POSTRER VALLE,estado nutricional,desnutricion leve (l),2013-01-01,0,0,0,1,0,0,0,0,0,1,1
POTOSI,estado nutricional,desnutricion leve (l),2013-01-01,40,30,39,21,13,19,0,0,92,70,162
PRESTO,estado nutricional,desnutricion leve (l),2013-01-01,4,2,0,2,1,1,0,0,5,5,10
PUCARANI,estado nutricional,desnutricion leve (l),2013-01-01,5,6,2,8,3,2,0,0,10,16,26
PUERTO ACOSTA,estado nutricional,desnutricion leve (l),2013-01-01,1,0,0,1,0,0,0,0,1,1,2
PUERTO CARABUCO,estado nutricional,desnutricion leve (l),2013-01-01,0,0,0,0,1,3,0,0,1,3,4
PUERTO GONZALO MORENO,estado nutricional,desnutricion leve (l),2013-01-01,2,5,6,5,4,1,0,0,12,11,23
PUERTO PEREZ,estado nutricional,desnutricion leve (l),2013-01-01,0,0,0,0,0,1,0,0,0,1,1
PUERTO QUIJARRO,estado nutricional,desnutricion leve (l),2013-01-01,14,16,19,28,12,14,0,0,45,58,103
PUERTO RICO,estado nutricional,desnutricion leve (l),2013-01-01,0,0,0,0,1,0,0,0,1,0,1
PUERTO SILES,estado nutricional,desnutricion leve (l),2013-01-01,1,0,0,0,1,0,0,0,2,0,2
PUERTO SUAREZ,estado nutricional,desnutricion leve (l),2013-01-01,16,7,12,8,9,8,0,0,37,23,60
PUERTO VILLARROEL,estado nutricional,desnutricion leve (l),2013-01-01,5,5,11,2,4,5,0,0,20,12,32
PUNA,estado nutricional,desnutricion leve (l),2013-01-01,3,0,3,3,2,2,0,0,8,5,13
PUNATA,estado nutricional,desnutricion leve (l),2013-01-01,0,7,1,6,1,3,0,0,2,16,18
QUIABAYA,estado nutricional,desnutricion leve (l),2013-01-01,3,2,0,1,1,0,0,0,4,3,7
QUILLACOLLO,estado nutricional,desnutricion leve (l),2013-01-01,26,22,46,22,23,24,0,0,95,68,163
QUIME,estado nutricional,desnutricion leve (l),2013-01-01,0,1,0,0,0,0,0,0,0,1,1
RAVELO,estado nutricional,desnutricion leve (l),2013-01-01,2,0,3,2,0,2,0,0,5,4,9
REYES,estado nutricional,desnutricion leve (l),2013-01-01,3,5,1,2,2,2,0,0,6,9,15
RIBERALTA,estado nutricional,desnutricion leve (l),2013-01-01,22,15,29,16,9,12,0,0,60,43,103
ROBORE,estado nutricional,desnutricion leve (l),2013-01-01,6,9,20,10,2,2,0,0,28,21,49
RURRENABAQUE,estado nutricional,desnutricion leve (l),2013-01-01,2,7,4,0,0,2,0,0,6,9,15
SACABA,estado nutricional,desnutricion leve (l),2013-01-01,11,5,14,3,6,1,0,0,31,9,40
SACABAMBA,estado nutricional,desnutricion leve (l),2013-01-01,1,0,0,1,0,0,0,0,1,1,2
SACACA,estado nutricional,desnutricion leve (l),2013-01-01,1,4,8,5,2,1,0,0,11,10,21
SAIPINA,estado nutricional,desnutricion leve (l),2013-01-01,0,0,1,0,0,1,0,0,1,1,2
SALINAS DE GARCI MENDOZA,estado nutricional,desnutricion leve (l),2013-01-01,1,1,1,2,0,0,0,0,2,3,5
SAMAIPATA,estado nutricional,desnutricion leve (l),2013-01-01,2,1,2,1,0,1,0,0,4,3,7
SAN ANDRES,estado nutricional,desnutricion leve (l),2013-01-01,1,0,1,1,0,2,0,0,2,3,5
SAN ANDRES DE MACHACA,estado nutricional,desnutricion leve (l),2013-01-01,0,0,1,0,0,0,0,0,1,0,1
SAN ANTONIO DE LOMERIO,estado nutricional,desnutricion leve (l),2013-01-01,0,2,0,0,0,0,0,0,0,2,2
SAN BENITO,estado nutricional,desnutricion leve (l),2013-01-01,1,2,0,3,1,4,0,0,2,9,11
SAN BORJA,estado nutricional,desnutricion leve (l),2013-01-01,18,18,18,14,10,11,0,0,46,43,89
SAN BUENA VENTURA,estado nutricional,desnutricion leve (l),2013-01-01,0,1,2,1,2,1,0,0,4,3,7
SAN CARLOS,estado nutricional,desnutricion leve (l),2013-01-01,6,5,2,4,0,3,0,0,8,12,20
SAN IGNACIO,estado nutricional,desnutricion leve (l),2013-01-01,12,10,22,12,20,23,0,0,54,45,99
SAN IGNACIO DE VELASCO,estado nutricional,desnutricion leve (l),2013-01-01,0,2,3,0,2,0,0,0,5,2,7
SAN JAVIER(STC),estado nutricional,desnutricion leve (l),2013-01-01,0,0,0,2,1,1,0,0,1,3,4
SAN JOAQUIN,estado nutricional,desnutricion leve (l),2013-01-01,2,2,10,2,3,2,0,0,15,6,21
SAN JOSE DE CHIQUITOS,estado nutricional,desnutricion leve (l),2013-01-01,13,8,17,10,5,9,0,0,35,27,62
SAN JUAN DE YAPACANI,estado nutricional,desnutricion leve (l),2013-01-01,1,0,0,1,1,0,0,0,2,1,3
SAN JULIAN,estado nutricional,desnutricion leve (l),2013-01-01,7,5,32,22,14,17,0,0,53,44,97
SAN LORENZO(PND),estado nutricional,desnutricion leve (l),2013-01-01,1,0,0,0,0,0,0,0,1,0,1
SAN LORENZO(TJA),estado nutricional,desnutricion leve (l),2013-01-01,0,0,1,1,3,3,0,0,4,4,8
SAN LUCAS,estado nutricional,desnutricion leve (l),2013-01-01,7,4,5,8,2,6,0,0,14,18,32
SAN MATIAS,estado nutricional,desnutricion leve (l),2013-01-01,2,2,2,3,3,2,0,0,7,7,14
SAN MIGUEL DE VELASCO,estado nutricional,desnutricion leve (l),2013-01-01,6,4,7,5,3,7,0,0,16,16,32
SAN PABLO DE LIPEZ,estado nutricional,desnutricion leve (l),2013-01-01,0,0,3,1,1,0,0,0,4,1,5
SAN PEDRO,estado nutricional,desnutricion leve (l),2013-01-01,0,2,5,3,0,6,0,0,5,11,16
SAN PEDRO DE BUENA VISTA,estado nutricional,desnutricion leve (l),2013-01-01,6,3,7,6,1,4,0,0,14,13,27
SAN PEDRO DE TIQUINA,estado nutricional,desnutricion leve (l),2013-01-01,0,0,1,1,0,0,0,0,1,1,2
SAN RAMON BENI,estado nutricional,desnutricion leve (l),2013-01-01,5,7,1,4,1,6,0,0,7,17,24
SAN RAMON SCZ,estado nutricional,desnutricion leve (l),2013-01-01,0,3,4,2,1,0,0,0,5,5,10
SANTA ANA,estado nutricional,desnutricion leve (l),2013-01-01,1,5,13,7,5,2,0,0,19,14,33
SANTA CRUZ DE LA SIERRA,estado nutricional,desnutricion leve (l),2013-01-01,191,192,172,182,91,72,0,0,454,446,900
SANTA ROSA,estado nutricional,desnutricion leve (l),2013-01-01,2,8,4,2,4,2,0,0,10,12,22
SANTA ROSA DEL SARA,estado nutricional,desnutricion leve (l),2013-01-01,3,0,1,2,1,1,0,0,5,3,8
SANTIAGO DE CALLAPA,estado nutricional,desnutricion leve (l),2013-01-01,0,0,0,1,0,0,0,0,0,1,1
SANTIAGO DE HUARI,estado nutricional,desnutricion leve (l),2013-01-01,0,0,1,0,0,0,0,0,1,0,1
SANTIAGO DE HUATA,estado nutricional,desnutricion leve (l),2013-01-01,1,0,0,0,0,0,0,0,1,0,1
SANTIAGO DE MACHACA,estado nutricional,desnutricion leve (l),2013-01-01,0,1,0,0,0,0,0,0,0,1,1
SANTIVAÑES,estado nutricional,desnutricion leve (l),2013-01-01,0,1,0,0,1,0,0,0,1,1,2
SANTUARIO DE QUILLACAS,estado nutricional,desnutricion leve (l),2013-01-01,0,0,0,0,0,1,0,0,0,1,1
SAPAHAQUI,estado nutricional,desnutricion leve (l),2013-01-01,1,2,3,2,1,0,0,0,5,4,9
SENA,estado nutricional,desnutricion leve (l),2013-01-01,1,4,3,3,2,1,0,0,6,8,14
SHINAOTA,estado nutricional,desnutricion leve (l),2013-01-01,3,1,12,10,36,27,0,0,51,38,89
SICA SICA (VILLA AROMA),estado nutricional,desnutricion leve (l),2013-01-01,5,1,3,1,0,5,0,0,8,7,15
SICAYA,estado nutricional,desnutricion leve (l),2013-01-01,2,4,2,1,2,0,0,0,6,5,11
SIPE SIPE,estado nutricional,desnutricion leve (l),2013-01-01,28,12,17,17,13,9,0,0,58,38,96
SOPACHUY,estado nutricional,desnutricion leve (l),2013-01-01,0,1,0,0,2,0,0,0,2,1,3
SORATA,estado nutricional,desnutricion leve (l),2013-01-01,1,0,2,0,1,0,0,0,4,0,4
SUCRE,estado nutricional,desnutricion leve (l),2013-01-01,27,25,42,30,33,27,0,0,102,82,184
TACACHI,estado nutricional,desnutricion leve (l),2013-01-01,0,0,1,0,0,0,0,0,1,0,1
TACACOMA,estado nutricional,desnutricion leve (l),2013-01-01,0,0,1,0,1,8,0,0,2,8,10
TACOBAMBA,estado nutricional,desnutricion leve (l),2013-01-01,0,2,2,0,1,0,0,0,3,2,5
TACOPAYA,estado nutricional,desnutricion leve (l),2013-01-01,1,1,8,4,4,1,0,0,13,6,19
TAPACARI,estado nutricional,desnutricion leve (l),2013-01-01,0,1,2,3,2,2,0,0,4,6,10
TARABUCO,estado nutricional,desnutricion leve (l),2013-01-01,2,2,4,2,1,0,0,0,7,4,11
TARIJA,estado nutricional,desnutricion leve (l),2013-01-01,32,32,30,25,34,34,0,0,96,91,187
TARVITA,estado nutricional,desnutricion leve (l),2013-01-01,2,0,0,0,2,3,0,0,4,3,7
TEOPONTE,estado nutricional,desnutricion leve (l),2013-01-01,1,0,1,1,1,4,0,0,3,5,8
TIAWANACU,estado nutricional,desnutricion leve (l),2013-01-01,2,0,1,0,0,0,0,0,3,0,3
TINGUIPAYA,estado nutricional,desnutricion leve (l),2013-01-01,1,1,7,6,0,0,0,0,8,7,15
TIPUANI,estado nutricional,desnutricion leve (l),2013-01-01,2,0,0,1,1,0,0,0,3,1,4
TIQUIPAYA,estado nutricional,desnutricion leve (l),2013-01-01,14,14,23,23,14,13,0,0,51,50,101
TIRAQUE (CBBA),estado nutricional,desnutricion leve (l),2013-01-01,11,6,12,10,1,4,0,0,24,20,44
TOCO,estado nutricional,desnutricion leve (l),2013-01-01,0,0,4,2,4,1,0,0,8,3,11
TOLATA,estado nutricional,desnutricion leve (l),2013-01-01,1,1,0,1,0,1,0,0,1,3,4
TOLEDO,estado nutricional,desnutricion leve (l),2013-01-01,1,2,0,0,0,0,0,0,1,2,3
TOMAVE,estado nutricional,desnutricion leve (l),2013-01-01,2,0,1,2,1,1,0,0,4,3,7
TOMINA,estado nutricional,desnutricion leve (l),2013-01-01,0,1,2,2,0,4,0,0,2,7,9
TORO TORO,estado nutricional,desnutricion leve (l),2013-01-01,1,1,0,0,0,0,0,0,1,1,2
TOTORA(CBBA),estado nutricional,desnutricion leve (l),2013-01-01,1,0,3,1,1,0,0,0,5,1,6
TOTORA(ORR),estado nutricional,desnutricion leve (l),2013-01-01,1,0,0,0,0,0,0,0,1,0,1
TRIGAL,estado nutricional,desnutricion leve (l),2013-01-01,0,0,0,4,0,0,0,0,0,4,4
TRINIDAD,estado nutricional,desnutricion leve (l),2013-01-01,42,26,54,36,33,30,0,0,129,92,221
TUPIZA,estado nutricional,desnutricion leve (l),2013-01-01,20,26,18,10,11,14,0,0,49,50,99
UNCIA,estado nutricional,desnutricion leve (l),2013-01-01,3,1,4,1,0,0,0,0,7,2,9
URIONDO (A. CONCEPCION),estado nutricional,desnutricion leve (l),2013-01-01,1,0,0,0,0,0,0,0,1,0,1
URUBICHA,estado nutricional,desnutricion leve (l),2013-01-01,0,1,3,2,0,0,0,0,3,3,6
UYUNI,estado nutricional,desnutricion leve (l),2013-01-01,2,1,1,2,0,0,0,0,3,3,6
VACAS,estado nutricional,desnutricion leve (l),2013-01-01,8,6,8,8,13,6,0,0,29,20,49
