municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 14 años,15 a 59 años,60 y más,TOTAL
CARAPARI,sospecha diagnostica,sarampion / rubeola,2005-05-01,0,1,0,0,0,1
HUANUNI,sospecha diagnostica,sarampion / rubeola,2005-05-01,0,0,1,0,0,1
LA PAZ,sospecha diagnostica,sarampion / rubeola,2005-05-01,0,0,1,0,0,1
QUILLACOLLO,sospecha diagnostica,sarampion / rubeola,2005-05-01,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2005-05-01,0,0,2,0,0,2
EL ALTO,sospecha diagnostica,sarampion / rubeola,2005-06-01,1,0,0,0,0,1
GUAYARAMERIN,sospecha diagnostica,sarampion / rubeola,2005-06-01,0,0,0,1,0,1
LA PAZ,sospecha diagnostica,sarampion / rubeola,2005-06-01,0,0,1,0,0,1
MONTERO,sospecha diagnostica,sarampion / rubeola,2005-06-01,0,0,1,0,0,1
ORURO,sospecha diagnostica,sarampion / rubeola,2005-06-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2005-06-01,0,0,2,0,0,2
SUCRE,sospecha diagnostica,sarampion / rubeola,2005-06-01,0,0,0,1,0,1
TARIJA,sospecha diagnostica,sarampion / rubeola,2005-06-01,1,1,0,0,0,2
ORURO,sospecha diagnostica,sarampion / rubeola,2005-07-01,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2005-07-01,0,1,0,0,0,1
BERMEJO,sospecha diagnostica,sarampion / rubeola,2005-08-01,0,0,1,0,0,1
BETANZOS,sospecha diagnostica,sarampion / rubeola,2005-08-01,1,0,0,0,0,1
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2005-08-01,0,2,1,0,0,3
COLOMI,sospecha diagnostica,sarampion / rubeola,2005-08-01,0,0,1,0,0,1
GENERAL SAAVEDRA,sospecha diagnostica,sarampion / rubeola,2005-08-01,0,0,1,0,0,1
GUAYARAMERIN,sospecha diagnostica,sarampion / rubeola,2005-08-01,0,1,2,1,0,4
HUAYLLAMARCA,sospecha diagnostica,sarampion / rubeola,2005-08-01,0,0,1,0,0,1
MONTEAGUDO,sospecha diagnostica,sarampion / rubeola,2005-08-01,1,1,0,0,0,2
ORURO,sospecha diagnostica,sarampion / rubeola,2005-08-01,0,0,1,0,0,1
POTOSI,sospecha diagnostica,sarampion / rubeola,2005-08-01,0,2,0,0,0,2
SAN IGNACIO,sospecha diagnostica,sarampion / rubeola,2005-08-01,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2005-08-01,2,0,0,0,0,2
TIRAQUE (CBBA),sospecha diagnostica,sarampion / rubeola,2005-08-01,1,0,0,0,0,1
TRINIDAD,sospecha diagnostica,sarampion / rubeola,2005-08-01,0,1,0,0,0,1
VINTO,sospecha diagnostica,sarampion / rubeola,2005-08-01,1,0,0,0,0,1
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2005-09-01,1,0,1,0,0,2
EL ALTO,sospecha diagnostica,sarampion / rubeola,2005-09-01,0,0,0,1,0,1
MONTEAGUDO,sospecha diagnostica,sarampion / rubeola,2005-09-01,0,1,0,0,0,1
QUILLACOLLO,sospecha diagnostica,sarampion / rubeola,2005-09-01,0,1,0,0,0,1
SACABA,sospecha diagnostica,sarampion / rubeola,2005-09-01,1,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2005-09-01,1,0,0,0,0,1
SUCRE,sospecha diagnostica,sarampion / rubeola,2005-09-01,0,1,1,0,0,2
TARABUCO,sospecha diagnostica,sarampion / rubeola,2005-09-01,0,0,5,0,0,5
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2005-10-01,0,0,1,0,0,1
EL ALTO,sospecha diagnostica,sarampion / rubeola,2005-10-01,0,1,1,0,0,2
HUAYLLAMARCA,sospecha diagnostica,sarampion / rubeola,2005-10-01,0,0,1,1,0,2
LA PAZ,sospecha diagnostica,sarampion / rubeola,2005-10-01,2,2,0,0,0,4
MONTERO,sospecha diagnostica,sarampion / rubeola,2005-10-01,2,0,0,0,0,2
ORURO,sospecha diagnostica,sarampion / rubeola,2005-10-01,0,2,0,0,0,2
QUILLACOLLO,sospecha diagnostica,sarampion / rubeola,2005-10-01,2,0,1,0,0,3
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2005-10-01,0,2,0,0,0,2
TARIJA,sospecha diagnostica,sarampion / rubeola,2005-10-01,0,0,1,1,0,2
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2005-11-01,0,2,0,0,0,2
EL ALTO,sospecha diagnostica,sarampion / rubeola,2005-11-01,0,2,0,0,0,2
GENERAL SAAVEDRA,sospecha diagnostica,sarampion / rubeola,2005-11-01,0,0,0,1,0,1
LA PAZ,sospecha diagnostica,sarampion / rubeola,2005-11-01,0,1,2,0,0,3
MONTERO,sospecha diagnostica,sarampion / rubeola,2005-11-01,1,0,0,0,0,1
PORTACHUELO,sospecha diagnostica,sarampion / rubeola,2005-11-01,0,0,1,0,0,1
PUERTO VILLARROEL,sospecha diagnostica,sarampion / rubeola,2005-11-01,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2005-11-01,0,0,0,1,0,1
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2005-12-01,3,0,0,0,0,3
EL ALTO,sospecha diagnostica,sarampion / rubeola,2005-12-01,0,1,0,0,0,1
LA PAZ,sospecha diagnostica,sarampion / rubeola,2005-12-01,1,0,0,0,0,1
MONTEAGUDO,sospecha diagnostica,sarampion / rubeola,2005-12-01,0,1,0,0,0,1
POTOSI,sospecha diagnostica,sarampion / rubeola,2005-12-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2005-12-01,1,1,0,0,0,2
