municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 14 años,15 a 59 años,60 y más,TOTAL
SAN PEDRO,sospecha diagnostica,dengue clasico,2005-01-01,0,0,0,2,0,2
SAN PEDRO(PND),sospecha diagnostica,dengue clasico,2005-01-01,0,0,1,2,0,3
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2005-01-01,0,1,3,7,0,11
TIRAQUE (CBBA),sospecha diagnostica,dengue clasico,2005-01-01,0,1,0,3,0,4
TRINIDAD,sospecha diagnostica,dengue clasico,2005-01-01,0,0,0,3,0,3
VILLA TUNARI,sospecha diagnostica,dengue clasico,2005-01-01,0,0,1,7,0,8
BOLPEBRA,sospecha diagnostica,dengue clasico,2005-02-01,0,0,0,1,0,1
CARANAVI,sospecha diagnostica,dengue clasico,2005-02-01,0,0,4,29,1,34
COBIJA,sospecha diagnostica,dengue clasico,2005-02-01,2,33,53,226,12,326
EXALTACION,sospecha diagnostica,dengue clasico,2005-02-01,0,0,3,0,0,3
FILADELFIA,sospecha diagnostica,dengue clasico,2005-02-01,0,0,1,1,0,2
GUANAY,sospecha diagnostica,dengue clasico,2005-02-01,0,0,1,5,0,6
GUAYARAMERIN,sospecha diagnostica,dengue clasico,2005-02-01,0,0,13,28,2,43
IXIAMAS,sospecha diagnostica,dengue clasico,2005-02-01,0,0,0,4,0,4
PALOS BLANCOS,sospecha diagnostica,dengue clasico,2005-02-01,1,0,16,55,1,73
PORTACHUELO,sospecha diagnostica,dengue clasico,2005-02-01,0,0,0,0,1,1
PORVENIR,sospecha diagnostica,dengue clasico,2005-02-01,0,6,18,45,2,71
PUERTO RICO,sospecha diagnostica,dengue clasico,2005-02-01,0,0,1,10,0,11
PUERTO VILLARROEL,sospecha diagnostica,dengue clasico,2005-02-01,0,0,0,1,0,1
REYES,sospecha diagnostica,dengue clasico,2005-02-01,0,3,4,5,2,14
RIBERALTA,sospecha diagnostica,dengue clasico,2005-02-01,31,98,77,234,8,448
SAN BUENA VENTURA,sospecha diagnostica,dengue clasico,2005-02-01,0,0,0,7,0,7
SAN IGNACIO,sospecha diagnostica,dengue clasico,2005-02-01,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2005-02-01,0,0,0,11,1,12
SENA,sospecha diagnostica,dengue clasico,2005-02-01,0,0,0,2,0,2
TIRAQUE (CBBA),sospecha diagnostica,dengue clasico,2005-02-01,0,0,1,3,0,4
VILLA TUNARI,sospecha diagnostica,dengue clasico,2005-02-01,0,0,3,13,0,16
BUENA VISTA,sospecha diagnostica,dengue clasico,2005-03-01,0,0,1,1,0,2
CARANAVI,sospecha diagnostica,dengue clasico,2005-03-01,0,1,5,44,1,51
CHIMORE,sospecha diagnostica,dengue clasico,2005-03-01,0,0,0,6,0,6
COBIJA,sospecha diagnostica,dengue clasico,2005-03-01,4,15,32,76,0,127
ENTRE RIOS,sospecha diagnostica,dengue clasico,2005-03-01,0,0,1,0,0,1
FILADELFIA,sospecha diagnostica,dengue clasico,2005-03-01,0,0,1,2,0,3
GUANAY,sospecha diagnostica,dengue clasico,2005-03-01,2,2,15,60,6,85
GUAYARAMERIN,sospecha diagnostica,dengue clasico,2005-03-01,0,5,7,30,4,46
PALOS BLANCOS,sospecha diagnostica,dengue clasico,2005-03-01,0,11,7,22,1,41
PORTACHUELO,sospecha diagnostica,dengue clasico,2005-03-01,0,0,0,3,0,3
PORVENIR,sospecha diagnostica,dengue clasico,2005-03-01,0,4,6,34,0,44
PUERTO RICO,sospecha diagnostica,dengue clasico,2005-03-01,0,0,0,1,0,1
PUERTO SILES,sospecha diagnostica,dengue clasico,2005-03-01,0,0,0,1,0,1
REYES,sospecha diagnostica,dengue clasico,2005-03-01,0,0,0,3,0,3
RIBERALTA,sospecha diagnostica,dengue clasico,2005-03-01,28,64,45,73,4,214
SAN BORJA,sospecha diagnostica,dengue clasico,2005-03-01,0,0,0,5,0,5
SAN BUENA VENTURA,sospecha diagnostica,dengue clasico,2005-03-01,0,0,0,4,0,4
SAN CARLOS,sospecha diagnostica,dengue clasico,2005-03-01,0,1,0,0,0,1
SAN IGNACIO,sospecha diagnostica,dengue clasico,2005-03-01,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2005-03-01,1,3,25,75,4,108
TEOPONTE,sospecha diagnostica,dengue clasico,2005-03-01,0,1,0,3,0,4
TIPUANI,sospecha diagnostica,dengue clasico,2005-03-01,0,1,3,17,0,21
TIRAQUE (CBBA),sospecha diagnostica,dengue clasico,2005-03-01,0,3,21,88,0,112
VILLA TUNARI,sospecha diagnostica,dengue clasico,2005-03-01,0,1,1,21,0,23
BUENA VISTA,sospecha diagnostica,dengue clasico,2005-04-01,0,0,1,0,0,1
CARANAVI,sospecha diagnostica,dengue clasico,2005-04-01,0,1,0,7,0,8
COBIJA,sospecha diagnostica,dengue clasico,2005-04-01,0,5,6,26,0,37
EL TORNO,sospecha diagnostica,dengue clasico,2005-04-01,0,1,6,12,2,21
GENERAL SAAVEDRA,sospecha diagnostica,dengue clasico,2005-04-01,0,0,0,1,1,2
GUAYARAMERIN,sospecha diagnostica,dengue clasico,2005-04-01,0,2,10,49,6,67
INGAVI (HUMAITA),sospecha diagnostica,dengue clasico,2005-04-01,0,0,0,1,0,1
IXIAMAS,sospecha diagnostica,dengue clasico,2005-04-01,0,0,0,2,0,2
MINEROS,sospecha diagnostica,dengue clasico,2005-04-01,0,0,0,1,0,1
MONTERO,sospecha diagnostica,dengue clasico,2005-04-01,0,0,0,3,0,3
PALOS BLANCOS,sospecha diagnostica,dengue clasico,2005-04-01,0,2,3,10,0,15
PORTACHUELO,sospecha diagnostica,dengue clasico,2005-04-01,0,0,0,1,0,1
PORVENIR,sospecha diagnostica,dengue clasico,2005-04-01,0,0,4,7,0,11
REYES,sospecha diagnostica,dengue clasico,2005-04-01,0,0,2,1,0,3
RIBERALTA,sospecha diagnostica,dengue clasico,2005-04-01,5,7,6,12,0,30
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2005-04-01,1,24,31,180,12,248
TIRAQUE (CBBA),sospecha diagnostica,dengue clasico,2005-04-01,0,0,2,9,1,12
VILLA TUNARI,sospecha diagnostica,dengue clasico,2005-04-01,1,0,2,17,1,21
BUENA VISTA,sospecha diagnostica,dengue clasico,2005-05-01,0,1,0,5,0,6
CARANAVI,sospecha diagnostica,dengue clasico,2005-05-01,0,2,1,5,0,8
CHIMORE,sospecha diagnostica,dengue clasico,2005-05-01,0,0,0,1,0,1
COBIJA,sospecha diagnostica,dengue clasico,2005-05-01,0,2,0,7,0,9
EL TORNO,sospecha diagnostica,dengue clasico,2005-05-01,0,0,0,5,0,5
FILADELFIA,sospecha diagnostica,dengue clasico,2005-05-01,0,0,0,1,0,1
GUAYARAMERIN,sospecha diagnostica,dengue clasico,2005-05-01,0,0,6,26,2,34
IXIAMAS,sospecha diagnostica,dengue clasico,2005-05-01,0,0,0,3,0,3
MONTERO,sospecha diagnostica,dengue clasico,2005-05-01,0,0,3,7,0,10
PALOS BLANCOS,sospecha diagnostica,dengue clasico,2005-05-01,0,0,2,9,1,12
PORTACHUELO,sospecha diagnostica,dengue clasico,2005-05-01,0,0,0,1,0,1
PUERTO SILES,sospecha diagnostica,dengue clasico,2005-05-01,0,0,0,1,0,1
RIBERALTA,sospecha diagnostica,dengue clasico,2005-05-01,0,1,0,3,0,4
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2005-05-01,0,2,27,121,9,159
SUCRE,sospecha diagnostica,dengue clasico,2005-05-01,0,0,0,1,0,1
TIRAQUE (CBBA),sospecha diagnostica,dengue clasico,2005-05-01,0,0,1,1,0,2
VILLA TUNARI,sospecha diagnostica,dengue clasico,2005-05-01,0,0,2,4,0,6
BUENA VISTA,sospecha diagnostica,dengue clasico,2005-06-01,0,5,5,4,0,14
CAMIRI,sospecha diagnostica,dengue clasico,2005-06-01,0,0,0,1,0,1
CARANAVI,sospecha diagnostica,dengue clasico,2005-06-01,0,0,0,1,0,1
COBIJA,sospecha diagnostica,dengue clasico,2005-06-01,0,0,0,4,1,5
EL TORNO,sospecha diagnostica,dengue clasico,2005-06-01,0,0,1,5,1,7
ENTRE RIOS,sospecha diagnostica,dengue clasico,2005-06-01,0,0,0,2,0,2
GENERAL SAAVEDRA,sospecha diagnostica,dengue clasico,2005-06-01,0,0,0,1,0,1
GUANAY,sospecha diagnostica,dengue clasico,2005-06-01,0,0,0,1,0,1
GUAYARAMERIN,sospecha diagnostica,dengue clasico,2005-06-01,0,4,3,12,1,20
IXIAMAS,sospecha diagnostica,dengue clasico,2005-06-01,0,0,0,2,0,2
MONTERO,sospecha diagnostica,dengue clasico,2005-06-01,0,0,0,4,0,4
PALOS BLANCOS,sospecha diagnostica,dengue clasico,2005-06-01,1,1,3,13,1,19
PORTACHUELO,sospecha diagnostica,dengue clasico,2005-06-01,0,0,0,1,0,1
RIBERALTA,sospecha diagnostica,dengue clasico,2005-06-01,0,1,0,4,0,5
RURRENABAQUE,sospecha diagnostica,dengue clasico,2005-06-01,0,2,2,8,1,13
SAN BUENA VENTURA,sospecha diagnostica,dengue clasico,2005-06-01,0,0,0,1,0,1
SAN IGNACIO,sospecha diagnostica,dengue clasico,2005-06-01,0,0,1,2,0,3
SAN PEDRO,sospecha diagnostica,dengue clasico,2005-06-01,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2005-06-01,0,1,8,71,5,85
VILLA TUNARI,sospecha diagnostica,dengue clasico,2005-06-01,0,0,0,1,0,1
BUENA VISTA,sospecha diagnostica,dengue clasico,2005-07-01,0,1,0,1,0,2
COBIJA,sospecha diagnostica,dengue clasico,2005-07-01,0,0,0,1,0,1
EL TORNO,sospecha diagnostica,dengue clasico,2005-07-01,0,0,1,4,0,5
GUANAY,sospecha diagnostica,dengue clasico,2005-07-01,0,0,0,1,0,1
MAIRANA,sospecha diagnostica,dengue clasico,2005-07-01,0,0,0,1,0,1
MONTERO,sospecha diagnostica,dengue clasico,2005-07-01,0,0,0,2,1,3
PALOS BLANCOS,sospecha diagnostica,dengue clasico,2005-07-01,0,0,0,2,0,2
RURRENABAQUE,sospecha diagnostica,dengue clasico,2005-07-01,0,0,0,4,1,5
SAN PEDRO,sospecha diagnostica,dengue clasico,2005-07-01,0,0,0,2,0,2
SAN RAMON,sospecha diagnostica,dengue clasico,2005-07-01,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2005-07-01,0,0,1,10,0,11
TARIJA,sospecha diagnostica,dengue clasico,2005-07-01,0,0,0,1,0,1
TIRAQUE (CBBA),sospecha diagnostica,dengue clasico,2005-07-01,0,0,0,3,0,3
VILLA TUNARI,sospecha diagnostica,dengue clasico,2005-07-01,0,0,2,10,0,12
BUENA VISTA,sospecha diagnostica,dengue clasico,2005-08-01,0,0,0,2,0,2
COBIJA,sospecha diagnostica,dengue clasico,2005-08-01,0,0,0,2,0,2
EL TORNO,sospecha diagnostica,dengue clasico,2005-08-01,0,0,0,4,1,5
GUAYARAMERIN,sospecha diagnostica,dengue clasico,2005-08-01,0,0,0,1,0,1
PORTACHUELO,sospecha diagnostica,dengue clasico,2005-08-01,0,0,0,1,0,1
PUERTO VILLARROEL,sospecha diagnostica,dengue clasico,2005-08-01,0,0,1,0,0,1
RURRENABAQUE,sospecha diagnostica,dengue clasico,2005-08-01,0,0,2,0,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2005-08-01,0,0,0,12,0,12
TIRAQUE (CBBA),sospecha diagnostica,dengue clasico,2005-08-01,0,0,0,8,0,8
VILLA TUNARI,sospecha diagnostica,dengue clasico,2005-08-01,0,0,0,6,0,6
YAPACANI,sospecha diagnostica,dengue clasico,2005-08-01,0,0,1,0,0,1
COTOCA,sospecha diagnostica,dengue clasico,2005-09-01,0,0,0,1,0,1
EL TORNO,sospecha diagnostica,dengue clasico,2005-09-01,0,0,0,2,0,2
GENERAL SAAVEDRA,sospecha diagnostica,dengue clasico,2005-09-01,0,0,0,1,0,1
GUANAY,sospecha diagnostica,dengue clasico,2005-09-01,0,1,1,8,0,10
PORTACHUELO,sospecha diagnostica,dengue clasico,2005-09-01,0,0,1,0,0,1
PUERTO VILLARROEL,sospecha diagnostica,dengue clasico,2005-09-01,0,0,0,1,0,1
SAMAIPATA,sospecha diagnostica,dengue clasico,2005-09-01,0,0,1,0,0,1
SAN PEDRO,sospecha diagnostica,dengue clasico,2005-09-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2005-09-01,0,0,0,8,0,8
TIRAQUE (CBBA),sospecha diagnostica,dengue clasico,2005-09-01,0,0,0,1,0,1
VILLA TUNARI,sospecha diagnostica,dengue clasico,2005-09-01,1,3,1,12,0,17
BUENA VISTA,sospecha diagnostica,dengue clasico,2005-10-01,0,0,2,1,0,3
COBIJA,sospecha diagnostica,dengue clasico,2005-10-01,0,0,0,3,0,3
MONTERO,sospecha diagnostica,dengue clasico,2005-10-01,0,1,0,0,0,1
ORURO,sospecha diagnostica,dengue clasico,2005-10-01,0,0,0,1,0,1
PORTACHUELO,sospecha diagnostica,dengue clasico,2005-10-01,0,0,1,0,0,1
SAN BORJA,sospecha diagnostica,dengue clasico,2005-10-01,0,0,0,1,0,1
SAN PEDRO,sospecha diagnostica,dengue clasico,2005-10-01,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2005-10-01,0,2,1,7,0,10
TIRAQUE (CBBA),sospecha diagnostica,dengue clasico,2005-10-01,0,0,0,1,0,1
VILLA TUNARI,sospecha diagnostica,dengue clasico,2005-10-01,0,0,0,6,1,7
BUENA VISTA,sospecha diagnostica,dengue clasico,2005-11-01,0,0,5,5,1,11
CARANAVI,sospecha diagnostica,dengue clasico,2005-11-01,0,0,0,1,0,1
COBIJA,sospecha diagnostica,dengue clasico,2005-11-01,0,0,0,1,0,1
EL TORNO,sospecha diagnostica,dengue clasico,2005-11-01,0,0,1,0,0,1
GENERAL SAAVEDRA,sospecha diagnostica,dengue clasico,2005-11-01,0,0,0,0,1,1
MONTERO,sospecha diagnostica,dengue clasico,2005-11-01,0,1,0,0,0,1
PALOS BLANCOS,sospecha diagnostica,dengue clasico,2005-11-01,0,0,1,5,0,6
PORTACHUELO,sospecha diagnostica,dengue clasico,2005-11-01,0,0,1,2,1,4
PORVENIR,sospecha diagnostica,dengue clasico,2005-11-01,0,1,0,0,0,1
PUERTO VILLARROEL,sospecha diagnostica,dengue clasico,2005-11-01,0,0,0,1,0,1
RIBERALTA,sospecha diagnostica,dengue clasico,2005-11-01,8,23,23,69,0,123
RURRENABAQUE,sospecha diagnostica,dengue clasico,2005-11-01,0,0,0,3,1,4
SAN IGNACIO,sospecha diagnostica,dengue clasico,2005-11-01,0,0,1,0,0,1
SAN IGNACIO DE VELASCO,sospecha diagnostica,dengue clasico,2005-11-01,0,0,0,3,0,3
SAN MATIAS,sospecha diagnostica,dengue clasico,2005-11-01,0,0,13,3,0,16
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2005-11-01,1,3,4,26,2,36
TIRAQUE (CBBA),sospecha diagnostica,dengue clasico,2005-11-01,1,0,1,4,0,6
VILLA TUNARI,sospecha diagnostica,dengue clasico,2005-11-01,0,1,3,7,0,11
YACUIBA,sospecha diagnostica,dengue clasico,2005-11-01,0,0,0,1,0,1
BUENA VISTA,sospecha diagnostica,dengue clasico,2005-12-01,0,0,1,2,1,4
CARAPARI,sospecha diagnostica,dengue clasico,2005-12-01,0,0,1,0,0,1
COBIJA,sospecha diagnostica,dengue clasico,2005-12-01,1,0,1,2,0,4
EL TORNO,sospecha diagnostica,dengue clasico,2005-12-01,0,1,2,10,0,13
ENTRE RIOS,sospecha diagnostica,dengue clasico,2005-12-01,0,0,0,1,0,1
MONTERO,sospecha diagnostica,dengue clasico,2005-12-01,0,3,4,3,0,10
PALOS BLANCOS,sospecha diagnostica,dengue clasico,2005-12-01,0,0,0,2,0,2
PORTACHUELO,sospecha diagnostica,dengue clasico,2005-12-01,0,0,1,1,1,3
RIBERALTA,sospecha diagnostica,dengue clasico,2005-12-01,2,12,17,26,3,60
ROBORE,sospecha diagnostica,dengue clasico,2005-12-01,0,1,2,7,2,12
RURRENABAQUE,sospecha diagnostica,dengue clasico,2005-12-01,0,0,1,7,0,8
SAN IGNACIO,sospecha diagnostica,dengue clasico,2005-12-01,1,3,3,2,0,9
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2005-12-01,0,1,2,6,1,10
TRINIDAD,sospecha diagnostica,dengue clasico,2005-12-01,0,0,0,4,0,4
VILLA TUNARI,sospecha diagnostica,dengue clasico,2005-12-01,0,1,3,7,0,11
