municipality,group,variable,month,Cantidad,TOTAL
COLPA BELGICA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,5,5
COLQUENCHA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,3,3
COLQUIRI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,2,2
COMANCHE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
COMARAPA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,8,8
CONCEPCION,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,20,20
COPACABANA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,5,5
CORIPATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,4,4
CORO CORO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,2,2
COROICO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,4,4
COTAGAITA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,4,4
COTOCA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,58,58
CUEVO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,2,2
CULPINA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,4,4
CURAHUARA DE CARANGAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,3,3
DESAGUADERO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
EL ALTO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,419,419
EL CHORO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,2,2
EL PUENTE(STC),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,12,12
EL TORNO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,16,16
ENTRE RIOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,19,19
ENTRE RIOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
EUREKA (SANTOS MERCADO),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
FERNANDEZ ALONSO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,11,11
FILADELFIA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,12,12
GENERAL SAAVEDRA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,2,2
GUANAY,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,8,8
GUAQUI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,2,2
GUAYARAMERIN,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,34,34
HUACARETA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,6,6
HUANUNI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,14,14
HUAYLLAMARCA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
ICLA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
INCAHUASI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,10,10
INQUISIVI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,6,6
IRUPANA (VILLA DE LANZA),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,3,3
IXIAMAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,6,6
JESUS DE MACHACA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,2,2
LA ASUNTA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,47,47
LA GUARDIA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,68,68
LA PAZ,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,519,519
LAGUNILLAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
LAS CARRERAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
LICOMA PAMPA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
LLALLAGUA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,74,74
MACHARETI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
MAGDALENA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,4,4
MAIRANA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,8,8
MAPIRI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,9,9
MECAPACA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,3,3
MINEROS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,5,5
MIZQUE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,32,32
MOCOMOCO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,3,3
MOJOCOYA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,3,3
MONTEAGUDO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,13,13
MONTERO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,58,58
MOROCHATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,11,11
OCURI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
OKINAWA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,12,12
OMEREQUE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,8,8
ORURO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,160,160
PAILON,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,10,10
PALCA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,6,6
PALOS BLANCOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,5,5
PAMPA GRANDE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,8,8
PATACAMAYA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,15,15
POCOATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
PORONGO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
PORTACHUELO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,14,14
POTOSI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,217,217
PUCARANI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,10,10
PUERTO ACOSTA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,5,5
PUERTO CARABUCO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,2,2
PUERTO GONZALO MORENO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,2,2
PUERTO QUIJARRO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,23,23
PUERTO RICO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,9,9
PUERTO SUAREZ,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,13,13
PUERTO VILLARROEL,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,83,83
PUNATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,10,10
QUIABAYA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,3,3
QUILLACOLLO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,165,165
QUIME,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,2,2
QUIRUSILLAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,2,2
RIBERALTA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,133,133
ROBORE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,13,13
SABAYA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,2,2
SACABA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,76,76
SACACA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,17,17
SAIPINA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,3,3
SAN ANDRES,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,6,6
SAN BENITO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,4,4
SAN BORJA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,26,26
SAN BUENA VENTURA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,6,6
SAN CARLOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,7,7
SAN IGNACIO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,7,7
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,38,38
SAN JAVIER(BNI),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,2,2
SAN JAVIER(STC),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,42,42
SAN JOAQUIN,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,10,10
SAN JOSE DE CHIQUITOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,9,9
SAN JUAN DE YAPACANI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
SAN JULIAN,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,23,23
SAN LUCAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,3,3
SAN MATIAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,11,11
SAN MIGUEL DE VELASCO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,14,14
SAN PEDRO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
SAN PEDRO DE TIQUINA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
SAN PEDRO(PND),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
SAN RAFAEL,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
SANTA ANA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,12,12
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1454,1454
SANTA ROSA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,8,8
SANTA ROSA DEL SARA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,11,11
SANTIAGO DE CALLAPA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
SANTIAGO DE HUARI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,2,2
SAPAHAQUI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
SICA SICA (VILLA AROMA),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,3,3
SIPE SIPE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,89,89
SORACACHI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
SORATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,4,4
SUCRE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,52,52
TACACOMA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,2,2
TACOBAMBA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
TAPACARI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,3,3
TARABUCO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,3,3
TARATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,9,9
TARIJA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,142,142
TARVITA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,3,3
TEOPONTE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
TINGUIPAYA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,2,2
TIPUANI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,3,3
TIQUIPAYA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,5,5
TIRAQUE (CBBA),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,76,76
TOLEDO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,4,4
TORO TORO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,2,2
TRINIDAD,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,259,259
TUPIZA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,14,14
TURCO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
UNCIA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,23,23
URIONDO (A. CONCEPCION),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
URUBICHA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,5,5
UYUNI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
VACAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
VALLEGRANDE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,9,9
VIACHA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,13,13
VILA VILA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
VILLA MONTES,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,28,28
VILLA SERRANO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
VILLA TUNARI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,11,11
VILLA VACA GUZMAN (MUYUPAMPA),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,1,1
VILLAZON,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,25,25
VINTO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,5,5
WARNES,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,112,112
YACUIBA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,6,6
YAMPARAEZ,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,2,2
YAPACANI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,15,15
YOTALA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,3,3
YUNCHARA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,4,4
ZUDAÑEZ,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-01-01,2,2
ACHACACHI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,7,7
ACHOCALLA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,2,2
AIQUILE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,14,14
ALALAY,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,1,1
ANCORAIMES,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,2,2
ANTEQUERA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,4,4
APOLO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,1,1
ARANI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,20,20
ASCENCION DE GUARAYOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,83,83
ATOCHA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,13,13
AUCAPATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,1,1
AYO AYO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,19,19
AZURDUY,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,1,1
BATALLAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,2,2
BERMEJO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,5,5
BETANZOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,3,3
BOYUIBE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,3,3
BUENA VISTA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,2,2
CABEZAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,4,4
CAIROMA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,1,1
"CAIZA ""D""",salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,1,1
CAJUATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,2,2
CALAMARCA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,4,4
CAMARGO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,1,1
CAMIRI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,17,17
CAPINOTA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,2,2
CAQUIAVIRI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,3,3
CARACOLLO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,9,9
CARANAVI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,19,19
CARAPARI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,2,2
CARMEN RIVERO TORREZ,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,13,13
CHALLAPATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,6,6
CHARAGUA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,35,35
CHIMORE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,6,6
CHULUMANI (V. DE LA LIBERTAD),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,6,6
CHUMA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,2,2
CLIZA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,12,12
COBIJA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,30,30
COCHABAMBA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,528,528
COIPASA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,2,2
COLCAPIRHUA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,23,23
COLOMI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,30,30
COLPA BELGICA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,1,1
COLQUECHACA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,3,3
COLQUENCHA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,3,3
COLQUIRI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,2,2
COMANCHE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,2,2
COMARAPA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,11,11
COMBAYA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,2,2
CONCEPCION,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,13,13
COPACABANA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,15,15
CORIPATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,5,5
COROICO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,4,4
CORQUE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,1,1
COTAGAITA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,6,6
COTOCA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,60,60
CULPINA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,6,6
DESAGUADERO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,2,2
EL ALTO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,386,386
EL CHORO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,1,1
EL PUENTE(STC),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,2,2
EL PUENTE(TJA),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,4,4
EL TORNO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,28,28
ENTRE RIOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,1,1
ENTRE RIOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,37,37
EUREKA (SANTOS MERCADO),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,1,1
FERNANDEZ ALONSO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,9,9
GENERAL SAAVEDRA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,3,3
GUANAY,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,6,6
GUAQUI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,1,1
GUAYARAMERIN,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,37,37
HUACARETA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2009-02-01,3,3
