municipality,group,variable,month,Cantidad,TOTAL
CURAHUARA DE CARANGAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,2,2
EL ALTO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,429,429
EL CHORO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,2,2
EL TORNO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,51,51
ENTRE RIOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,4,4
ENTRE RIOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,3,3
EUCALIPTUS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,1,1
FERNANDEZ ALONSO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,15,15
GENERAL SAAVEDRA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,1,1
GUANAY,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,15,15
GUAYARAMERIN,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,65,65
HUACARETA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,7,7
HUANUNI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,19,19
INCAHUASI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,6,6
INQUISIVI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,3,3
IRUPANA (VILLA DE LANZA),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,1,1
IXIAMAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,1,1
LA ASUNTA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,33,33
LA GUARDIA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,54,54
LA PAZ,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,331,331
LLALLAGUA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,94,94
LURIBAY,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,3,3
MACHACAMARCA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,12,12
MAGDALENA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,13,13
MAIRANA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,5,5
MECAPACA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,1,1
MINEROS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,24,24
MIZQUE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,16,16
MONTEAGUDO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,6,6
MONTERO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,47,47
MOROCHATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,3,3
OCURI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,6,6
OKINAWA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,12,12
OMEREQUE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,6,6
ORURO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,218,218
PAILON,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,30,30
PALCA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,2,2
PALOS BLANCOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,26,26
PAMPA AULLAGAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,3,3
PAMPA GRANDE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,6,6
PATACAMAYA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,13,13
PELECHUCO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,1,1
POCOATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,4,4
POCONA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,1,1
POJO (CBBA),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,3,3
PORONGO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,6,6
PORTACHUELO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,34,34
PORVENIR,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,15,15
POTOSI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,265,265
PUCARANI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,15,15
PUERTO ACOSTA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,19,19
PUERTO CARABUCO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,4,4
PUERTO GONZALO MORENO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,2,2
PUERTO PEREZ,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,1,1
PUERTO QUIJARRO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,6,6
PUERTO RICO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,3,3
PUERTO SUAREZ,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,10,10
PUERTO VILLARROEL,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,110,110
PUNATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,17,17
QUILLACOLLO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,272,272
QUIME,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,4,4
REYES,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,37,37
RIBERALTA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,120,120
ROBORE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,3,3
RURRENABAQUE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,3,3
SABAYA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,2,2
SACABA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,127,127
SACABAMBA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,10,10
SACACA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,12,12
SAIPINA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,10,10
SALINAS DE GARCI MENDOZA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,1,1
SAMAIPATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,5,5
SAN ANDRES,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,6,6
SAN BORJA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,16,16
SAN BUENA VENTURA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,6,6
SAN CARLOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,8,8
SAN IGNACIO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,9,9
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,26,26
SAN JAVIER(BNI),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,4,4
SAN JAVIER(STC),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,77,77
SAN JOAQUIN,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,6,6
SAN JOSE DE CHIQUITOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,18,18
SAN JUAN DE YAPACANI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,3,3
SAN JULIAN,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,18,18
SAN LUCAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,4,4
SAN MATIAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,8,8
SAN MIGUEL DE VELASCO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,10,10
SAN PEDRO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,3,3
SAN PEDRO DE TIQUINA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,2,2
SAN RAFAEL,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,7,7
SAN RAMON,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,31,31
SANTA ANA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,8,8
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,1663,1663
SANTA ROSA DEL SARA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,12,12
SANTIAGO DE HUARI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,2,2
SAPAHAQUI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,4,4
SICA SICA (VILLA AROMA),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,1,1
SIPE SIPE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,76,76
SOPACHUY,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,3,3
SORACACHI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,1,1
SORATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,14,14
SUCRE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,77,77
TACACOMA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,2,2
TAPACARI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,1,1
TARATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,10,10
TARIJA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,117,117
TARVITA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,3,3
TINGUIPAYA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,2,2
TIPUANI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,12,12
TIQUIPAYA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,4,4
TIRAQUE (CBBA),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,29,29
TOLEDO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,3,3
TORO TORO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,1,1
TOTORA(CBBA),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,42,42
TOTORA(ORR),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,1,1
TRIGAL,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,3,3
TRINIDAD,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,236,236
TUPIZA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,16,16
TURCO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,2,2
UNCIA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,34,34
URUBICHA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,2,2
VALLEGRANDE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,5,5
VIACHA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,7,7
VILLA MONTES,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,14,14
VILLA TUNARI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,46,46
VILLA VACA GUZMAN (MUYUPAMPA),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,4,4
VILLAZON,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,29,29
WALDO BALLIVIAN,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,1,1
WARNES,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,45,45
YACUIBA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,33,33
YAPACANI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-01-01,37,37
ACACIO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,3,3
ACHACACHI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,1,1
ACHOCALLA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,6,6
AIQUILE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,23,23
ALALAY,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,1,1
ANCORAIMES,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,5,5
ANDAMARCA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,1,1
ANTEQUERA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,5,5
ANZALDO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,3,3
APOLO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,4,4
ARANI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,16,16
ARQUE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,2,2
ASCENCION DE GUARAYOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,15,15
ATOCHA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,5,5
AYO AYO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,20,20
AZURDUY,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,1,1
BATALLAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,21,21
BERMEJO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,6,6
BETANZOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,3,3
BOYUIBE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,1,1
BUENA VISTA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,17,17
CABEZAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,3,3
CAIROMA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,2,2
CAJUATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,17,17
CALAMARCA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,5,5
CAMIRI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,59,59
CAPINOTA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,3,3
CARACOLLO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,14,14
CARANAVI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,25,25
CARMEN RIVERO TORREZ,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,5,5
CHALLAPATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,45,45
CHARAGUA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,19,19
CHIMORE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,5,5
CHULUMANI (V. DE LA LIBERTAD),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,10,10
CHUMA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,1,1
CLIZA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,33,33
COBIJA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,31,31
COCHABAMBA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,338,338
COLCAPIRHUA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,20,20
COLOMI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,33,33
COLPA BELGICA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,1,1
COLQUIRI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,7,7
COMANCHE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,3,3
COMARAPA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,14,14
CONCEPCION,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,13,13
COPACABANA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,1,1
CORIPATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,6,6
CORO CORO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,1,1
COROICO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,7,7
CORQUE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,3,3
COTAGAITA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,3,3
COTOCA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,32,32
CULPINA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,4,4
CURAHUARA DE CARANGAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,2,2
EL ALTO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,332,332
EL CHORO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,2,2
EL PUENTE(STC),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,1,1
EL TORNO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,39,39
ENTRE RIOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,6,6
ENTRE RIOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,6,6
EUCALIPTUS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,1,1
FERNANDEZ ALONSO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,19,19
GRAL. J.J. PEREZ (CHARAZANI),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,1,1
GUANAY,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,6,6
GUAYARAMERIN,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,69,69
HUACARETA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,3,3
HUANUNI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,1,1
HUAYLLAMARCA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,1,1
INCAHUASI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,5,5
INQUISIVI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,2,2
IRUPANA (VILLA DE LANZA),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,4,4
LA ASUNTA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,25,25
LA GUARDIA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,57,57
LA PAZ,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,315,315
LAGUNILLAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,4,4
LICOMA PAMPA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,1,1
LLALLAGUA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,75,75
LLICA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,1,1
LORETO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,9,9
LURIBAY,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,1,1
MACHACAMARCA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,9,9
MAGDALENA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,2,2
MAPIRI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,2,2
MINEROS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,11,11
MIZQUE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,45,45
MOCOMOCO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2008-02-01,2,2
