municipality,group,variable,month,Cantidad,TOTAL
CORQUE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,1,1
CUATRO CAÑADAS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,1,1
EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,28,28
ENTRE RIOS CBBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,1,1
FERNANDEZ ALONSO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,2,2
GUAYARAMERIN,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,2,2
HUATAJATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,1,1
IRUPANA (VILLA DE LANZA),salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,1,1
LA GUARDIA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,4,4
LA PAZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,19,19
MINEROS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,8,8
MONTEAGUDO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,1,1
MONTERO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,10,10
ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,25,25
PORTACHUELO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,1,1
POTOSI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,4,4
PUERTO GONZALO MORENO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,1,1
PUERTO VILLARROEL,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,16,16
PUNATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,1,1
REYES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,1,1
RIBERALTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,6,6
ROBORE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,1,1
RURRENABAQUE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,1,1
SACABA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,2,2
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,8,8
SAN JOSE DE CHIQUITOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,2,2
SAN JULIAN,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,1,1
SAN MIGUEL DE VELASCO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,2,2
SAN RAFAEL,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,1,1
SANTA ANA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,5,5
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,109,109
SANTA ROSA DEL SARA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,1,1
SUCRE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,4,4
TARIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,10,10
TARVITA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,1,1
TIQUIPAYA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,5,5
TRINIDAD,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,12,12
VILLA VACA GUZMAN (MUYUPAMPA),salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,1,1
WARNES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-02-01,1,1
ARANI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,1,1
BERMEJO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,1,1
CAJUATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,1,1
CAMIRI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,9,9
CHALLAPATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,1,1
COBIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,1,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,2,2
COTOCA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,2,2
EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,28,28
FERNANDEZ ALONSO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,1,1
GUTIERREZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,1,1
HUANUNI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,1,1
IRUPANA (VILLA DE LANZA),salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,1,1
LA ASUNTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,1,1
LA GUARDIA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,2,2
LA PAZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,21,21
MACHARETI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,1,1
MINEROS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,6,6
MONTERO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,6,6
ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,22,22
PATACAMAYA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,1,1
POCONA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,1,1
POTOSI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,2,2
PRESTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,2,2
PUERTO VILLARROEL,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,13,13
PUNATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,1,1
RIBERALTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,2,2
ROBORE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,1,1
RURRENABAQUE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,3,3
SACABA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,1,1
SAN BORJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,2,2
SAN CARLOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,1,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,4,4
SAN JAVIER(STC),salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,1,1
SAN JULIAN,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,2,2
SAN RAFAEL,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,2,2
SANTA ANA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,4,4
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,54,54
SANTUARIO DE QUILLACAS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,1,1
SORACACHI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,1,1
SUCRE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,7,7
TAPACARI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,1,1
TARIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,15,15
TRINIDAD,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,11,11
VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,1,1
VINTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,2,2
WARNES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,1,1
YACUIBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-03-01,1,1
ATOCHA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
CAJUATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
CAMIRI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,6,6
CAPINOTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
CHALLAPATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,3,3
CHIMORE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
COBIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,10,10
COLOMI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
COLQUECHACA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
CONCEPCION,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,3,3
CUATRO CAÑADAS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,3,3
EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,25,25
FERNANDEZ ALONSO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
GENERAL SAAVEDRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
GUAYARAMERIN,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
IRUPANA (VILLA DE LANZA),salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
JESUS DE MACHACA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
LA ASUNTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,27,27
MINEROS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,6,6
MONTEAGUDO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
MONTERO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,22,22
ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,32,32
PALOS BLANCOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
POTOSI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,3,3
PUCARANI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
PUERTO QUIJARRO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,2,2
PUERTO SUAREZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,2,2
PUERTO VILLARROEL,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,12,12
RIBERALTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,3,3
ROBORE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
RURRENABAQUE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,9,9
SAN IGNACIO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,2,2
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,6,6
SAN JAVIER(STC),salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,2,2
SAN JULIAN,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
SAN MIGUEL DE VELASCO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
SAN PEDRO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
SAN RAFAEL,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
SANTA ANA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,2,2
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,90,90
SANTIAGO DE MACHACA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
SAPAHAQUI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
SICA SICA (VILLA AROMA),salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
SIPE SIPE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
SUCRE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,11,11
TARIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,14,14
TIPUANI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
TIQUIPAYA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
TRINIDAD,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,14,14
URIONDO (A. CONCEPCION),salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
VACAS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
YACUIBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-04-01,1,1
BETANZOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,1,1
CABEZAS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,1,1
CAMIRI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,4,4
CHALLAPATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,1,1
COBIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,4,4
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,32,32
CONCEPCION,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,1,1
COTOCA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,3,3
EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,21,21
EUREKA (SANTOS MERCADO),salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,1,1
GUAYARAMERIN,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,3,3
LA ASUNTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,1,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,45,45
LLALLAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,1,1
MAPIRI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,1,1
MINEROS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,4,4
MONTEAGUDO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,1,1
MONTERO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,11,11
ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,10,10
POTOSI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,5,5
PUERTO VILLARROEL,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,5,5
RIBERALTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,3,3
RURRENABAQUE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,3,3
SAN ANDRES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,1,1
SAN BUENA VENTURA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,1,1
SAN CARLOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,1,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,1,1
SAN JULIAN,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,2,2
SAN LUCAS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,1,1
SANTA ANA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,65,65
SANTIAGO DE MACHACA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,1,1
SIPE SIPE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,2,2
SUCRE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,7,7
TACOPAYA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,1,1
TARABUCO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,1,1
TARIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,6,6
TIQUIPAYA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,3,3
TRINIDAD,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,2,2
YACUIBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,1,1
YAPACANI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-05-01,5,5
ALALAY,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,1,1
CAMIRI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,10,10
CHIMORE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,2,2
COBIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,4,4
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,14,14
COLQUECHACA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,1,1
CONCEPCION,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,1,1
COTOCA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,1,1
EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,20,20
GENERAL SAAVEDRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,1,1
GUAYARAMERIN,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,2,2
IRUPANA (VILLA DE LANZA),salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,1,1
JESUS DE MACHACA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,1,1
LA GUARDIA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,1,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,21,21
LLALLAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,2,2
MACHARETI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,1,1
MINEROS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,2,2
MONTEAGUDO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,2,2
MONTERO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,9,9
ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,16,16
PALOS BLANCOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,1,1
POTOSI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,1,1
PUERTO CARABUCO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,1,1
PUERTO GONZALO MORENO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,1,1
PUERTO SUAREZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,4,4
PUERTO VILLARROEL,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,3,3
RIBERALTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,4,4
ROBORE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,1,1
RURRENABAQUE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,3,3
SACABA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,2,2
SAN BORJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,1,1
SAN CARLOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,1,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,3,3
SAN JULIAN,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,10,10
SAN PEDRO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,1,1
SAN PEDRO DE QUEMES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,1,1
SAN RAMON SCZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,5,5
SANTA ANA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,222,222
SUCRE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,10,10
TACACOMA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,1,1
TARIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,4,4
TIQUIPAYA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,3,3
TRINIDAD,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,4,4
UYUNI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,1,1
VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,1,1
WARNES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,1,1
YACUIBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-06-01,1,1
CAMIRI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-07-01,7,7
CAPINOTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-07-01,1,1
CHALLAPATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-07-01,2,2
COBIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-07-01,2,2
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2013-07-01,25,25
