municipality,group,variable,month,Cantidad,TOTAL
CARMEN RIVERO TORREZ,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,10,10
CHALLAPATA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,25,25
CHAQUI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,3,3
CHARAGUA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,2,2
CHAYANTA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,8,8
CHIMORE,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,12,12
CHUQUIHUTA AYLLU JUCUMANI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,2,2
CLIZA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,8,8
COBIJA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,51,51
COCAPATA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,1,1
COCHABAMBA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,487,487
COLCAPIRHUA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,48,48
COLOMI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,14,14
COLPA BELGICA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,5,5
COLQUECHACA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,27,27
COLQUENCHA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,2,2
COLQUIRI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,2,2
COMARAPA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,14,14
CONCEPCION,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,25,25
COPACABANA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,2,2
CORO CORO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,1,1
COTAGAITA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,7,7
COTOCA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,60,60
CUATRO CAÑADAS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,17,17
CULPINA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,4,4
EL ALTO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,554,554
EL PUENTE(STC),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,6,6
EL TORNO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,33,33
EL VILLAR,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,1,1
ENTRE RIOS TRJ,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,17,17
ENTRE RIOS CBBA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,27,27
ESCOMA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,5,5
EUCALIPTUS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,1,1
EUREKA (SANTOS MERCADO),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,1,1
FERNANDEZ ALONSO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,4,4
FILADELFIA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,5,5
GENERAL SAAVEDRA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,2,2
GUANAY,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,4,4
GUAQUI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,1,1
GUAYARAMERIN,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,70,70
GUTIERREZ,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,1,1
HUACARETA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,10,10
HUACAYA (VILLA DE HUACAYA),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,1,1
HUACHACALLA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,1,1
HUANUNI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,20,20
HUAYLLAMARCA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,1,1
INGAVI (HUMAITA),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,3,3
IXIAMAS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,1,1
JESUS DE MACHACA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,14,14
LA GUARDIA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,90,90
LA PAZ,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,451,451
LAGUNILLAS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,4,4
LLALLAGUA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,70,70
LORETO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,5,5
MACHARETI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,2,2
MAIRANA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,9,9
MECAPACA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,3,3
MINEROS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,27,27
MIZQUE,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,14,14
MONTEAGUDO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,4,4
MONTERO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,101,101
MOROCHATA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,9,9
NAZACARA DE PACAJES,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,1,1
OCURI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,1,1
OKINAWA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,10,10
ORURO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,272,272
PADCAYA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,8,8
PADILLA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,9,9
PAILON,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,22,22
PALCA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,2,2
PALOS BLANCOS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,11,11
PAMPA AULLAGAS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,2,2
PAMPA GRANDE,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,4,4
PAPEL PAMPA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,2,2
PATACAMAYA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,13,13
POCOATA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,5,5
POCONA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,1,1
POJO (CBBA),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,4,4
PORCO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,3,3
PORONGO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,5,5
PORTACHUELO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,19,19
PORVENIR,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,5,5
POSTRER VALLE,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,5,5
POTOSI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,180,180
PRESTO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,2,2
PUCARANI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,4,4
PUERTO ACOSTA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,4,4
PUERTO CARABUCO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,3,3
PUERTO GONZALO MORENO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,5,5
PUERTO QUIJARRO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,4,4
PUERTO RICO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,17,17
PUERTO SUAREZ,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,14,14
PUERTO VILLARROEL,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,52,52
PUNA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,9,9
PUNATA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,6,6
QUIABAYA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,3,3
QUILLACOLLO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,72,72
QUIME,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,1,1
RAVELO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,2,2
REYES,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,8,8
RIBERALTA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,111,111
ROBORE,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,2,2
RURRENABAQUE,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,12,12
SABAYA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,1,1
SACABA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,94,94
SACABAMBA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,5,5
SACACA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,7,7
SAIPINA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,2,2
SALINAS DE GARCI MENDOZA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,2,2
SAMAIPATA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,2,2
SAN ANDRES,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,12,12
SAN BENITO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,22,22
SAN BORJA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,25,25
SAN BUENA VENTURA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,5,5
SAN CARLOS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,15,15
SAN IGNACIO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,14,14
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,46,46
SAN JAVIER(BNI),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,1,1
SAN JAVIER(STC),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,10,10
SAN JOSE DE CHIQUITOS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,15,15
SAN JUAN DE YAPACANI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,1,1
SAN JULIAN,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,25,25
SAN LORENZO(PND),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,6,6
SAN LORENZO(TJA),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,7,7
SAN LUCAS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,1,1
SAN MATIAS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,10,10
SAN MIGUEL DE VELASCO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,10,10
SAN PEDRO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,5,5
SAN PEDRO DE BUENA VISTA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,17,17
SAN PEDRO(PND),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,1,1
SANTA ANA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,16,16
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,2489,2489
SANTA ROSA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,7,7
SANTA ROSA DEL SARA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,12,12
SANTIAGO DE HUARI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,1,1
SENA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,3,3
SHINAOTA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,33,33
SICA SICA (VILLA AROMA),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,10,10
SIPE SIPE,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,82,82
SOPACHUY,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,3,3
SORACACHI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,2,2
SORATA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,8,8
SUCRE,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,90,90
TACACOMA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,2,2
TACOBAMBA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,3,3
TARABUCO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,2,2
TARACO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,1,1
TARATA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,2,2
TARIJA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,112,112
TARVITA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,4,4
TEOPONTE,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,1,1
TIAWANACU,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,5,5
TINGUIPAYA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,8,8
TIPUANI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,5,5
TIQUIPAYA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,115,115
TIRAQUE (CBBA),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,16,16
TOCO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,1,1
TOLATA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,3,3
TOLEDO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,3,3
TOMAVE,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,4,4
TOMINA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,3,3
TORO TORO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,5,5
TOTORA(CBBA),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,7,7
TOTORA(ORR),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,1,1
TRINIDAD,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,260,260
TUPIZA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,14,14
TURCO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,1,1
URIONDO (A. CONCEPCION),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,1,1
URUBICHA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,5,5
UYUNI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,20,20
VACAS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,5,5
VALLEGRANDE,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,2,2
VIACHA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,18,18
VILA VILA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,2,2
VILLA CHARCAS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,2,2
VILLA MONTES,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,15,15
VILLA NUEVA (LOMA ALTA),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,1,1
VILLA SERRANO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,13,13
VILLA TUNARI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,203,203
VILLA VACA GUZMAN (MUYUPAMPA),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,3,3
VILLAZON,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,21,21
VINTO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,22,22
VITICHI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,3,3
WARNES,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,83,83
YACO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,3,3
YACUIBA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,43,43
YAPACANI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,89,89
YOTALA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,8,8
YUNCHARA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,1,1
ZUDAÑEZ,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-01-01,4,4
ACHACACHI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,7,7
AIQUILE,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,18,18
ALTO BENI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,2,2
ANCORAIMES,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,3,3
ANDAMARCA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,1,1
APOLO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,7,7
ARAMPAMPA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,1,1
ARANI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,3,3
ARBIETO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,5,5
ASCENCION DE GUARAYOS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,20,20
ATOCHA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,4,4
AYATA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,8,8
AZURDUY,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,1,1
BERMEJO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,5,5
BETANZOS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,7,7
BOLPEBRA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,3,3
BUENA VISTA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,8,8
CABEZAS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,17,17
"CAIZA ""D""",salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,2,2
CAJUATA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,6,6
CALAMARCA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,1,1
CAMARGO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,9,9
CAMATAQUI (C. VILLA ABECIA),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,3,3
CAMIRI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,34,34
CAPINOTA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,4,4
CAQUIAVIRI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,1,1
CARACOLLO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,12,12
CARANAVI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,28,28
CARIPUYO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,7,7
CARMEN RIVERO TORREZ,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,14,14
CHALLAPATA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,23,23
CHAQUI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,4,4
CHARAGUA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,2,2
CHAYANTA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,2,2
CHIMORE,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,16,16
CHUMA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,5,5
CKOCHAS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,1,1
CLIZA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,11,11
COBIJA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,40,40
COCAPATA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,1,1
COCHABAMBA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,374,374
COLCAPIRHUA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,20,20
COLOMI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,11,11
COLPA BELGICA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,5,5
COLQUECHACA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,12,12
COLQUENCHA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,6,6
COLQUIRI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,5,5
COMANCHE,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,1,1
COMARAPA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,7,7
CONCEPCION,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,14,14
CORIPATA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,2,2
CORO CORO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,2,2
COROICO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,12,12
CORQUE,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,1,1
COTAGAITA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,10,10
COTOCA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,48,48
CUATRO CAÑADAS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2013-02-01,14,14
