municipality,group,variable,month,Cantidad,TOTAL
INGAVI (HUMAITA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,2,2
JESUS DE MACHACA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,1,1
LA GUARDIA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,4,4
LA PAZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,128,128
LORETO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,1,1
MACHACAMARCA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,1,1
MINEROS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,3,3
MIZQUE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,1,1
MOJOCOYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,2,2
MONTEAGUDO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,4,4
MONTERO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,9,9
ORURO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,65,65
PADILLA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,1,1
PALOS BLANCOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,1,1
PAZÑA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,1,1
PORONGO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,1,1
POTOSI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,5,5
PUERTO GONZALO MORENO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,1,1
PUERTO PEREZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,1,1
PUERTO QUIJARRO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,1,1
PUERTO RICO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,4,4
PUERTO SUAREZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,1,1
PUERTO VILLARROEL,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,1,1
QUIME,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,2,2
RIBERALTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,5,5
RURRENABAQUE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,1,1
SACABA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,6,6
SAN BENITO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,3,3
SAN CARLOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,4,4
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,7,7
SAN JULIAN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,4,4
SAN MATIAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,1,1
SAN MIGUEL DE VELASCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,1,1
SAN PEDRO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,2,2
SAN RAFAEL,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,1,1
SAN RAMON SCZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,1,1
SANTA ANA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,185,185
SANTUARIO DE QUILLACAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,1,1
SHINAOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,11,11
SORATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,1,1
SUCRE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,64,64
TARIJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,24,24
TIPUANI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,1,1
TIQUIPAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,7,7
TOMAVE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,1,1
TOMINA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,2,2
TORO TORO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,1,1
TOTORA(ORR),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,1,1
TRINIDAD,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,11,11
VILLA CHARCAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,1,1
VILLA TUNARI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,2,2
VILLAZON,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,4,4
WARNES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,6,6
YACUIBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-01-01,16,16
ACHOCALLA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,1,1
AIQUILE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,2,2
ARANI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,1,1
CABEZAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,8,8
CAMIRI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,3,3
CARANAVI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,1,1
CLIZA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,1,1
COBIJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,6,6
COCHABAMBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,40,40
COTAGAITA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,1,1
CUATRO CAÑADAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,4,4
EL ALTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,35,35
EL TORNO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,2,2
FERNANDEZ ALONSO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,2,2
HUACHACALLA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,1,1
HUANUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,9,9
ICLA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,1,1
INQUISIVI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,2,2
JESUS DE MACHACA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,1,1
LA ASUNTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,2,2
LA GUARDIA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,9,9
LA PAZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,145,145
LLALLAGUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,1,1
MECAPACA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,2,2
MINEROS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,1,1
MONTERO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,13,13
OCURI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,2,2
ORURO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,45,45
PAILON,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,1,1
PALOS BLANCOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,1,1
POCOATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,2,2
POTOSI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,14,14
QUIME,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,2,2
RIBERALTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,23,23
ROBORE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,1,1
SACABA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,11,11
SAN BENITO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,1,1
SAN IGNACIO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,1,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,8,8
SAN JULIAN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,1,1
SAN MIGUEL DE VELASCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,1,1
SAN PEDRO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,3,3
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,175,175
SHINAOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,8,8
SICA SICA (VILLA AROMA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,2,2
SUCRE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,32,32
TARIJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,24,24
TINGUIPAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,1,1
TIPUANI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,2,2
TIQUIPAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,6,6
TRINIDAD,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,3,3
URUBICHA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,1,1
UYUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,1,1
VILLA CHARCAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,1,1
VILLA MONTES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,3,3
VILLAZON,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,6,6
WARNES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,3,3
YACUIBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-02-01,5,5
ACACIO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,1,1
AIQUILE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,1,1
ANCORAIMES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,4,4
BETANZOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,2,2
CALAMARCA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,1,1
CAMARGO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,2,2
CAMIRI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,2,2
CHULUMANI (V. DE LA LIBERTAD),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,11,11
CHUQUIHUTA AYLLU JUCUMANI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,1,1
CLIZA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,5,5
COBIJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,4,4
COCHABAMBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,36,36
COLQUECHACA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,1,1
CONCEPCION,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,3,3
COTOCA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,1,1
CUATRO CAÑADAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,5,5
EL ALTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,37,37
EL TORNO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,1,1
FERNANDEZ ALONSO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,1,1
GUAYARAMERIN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,1,1
HUANUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,7,7
INCAHUASI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,1,1
LA ASUNTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,2,2
LA GUARDIA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,13,13
LA PAZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,80,80
LLALLAGUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,1,1
MONTEAGUDO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,3,3
MONTERO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,4,4
OCURI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,2,2
ORURO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,46,46
PADILLA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,1,1
POCONA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,1,1
POTOSI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,7,7
PRESTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,1,1
PUERTO QUIJARRO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,3,3
QUIME,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,5,5
RIBERALTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,6,6
RURRENABAQUE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,2,2
SACABA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,16,16
SACABAMBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,1,1
SAIPINA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,1,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,3,3
SAN JAVIER(BNI),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,1,1
SAN JOSE DE CHIQUITOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,1,1
SAN JULIAN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,2,2
SAN PEDRO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,3,3
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,170,170
SENA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,1,1
SHINAOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,20,20
SORATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,2,2
SUCRE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,32,32
TARIJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,22,22
TIPUANI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,2,2
TIQUIPAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,13,13
TRINIDAD,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,2,2
URUBICHA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,1,1
VILLA CHARCAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,1,1
VILLA TUNARI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,6,6
VILLAZON,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,4,4
VINTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,1,1
WARNES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,2,2
YACUIBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-03-01,2,2
ARANI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,2,2
BELLA FLOR,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,1,1
BETANZOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,3,3
CALAMARCA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,1,1
CAMARGO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,2,2
CAMIRI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,1,1
CAPINOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,1,1
CARANAVI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,3,3
CHIMORE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,12,12
COBIJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,1,1
COCHABAMBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,51,51
COLOMI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,1,1
COLQUECHACA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,5,5
CONCEPCION,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,2,2
CUATRO CAÑADAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,5,5
EL ALTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,39,39
EL PUENTE(STC),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,3,3
EL TORNO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,1,1
ESCOMA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,1,1
FERNANDEZ ALONSO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,2,2
HUANUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,13,13
IRUPANA (VILLA DE LANZA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,1,1
JESUS DE MACHACA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,2,2
LA ASUNTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,2,2
LA GUARDIA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,9,9
LA PAZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,132,132
LLALLAGUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,2,2
MACHARETI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,1,1
MAPIRI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,2,2
MINEROS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,1,1
MOJOCOYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,1,1
MONTEAGUDO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,2,2
MONTERO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,9,9
ORURO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,64,64
PADILLA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,1,1
PALOS BLANCOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,2,2
PATACAMAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,1,1
POCONA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,1,1
POOPO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,2,2
POTOSI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,6,6
PUCARANI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,3,3
PUERTO QUIJARRO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,2,2
PUERTO SUAREZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,1,1
PUERTO VILLARROEL,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,1,1
PUNA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,2,2
PUNATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,2,2
RIBERALTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,16,16
ROBORE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,2,2
SAN BENITO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,1,1
SAN CARLOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,4,4
SAN IGNACIO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,1,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,4,4
SAN JOSE DE CHIQUITOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,1,1
SAN JUAN DE YAPACANI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,1,1
SAN JULIAN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2013-04-01,213,213
