municipality,group,variable,month,< de 2 años-H,< de 2 años-M,2 a 4 años-H,2 a 4 años-M,TOTAL-H,TOTAL-M,TOTAL
TARATA,desnutricion cronica,talla baja moderada (m),2005-09-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
TRINIDAD,desnutricion cronica,talla baja moderada (m),2005-09-01,5.0,5.0,3.0,1.0,8.0,6.0,14.0
URIONDO (A. CONCEPCION),desnutricion cronica,talla baja moderada (m),2005-09-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
YACUIBA,desnutricion cronica,talla baja moderada (m),2005-09-01,1.0,4.0,3.0,3.0,4.0,7.0,11.0
BERMEJO,desnutricion cronica,talla baja moderada (m),2005-10-01,1.0,0.0,1.0,0.0,2.0,0.0,2.0
CARAPARI,desnutricion cronica,talla baja moderada (m),2005-10-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
PADCAYA,desnutricion cronica,talla baja moderada (m),2005-10-01,0.0,2.0,1.0,2.0,1.0,4.0,5.0
PUERTO QUIJARRO,desnutricion cronica,talla baja moderada (m),2005-10-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
SACABAMBA,desnutricion cronica,talla baja moderada (m),2005-10-01,4.0,2.0,5.0,6.0,9.0,8.0,17.0
TRINIDAD,desnutricion cronica,talla baja moderada (m),2005-10-01,19.0,2.0,4.0,6.0,23.0,8.0,31.0
YACUIBA,desnutricion cronica,talla baja moderada (m),2005-10-01,3.0,4.0,0.0,4.0,3.0,8.0,11.0
BERMEJO,desnutricion cronica,talla baja moderada (m),2005-11-01,1.0,0.0,0.0,1.0,1.0,1.0,2.0
LORETO,desnutricion cronica,talla baja moderada (m),2005-11-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
SANTA CRUZ DE LA SIERRA,desnutricion cronica,talla baja moderada (m),2005-11-01,1.0,6.0,3.0,3.0,4.0,9.0,13.0
TRINIDAD,desnutricion cronica,talla baja moderada (m),2005-11-01,0.0,3.0,1.0,3.0,1.0,6.0,7.0
YACUIBA,desnutricion cronica,talla baja moderada (m),2005-11-01,0.0,1.0,0.0,3.0,0.0,4.0,4.0
EL PUENTE(TJA),desnutricion cronica,talla baja moderada (m),2005-12-01,0.0,0.0,2.0,2.0,2.0,2.0,4.0
GUAYARAMERIN,desnutricion cronica,talla baja moderada (m),2005-12-01,0.0,0.0,1.0,17.0,1.0,17.0,18.0
SACABAMBA,desnutricion cronica,talla baja moderada (m),2005-12-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SUCRE,desnutricion cronica,talla baja moderada (m),2005-12-01,1.0,0.0,2.0,0.0,3.0,0.0,3.0
TRINIDAD,desnutricion cronica,talla baja moderada (m),2005-12-01,7.0,6.0,6.0,7.0,13.0,13.0,26.0
YACUIBA,desnutricion cronica,talla baja moderada (m),2005-12-01,2.0,1.0,2.0,4.0,4.0,5.0,9.0
