municipality,group,variable,month,< de 2 años-H,< de 2 años-M,2 a 4 años-H,2 a 4 años-M,TOTAL-H,TOTAL-M,TOTAL
TACACHI,desnutricion cronica,talla baja leve (l),2005-06-01,0,2,0,0,0,2,2
TARIJA,desnutricion cronica,talla baja leve (l),2005-06-01,12,11,8,16,20,27,47
TOCO,desnutricion cronica,talla baja leve (l),2005-06-01,0,0,7,4,7,4,11
YACUIBA,desnutricion cronica,talla baja leve (l),2005-06-01,6,3,6,4,12,7,19
ACACIO,desnutricion cronica,talla baja leve (l),2005-07-01,6,5,0,0,6,5,11
BERMEJO,desnutricion cronica,talla baja leve (l),2005-07-01,1,2,0,0,1,2,3
CLIZA,desnutricion cronica,talla baja leve (l),2005-07-01,2,1,0,1,2,2,4
EL PUENTE(TJA),desnutricion cronica,talla baja leve (l),2005-07-01,1,1,3,0,4,1,5
FILADELFIA,desnutricion cronica,talla baja leve (l),2005-07-01,2,1,0,0,2,1,3
LORETO,desnutricion cronica,talla baja leve (l),2005-07-01,2,1,2,1,4,2,6
PADCAYA,desnutricion cronica,talla baja leve (l),2005-07-01,0,1,2,4,2,5,7
PUNATA,desnutricion cronica,talla baja leve (l),2005-07-01,1,1,3,5,4,6,10
SACABAMBA,desnutricion cronica,talla baja leve (l),2005-07-01,2,1,2,3,4,4,8
SAN ANDRES,desnutricion cronica,talla baja leve (l),2005-07-01,3,0,1,2,4,2,6
SAN JAVIER(BNI),desnutricion cronica,talla baja leve (l),2005-07-01,0,1,0,0,0,1,1
TOCO,desnutricion cronica,talla baja leve (l),2005-07-01,1,0,0,0,1,0,1
TRINIDAD,desnutricion cronica,talla baja leve (l),2005-07-01,12,24,13,15,25,39,64
URIONDO (A. CONCEPCION),desnutricion cronica,talla baja leve (l),2005-07-01,2,2,1,1,3,3,6
YACUIBA,desnutricion cronica,talla baja leve (l),2005-07-01,3,0,7,11,10,11,21
ALALAY,desnutricion cronica,talla baja leve (l),2005-08-01,4,0,0,0,4,0,4
ANZALDO,desnutricion cronica,talla baja leve (l),2005-08-01,0,0,1,6,1,6,7
BERMEJO,desnutricion cronica,talla baja leve (l),2005-08-01,8,2,8,14,16,16,32
CARAPARI,desnutricion cronica,talla baja leve (l),2005-08-01,5,1,3,4,8,5,13
EL PUENTE(TJA),desnutricion cronica,talla baja leve (l),2005-08-01,1,2,3,3,4,5,9
LORETO,desnutricion cronica,talla baja leve (l),2005-08-01,12,4,0,1,12,5,17
PADCAYA,desnutricion cronica,talla baja leve (l),2005-08-01,0,1,1,1,1,2,3
SACABAMBA,desnutricion cronica,talla baja leve (l),2005-08-01,4,2,6,3,10,5,15
SAN JAVIER(BNI),desnutricion cronica,talla baja leve (l),2005-08-01,1,1,1,0,2,1,3
TARIJA,desnutricion cronica,talla baja leve (l),2005-08-01,4,7,5,10,9,17,26
TOCO,desnutricion cronica,talla baja leve (l),2005-08-01,0,0,0,3,0,3,3
TRINIDAD,desnutricion cronica,talla baja leve (l),2005-08-01,27,19,11,12,38,31,69
URIONDO (A. CONCEPCION),desnutricion cronica,talla baja leve (l),2005-08-01,7,1,5,8,12,9,21
YACUIBA,desnutricion cronica,talla baja leve (l),2005-08-01,6,6,6,10,12,16,28
ZUDAÑEZ,desnutricion cronica,talla baja leve (l),2005-08-01,5,3,7,14,12,17,29
AYOPAYA (V. DE INDEPENDENCIA),desnutricion cronica,talla baja leve (l),2005-09-01,1,0,0,0,1,0,1
BERMEJO,desnutricion cronica,talla baja leve (l),2005-09-01,2,0,2,2,4,2,6
COLQUECHACA,desnutricion cronica,talla baja leve (l),2005-09-01,2,1,0,0,2,1,3
COTOCA,desnutricion cronica,talla baja leve (l),2005-09-01,45,34,13,17,58,51,109
EL PUENTE(TJA),desnutricion cronica,talla baja leve (l),2005-09-01,1,2,0,2,1,4,5
EL TORNO,desnutricion cronica,talla baja leve (l),2005-09-01,48,53,47,24,95,77,172
LA GUARDIA,desnutricion cronica,talla baja leve (l),2005-09-01,6,3,1,1,7,4,11
LORETO,desnutricion cronica,talla baja leve (l),2005-09-01,2,3,2,6,4,9,13
PADCAYA,desnutricion cronica,talla baja leve (l),2005-09-01,0,0,2,1,2,1,3
PORONGO,desnutricion cronica,talla baja leve (l),2005-09-01,7,9,3,2,10,11,21
RURRENABAQUE,desnutricion cronica,talla baja leve (l),2005-09-01,0,0,1,0,1,0,1
SACABAMBA,desnutricion cronica,talla baja leve (l),2005-09-01,4,4,2,4,6,8,14
SAN ANDRES,desnutricion cronica,talla baja leve (l),2005-09-01,2,2,2,3,4,5,9
SAN JAVIER(BNI),desnutricion cronica,talla baja leve (l),2005-09-01,0,0,1,0,1,0,1
TARATA,desnutricion cronica,talla baja leve (l),2005-09-01,1,0,0,5,1,5,6
TRINIDAD,desnutricion cronica,talla baja leve (l),2005-09-01,40,36,12,26,52,62,114
URIONDO (A. CONCEPCION),desnutricion cronica,talla baja leve (l),2005-09-01,2,1,6,7,8,8,16
YACUIBA,desnutricion cronica,talla baja leve (l),2005-09-01,22,26,16,19,38,45,83
BERMEJO,desnutricion cronica,talla baja leve (l),2005-10-01,3,1,8,4,11,5,16
CARAPARI,desnutricion cronica,talla baja leve (l),2005-10-01,0,0,2,1,2,1,3
CARMEN RIVERO TORREZ,desnutricion cronica,talla baja leve (l),2005-10-01,1,1,2,2,3,3,6
LORETO,desnutricion cronica,talla baja leve (l),2005-10-01,3,5,1,4,4,9,13
ORURO,desnutricion cronica,talla baja leve (l),2005-10-01,5,7,3,4,8,11,19
PADCAYA,desnutricion cronica,talla baja leve (l),2005-10-01,2,5,5,7,7,12,19
PAZÑA,desnutricion cronica,talla baja leve (l),2005-10-01,0,0,2,1,2,1,3
PUERTO QUIJARRO,desnutricion cronica,talla baja leve (l),2005-10-01,3,4,3,4,6,8,14
SACABAMBA,desnutricion cronica,talla baja leve (l),2005-10-01,4,3,3,7,7,10,17
SAN ANDRES,desnutricion cronica,talla baja leve (l),2005-10-01,4,9,11,3,15,12,27
SAN IGNACIO,desnutricion cronica,talla baja leve (l),2005-10-01,0,1,0,1,0,2,2
SAN JAVIER(BNI),desnutricion cronica,talla baja leve (l),2005-10-01,1,2,3,2,4,4,8
TOCO,desnutricion cronica,talla baja leve (l),2005-10-01,0,0,3,3,3,3,6
TRINIDAD,desnutricion cronica,talla baja leve (l),2005-10-01,23,28,10,21,33,49,82
URIONDO (A. CONCEPCION),desnutricion cronica,talla baja leve (l),2005-10-01,1,2,5,0,6,2,8
YACUIBA,desnutricion cronica,talla baja leve (l),2005-10-01,11,8,8,8,19,16,35
BERMEJO,desnutricion cronica,talla baja leve (l),2005-11-01,2,3,2,2,4,5,9
CLIZA,desnutricion cronica,talla baja leve (l),2005-11-01,0,1,0,0,0,1,1
LORETO,desnutricion cronica,talla baja leve (l),2005-11-01,5,4,6,7,11,11,22
PADCAYA,desnutricion cronica,talla baja leve (l),2005-11-01,2,1,3,0,5,1,6
PAZÑA,desnutricion cronica,talla baja leve (l),2005-11-01,1,1,2,1,3,2,5
SACABAMBA,desnutricion cronica,talla baja leve (l),2005-11-01,1,2,0,0,1,2,3
SAN ANDRES,desnutricion cronica,talla baja leve (l),2005-11-01,2,0,0,4,2,4,6
SAN IGNACIO,desnutricion cronica,talla baja leve (l),2005-11-01,0,3,0,0,0,3,3
SAN JAVIER(BNI),desnutricion cronica,talla baja leve (l),2005-11-01,1,0,0,1,1,1,2
SANTA CRUZ DE LA SIERRA,desnutricion cronica,talla baja leve (l),2005-11-01,29,35,29,25,58,60,118
TOCO,desnutricion cronica,talla baja leve (l),2005-11-01,0,0,6,4,6,4,10
TRINIDAD,desnutricion cronica,talla baja leve (l),2005-11-01,14,11,18,12,32,23,55
YACUIBA,desnutricion cronica,talla baja leve (l),2005-11-01,29,41,21,26,50,67,117
BERMEJO,desnutricion cronica,talla baja leve (l),2005-12-01,0,0,4,1,4,1,5
CARAPARI,desnutricion cronica,talla baja leve (l),2005-12-01,0,1,0,0,0,1,1
EL PUENTE(TJA),desnutricion cronica,talla baja leve (l),2005-12-01,1,5,6,4,7,9,16
LORETO,desnutricion cronica,talla baja leve (l),2005-12-01,2,1,0,1,2,2,4
PADCAYA,desnutricion cronica,talla baja leve (l),2005-12-01,1,0,2,0,3,0,3
SACABAMBA,desnutricion cronica,talla baja leve (l),2005-12-01,2,2,0,1,2,3,5
SAN ANDRES,desnutricion cronica,talla baja leve (l),2005-12-01,2,6,9,6,11,12,23
SAN IGNACIO,desnutricion cronica,talla baja leve (l),2005-12-01,0,1,1,0,1,1,2
SUCRE,desnutricion cronica,talla baja leve (l),2005-12-01,3,3,3,1,6,4,10
TRINIDAD,desnutricion cronica,talla baja leve (l),2005-12-01,25,19,12,18,37,37,74
YACUIBA,desnutricion cronica,talla baja leve (l),2005-12-01,18,19,10,17,28,36,64
