municipality,group,variable,month,Cantidad,TOTAL-M
VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-03-01,2,2
VILLAZON,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-03-01,3,3
VITICHI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-03-01,1,1
WARNES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-03-01,12,12
YACUIBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-03-01,1,1
ACHACACHI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,1,1
BUENA VISTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,1,1
CAMARGO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,2,2
CHALLAPATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,2,2
CHARAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,1,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,13,13
COLOMI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,1,1
COPACABANA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,1,1
COTOCA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,3,3
EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,13,13
FERNANDEZ ALONSO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,11,11
LA GUARDIA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,54,54
LA PAZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,43,43
LICOMA PAMPA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,2,2
LLALLAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,4,4
MONTEAGUDO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,18,18
MONTERO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,42,42
OCURI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,1,1
ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,19,19
PALOS BLANCOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,1,1
PATACAMAYA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,3,3
POJO (CBBA),salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,8,8
POTOSI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,25,25
PUCARANI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,1,1
PUERTO VILLARROEL,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,37,37
PUNATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,2,2
QUILLACOLLO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,1,1
RIBERALTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,14,14
SACABA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,2,2
SAN CARLOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,9,9
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,1,1
SAN JULIAN,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,3,3
SAN PEDRO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,4,4
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,116,116
SIPE SIPE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,3,3
SOPACHUY,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,1,1
SUCRE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,2,2
TARIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,25,25
TRINIDAD,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,8,8
TUPIZA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,2,2
VALLEGRANDE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,3,3
VILLAZON,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,17,17
WARNES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,10,10
YACUIBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,1,1
YAPACANI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,6,6
ZUDAÑEZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-04-01,1,1
ASCENCION DE GUARAYOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,3,3
ATOCHA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,2,2
CAPINOTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,1,1
CARANAVI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,4,4
CHARAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,1,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,4,4
EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,17,17
EL TORNO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,2,2
FERNANDEZ ALONSO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,8,8
LA PAZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,17,17
LAJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,1,1
LLALLAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,2,2
MONTEAGUDO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,6,6
MONTERO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,34,34
ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,78,78
POCOATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,1,1
POJO (CBBA),salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,5,5
PORTACHUELO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,3,3
POTOSI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,57,57
PUCARANI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,1,1
PUERTO VILLARROEL,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,3,3
QUILLACOLLO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,2,2
RIBERALTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,1,1
SACABA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,1,1
SAN ANDRES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,1,1
SAN BORJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,3,3
SAN CARLOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,8,8
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,1,1
SAN JULIAN,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,10,10
SANTA ANA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,3,3
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,134,134
SIPE SIPE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,1,1
SUCRE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,5,5
TARIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,7,7
TRINIDAD,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,14,14
VALLEGRANDE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,3,3
VILLA MONTES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,1,1
VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,1,1
VILLAZON,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,2,2
WARNES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,10,10
YAPACANI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-05-01,7,7
ASCENCION DE GUARAYOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-06-01,4,4
ATOCHA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-06-01,1,1
BERMEJO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-06-01,1,1
CARANAVI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-06-01,1,1
CHALLAPATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-06-01,1,1
CHARAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-06-01,3,3
CLIZA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-06-01,1,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-06-01,18,18
COLOMI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-06-01,1,1
CORIPATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-06-01,1,1
COTOCA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-06-01,1,1
CULPINA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-06-01,3,3
EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-06-01,8,8
FERNANDEZ ALONSO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-06-01,14,14
GUAYARAMERIN,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-06-01,1,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-06-01,16,16
LLALLAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-06-01,2,2
LURIBAY,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-06-01,1,1
MINEROS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-06-01,6,6
MONTEAGUDO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-06-01,6,6
MONTERO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-06-01,26,26
ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-06-01,44,44
POTOSI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-06-01,57,57
PUCARANI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-06-01,1,1
QUILLACOLLO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-06-01,1,1
RAVELO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-06-01,4,4
RIBERALTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2007-06-01,1,1
