municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 14 años,15 a 59 años,60 y más,TOTAL
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2006-10-01,3,0,0,0,0,3
MACHARETI,sospecha diagnostica,sarampion / rubeola,2006-10-01,0,0,1,0,0,1
MONTEAGUDO,sospecha diagnostica,sarampion / rubeola,2006-10-01,1,0,0,0,0,1
PORTACHUELO,sospecha diagnostica,sarampion / rubeola,2006-10-01,1,1,0,0,0,2
QUILLACOLLO,sospecha diagnostica,sarampion / rubeola,2006-10-01,1,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2006-10-01,0,1,3,0,0,4
CAMARGO,sospecha diagnostica,sarampion / rubeola,2006-11-01,0,0,0,1,0,1
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2006-11-01,1,0,1,0,0,2
EL ALTO,sospecha diagnostica,sarampion / rubeola,2006-11-01,0,1,0,0,0,1
ENTRE RIOS,sospecha diagnostica,sarampion / rubeola,2006-11-01,0,0,1,0,0,1
LA PAZ,sospecha diagnostica,sarampion / rubeola,2006-11-01,1,0,0,0,0,1
ORURO,sospecha diagnostica,sarampion / rubeola,2006-11-01,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2006-11-01,0,1,0,0,0,1
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2006-12-01,0,1,0,0,0,1
EL ALTO,sospecha diagnostica,sarampion / rubeola,2006-12-01,0,1,0,0,0,1
LA PAZ,sospecha diagnostica,sarampion / rubeola,2006-12-01,1,0,0,0,0,1
MONTEAGUDO,sospecha diagnostica,sarampion / rubeola,2006-12-01,0,1,0,0,0,1
TRINIDAD,sospecha diagnostica,sarampion / rubeola,2006-12-01,0,0,1,0,0,1
VINTO,sospecha diagnostica,sarampion / rubeola,2006-12-01,0,1,0,0,0,1
