municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 14 años,15 a 59 años,60 y más,TOTAL
SAN IGNACIO DE VELASCO,sospecha diagnostica,dengue clasico,2006-02-01,0,7,20,14,2,43
SAN JUAN DE YAPACANI,sospecha diagnostica,dengue clasico,2006-02-01,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2006-02-01,0,2,2,45,1,50
TEOPONTE,sospecha diagnostica,dengue clasico,2006-02-01,0,0,1,2,0,3
TIRAQUE (CBBA),sospecha diagnostica,dengue clasico,2006-02-01,0,0,0,18,0,18
VILLA TUNARI,sospecha diagnostica,dengue clasico,2006-02-01,0,0,5,8,0,13
YACUIBA,sospecha diagnostica,dengue clasico,2006-02-01,0,0,0,1,0,1
YAPACANI,sospecha diagnostica,dengue clasico,2006-02-01,0,0,0,2,0,2
BUENA VISTA,sospecha diagnostica,dengue clasico,2006-03-01,0,2,1,6,0,9
CHIMORE,sospecha diagnostica,dengue clasico,2006-03-01,0,0,0,1,0,1
COBIJA,sospecha diagnostica,dengue clasico,2006-03-01,0,0,3,2,0,5
COCHABAMBA,sospecha diagnostica,dengue clasico,2006-03-01,0,0,0,2,0,2
EL TORNO,sospecha diagnostica,dengue clasico,2006-03-01,0,2,2,3,2,9
ENTRE RIOS,sospecha diagnostica,dengue clasico,2006-03-01,0,0,0,3,0,3
GUANAY,sospecha diagnostica,dengue clasico,2006-03-01,1,3,2,29,4,39
GUAYARAMERIN,sospecha diagnostica,dengue clasico,2006-03-01,0,1,0,1,0,2
LA GUARDIA,sospecha diagnostica,dengue clasico,2006-03-01,0,0,0,2,0,2
MINEROS,sospecha diagnostica,dengue clasico,2006-03-01,0,0,0,2,0,2
MONTERO,sospecha diagnostica,dengue clasico,2006-03-01,0,0,1,10,0,11
PORTACHUELO,sospecha diagnostica,dengue clasico,2006-03-01,0,0,0,1,1,2
PUERTO VILLARROEL,sospecha diagnostica,dengue clasico,2006-03-01,0,0,3,16,0,19
RIBERALTA,sospecha diagnostica,dengue clasico,2006-03-01,9,17,21,18,1,66
RURRENABAQUE,sospecha diagnostica,dengue clasico,2006-03-01,0,0,5,18,2,25
SAN BUENA VENTURA,sospecha diagnostica,dengue clasico,2006-03-01,0,0,0,4,1,5
SAN JUAN DE YAPACANI,sospecha diagnostica,dengue clasico,2006-03-01,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2006-03-01,1,1,14,72,3,91
TIRAQUE (CBBA),sospecha diagnostica,dengue clasico,2006-03-01,0,0,1,11,0,12
VILLA TUNARI,sospecha diagnostica,dengue clasico,2006-03-01,0,0,2,7,0,9
WARNES,sospecha diagnostica,dengue clasico,2006-03-01,0,0,0,1,0,1
YACUIBA,sospecha diagnostica,dengue clasico,2006-03-01,0,8,30,150,15,203
YAPACANI,sospecha diagnostica,dengue clasico,2006-03-01,0,0,0,1,0,1
BUENA VISTA,sospecha diagnostica,dengue clasico,2006-04-01,0,0,0,2,0,2
CAMIRI,sospecha diagnostica,dengue clasico,2006-04-01,0,0,2,5,2,9
CARANAVI,sospecha diagnostica,dengue clasico,2006-04-01,5,10,4,22,0,41
CHIMORE,sospecha diagnostica,dengue clasico,2006-04-01,0,0,0,1,0,1
COBIJA,sospecha diagnostica,dengue clasico,2006-04-01,0,0,0,2,0,2
COCHABAMBA,sospecha diagnostica,dengue clasico,2006-04-01,0,0,0,1,0,1
CUATRO CAÑADAS,sospecha diagnostica,dengue clasico,2006-04-01,0,0,3,7,0,10
EL TORNO,sospecha diagnostica,dengue clasico,2006-04-01,0,1,8,26,2,37
GENERAL SAAVEDRA,sospecha diagnostica,dengue clasico,2006-04-01,0,0,0,1,0,1
GUANAY,sospecha diagnostica,dengue clasico,2006-04-01,0,2,4,17,1,24
GUAYARAMERIN,sospecha diagnostica,dengue clasico,2006-04-01,0,2,3,10,0,15
LA GUARDIA,sospecha diagnostica,dengue clasico,2006-04-01,0,0,1,1,0,2
MONTERO,sospecha diagnostica,dengue clasico,2006-04-01,1,2,3,13,0,19
PORTACHUELO,sospecha diagnostica,dengue clasico,2006-04-01,0,1,2,3,0,6
PUERTO VILLARROEL,sospecha diagnostica,dengue clasico,2006-04-01,0,0,1,4,0,5
RIBERALTA,sospecha diagnostica,dengue clasico,2006-04-01,5,11,20,53,4,93
RURRENABAQUE,sospecha diagnostica,dengue clasico,2006-04-01,0,0,2,3,1,6
SAN BUENA VENTURA,sospecha diagnostica,dengue clasico,2006-04-01,0,0,0,1,0,1
SAN CARLOS,sospecha diagnostica,dengue clasico,2006-04-01,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2006-04-01,3,5,41,185,18,252
SUCRE,sospecha diagnostica,dengue clasico,2006-04-01,0,0,0,1,0,1
TIRAQUE (CBBA),sospecha diagnostica,dengue clasico,2006-04-01,0,0,1,0,0,1
VILLA MONTES,sospecha diagnostica,dengue clasico,2006-04-01,6,8,0,17,2,33
VILLA TUNARI,sospecha diagnostica,dengue clasico,2006-04-01,0,0,1,9,1,11
YACUIBA,sospecha diagnostica,dengue clasico,2006-04-01,0,1,24,91,6,122
BUENA VISTA,sospecha diagnostica,dengue clasico,2006-05-01,0,0,0,1,0,1
CAMIRI,sospecha diagnostica,dengue clasico,2006-05-01,0,0,1,7,0,8
CARANAVI,sospecha diagnostica,dengue clasico,2006-05-01,3,5,1,4,0,13
COBIJA,sospecha diagnostica,dengue clasico,2006-05-01,0,0,1,5,0,6
COTOCA,sospecha diagnostica,dengue clasico,2006-05-01,0,0,0,1,0,1
EL TORNO,sospecha diagnostica,dengue clasico,2006-05-01,0,0,0,27,0,27
GUANAY,sospecha diagnostica,dengue clasico,2006-05-01,0,0,5,5,0,10
GUAYARAMERIN,sospecha diagnostica,dengue clasico,2006-05-01,0,0,3,6,0,9
MONTERO,sospecha diagnostica,dengue clasico,2006-05-01,0,0,6,9,1,16
PORONGO,sospecha diagnostica,dengue clasico,2006-05-01,0,0,0,1,0,1
PORTACHUELO,sospecha diagnostica,dengue clasico,2006-05-01,0,0,0,1,0,1
RIBERALTA,sospecha diagnostica,dengue clasico,2006-05-01,1,2,6,13,0,22
RURRENABAQUE,sospecha diagnostica,dengue clasico,2006-05-01,0,0,0,4,0,4
SAN CARLOS,sospecha diagnostica,dengue clasico,2006-05-01,0,0,0,2,0,2
SAN PEDRO,sospecha diagnostica,dengue clasico,2006-05-01,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2006-05-01,1,4,46,112,7,170
TIRAQUE (CBBA),sospecha diagnostica,dengue clasico,2006-05-01,0,0,0,1,0,1
VILLA MONTES,sospecha diagnostica,dengue clasico,2006-05-01,0,5,6,11,1,23
VILLA TUNARI,sospecha diagnostica,dengue clasico,2006-05-01,0,0,0,1,0,1
WARNES,sospecha diagnostica,dengue clasico,2006-05-01,0,0,0,1,0,1
YACUIBA,sospecha diagnostica,dengue clasico,2006-05-01,0,0,1,0,0,1
BAURES,sospecha diagnostica,dengue clasico,2006-06-01,0,0,1,0,0,1
COBIJA,sospecha diagnostica,dengue clasico,2006-06-01,0,0,0,0,1,1
CUATRO CAÑADAS,sospecha diagnostica,dengue clasico,2006-06-01,0,0,0,1,0,1
EL TORNO,sospecha diagnostica,dengue clasico,2006-06-01,0,0,0,5,0,5
GUANAY,sospecha diagnostica,dengue clasico,2006-06-01,0,1,1,8,1,11
MONTERO,sospecha diagnostica,dengue clasico,2006-06-01,0,0,0,6,0,6
RURRENABAQUE,sospecha diagnostica,dengue clasico,2006-06-01,0,0,0,7,2,9
SAN JAVIER(STC),sospecha diagnostica,dengue clasico,2006-06-01,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2006-06-01,0,0,4,32,4,40
BUENA VISTA,sospecha diagnostica,dengue clasico,2006-07-01,0,0,0,1,0,1
CARANAVI,sospecha diagnostica,dengue clasico,2006-07-01,5,1,2,7,2,17
EL TORNO,sospecha diagnostica,dengue clasico,2006-07-01,0,0,0,1,0,1
GUANAY,sospecha diagnostica,dengue clasico,2006-07-01,0,0,0,1,0,1
GUAYARAMERIN,sospecha diagnostica,dengue clasico,2006-07-01,0,0,0,2,0,2
MONTERO,sospecha diagnostica,dengue clasico,2006-07-01,0,0,0,1,0,1
PORTACHUELO,sospecha diagnostica,dengue clasico,2006-07-01,0,0,0,1,0,1
ROBORE,sospecha diagnostica,dengue clasico,2006-07-01,0,0,1,1,0,2
RURRENABAQUE,sospecha diagnostica,dengue clasico,2006-07-01,0,0,4,5,3,12
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2006-07-01,0,0,5,12,4,21
VILLA MONTES,sospecha diagnostica,dengue clasico,2006-07-01,0,0,0,2,0,2
CARANAVI,sospecha diagnostica,dengue clasico,2006-08-01,0,0,0,4,0,4
COTOCA,sospecha diagnostica,dengue clasico,2006-08-01,0,0,0,1,0,1
EL TORNO,sospecha diagnostica,dengue clasico,2006-08-01,0,1,0,17,1,19
GUANAY,sospecha diagnostica,dengue clasico,2006-08-01,0,0,1,3,0,4
PORTACHUELO,sospecha diagnostica,dengue clasico,2006-08-01,0,0,0,1,0,1
RURRENABAQUE,sospecha diagnostica,dengue clasico,2006-08-01,0,0,1,6,0,7
SAN BUENA VENTURA,sospecha diagnostica,dengue clasico,2006-08-01,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2006-08-01,0,0,0,9,0,9
VILLA TUNARI,sospecha diagnostica,dengue clasico,2006-08-01,0,0,0,1,0,1
BUENA VISTA,sospecha diagnostica,dengue clasico,2006-09-01,0,0,0,1,0,1
COTOCA,sospecha diagnostica,dengue clasico,2006-09-01,0,0,0,2,0,2
EL TORNO,sospecha diagnostica,dengue clasico,2006-09-01,0,0,0,10,1,11
RURRENABAQUE,sospecha diagnostica,dengue clasico,2006-09-01,0,0,0,1,0,1
SAN BUENA VENTURA,sospecha diagnostica,dengue clasico,2006-09-01,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2006-09-01,0,0,0,2,0,2
SANTA ROSA,sospecha diagnostica,dengue clasico,2006-09-01,0,0,1,1,0,2
VILLA TUNARI,sospecha diagnostica,dengue clasico,2006-09-01,0,0,1,0,0,1
COBIJA,sospecha diagnostica,dengue clasico,2006-10-01,0,1,0,1,0,2
COTOCA,sospecha diagnostica,dengue clasico,2006-10-01,0,0,0,1,0,1
EL TORNO,sospecha diagnostica,dengue clasico,2006-10-01,0,0,1,18,1,20
LA GUARDIA,sospecha diagnostica,dengue clasico,2006-10-01,0,0,0,1,0,1
MONTERO,sospecha diagnostica,dengue clasico,2006-10-01,0,0,2,1,0,3
RURRENABAQUE,sospecha diagnostica,dengue clasico,2006-10-01,0,0,0,2,1,3
SAN BUENA VENTURA,sospecha diagnostica,dengue clasico,2006-10-01,0,0,0,1,0,1
SAN PEDRO,sospecha diagnostica,dengue clasico,2006-10-01,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2006-10-01,0,0,1,3,0,4
VILLA TUNARI,sospecha diagnostica,dengue clasico,2006-10-01,0,0,1,1,0,2
YAPACANI,sospecha diagnostica,dengue clasico,2006-10-01,0,0,0,1,0,1
COBIJA,sospecha diagnostica,dengue clasico,2006-11-01,0,2,2,6,0,10
COTOCA,sospecha diagnostica,dengue clasico,2006-11-01,0,0,0,2,0,2
EL TORNO,sospecha diagnostica,dengue clasico,2006-11-01,0,0,2,24,2,28
ENTRE RIOS,sospecha diagnostica,dengue clasico,2006-11-01,0,0,0,1,0,1
FILADELFIA,sospecha diagnostica,dengue clasico,2006-11-01,0,1,0,2,0,3
RURRENABAQUE,sospecha diagnostica,dengue clasico,2006-11-01,0,0,0,7,0,7
SAN BUENA VENTURA,sospecha diagnostica,dengue clasico,2006-11-01,0,0,0,1,0,1
SAN JAVIER(STC),sospecha diagnostica,dengue clasico,2006-11-01,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2006-11-01,0,0,1,5,0,6
TRINIDAD,sospecha diagnostica,dengue clasico,2006-11-01,0,0,0,1,0,1
VILLA TUNARI,sospecha diagnostica,dengue clasico,2006-11-01,0,0,1,0,0,1
COBIJA,sospecha diagnostica,dengue clasico,2006-12-01,1,9,34,92,1,137
COCHABAMBA,sospecha diagnostica,dengue clasico,2006-12-01,0,0,0,1,0,1
EL TORNO,sospecha diagnostica,dengue clasico,2006-12-01,0,0,10,34,2,46
ENTRE RIOS,sospecha diagnostica,dengue clasico,2006-12-01,0,0,0,2,0,2
LA GUARDIA,sospecha diagnostica,dengue clasico,2006-12-01,0,1,0,0,0,1
MONTERO,sospecha diagnostica,dengue clasico,2006-12-01,0,0,1,5,0,6
PORTACHUELO,sospecha diagnostica,dengue clasico,2006-12-01,0,1,0,0,0,1
PORVENIR,sospecha diagnostica,dengue clasico,2006-12-01,0,0,2,4,0,6
PUERTO VILLARROEL,sospecha diagnostica,dengue clasico,2006-12-01,0,0,0,1,0,1
RURRENABAQUE,sospecha diagnostica,dengue clasico,2006-12-01,0,0,0,4,1,5
SACABA,sospecha diagnostica,dengue clasico,2006-12-01,0,0,0,1,0,1
SAN BUENA VENTURA,sospecha diagnostica,dengue clasico,2006-12-01,0,0,0,0,1,1
SAN JAVIER(STC),sospecha diagnostica,dengue clasico,2006-12-01,0,0,0,2,0,2
SAN PEDRO,sospecha diagnostica,dengue clasico,2006-12-01,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2006-12-01,0,0,3,17,0,20
TIRAQUE (CBBA),sospecha diagnostica,dengue clasico,2006-12-01,0,0,0,2,0,2
VILLA TUNARI,sospecha diagnostica,dengue clasico,2006-12-01,0,0,1,8,0,9
WARNES,sospecha diagnostica,dengue clasico,2006-12-01,0,0,0,0,2,2
YACUIBA,sospecha diagnostica,dengue clasico,2006-12-01,0,0,0,1,0,1
