municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
EL ALTO,tuberculosis y lepra,fracaso terapeutico,2007-09-01,0,0,0,0,0,0,1,0,0,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,fracaso terapeutico,2007-09-01,0,0,0,0,0,0,1,0,0,0,1,0,1
TARIJA,tuberculosis y lepra,fracaso terapeutico,2007-09-01,0,0,0,0,0,0,1,0,0,0,1,0,1
BERMEJO,tuberculosis y lepra,fracaso terapeutico,2007-10-01,0,0,0,0,0,0,1,0,0,0,1,0,1
TIRAQUE (CBBA),tuberculosis y lepra,fracaso terapeutico,2007-10-01,0,0,0,0,0,0,0,0,1,0,1,0,1
VILLA TUNARI,tuberculosis y lepra,fracaso terapeutico,2007-10-01,0,0,0,0,0,0,0,0,1,0,1,0,1
CHAQUI,tuberculosis y lepra,fracaso terapeutico,2007-11-01,0,0,0,0,0,0,1,0,0,0,1,0,1
LLALLAGUA,tuberculosis y lepra,fracaso terapeutico,2007-12-01,0,0,0,0,0,0,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,fracaso terapeutico,2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
TIRAQUE (CBBA),tuberculosis y lepra,fracaso terapeutico,2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
