municipality,group,variable,month,Dentro-H,Dentro-M,Fuera-H,Fuera-M,TOTAL-H,TOTAL-M,TOTAL
HUAYLLAMARCA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,0,0,1,0,1
ICLA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,1,0,1,0,1
LA PAZ,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,111,47,3,3,114,50,164
LLALLAGUA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,2,1,0,0,2,1,3
MACHARETI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,1,2,1,2,3
MAIRANA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,1,0,0,0,1,1
MAPIRI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,0,0,1,0,1
MOCOMOCO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,1,0,1,0,1
MOJOCOYA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,1,0,1,0,1
MONTEAGUDO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,2,5,2,6,4,10
MONTERO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,7,0,7,0,7
OCURI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,1,0,0,0,1,1
ORURO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,17,15,0,3,17,18,35
PADILLA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,0,1,0,1,1
PALOS BLANCOS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,0,1,0,1,1
POROMA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,1,0,1,0,1
PORTACHUELO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,1,0,0,0,1,1
POTOSI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,13,17,0,0,13,17,30
PRESTO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,4,4,4,4,8
PUERTO ACOSTA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,2,0,2,0,2
PUERTO RICO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,2,0,0,0,2,0,2
PUERTO SUAREZ,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,0,0,1,0,1
PUNA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,4,0,4,0,4
PUNATA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,1,4,5,5,6,11
QUILLACOLLO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,2,1,0,0,2,1,3
QUIME,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,0,0,1,0,1
RAVELO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,0,2,0,2,2
REYES,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,1,0,0,0,1,1
RIBERALTA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,0,0,1,0,1
RURRENABAQUE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,1,0,0,1,1,2
SACABA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,1,1,3,1,4,5
SAIPINA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,0,0,1,0,1
SAN BORJA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,0,0,1,0,1
SAN CARLOS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,3,0,0,1,3,1,4
SAN JOSE DE CHIQUITOS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,0,0,1,0,1
SAN JUAN DE YAPACANI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,1,0,0,1,1,2
SAN LUCAS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,3,0,3,0,3
SAN PEDRO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,1,0,2,0,2
SANTA CRUZ DE LA SIERRA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,5,8,1,0,6,8,14
SANTIAGO DE HUARI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,0,2,0,2,2
SORACACHI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,2,0,2,0,2
SORATA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,1,0,0,1,1,2
SUCRE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,18,12,0,0,18,12,30
TARABUCO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,1,2,1,2,3
TARIJA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,18,14,0,0,18,14,32
TARVITA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,0,1,0,1,1
TOLEDO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,1,0,2,0,2
TOMINA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,1,0,6,0,7,7
TORO TORO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,1,3,1,3,4
TOTORA(CBBA),mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,0,0,1,0,1
TRINIDAD,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,9,3,3,4,12,7,19
TUPIZA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,1,3,6,3,7,10
UYUNI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,1,3,2,3,5
VALLEGRANDE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,1,1,1,1,2
VILLA SERRANO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,3,0,3,0,3
VILLA TUNARI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,3,0,0,0,3,0,3
VILLA VACA GUZMAN (MUYUPAMPA),mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,1,1,1,1,2
VILLAZON,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,2,0,0,0,2,2
WARNES,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,0,0,1,0,1,1
YACUIBA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,4,3,0,0,4,3,7
YAMPARAEZ,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,3,2,4,2,6
YAPACANI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,1,0,0,3,1,3,4
YOTALA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-01-01,0,1,2,2,2,3,5
ACACIO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,0,1,0,1,1
ACHACACHI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,1,0,0,0,1,0,1
ARAMPAMPA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,1,1,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,1,0,0,0,1,0,1
BERMEJO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,2,0,0,0,2,2
BETANZOS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,1,2,1,2,3
BUENA VISTA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,1,0,0,0,1,0,1
"CAIZA ""D""",mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,1,2,1,2,3
CAMARGO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,0,1,0,1,1
CAMIRI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,1,1,0,0,1,1,2
CARANAVI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,1,0,1,4,2,4,6
CHALLAPATA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,1,0,0,0,1,0,1
CHAQUI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,2,1,2,1,3
CHARAGUA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,2,0,0,0,2,0,2
COBIJA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,2,2,1,2,3,4,7
COCHABAMBA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,44,31,0,3,44,34,78
COLCAPIRHUA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,1,0,0,0,1,0,1
"COLCHA ""K""",mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,0,1,0,1,1
COLOMI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,0,1,0,1,1
COMARAPA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,1,1,0,0,1,1,2
COROICO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,1,0,0,1,1,1,2
COTAGAITA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,1,0,1,0,1
COTOCA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,1,0,0,0,1,1
EL ALTO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,6,5,2,2,8,7,15
GUANAY,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,1,0,0,0,1,1
GUTIERREZ,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,1,0,0,0,1,0,1
ICLA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,1,1,1,1,2
INCAHUASI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,1,0,1,0,1
IRUPANA (VILLA DE LANZA),mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,1,0,0,1,1,1,2
LA ASUNTA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,1,0,0,0,1,0,1
LA PAZ,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,83,72,4,5,87,77,164
LLALLAGUA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,2,3,3,3,5,8
MACHARETI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,2,1,1,1,3,4
MAGDALENA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,1,1,0,0,1,1,2
MIZQUE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,1,2,0,2,1,3
MOCOMOCO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,0,2,0,2,2
MONTEAGUDO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,2,0,1,1,3,1,4
MONTERO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,5,0,5,0,5
ORURO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,18,19,4,3,22,22,44
POTOSI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,9,5,1,1,10,6,16
PRESTO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,0,1,0,1,1
PUCARA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,1,0,0,0,1,1
PUERTO ACOSTA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,0,2,0,2,2
PUERTO CARABUCO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,1,1,1,1,2
PUERTO RICO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,4,0,0,0,4,0,4
PUNA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,1,1,0,1,1,2
PUNATA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,2,1,4,2,6,3,9
QUILLACOLLO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,1,0,0,0,1,0,1
QUIME,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,1,0,0,0,1,0,1
RAVELO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,0,1,0,1,1
REYES,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,1,0,0,0,1,1
RIBERALTA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,2,0,0,0,2,0,2
RURRENABAQUE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,1,0,0,0,1,0,1
SACABA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,2,0,1,2,3,2,5
SACACA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,3,0,3,0,3
SAN AGUSTIN,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,0,1,0,1,1
SAN ANDRES,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,2,0,0,0,2,0,2
SAN BORJA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,1,1,0,0,1,1,2
SAN IGNACIO DE VELASCO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,2,0,0,0,2,2
SAN LUCAS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,5,5,5,5,10
SAN PEDRO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,2,0,0,0,2,0,2
SAN PEDRO DE BUENA VISTA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,4,0,4,0,4
SANTA ANA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,1,0,1,0,2,2
SANTA CRUZ DE LA SIERRA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,6,8,0,0,6,8,14
SUCRE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,9,9,1,2,10,11,21
TARABUCO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,1,0,2,3,3,3,6
TARIJA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,19,14,2,2,21,16,37
TARVITA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,2,0,2,0,2
TORO TORO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,2,1,2,1,3
TRIGAL,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,1,0,0,0,1,0,1
TRINIDAD,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,4,3,1,0,5,3,8
TUPIZA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,1,2,0,0,1,2,3
UMALA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,1,0,1,0,1
UYUNI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,1,9,1,9,10
VALLEGRANDE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,2,1,0,0,2,1,3
VILLA MONTES,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,4,1,0,0,4,1,5
VILLA TUNARI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,2,2,0,0,2,2,4
VILLA VACA GUZMAN (MUYUPAMPA),mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,1,0,0,0,1,0,1
VILLAZON,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,3,2,0,0,3,2,5
YACUIBA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,3,3,0,0,3,3,6
YAMPARAEZ,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,0,1,0,1,1
YAPACANI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,3,0,0,2,3,2,5
YOTALA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,1,1,1,1,2
ZUDAÑEZ,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-02-01,0,0,0,2,0,2,2
AIQUILE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,1,0,0,0,1,0,1
ATOCHA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,1,0,0,0,1,0,1
AYATA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,0,0,1,0,1,1
AZURDUY,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,0,1,1,1,1,2
BERMEJO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,3,2,0,0,3,2,5
BETANZOS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,0,0,3,0,3,3
BOYUIBE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,1,0,0,0,1,0,1
BUENA VISTA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,2,0,0,0,2,0,2
"CAIZA ""D""",mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,1,0,0,2,1,2,3
CAMARGO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,1,0,0,0,1,1
CAMIRI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,3,1,0,0,3,1,4
CARANAVI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,2,0,1,1,3,1,4
CHAQUI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,0,2,1,2,1,3
CHARAGUA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,2,0,0,0,2,2
COBIJA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,2,2,0,0,2,2,4
COCHABAMBA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,52,39,0,2,52,41,93
COLCAPIRHUA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,3,0,0,0,3,0,3
COLOMI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,0,5,4,5,4,9
COMARAPA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,3,0,0,0,3,0,3
COROICO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,1,0,0,1,1,1,2
CORQUE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,0,2,0,2,0,2
COTOCA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,0,3,0,3,0,3
CULPINA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,0,0,1,0,1,1
EL ALTO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,6,4,3,2,9,6,15
EUCALIPTUS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,0,1,1,1,1,2
GUANAY,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,1,0,1,2,2,2,4
HUANUNI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,0,1,0,1,0,1
HUAYLLAMARCA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,0,0,1,0,1,1
ICLA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,0,2,0,2,0,2
LA PAZ,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,91,87,7,10,98,97,195
LLALLAGUA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,0,2,6,2,6,8
MACHARETI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,0,2,0,2,0,2
MAGDALENA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,1,0,0,0,1,0,1
MIZQUE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,1,0,1,2,2,2,4
MOCOMOCO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,0,0,2,0,2,2
MONTEAGUDO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,4,0,0,5,4,5,9
MONTERO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,2,0,9,0,11,0,11
ORURO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,22,14,2,2,24,16,40
PADILLA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,0,0,1,0,1,1
PALOS BLANCOS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,0,1,0,1,0,1
PAPEL PAMPA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,0,1,0,1,0,1
PORTACHUELO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,1,0,0,0,1,1
POTOSI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,11,6,0,0,11,6,17
PRESTO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,0,0,1,0,1,1
PUERTO RICO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,0,1,0,1,0,1
PUERTO VILLARROEL,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,1,0,0,0,1,0,1
PUNA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,1,12,0,12,1,13
PUNATA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,1,0,10,8,11,8,19
REYES,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,1,0,0,0,1,0,1
RIBERALTA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,3,4,0,0,3,4,7
ROBORE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,1,0,0,0,1,0,1
SACABA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,1,0,5,8,6,8,14
SACACA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,0,2,0,2,0,2
SALINAS DE GARCI MENDOZA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,0,0,2,0,2,2
SAN ANDRES,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,1,0,0,0,1,1
SAN CARLOS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,2,0,0,0,2,0,2
SAN JAVIER(BNI),mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,0,1,0,1,0,1
SAN JOAQUIN,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,0,5,1,5,1,6
SAN JULIAN,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,1,0,0,0,1,0,1
SAN LUCAS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,0,2,3,2,3,5
SAN MATIAS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,2,0,0,0,2,0,2
SAN MIGUEL DE VELASCO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,0,0,1,1,1,1,2
SAN PEDRO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,1,0,1,0,2,0,2
SANTA CRUZ DE LA SIERRA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2005-03-01,1,1,0,0,1,1,2
