municipality,group,variable,month,Dentro-H,Dentro-M,Fuera-H,Fuera-M,TOTAL-H,TOTAL-M,TOTAL
TOMINA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,0,0,0,4,0,4,4
TORO TORO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,0,0,0,1,0,1,1
VILLA SERRANO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,0,0,0,1,0,1,1
YAMPARAEZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,0,0,1,1,1,1,2
YOTALA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-01-01,0,0,0,1,0,1,1
ALCALA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-02-01,0,0,0,1,0,1,1
CARANAVI,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-02-01,0,2,1,1,1,3,4
CHALLAPATA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-02-01,0,1,0,0,0,1,1
COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-02-01,1,1,0,0,1,1,2
EL ALTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-02-01,4,1,0,0,4,1,5
GUAYARAMERIN,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-02-01,0,1,0,0,0,1,1
GUTIERREZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-02-01,0,1,0,0,0,1,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-02-01,21,14,0,0,21,14,35
MONTERO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-02-01,1,0,1,0,2,0,2
ORURO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-02-01,7,4,1,0,8,4,12
PADILLA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-02-01,1,1,0,0,1,1,2
PALOS BLANCOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-02-01,0,0,0,1,0,1,1
PATACAMAYA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-02-01,1,0,0,0,1,0,1
PRESTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-02-01,0,0,2,0,2,0,2
PUERTO ACOSTA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-02-01,0,0,1,1,1,1,2
PUNA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-02-01,0,1,0,0,0,1,1
SACABA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-02-01,0,0,1,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-02-01,0,3,0,0,0,3,3
SAN JUAN DE YAPACANI,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-02-01,0,0,1,0,1,0,1
SAN LUCAS,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-02-01,0,1,0,0,0,1,1
SAN MIGUEL DE VELASCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-02-01,0,1,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-02-01,0,0,0,1,0,1,1
SORACACHI,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-02-01,1,0,0,0,1,0,1
SUCRE,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-02-01,6,2,0,2,6,4,10
TARABUCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-02-01,0,0,2,4,2,4,6
TARVITA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-02-01,0,0,0,1,0,1,1
VILLA MONTES,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-02-01,3,1,0,0,3,1,4
YACUIBA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-02-01,1,0,0,0,1,0,1
YAMPARAEZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-02-01,0,0,0,1,0,1,1
ALCALA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,0,0,1,0,1,0,1
BETANZOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,0,0,0,1,0,1,1
CAMATAQUI (C. VILLA ABECIA),mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,1,0,0,0,1,0,1
CAMIRI,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,1,1,0,0,1,1,2
CARANAVI,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,1,0,2,0,3,0,3
CHALLAPATA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,1,0,0,1,1,1,2
COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,1,5,0,3,1,8,9
COMARAPA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,1,0,0,0,1,0,1
CULPINA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,1,0,0,0,1,0,1
EL ALTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,4,2,0,0,4,2,6
EL VILLAR,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,0,0,2,1,2,1,3
GUTIERREZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,1,0,0,0,1,0,1
HUACAYA (VILLA DE HUACAYA),mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,0,0,0,1,0,1,1
ICLA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,0,0,3,0,3,0,3
INCAHUASI,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,34,17,0,0,34,17,51
LURIBAY,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,0,0,1,0,1,0,1
MOCOMOCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,0,0,1,0,1,0,1
MOJOCOYA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,0,0,0,1,0,1,1
MONTERO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,0,0,1,0,1,0,1
ORURO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,6,3,1,0,7,3,10
PALOS BLANCOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,0,0,1,0,1,0,1
POROMA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,2,0,0,0,2,0,2
PRESTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,0,0,2,0,2,0,2
PUNA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,0,0,1,0,1,0,1
PUNATA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,1,0,0,0,1,0,1
REYES,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,1,0,0,0,1,0,1
RIBERALTA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,0,0,1,0,1,0,1
SACABA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,0,0,1,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,1,1,0,0,1,1,2
SUCRE,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,6,2,1,0,7,2,9
TARABUCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,0,0,2,0,2,0,2
TARIJA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,1,1,0,0,1,1,2
TORO TORO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,0,0,0,1,0,1,1
VILLA RIVERO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,0,0,1,0,1,0,1
VILLA TUNARI,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,1,0,0,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,0,0,1,0,1,0,1
YAPACANI,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,0,0,0,1,0,1,1
YOTALA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,0,0,0,1,0,1,1
ZUDAÑEZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-03-01,0,0,1,0,1,0,1
APOLO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,0,0,1,0,1,0,1
AZURDUY,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,1,0,0,0,1,0,1
BETANZOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,0,0,1,1,1,1,2
CARANAVI,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,0,0,3,1,3,1,4
COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,1,2,0,0,1,2,3
COMARAPA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,1,1,0,1,1,2,3
COROICO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,0,0,0,1,0,1,1
EXALTACION,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,0,0,0,1,0,1,1
ICLA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,0,0,2,0,2,0,2
LA PAZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,14,14,2,2,16,16,32
LLALLAGUA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,0,0,1,0,1,0,1
MOCOMOCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,0,0,1,0,1,0,1
MONTEAGUDO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,0,1,0,0,0,1,1
ORURO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,6,5,0,0,6,5,11
PALOS BLANCOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,0,3,0,0,0,3,3
PRESTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,0,0,1,0,1,0,1
PUERTO CARABUCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,0,0,1,1,1,1,2
PUERTO SUAREZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,1,0,0,0,1,0,1
PUNATA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,2,0,1,0,3,0,3
RIBERALTA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,0,1,0,0,0,1,1
SACABA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,0,0,1,0,1,0,1
SACACA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,0,0,1,0,1,0,1
SAN IGNACIO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,0,0,1,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,2,0,0,0,2,0,2
SAN LUCAS,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,0,1,1,0,1,1,2
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,0,1,0,0,0,1,1
SUCRE,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,7,3,2,1,9,4,13
TARABUCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,0,0,1,1,1,1,2
TARVITA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,0,0,1,1,1,1,2
TOMINA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,0,0,1,0,1,0,1
TOTORA(ORR),mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,2,0,0,0,2,0,2
YANACACHI,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-04-01,0,0,1,0,1,0,1
AZURDUY,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,0,0,0,1,0,1,1
CARANAVI,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,1,0,1,1,2,1,3
CHIMORE,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,0,0,1,0,1,0,1
"COLCHA ""K""",mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,0,0,0,1,0,1,1
EL ALTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,0,1,2,3,2,4,6
HUACARETA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,0,0,1,1,1,1,2
INCAHUASI,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,0,2,0,0,0,2,2
LA ASUNTA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,1,0,0,1,1,1,2
LA PAZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,28,13,0,1,28,14,42
MAIRANA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,0,0,0,3,0,3,3
MOJOCOYA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,0,0,0,1,0,1,1
MONTERO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,0,1,0,0,0,1,1
ORURO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,12,6,3,2,15,8,23
PADILLA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,1,0,2,0,3,0,3
POROMA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,0,0,1,0,1,0,1
POTOSI,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,2,0,0,0,2,0,2
PUCARANI,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,0,0,0,1,0,1,1
PUERTO CARABUCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,0,0,1,0,1,0,1
PUNATA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,0,0,1,0,1,0,1
SACABA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,0,0,0,1,0,1,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,1,0,0,0,1,0,1
SAN LUCAS,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,0,0,0,1,0,1,1
SAN PEDRO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,4,0,0,0,4,0,4
SICA SICA (VILLA AROMA),mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,0,0,1,0,1,0,1
SUCRE,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,6,3,1,1,7,4,11
TARABUCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,0,0,0,2,0,2,2
TARIJA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,1,0,0,0,1,0,1
TARVITA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,0,0,0,1,0,1,1
TOLEDO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,0,0,0,1,0,1,1
TOMINA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,0,0,1,0,1,0,1
VILLA MONTES,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,0,1,0,0,0,1,1
VILLA SERRANO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,0,0,0,2,0,2,2
VILLA VACA GUZMAN (MUYUPAMPA),mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,0,0,0,1,0,1,1
YAMPARAEZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,0,0,0,1,0,1,1
YOTALA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,1,0,1,0,2,0,2
ZUDAÑEZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-05-01,0,0,0,1,0,1,1
ACHACACHI,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,0,1,0,1,0,1
ANCORAIMES,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,0,0,1,0,1,1
AYATA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,0,0,1,0,1,1
BERMEJO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,1,0,0,0,1,1
BETANZOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,0,0,2,0,2,2
BUENA VISTA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,0,1,1,1,1,2
CARANAVI,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,0,2,0,2,0,2
CHALLAPATA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,0,1,1,1,1,2
CHAQUI,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,0,1,0,1,0,1
CHUMA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,1,1,0,0,1,1,2
COLOMI,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,0,0,1,0,1,1
COMARAPA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,1,0,0,0,1,1
COROICO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,1,0,0,0,1,0,1
CULPINA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,1,0,0,0,1,0,1
EL ALTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,1,0,1,0,2,0,2
EL TORNO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,0,1,1,1,1,2
HUANUNI,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,1,0,0,0,1,0,1
ICLA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,0,1,0,1,0,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,24,15,2,1,26,16,42
LLALLAGUA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,0,0,1,0,1,1
MACHARETI,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,0,0,1,0,1,1
MIZQUE,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,0,0,2,0,2,2
MOCOMOCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,0,0,1,0,1,1
MONTERO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,1,1,0,0,1,1,2
OCURI,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,0,0,1,0,1,1
ORURO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,15,2,3,3,18,5,23
PADILLA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,0,0,1,0,1,1
PALOS BLANCOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,1,0,1,0,2,2
POROMA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,0,1,0,1,0,1
POTOSI,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,1,0,0,0,1,1
PRESTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,0,1,0,1,0,1
PUERTO CARABUCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,1,0,1,0,2,0,2
PUERTO RICO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,0,0,1,0,1,1
RAVELO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,0,1,1,1,1,2
RIBERALTA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,2,0,0,1,2,1,3
SAN LUCAS,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,0,2,2,2,2,4
SAN MIGUEL DE VELASCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,0,1,0,1,0,1
SAN RAFAEL,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,11,0,0,0,11,11
SOPACHUY,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,0,1,0,1,0,1
SUCRE,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,3,3,0,0,3,3,6
TARABUCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,0,3,3,3,3,6
TOMINA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,0,1,1,1,1,2
YAMPARAEZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,0,1,1,1,1,2
ZUDAÑEZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-06-01,0,0,0,2,0,2,2
ALCALA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-07-01,0,0,0,1,0,1,1
AYATA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-07-01,0,0,0,2,0,2,2
AZURDUY,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-07-01,0,1,2,1,2,2,4
BETANZOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-07-01,0,0,3,0,3,0,3
CAMARGO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-07-01,1,0,0,0,1,0,1
CARANAVI,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-07-01,1,1,1,2,2,3,5
CHALLAPATA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-07-01,0,1,1,0,1,1,2
COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-07-01,0,1,0,0,0,1,1
COTAGAITA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-07-01,0,0,1,0,1,0,1
CULPINA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-07-01,0,0,0,1,0,1,1
EL ALTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-07-01,1,0,1,1,2,1,3
EL CHORO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-07-01,0,0,1,0,1,0,1
EUCALIPTUS,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-07-01,0,0,2,0,2,0,2
FERNANDEZ ALONSO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-07-01,0,0,1,0,1,0,1
HUACARETA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-07-01,0,1,0,0,0,1,1
HUANUNI,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-07-01,0,0,0,1,0,1,1
INCAHUASI,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-07-01,0,0,0,2,0,2,2
LA PAZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-07-01,26,7,2,1,28,8,36
MOJOCOYA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-07-01,0,0,1,1,1,1,2
MONTEAGUDO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-07-01,0,0,0,1,0,1,1
MOROCHATA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-07-01,0,0,1,0,1,0,1
ORURO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-07-01,10,1,0,0,10,1,11
PADILLA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-07-01,0,0,0,1,0,1,1
PAILON,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-07-01,0,1,0,0,0,1,1
POROMA,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-07-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-07-01,7,2,0,0,7,2,9
RAVELO,mortalidad institucional,muerte menor de 5 anos por otras causas,2005-07-01,0,0,2,1,2,1,3
