municipality,group,variable,month,Dentro-H,Dentro-M,Fuera-H,Fuera-M,TOTAL-H,TOTAL-M,TOTAL
TRINIDAD,mortalidad institucional,muerte rn menor de 7 dias,2005-04-01,1,0,0,0,1,0,1
TUPIZA,mortalidad institucional,muerte rn menor de 7 dias,2005-04-01,1,0,0,0,1,0,1
UNCIA,mortalidad institucional,muerte rn menor de 7 dias,2005-04-01,0,0,0,1,0,1,1
VALLEGRANDE,mortalidad institucional,muerte rn menor de 7 dias,2005-04-01,1,0,0,0,1,0,1
VILLA MONTES,mortalidad institucional,muerte rn menor de 7 dias,2005-04-01,3,1,0,0,3,1,4
VILLA TUNARI,mortalidad institucional,muerte rn menor de 7 dias,2005-04-01,0,0,0,1,0,1,1
ALALAY,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,0,1,0,0,0,1,1
ATOCHA,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,0,0,2,1,2,1,3
AZURDUY,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,0,0,0,1,0,1,1
CALAMARCA,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,0,0,0,1,0,1,1
CARANAVI,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,1,0,0,1,1,1,2
CHARAGUA,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,1,0,0,0,1,0,1
COCHABAMBA,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,1,2,1,0,2,2,4
"COLCHA ""K""",mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,0,0,1,0,1,0,1
HUACARETA,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,0,0,1,1,1,1,2
INCAHUASI,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,0,1,0,0,0,1,1
LA ASUNTA,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,19,5,0,0,19,5,24
LLALLAGUA,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,1,0,1,0,2,0,2
MONTERO,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,7,0,0,0,7,0,7
OCURI,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,0,0,0,1,0,1,1
ORURO,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,6,4,0,0,6,4,10
PADILLA,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,0,0,1,0,1,0,1
POCOATA,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,0,0,1,0,1,0,1
POROMA,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,0,0,1,0,1,0,1
POTOSI,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,10,4,0,2,10,6,16
PUCARANI,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,0,0,0,1,0,1,1
PUNATA,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,0,1,0,1,0,2,2
RAVELO,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,0,0,1,1,1,1,2
RIBERALTA,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,0,1,0,0,0,1,1
SACABA,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,1,0,0,0,1,0,1
SAN JOAQUIN,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,1,0,0,0,1,0,1
SAN PEDRO(PND),mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,2,4,0,0,2,4,6
SICA SICA (VILLA AROMA),mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,0,0,1,0,1,0,1
SUCRE,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,5,1,0,0,5,1,6
TARIJA,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,1,1,0,0,1,1,2
TIPUANI,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,0,0,0,1,0,1,1
TORO TORO,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,1,0,0,0,1,0,1
TUPIZA,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,0,1,0,0,0,1,1
UYUNI,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,0,0,0,1,0,1,1
VILLA MONTES,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,1,1,0,0,1,1,2
VILLA VACA GUZMAN (MUYUPAMPA),mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,0,0,0,1,0,1,1
WARNES,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,2,0,0,1,2,1,3
YACUIBA,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,1,2,0,0,1,2,3
YOTALA,mortalidad institucional,muerte rn menor de 7 dias,2005-05-01,0,0,1,0,1,0,1
ACHACACHI,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,0,0,1,0,1,1
ARAMPAMPA,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,0,1,1,1,1,2
AZURDUY,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,0,1,0,1,0,1
BETANZOS,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,0,0,1,0,1,1
CALAMARCA,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,0,0,1,0,1,1
CARANAVI,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,0,2,0,2,0,2
CHALLAPATA,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,0,0,1,0,1,1
CHUMA,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,0,0,1,0,1,1
COBIJA,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,1,0,0,0,1,0,1
COCHABAMBA,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,4,3,0,0,4,3,7
COLLANA,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,0,1,0,1,0,1
CULPINA,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,1,0,0,0,1,0,1
EL ALTO,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,1,0,0,0,1,0,1
FILADELFIA,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,0,0,1,0,1,1
GUTIERREZ,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,0,0,1,0,1,1
HUANUNI,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,1,0,0,0,1,0,1
ICLA,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,0,1,0,1,0,1
LA PAZ,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,17,8,1,0,18,8,26
MONTERO,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,2,0,0,0,2,0,2
OCURI,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,0,1,0,1,0,1
ORURO,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,7,2,0,0,7,2,9
PADILLA,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,0,0,1,0,1,1
PALOS BLANCOS,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,1,0,0,0,1,1
POTOSI,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,8,2,0,0,8,2,10
PUNA,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,0,0,2,0,2,2
RAVELO,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,0,1,1,1,1,2
RIBERALTA,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,2,0,0,0,2,2
SACABA,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,2,0,0,0,2,0,2
SAN JOSE DE CHIQUITOS,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,1,0,0,0,1,1
SAN LORENZO(TJA),mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,0,1,1,1,1,2
SAN LUCAS,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,0,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,6,5,0,0,6,5,11
SUCRE,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,1,1,0,0,1,1,2
TACOPAYA,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,0,1,0,1,0,1
TARIJA,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,1,1,0,0,1,1,2
TINGUIPAYA,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,0,0,1,0,1,1
TIRAQUE (CBBA),mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,0,0,1,0,1,1
TOLEDO,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,1,0,0,0,1,0,1
TRINIDAD,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,1,0,0,0,1,1
TUPIZA,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,1,1,0,0,1,1,2
VACAS,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,1,0,1,0,2,2
VILLA MONTES,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,1,0,0,0,1,1
VILLAZON,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,0,1,0,1,0,1
YAMPARAEZ,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,0,0,1,0,1,1
YAPACANI,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,0,1,0,1,0,1
YUNCHARA,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,0,0,1,0,1,1
ZUDAÑEZ,mortalidad institucional,muerte rn menor de 7 dias,2005-06-01,0,0,0,2,0,2,2
ANCORAIMES,mortalidad institucional,muerte rn menor de 7 dias,2005-07-01,0,0,0,1,0,1,1
ANTEQUERA,mortalidad institucional,muerte rn menor de 7 dias,2005-07-01,0,0,1,0,1,0,1
AZURDUY,mortalidad institucional,muerte rn menor de 7 dias,2005-07-01,0,0,1,1,1,1,2
CALAMARCA,mortalidad institucional,muerte rn menor de 7 dias,2005-07-01,0,0,0,1,0,1,1
CAMARGO,mortalidad institucional,muerte rn menor de 7 dias,2005-07-01,1,0,0,0,1,0,1
CARANAVI,mortalidad institucional,muerte rn menor de 7 dias,2005-07-01,1,0,0,3,1,3,4
CHALLAPATA,mortalidad institucional,muerte rn menor de 7 dias,2005-07-01,0,0,1,0,1,0,1
CHARAGUA,mortalidad institucional,muerte rn menor de 7 dias,2005-07-01,1,0,0,0,1,0,1
CHAYANTA,mortalidad institucional,muerte rn menor de 7 dias,2005-07-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad institucional,muerte rn menor de 7 dias,2005-07-01,5,2,1,0,6,2,8
"COLCHA ""K""",mortalidad institucional,muerte rn menor de 7 dias,2005-07-01,0,0,0,1,0,1,1
EL ALTO,mortalidad institucional,muerte rn menor de 7 dias,2005-07-01,1,2,0,1,1,3,4
HUACARETA,mortalidad institucional,muerte rn menor de 7 dias,2005-07-01,0,1,0,0,0,1,1
IXIAMAS,mortalidad institucional,muerte rn menor de 7 dias,2005-07-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte rn menor de 7 dias,2005-07-01,12,5,0,0,12,5,17
LLALLAGUA,mortalidad institucional,muerte rn menor de 7 dias,2005-07-01,0,0,0,1,0,1,1
MONTEAGUDO,mortalidad institucional,muerte rn menor de 7 dias,2005-07-01,0,0,0,1,0,1,1
MONTERO,mortalidad institucional,muerte rn menor de 7 dias,2005-07-01,0,0,1,1,1,1,2
MOROCHATA,mortalidad institucional,muerte rn menor de 7 dias,2005-07-01,0,0,0,1,0,1,1
ORURO,mortalidad institucional,muerte rn menor de 7 dias,2005-07-01,4,1,0,0,4,1,5
PADILLA,mortalidad institucional,muerte rn menor de 7 dias,2005-07-01,0,0,0,1,0,1,1
PAILON,mortalidad institucional,muerte rn menor de 7 dias,2005-07-01,0,1,0,0,0,1,1
POROMA,mortalidad institucional,muerte rn menor de 7 dias,2005-07-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte rn menor de 7 dias,2005-07-01,5,5,0,0,5,5,10
PUNA,mortalidad institucional,muerte rn menor de 7 dias,2005-07-01,0,0,1,0,1,0,1
PUNATA,mortalidad institucional,muerte rn menor de 7 dias,2005-07-01,1,1,0,1,1,2,3
RAVELO,mortalidad institucional,muerte rn menor de 7 dias,2005-07-01,0,0,0,1,0,1,1
SALINAS DE GARCI MENDOZA,mortalidad institucional,muerte rn menor de 7 dias,2005-07-01,0,0,1,0,1,0,1
SAN BORJA,mortalidad institucional,muerte rn menor de 7 dias,2005-07-01,1,0,0,0,1,0,1
SAN BUENA VENTURA,mortalidad institucional,muerte rn menor de 7 dias,2005-07-01,1,0,0,0,1,0,1
SAN CARLOS,mortalidad institucional,muerte rn menor de 7 dias,2005-07-01,0,0,0,1,0,1,1
