municipality,group,variable,month,Dentro-H,Dentro-M,Fuera-H,Fuera-M,TOTAL-H,TOTAL-M,TOTAL
RIBERALTA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-08-01,1,0,0,1,1,1,2
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-08-01,0,0,0,1,0,1,1
SAN LUCAS,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-08-01,0,0,1,0,1,0,1
TARIJA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-08-01,0,1,0,0,0,1,1
TRINIDAD,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-08-01,1,0,0,0,1,0,1
EL ALTO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-09-01,1,0,0,0,1,0,1
GUAYARAMERIN,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-09-01,0,1,0,0,0,1,1
PELECHUCO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-09-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-09-01,0,1,0,0,0,1,1
PUNA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-09-01,0,0,1,0,1,0,1
RAVELO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-09-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-09-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-09-01,0,1,0,0,0,1,1
TARABUCO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-09-01,0,0,1,0,1,0,1
YAPACANI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-09-01,0,0,1,0,1,0,1
CHAYANTA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-10-01,0,0,1,1,1,1,2
CUATRO CAÑADAS,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-10-01,1,0,0,0,1,0,1
EL ALTO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-10-01,1,0,0,0,1,0,1
MONTERO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-10-01,0,0,1,0,1,0,1
PALOS BLANCOS,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-10-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-10-01,1,1,0,0,1,1,2
QUILLACOLLO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-10-01,0,0,0,1,0,1,1
VILLA TUNARI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-10-01,0,0,1,0,1,0,1
CHAYANTA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-11-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-11-01,1,1,0,0,1,1,2
EL ALTO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-11-01,1,0,0,0,1,0,1
LA PAZ,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-11-01,3,2,0,0,3,2,5
MONTEAGUDO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-11-01,1,0,0,0,1,0,1
OCURI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-11-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-11-01,0,1,0,0,0,1,1
SAN JULIAN,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-11-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-11-01,1,0,0,0,1,0,1
BETANZOS,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-12-01,0,0,1,0,1,0,1
CHAYANTA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-12-01,0,0,1,0,1,0,1
COCHABAMBA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-12-01,0,0,2,0,2,0,2
EL ALTO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-12-01,0,0,1,0,1,0,1
POTOSI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-12-01,1,0,0,0,1,0,1
RIBERALTA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-12-01,0,1,0,0,0,1,1
SACABA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-12-01,0,0,1,0,1,0,1
SANTA ANA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2005-12-01,0,1,0,0,0,1,1
