municipality,group,variable,month,Dentro-H,Dentro-M,Fuera-H,Fuera-M,TOTAL-H,TOTAL-M,TOTAL
MONTEAGUDO,mortalidad institucional,muerte menor de 1 ano,2005-04-01,0,1,0,0,0,1,1
MONTERO,mortalidad institucional,muerte menor de 1 ano,2005-04-01,1,0,1,0,2,0,2
ORURO,mortalidad institucional,muerte menor de 1 ano,2005-04-01,4,5,0,0,4,5,9
PAILON,mortalidad institucional,muerte menor de 1 ano,2005-04-01,0,0,1,0,1,0,1
PALOS BLANCOS,mortalidad institucional,muerte menor de 1 ano,2005-04-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte menor de 1 ano,2005-04-01,5,5,0,0,5,5,10
PRESTO,mortalidad institucional,muerte menor de 1 ano,2005-04-01,0,0,1,0,1,0,1
PUERTO CARABUCO,mortalidad institucional,muerte menor de 1 ano,2005-04-01,0,0,1,0,1,0,1
RIBERALTA,mortalidad institucional,muerte menor de 1 ano,2005-04-01,0,0,1,0,1,0,1
SACABA,mortalidad institucional,muerte menor de 1 ano,2005-04-01,1,0,1,0,2,0,2
SAN BORJA,mortalidad institucional,muerte menor de 1 ano,2005-04-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 1 ano,2005-04-01,2,0,0,0,2,0,2
SAN LUCAS,mortalidad institucional,muerte menor de 1 ano,2005-04-01,0,1,0,0,0,1,1
SAN PEDRO,mortalidad institucional,muerte menor de 1 ano,2005-04-01,1,0,0,0,1,0,1
SANTA ANA,mortalidad institucional,muerte menor de 1 ano,2005-04-01,3,1,0,0,3,1,4
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 1 ano,2005-04-01,4,3,0,0,4,3,7
SUCRE,mortalidad institucional,muerte menor de 1 ano,2005-04-01,5,3,1,0,6,3,9
TARABUCO,mortalidad institucional,muerte menor de 1 ano,2005-04-01,0,0,1,1,1,1,2
TARIJA,mortalidad institucional,muerte menor de 1 ano,2005-04-01,1,0,0,0,1,0,1
TARVITA,mortalidad institucional,muerte menor de 1 ano,2005-04-01,0,0,1,0,1,0,1
TIRAQUE (CBBA),mortalidad institucional,muerte menor de 1 ano,2005-04-01,0,1,0,0,0,1,1
TOLEDO,mortalidad institucional,muerte menor de 1 ano,2005-04-01,0,0,1,0,1,0,1
TORO TORO,mortalidad institucional,muerte menor de 1 ano,2005-04-01,0,0,0,2,0,2,2
TOTORA(ORR),mortalidad institucional,muerte menor de 1 ano,2005-04-01,1,0,0,0,1,0,1
TUPIZA,mortalidad institucional,muerte menor de 1 ano,2005-04-01,0,0,0,1,0,1,1
UYUNI,mortalidad institucional,muerte menor de 1 ano,2005-04-01,0,0,1,0,1,0,1
VILLA MONTES,mortalidad institucional,muerte menor de 1 ano,2005-04-01,1,0,0,0,1,0,1
YANACACHI,mortalidad institucional,muerte menor de 1 ano,2005-04-01,0,0,1,0,1,0,1
ACACIO,mortalidad institucional,muerte menor de 1 ano,2005-05-01,0,0,0,1,0,1,1
ALALAY,mortalidad institucional,muerte menor de 1 ano,2005-05-01,0,0,0,1,0,1,1
ANCORAIMES,mortalidad institucional,muerte menor de 1 ano,2005-05-01,0,0,0,1,0,1,1
AZURDUY,mortalidad institucional,muerte menor de 1 ano,2005-05-01,0,0,0,1,0,1,1
CARANAVI,mortalidad institucional,muerte menor de 1 ano,2005-05-01,1,0,0,1,1,1,2
COCHABAMBA,mortalidad institucional,muerte menor de 1 ano,2005-05-01,5,4,0,2,5,6,11
COIPASA,mortalidad institucional,muerte menor de 1 ano,2005-05-01,0,0,1,0,1,0,1
CUATRO CAÑADAS,mortalidad institucional,muerte menor de 1 ano,2005-05-01,1,0,0,0,1,0,1
EL ALTO,mortalidad institucional,muerte menor de 1 ano,2005-05-01,0,1,0,3,0,4,4
GUAYARAMERIN,mortalidad institucional,muerte menor de 1 ano,2005-05-01,1,1,0,0,1,1,2
HUACARETA,mortalidad institucional,muerte menor de 1 ano,2005-05-01,0,0,1,1,1,1,2
INCAHUASI,mortalidad institucional,muerte menor de 1 ano,2005-05-01,0,2,0,0,0,2,2
LA ASUNTA,mortalidad institucional,muerte menor de 1 ano,2005-05-01,1,0,0,1,1,1,2
LA PAZ,mortalidad institucional,muerte menor de 1 ano,2005-05-01,29,11,1,0,30,11,41
LORETO,mortalidad institucional,muerte menor de 1 ano,2005-05-01,0,1,0,0,0,1,1
MAIRANA,mortalidad institucional,muerte menor de 1 ano,2005-05-01,1,0,0,0,1,0,1
MIZQUE,mortalidad institucional,muerte menor de 1 ano,2005-05-01,0,0,1,0,1,0,1
MOJOCOYA,mortalidad institucional,muerte menor de 1 ano,2005-05-01,0,0,0,1,0,1,1
ORURO,mortalidad institucional,muerte menor de 1 ano,2005-05-01,10,5,1,0,11,5,16
PADILLA,mortalidad institucional,muerte menor de 1 ano,2005-05-01,1,0,2,0,3,0,3
POROMA,mortalidad institucional,muerte menor de 1 ano,2005-05-01,0,0,1,0,1,0,1
POTOSI,mortalidad institucional,muerte menor de 1 ano,2005-05-01,11,5,1,2,12,7,19
PUERTO VILLARROEL,mortalidad institucional,muerte menor de 1 ano,2005-05-01,1,0,0,0,1,0,1
RAVELO,mortalidad institucional,muerte menor de 1 ano,2005-05-01,0,0,0,1,0,1,1
SACABA,mortalidad institucional,muerte menor de 1 ano,2005-05-01,1,0,0,0,1,0,1
SAN ANDRES,mortalidad institucional,muerte menor de 1 ano,2005-05-01,0,1,1,0,1,1,2
SAN BORJA,mortalidad institucional,muerte menor de 1 ano,2005-05-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 1 ano,2005-05-01,1,0,0,0,1,0,1
SAN LUCAS,mortalidad institucional,muerte menor de 1 ano,2005-05-01,0,0,1,1,1,1,2
SAN MATIAS,mortalidad institucional,muerte menor de 1 ano,2005-05-01,0,1,0,0,0,1,1
SANTA ANA,mortalidad institucional,muerte menor de 1 ano,2005-05-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 1 ano,2005-05-01,1,3,0,0,1,3,4
SICA SICA (VILLA AROMA),mortalidad institucional,muerte menor de 1 ano,2005-05-01,0,0,1,0,1,0,1
SUCRE,mortalidad institucional,muerte menor de 1 ano,2005-05-01,6,3,0,0,6,3,9
TARABUCO,mortalidad institucional,muerte menor de 1 ano,2005-05-01,0,0,0,2,0,2,2
TARVITA,mortalidad institucional,muerte menor de 1 ano,2005-05-01,0,0,0,1,0,1,1
TOMINA,mortalidad institucional,muerte menor de 1 ano,2005-05-01,0,0,1,0,1,0,1
UYUNI,mortalidad institucional,muerte menor de 1 ano,2005-05-01,0,0,0,1,0,1,1
VILLA TUNARI,mortalidad institucional,muerte menor de 1 ano,2005-05-01,1,0,0,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),mortalidad institucional,muerte menor de 1 ano,2005-05-01,0,0,1,1,1,1,2
YAMPARAEZ,mortalidad institucional,muerte menor de 1 ano,2005-05-01,0,0,0,2,0,2,2
YANACACHI,mortalidad institucional,muerte menor de 1 ano,2005-05-01,1,0,0,0,1,0,1
YOTALA,mortalidad institucional,muerte menor de 1 ano,2005-05-01,0,0,1,0,1,0,1
ZUDAÑEZ,mortalidad institucional,muerte menor de 1 ano,2005-05-01,0,0,0,1,0,1,1
ATOCHA,mortalidad institucional,muerte menor de 1 ano,2005-06-01,1,0,0,0,1,0,1
BETANZOS,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,0,0,1,0,1,1
CAPINOTA,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,0,1,0,1,0,1
CARANAVI,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,0,2,0,2,0,2
CHALLAPATA,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,0,1,1,1,1,2
CHAYANTA,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,0,0,1,0,1,1
CHUMA,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad institucional,muerte menor de 1 ano,2005-06-01,5,3,1,1,6,4,10
CULPINA,mortalidad institucional,muerte menor de 1 ano,2005-06-01,1,0,0,0,1,0,1
EL ALTO,mortalidad institucional,muerte menor de 1 ano,2005-06-01,1,0,1,0,2,0,2
FERNANDEZ ALONSO,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,0,0,1,0,1,1
GUAQUI,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,0,0,1,0,1,1
HUANUNI,mortalidad institucional,muerte menor de 1 ano,2005-06-01,1,0,0,0,1,0,1
ICLA,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,0,1,0,1,0,1
LA PAZ,mortalidad institucional,muerte menor de 1 ano,2005-06-01,27,17,2,0,29,17,46
LLALLAGUA,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,0,2,1,2,1,3
MIZQUE,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,1,0,0,0,1,1
MOCOMOCO,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,0,0,1,0,1,1
ORURO,mortalidad institucional,muerte menor de 1 ano,2005-06-01,11,2,0,0,11,2,13
PADILLA,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,0,0,1,0,1,1
PALOS BLANCOS,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,1,0,1,0,2,2
POROMA,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,0,1,0,1,0,1
POTOSI,mortalidad institucional,muerte menor de 1 ano,2005-06-01,7,1,0,1,7,2,9
PRESTO,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,0,1,0,1,0,1
PUERTO CARABUCO,mortalidad institucional,muerte menor de 1 ano,2005-06-01,1,0,0,0,1,0,1
PUERTO RICO,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,0,0,1,0,1,1
PUNATA,mortalidad institucional,muerte menor de 1 ano,2005-06-01,2,0,0,0,2,0,2
RAVELO,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,0,1,1,1,1,2
SACABA,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,0,1,2,1,2,3
SAN BORJA,mortalidad institucional,muerte menor de 1 ano,2005-06-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 1 ano,2005-06-01,2,0,0,1,2,1,3
SAN LUCAS,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,0,2,1,2,1,3
SAN MIGUEL DE VELASCO,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 1 ano,2005-06-01,4,11,0,0,4,11,15
SENA,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,0,1,0,1,0,1
SOPACHUY,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,0,1,0,1,0,1
SUCRE,mortalidad institucional,muerte menor de 1 ano,2005-06-01,3,3,0,0,3,3,6
TARABUCO,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,0,2,3,2,3,5
TARIJA,mortalidad institucional,muerte menor de 1 ano,2005-06-01,1,2,1,0,2,2,4
TOMINA,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,0,1,2,1,2,3
TUPIZA,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,0,0,1,0,1,1
TURCO,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,0,0,1,0,1,1
VILLA MONTES,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,1,0,0,0,1,1
VILLA TUNARI,mortalidad institucional,muerte menor de 1 ano,2005-06-01,1,0,0,0,1,0,1
VITICHI,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,0,1,0,1,0,1
YACUIBA,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,0,0,1,0,1,1
YAMPARAEZ,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,0,0,1,0,1,1
ZUDAÑEZ,mortalidad institucional,muerte menor de 1 ano,2005-06-01,0,0,0,2,0,2,2
ALCALA,mortalidad institucional,muerte menor de 1 ano,2005-07-01,0,0,0,1,0,1,1
APOLO,mortalidad institucional,muerte menor de 1 ano,2005-07-01,0,0,0,2,0,2,2
AYATA,mortalidad institucional,muerte menor de 1 ano,2005-07-01,0,0,1,2,1,2,3
AZURDUY,mortalidad institucional,muerte menor de 1 ano,2005-07-01,0,1,1,0,1,1,2
BETANZOS,mortalidad institucional,muerte menor de 1 ano,2005-07-01,0,0,1,0,1,0,1
CALAMARCA,mortalidad institucional,muerte menor de 1 ano,2005-07-01,0,0,0,1,0,1,1
CAMARGO,mortalidad institucional,muerte menor de 1 ano,2005-07-01,1,0,0,0,1,0,1
CARANAVI,mortalidad institucional,muerte menor de 1 ano,2005-07-01,1,1,0,0,1,1,2
CHALLAPATA,mortalidad institucional,muerte menor de 1 ano,2005-07-01,0,0,2,0,2,0,2
COCHABAMBA,mortalidad institucional,muerte menor de 1 ano,2005-07-01,3,2,0,0,3,2,5
CULPINA,mortalidad institucional,muerte menor de 1 ano,2005-07-01,0,0,0,3,0,3,3
EL ALTO,mortalidad institucional,muerte menor de 1 ano,2005-07-01,0,0,1,2,1,2,3
EUCALIPTUS,mortalidad institucional,muerte menor de 1 ano,2005-07-01,0,0,1,0,1,0,1
FERNANDEZ ALONSO,mortalidad institucional,muerte menor de 1 ano,2005-07-01,0,0,1,0,1,0,1
HUACARETA,mortalidad institucional,muerte menor de 1 ano,2005-07-01,0,1,0,0,0,1,1
HUANUNI,mortalidad institucional,muerte menor de 1 ano,2005-07-01,0,1,0,0,0,1,1
INCAHUASI,mortalidad institucional,muerte menor de 1 ano,2005-07-01,0,0,0,2,0,2,2
LA PAZ,mortalidad institucional,muerte menor de 1 ano,2005-07-01,25,9,1,2,26,11,37
LLALLAGUA,mortalidad institucional,muerte menor de 1 ano,2005-07-01,0,0,0,1,0,1,1
MOJOCOYA,mortalidad institucional,muerte menor de 1 ano,2005-07-01,0,0,1,1,1,1,2
MONTEAGUDO,mortalidad institucional,muerte menor de 1 ano,2005-07-01,0,0,0,1,0,1,1
MONTERO,mortalidad institucional,muerte menor de 1 ano,2005-07-01,0,0,1,0,1,0,1
ORURO,mortalidad institucional,muerte menor de 1 ano,2005-07-01,6,0,1,0,7,0,7
PADILLA,mortalidad institucional,muerte menor de 1 ano,2005-07-01,0,0,0,1,0,1,1
PAILON,mortalidad institucional,muerte menor de 1 ano,2005-07-01,0,1,0,0,0,1,1
POROMA,mortalidad institucional,muerte menor de 1 ano,2005-07-01,0,0,0,1,0,1,1
PORONGO,mortalidad institucional,muerte menor de 1 ano,2005-07-01,0,0,1,0,1,0,1
POTOSI,mortalidad institucional,muerte menor de 1 ano,2005-07-01,7,3,0,0,7,3,10
RAVELO,mortalidad institucional,muerte menor de 1 ano,2005-07-01,0,0,4,3,4,3,7
RIBERALTA,mortalidad institucional,muerte menor de 1 ano,2005-07-01,0,1,0,0,0,1,1
SACABA,mortalidad institucional,muerte menor de 1 ano,2005-07-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 1 ano,2005-07-01,0,1,1,0,1,1,2
SAN JOSE DE CHIQUITOS,mortalidad institucional,muerte menor de 1 ano,2005-07-01,0,1,0,0,0,1,1
SAN LUCAS,mortalidad institucional,muerte menor de 1 ano,2005-07-01,0,0,2,2,2,2,4
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 1 ano,2005-07-01,1,3,0,0,1,3,4
