,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,IMC,IMC,TOTALES,TOTALES,TOTALES
CAPINOTA,estado nutricional,nutricion normal (n),2009-01-01,131,116,76,66,80,73,0,0,287,255,542
CAQUIAVIRI,estado nutricional,nutricion normal (n),2009-01-01,25,27,11,13,27,40,0,0,63,80,143
CARACOLLO,estado nutricional,nutricion normal (n),2009-01-01,21,20,12,14,4,8,25,0,62,42,104
CARANAVI,estado nutricional,nutricion normal (n),2009-01-01,245,238,151,122,171,139,2,0,569,499,1068
CARANGAS,estado nutricional,nutricion normal (n),2009-01-01,0,0,0,0,0,0,1,0,1,0,1
CARAPARI,estado nutricional,nutricion normal (n),2009-01-01,83,72,104,79,81,81,3,0,271,232,503
CARIPUYO,estado nutricional,nutricion normal (n),2009-01-01,33,19,31,30,77,67,0,0,141,116,257
CARMEN RIVERO TORREZ,estado nutricional,nutricion normal (n),2009-01-01,18,7,15,12,5,13,7,0,45,32,77
CATACORA,estado nutricional,nutricion normal (n),2009-01-01,0,0,0,0,0,0,1,0,1,0,1
CHALLAPATA,estado nutricional,nutricion normal (n),2009-01-01,136,119,97,98,63,69,48,0,344,286,630
CHAQUI,estado nutricional,nutricion normal (n),2009-01-01,40,26,26,18,16,20,2,0,84,64,148
CHARAGUA,estado nutricional,nutricion normal (n),2009-01-01,168,143,110,100,164,153,1,0,443,396,839
CHARAÑA,estado nutricional,nutricion normal (n),2009-01-01,2,3,1,1,2,4,1,0,6,8,14
CHAYANTA,estado nutricional,nutricion normal (n),2009-01-01,61,63,44,49,82,90,0,0,187,202,389
CHIMORE,estado nutricional,nutricion normal (n),2009-01-01,44,44,73,63,92,89,115,0,324,196,520
CHIPAYA,estado nutricional,nutricion normal (n),2009-01-01,0,4,2,0,0,0,2,0,4,4,8
CHULUMANI (V. DE LA LIBERTAD),estado nutricional,nutricion normal (n),2009-01-01,3,3,2,3,0,2,0,0,5,8,13
CHUMA,estado nutricional,nutricion normal (n),2009-01-01,6,4,3,2,4,6,0,0,13,12,25
CLIZA,estado nutricional,nutricion normal (n),2009-01-01,94,53,57,49,75,86,8,0,234,188,422
COBIJA,estado nutricional,nutricion normal (n),2009-01-01,74,59,25,30,38,35,119,0,256,124,380
COCHABAMBA,estado nutricional,nutricion normal (n),2009-01-01,1534,1311,725,654,1030,979,392,0,3681,2944,6625
COIPASA,estado nutricional,nutricion normal (n),2009-01-01,0,1,1,1,1,0,0,0,2,2,4
COLCAPIRHUA,estado nutricional,nutricion normal (n),2009-01-01,244,181,102,102,131,98,6,0,483,381,864
"COLCHA ""K""",estado nutricional,nutricion normal (n),2009-01-01,31,52,28,17,23,31,0,0,82,100,182
COLLANA,estado nutricional,nutricion normal (n),2009-01-01,2,2,0,0,0,0,0,0,2,2,4
COLOMI,estado nutricional,nutricion normal (n),2009-01-01,33,37,15,10,16,21,56,0,120,68,188
COLPA BELGICA,estado nutricional,nutricion normal (n),2009-01-01,26,27,14,14,22,24,0,0,62,65,127
COLQUECHACA,estado nutricional,nutricion normal (n),2009-01-01,182,177,167,185,83,66,0,0,432,428,860
COLQUENCHA,estado nutricional,nutricion normal (n),2009-01-01,11,11,4,9,4,6,2,0,21,26,47
COLQUIRI,estado nutricional,nutricion normal (n),2009-01-01,31,21,14,12,14,15,29,0,88,48,136
COMANCHE,estado nutricional,nutricion normal (n),2009-01-01,1,3,3,1,2,4,2,0,8,8,16
COMARAPA,estado nutricional,nutricion normal (n),2009-01-01,73,61,27,41,43,44,0,0,143,146,289
COMBAYA,estado nutricional,nutricion normal (n),2009-01-01,12,14,21,14,31,31,0,0,64,59,123
CONCEPCION,estado nutricional,nutricion normal (n),2009-01-01,119,116,48,31,49,49,0,0,216,196,412
COPACABANA,estado nutricional,nutricion normal (n),2009-01-01,11,14,5,4,9,10,0,0,25,28,53
CORO CORO,estado nutricional,nutricion normal (n),2009-01-01,10,11,12,11,11,8,8,0,41,30,71
CORQUE,estado nutricional,nutricion normal (n),2009-01-01,3,3,3,3,4,7,1,0,11,13,24
COTAGAITA,estado nutricional,nutricion normal (n),2009-01-01,106,104,83,75,129,140,0,0,318,319,637
COTOCA,estado nutricional,nutricion normal (n),2009-01-01,242,258,119,126,156,150,20,0,537,534,1071
CUATRO CAÑADAS,estado nutricional,nutricion normal (n),2009-01-01,37,27,39,19,63,68,5,0,144,114,258
CUCHUMUELA (V. G. VILLARROEL),estado nutricional,nutricion normal (n),2009-01-01,7,7,5,4,15,14,0,0,27,25,52
CUEVO,estado nutricional,nutricion normal (n),2009-01-01,31,20,13,20,22,40,0,0,66,80,146
CULPINA,estado nutricional,nutricion normal (n),2009-01-01,113,126,100,94,205,181,0,0,418,401,819
CURAHUARA DE CARANGAS,estado nutricional,nutricion normal (n),2009-01-01,6,4,1,5,1,1,12,0,20,10,30
CURVA,estado nutricional,nutricion normal (n),2009-01-01,2,4,2,1,4,1,0,0,8,6,14
DESAGUADERO,estado nutricional,nutricion normal (n),2009-01-01,16,12,3,5,2,6,19,0,40,23,63
EL ALTO,estado nutricional,nutricion normal (n),2009-01-01,2285,1974,986,951,845,851,1497,0,5613,3776,9389
EL CHORO,estado nutricional,nutricion normal (n),2009-01-01,1,4,2,1,0,1,2,0,5,6,11
EL PUENTE(STC),estado nutricional,nutricion normal (n),2009-01-01,54,56,43,43,65,70,0,0,162,169,331
EL PUENTE(TJA),estado nutricional,nutricion normal (n),2009-01-01,44,43,42,34,77,87,13,0,176,164,340
EL TORNO,estado nutricional,nutricion normal (n),2009-01-01,192,183,94,100,97,92,0,0,383,375,758
EL VILLAR,estado nutricional,nutricion normal (n),2009-01-01,26,22,36,27,91,78,0,0,153,127,280
ENTRE RIOS,estado nutricional,nutricion normal (n),2009-01-01,129,114,117,109,121,121,2,0,369,344,713
ENTRE RIOS,estado nutricional,nutricion normal (n),2009-01-01,186,120,86,98,151,146,43,0,466,364,830
ESMERALDA,estado nutricional,nutricion normal (n),2009-01-01,1,4,0,0,3,0,0,0,4,4,8
EUCALIPTUS,estado nutricional,nutricion normal (n),2009-01-01,0,1,0,0,0,0,6,0,6,1,7
EUREKA (SANTOS MERCADO),estado nutricional,nutricion normal (n),2009-01-01,1,3,3,4,4,12,1,0,9,19,28
EXALTACION,estado nutricional,nutricion normal (n),2009-01-01,5,4,4,5,2,8,0,0,11,17,28
FERNANDEZ ALONSO,estado nutricional,nutricion normal (n),2009-01-01,55,52,37,42,86,75,7,0,185,169,354
FILADELFIA,estado nutricional,nutricion normal (n),2009-01-01,1,3,1,3,7,1,3,0,12,7,19
GENERAL SAAVEDRA,estado nutricional,nutricion normal (n),2009-01-01,96,101,61,81,92,98,4,0,253,280,533
GRAL. J.J. PEREZ (CHARAZANI),estado nutricional,nutricion normal (n),2009-01-01,16,9,6,3,3,3,1,0,26,15,41
GUANAY,estado nutricional,nutricion normal (n),2009-01-01,54,70,35,26,16,29,16,0,121,125,246
GUAQUI,estado nutricional,nutricion normal (n),2009-01-01,17,28,9,11,10,11,5,0,41,50,91
GUAYARAMERIN,estado nutricional,nutricion normal (n),2009-01-01,178,154,113,75,133,118,3,0,427,347,774
GUTIERREZ,estado nutricional,nutricion normal (n),2009-01-01,131,119,120,137,312,329,0,0,563,585,1148
HUACARETA,estado nutricional,nutricion normal (n),2009-01-01,54,39,35,31,84,95,12,0,185,165,350
HUACAYA (VILLA DE HUACAYA),estado nutricional,nutricion normal (n),2009-01-01,17,11,15,14,48,42,0,0,80,67,147
HUACHACALLA,estado nutricional,nutricion normal (n),2009-01-01,2,3,0,0,1,2,4,0,7,5,12
HUANUNI,estado nutricional,nutricion normal (n),2009-01-01,21,31,9,2,5,1,32,0,67,34,101
HUARACAJE,estado nutricional,nutricion normal (n),2009-01-01,26,23,6,14,29,25,0,0,61,62,123
HUAYLLAMARCA,estado nutricional,nutricion normal (n),2009-01-01,0,4,0,0,1,1,3,0,4,5,9
ICHOCA,estado nutricional,nutricion normal (n),2009-01-01,3,7,10,7,6,5,9,0,28,19,47
ICLA,estado nutricional,nutricion normal (n),2009-01-01,60,52,66,51,203,217,6,0,335,320,655
INCAHUASI,estado nutricional,nutricion normal (n),2009-01-01,130,109,91,104,204,188,0,0,425,401,826
INGAVI (HUMAITA),estado nutricional,nutricion normal (n),2009-01-01,6,1,2,1,3,6,0,0,11,8,19
INQUISIVI,estado nutricional,nutricion normal (n),2009-01-01,16,19,10,5,7,11,20,0,53,35,88
IRUPANA (VILLA DE LANZA),estado nutricional,nutricion normal (n),2009-01-01,15,9,5,5,4,10,5,0,29,24,53
IXIAMAS,estado nutricional,nutricion normal (n),2009-01-01,9,9,9,6,7,8,0,0,25,23,48
JESUS DE MACHACA,estado nutricional,nutricion normal (n),2009-01-01,6,7,5,4,6,6,18,0,35,17,52
LA ASUNTA,estado nutricional,nutricion normal (n),2009-01-01,36,17,14,9,12,4,73,0,135,30,165
LA GUARDIA,estado nutricional,nutricion normal (n),2009-01-01,290,269,136,161,217,191,61,0,704,621,1325
LA PAZ,estado nutricional,nutricion normal (n),2009-01-01,1076,982,477,460,608,614,559,0,2720,2056,4776
LA RIVERA,estado nutricional,nutricion normal (n),2009-01-01,0,2,0,0,0,0,0,0,0,2,2
LAGUNILLAS,estado nutricional,nutricion normal (n),2009-01-01,57,42,66,46,120,123,0,0,243,211,454
LAJA,estado nutricional,nutricion normal (n),2009-01-01,22,30,27,16,26,24,30,0,105,70,175
LAS CARRERAS,estado nutricional,nutricion normal (n),2009-01-01,28,15,19,21,61,52,1,0,109,88,197
LICOMA PAMPA,estado nutricional,nutricion normal (n),2009-01-01,6,8,11,14,22,22,13,0,52,44,96
LLALLAGUA,estado nutricional,nutricion normal (n),2009-01-01,162,200,65,99,86,74,0,0,313,373,686
LLICA,estado nutricional,nutricion normal (n),2009-01-01,15,16,10,8,15,8,0,0,40,32,72
LORETO,estado nutricional,nutricion normal (n),2009-01-01,6,5,6,7,19,22,7,0,38,34,72
LURIBAY,estado nutricional,nutricion normal (n),2009-01-01,12,7,4,4,4,13,13,0,33,24,57
MACHACAMARCA,estado nutricional,nutricion normal (n),2009-01-01,7,6,2,3,2,0,0,0,11,9,20
MACHARETI,estado nutricional,nutricion normal (n),2009-01-01,70,43,48,49,106,99,22,0,246,191,437
MAGDALENA,estado nutricional,nutricion normal (n),2009-01-01,59,53,25,42,49,36,0,0,133,131,264
MAIRANA,estado nutricional,nutricion normal (n),2009-01-01,44,58,30,27,43,50,5,0,122,135,257
MALLA,estado nutricional,nutricion normal (n),2009-01-01,3,9,2,0,6,2,0,0,11,11,22
MAPIRI,estado nutricional,nutricion normal (n),2009-01-01,65,60,31,30,48,22,0,0,144,112,256
MECAPACA,estado nutricional,nutricion normal (n),2009-01-01,34,26,26,20,27,24,0,0,87,70,157
MINEROS,estado nutricional,nutricion normal (n),2009-01-01,78,71,55,64,80,77,0,0,213,212,425
MIZQUE,estado nutricional,nutricion normal (n),2009-01-01,87,68,54,68,128,130,100,0,369,266,635
MOCOMOCO,estado nutricional,nutricion normal (n),2009-01-01,12,13,3,3,6,12,14,0,35,28,63
MOJINETE,estado nutricional,nutricion normal (n),2009-01-01,2,5,1,1,4,3,7,0,14,9,23
MOJOCOYA,estado nutricional,nutricion normal (n),2009-01-01,37,35,33,34,115,104,0,0,185,173,358
MONTEAGUDO,estado nutricional,nutricion normal (n),2009-01-01,149,136,173,169,216,204,2,0,540,509,1049
MONTERO,estado nutricional,nutricion normal (n),2009-01-01,502,431,341,323,458,414,1,0,1302,1168,2470
MORO MORO,estado nutricional,nutricion normal (n),2009-01-01,10,11,10,3,18,21,4,0,42,35,77
MOROCHATA,estado nutricional,nutricion normal (n),2009-01-01,135,130,92,81,83,78,18,0,328,289,617
NACEBE (SANTA ROSA DEL ABUNA),estado nutricional,nutricion normal (n),2009-01-01,12,12,12,5,18,15,0,0,42,32,74
NUEVO MANOA (NUEVA ESPERANZA),estado nutricional,nutricion normal (n),2009-01-01,1,1,2,0,0,2,0,0,3,3,6
OCURI,estado nutricional,nutricion normal (n),2009-01-01,99,95,84,88,105,94,21,0,309,277,586
OKINAWA,estado nutricional,nutricion normal (n),2009-01-01,50,51,32,44,76,66,0,0,158,161,319
OMEREQUE,estado nutricional,nutricion normal (n),2009-01-01,30,24,25,18,27,30,1,0,83,72,155
ORURO,estado nutricional,nutricion normal (n),2009-01-01,560,438,344,299,276,217,385,0,1565,954,2519
PADCAYA,estado nutricional,nutricion normal (n),2009-01-01,116,105,150,148,96,95,0,0,362,348,710
PADILLA,estado nutricional,nutricion normal (n),2009-01-01,58,42,55,60,140,183,0,0,253,285,538
PAILON,estado nutricional,nutricion normal (n),2009-01-01,101,122,69,57,112,80,0,0,282,259,541
PALCA,estado nutricional,nutricion normal (n),2009-01-01,39,40,18,28,31,31,18,0,106,99,205
PALOS BLANCOS,estado nutricional,nutricion normal (n),2009-01-01,102,99,96,51,110,91,14,0,322,241,563
PAMPA AULLAGAS,estado nutricional,nutricion normal (n),2009-01-01,2,1,2,1,1,0,9,0,14,2,16
PAMPA GRANDE,estado nutricional,nutricion normal (n),2009-01-01,27,26,16,16,31,39,0,0,74,81,155
PAPEL PAMPA,estado nutricional,nutricion normal (n),2009-01-01,6,9,4,6,1,4,0,0,11,19,30
PASORAPA,estado nutricional,nutricion normal (n),2009-01-01,13,10,17,10,20,22,0,0,50,42,92
PATACAMAYA,estado nutricional,nutricion normal (n),2009-01-01,36,48,16,16,23,26,1,0,76,90,166
PAZÑA,estado nutricional,nutricion normal (n),2009-01-01,38,15,15,33,15,34,0,0,68,82,150
PELECHUCO,estado nutricional,nutricion normal (n),2009-01-01,9,10,4,5,11,5,2,0,26,20,46
POCOATA,estado nutricional,nutricion normal (n),2009-01-01,110,127,122,138,80,75,0,0,312,340,652
POCONA,estado nutricional,nutricion normal (n),2009-01-01,47,61,23,26,42,29,0,0,112,116,228
POJO (CBBA),estado nutricional,nutricion normal (n),2009-01-01,44,38,48,40,46,35,0,0,138,113,251
POOPO,estado nutricional,nutricion normal (n),2009-01-01,5,10,0,3,2,2,1,0,8,15,23
PORCO,estado nutricional,nutricion normal (n),2009-01-01,62,60,35,48,14,22,0,0,111,130,241
POROMA,estado nutricional,nutricion normal (n),2009-01-01,52,67,52,57,80,88,6,0,190,212,402
PORONGO,estado nutricional,nutricion normal (n),2009-01-01,35,32,32,31,42,44,14,0,123,107,230
PORTACHUELO,estado nutricional,nutricion normal (n),2009-01-01,111,110,68,64,116,82,0,0,295,256,551
PORVENIR,estado nutricional,nutricion normal (n),2009-01-01,9,5,8,4,3,6,13,0,33,15,48
POSTRER VALLE,estado nutricional,nutricion normal (n),2009-01-01,13,8,4,7,7,11,0,0,24,26,50
POTOSI,estado nutricional,nutricion normal (n),2009-01-01,910,853,411,404,539,522,101,0,1961,1779,3740
PRESTO,estado nutricional,nutricion normal (n),2009-01-01,35,43,54,48,95,92,0,0,184,183,367
PUCARA,estado nutricional,nutricion normal (n),2009-01-01,6,10,12,6,19,11,0,0,37,27,64
PUCARANI,estado nutricional,nutricion normal (n),2009-01-01,33,28,19,18,20,26,36,0,108,72,180
PUERTO ACOSTA,estado nutricional,nutricion normal (n),2009-01-01,11,6,2,4,3,7,2,0,18,17,35
PUERTO CARABUCO,estado nutricional,nutricion normal (n),2009-01-01,13,9,6,3,1,2,10,0,30,14,44
PUERTO GONZALO MORENO,estado nutricional,nutricion normal (n),2009-01-01,8,5,0,1,3,7,12,0,23,13,36
PUERTO PEREZ,estado nutricional,nutricion normal (n),2009-01-01,10,4,0,0,4,1,0,0,14,5,19
PUERTO QUIJARRO,estado nutricional,nutricion normal (n),2009-01-01,58,63,10,24,16,20,29,0,113,107,220
PUERTO RICO,estado nutricional,nutricion normal (n),2009-01-01,6,12,15,6,12,9,25,0,58,27,85
PUERTO SILES,estado nutricional,nutricion normal (n),2009-01-01,3,2,2,7,1,3,0,0,6,12,18
PUERTO SUAREZ,estado nutricional,nutricion normal (n),2009-01-01,47,48,12,14,12,19,44,0,115,81,196
PUERTO VILLARROEL,estado nutricional,nutricion normal (n),2009-01-01,215,172,118,125,177,157,130,0,640,454,1094
PUNA,estado nutricional,nutricion normal (n),2009-01-01,149,130,131,122,143,136,11,0,434,388,822
PUNATA,estado nutricional,nutricion normal (n),2009-01-01,51,50,23,22,12,8,105,0,191,80,271
QUIABAYA,estado nutricional,nutricion normal (n),2009-01-01,11,11,6,6,10,9,0,0,27,26,53
QUILLACOLLO,estado nutricional,nutricion normal (n),2009-01-01,389,303,185,139,199,172,266,0,1039,614,1653
QUIME,estado nutricional,nutricion normal (n),2009-01-01,46,44,26,29,29,29,22,0,123,102,225
QUIRUSILLAS,estado nutricional,nutricion normal (n),2009-01-01,2,5,3,3,7,6,0,0,12,14,26
RAVELO,estado nutricional,nutricion normal (n),2009-01-01,58,81,62,51,113,99,0,0,233,231,464
REYES,estado nutricional,nutricion normal (n),2009-01-01,58,71,42,40,51,58,0,0,151,169,320
RIBERALTA,estado nutricional,nutricion normal (n),2009-01-01,736,656,482,443,492,374,195,0,1905,1473,3378
ROBORE,estado nutricional,nutricion normal (n),2009-01-01,113,111,81,73,61,60,5,0,260,244,504
RURRENABAQUE,estado nutricional,nutricion normal (n),2009-01-01,0,1,0,0,0,0,0,0,0,1,1
SABAYA,estado nutricional,nutricion normal (n),2009-01-01,10,17,8,11,5,3,3,0,26,31,57
SACABA,estado nutricional,nutricion normal (n),2009-01-01,283,189,113,78,111,111,410,0,917,378,1295
SACABAMBA,estado nutricional,nutricion normal (n),2009-01-01,36,27,26,21,28,24,0,0,90,72,162
SACACA,estado nutricional,nutricion normal (n),2009-01-01,79,77,76,84,146,157,0,0,301,318,619
SAIPINA,estado nutricional,nutricion normal (n),2009-01-01,14,24,11,9,19,13,4,0,48,46,94
SALINAS DE GARCI MENDOZA,estado nutricional,nutricion normal (n),2009-01-01,25,18,22,21,17,20,12,0,76,59,135
SAMAIPATA,estado nutricional,nutricion normal (n),2009-01-01,50,43,25,8,29,18,0,0,104,69,173
SAN AGUSTIN,estado nutricional,nutricion normal (n),2009-01-01,7,6,7,7,6,9,0,0,20,22,42
SAN ANDRES,estado nutricional,nutricion normal (n),2009-01-01,39,51,53,32,65,51,2,0,159,134,293
SAN ANDRES DE MACHACA,estado nutricional,nutricion normal (n),2009-01-01,0,3,1,1,0,1,1,0,2,5,7
SAN ANTONIO DE ESMORUCO,estado nutricional,nutricion normal (n),2009-01-01,14,13,11,3,6,10,19,0,50,26,76
SAN ANTONIO DE LOMERIO,estado nutricional,nutricion normal (n),2009-01-01,56,42,24,40,117,109,0,0,197,191,388
SAN BENITO,estado nutricional,nutricion normal (n),2009-01-01,37,34,19,16,30,36,6,0,92,86,178
SAN BORJA,estado nutricional,nutricion normal (n),2009-01-01,257,272,112,133,185,176,174,0,728,581,1309
SAN BUENA VENTURA,estado nutricional,nutricion normal (n),2009-01-01,42,33,38,34,59,55,0,0,139,122,261
SAN CARLOS,estado nutricional,nutricion normal (n),2009-01-01,65,67,43,42,39,42,6,0,153,151,304
SAN IGNACIO,estado nutricional,nutricion normal (n),2009-01-01,55,37,53,49,87,55,34,0,229,141,370
SAN IGNACIO DE VELASCO,estado nutricional,nutricion normal (n),2009-01-01,51,59,58,27,81,94,83,0,273,180,453
SAN JAVIER(BNI),estado nutricional,nutricion normal (n),2009-01-01,10,6,12,12,15,13,0,0,37,31,68
SAN JAVIER(STC),estado nutricional,nutricion normal (n),2009-01-01,62,46,46,38,72,73,0,0,180,157,337
SAN JOAQUIN,estado nutricional,nutricion normal (n),2009-01-01,21,42,21,10,27,24,0,0,69,76,145
SAN JOSE DE CHIQUITOS,estado nutricional,nutricion normal (n),2009-01-01,78,62,29,35,82,66,0,0,189,163,352
SAN JUAN DE YAPACANI,estado nutricional,nutricion normal (n),2009-01-01,49,37,35,43,58,57,1,0,143,137,280
SAN JULIAN,estado nutricional,nutricion normal (n),2009-01-01,32,22,31,28,31,24,0,0,94,74,168
SAN LORENZO(PND),estado nutricional,nutricion normal (n),2009-01-01,4,4,2,4,5,2,5,0,16,10,26
SAN LORENZO(TJA),estado nutricional,nutricion normal (n),2009-01-01,119,84,94,105,86,81,7,0,306,270,576
SAN LUCAS,estado nutricional,nutricion normal (n),2009-01-01,235,251,224,218,475,459,1,0,935,928,1863
SAN MATIAS,estado nutricional,nutricion normal (n),2009-01-01,41,56,20,25,27,31,6,0,94,112,206
SAN MIGUEL DE VELASCO,estado nutricional,nutricion normal (n),2009-01-01,17,21,12,14,15,12,17,0,61,47,108
SAN PABLO DE LIPEZ,estado nutricional,nutricion normal (n),2009-01-01,13,22,11,11,28,26,3,0,55,59,114
SAN PEDRO,estado nutricional,nutricion normal (n),2009-01-01,90,83,52,42,72,75,11,0,225,200,425
SAN PEDRO DE BUENA VISTA,estado nutricional,nutricion normal (n),2009-01-01,56,59,68,70,66,70,22,0,212,199,411
SAN PEDRO DE CURAHUARA,estado nutricional,nutricion normal (n),2009-01-01,22,22,15,8,17,16,2,0,56,46,102
SAN PEDRO DE QUEMES,estado nutricional,nutricion normal (n),2009-01-01,0,1,1,0,1,0,0,0,2,1,3
SAN PEDRO DE TIQUINA,estado nutricional,nutricion normal (n),2009-01-01,1,1,2,0,0,0,1,0,4,1,5
SAN PEDRO(PND),estado nutricional,nutricion normal (n),2009-01-01,3,3,1,1,3,3,0,0,7,7,14
SAN RAFAEL,estado nutricional,nutricion normal (n),2009-01-01,4,4,4,4,12,9,11,0,31,17,48
SAN RAMON,estado nutricional,nutricion normal (n),2009-01-01,12,19,7,5,14,17,0,0,33,41,74
SAN RAMON,estado nutricional,nutricion normal (n),2009-01-01,34,44,17,22,21,13,0,0,72,79,151
SANTA ANA,estado nutricional,nutricion normal (n),2009-01-01,156,98,91,84,58,57,0,0,305,239,544
SANTA CRUZ DE LA SIERRA,estado nutricional,nutricion normal (n),2009-01-01,3359,2902,1801,1561,1764,1504,83,0,7007,5967,12974
SANTA ROSA,estado nutricional,nutricion normal (n),2009-01-01,53,52,48,40,67,83,0,0,168,175,343
SANTA ROSA DEL SARA,estado nutricional,nutricion normal (n),2009-01-01,59,42,30,21,60,58,22,0,171,121,292
SANTIAGO DE CALLAPA,estado nutricional,nutricion normal (n),2009-01-01,14,16,5,8,3,7,2,0,24,31,55
SANTIAGO DE HUARI,estado nutricional,nutricion normal (n),2009-01-01,4,6,3,1,6,4,0,0,13,11,24
SANTIAGO DE MACHACA,estado nutricional,nutricion normal (n),2009-01-01,12,11,7,4,9,8,1,0,29,23,52
SANTIVAÑES,estado nutricional,nutricion normal (n),2009-01-01,1,4,1,3,2,7,20,0,24,14,38
SANTUARIO DE QUILLACAS,estado nutricional,nutricion normal (n),2009-01-01,7,7,8,9,10,5,0,0,25,21,46
SAPAHAQUI,estado nutricional,nutricion normal (n),2009-01-01,12,8,4,10,10,7,6,0,32,25,57
