,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,IMC,IMC,TOTALES,TOTALES,TOTALES
LLALLAGUA,estado nutricional,desnutricion grave (g),2010-01-01,1,0,2,1,0,1,0,0,3,2,5
MACHACAMARCA,estado nutricional,desnutricion grave (g),2010-01-01,1,0,0,0,0,0,0,0,1,0,1
MINEROS,estado nutricional,desnutricion grave (g),2010-01-01,2,0,0,0,2,0,0,0,4,0,4
MIZQUE,estado nutricional,desnutricion grave (g),2010-01-01,0,3,0,0,1,0,0,0,1,3,4
MOJOCOYA,estado nutricional,desnutricion grave (g),2010-01-01,0,0,0,0,0,1,0,0,0,1,1
MONTEAGUDO,estado nutricional,desnutricion grave (g),2010-01-01,0,1,0,0,2,0,0,0,2,1,3
MONTERO,estado nutricional,desnutricion grave (g),2010-01-01,9,0,1,2,1,3,0,0,11,5,16
OCURI,estado nutricional,desnutricion grave (g),2010-01-01,0,1,0,0,0,0,0,0,0,1,1
ORURO,estado nutricional,desnutricion grave (g),2010-01-01,2,2,3,1,1,1,0,0,6,4,10
PADCAYA,estado nutricional,desnutricion grave (g),2010-01-01,0,0,0,0,0,1,0,0,0,1,1
PAILON,estado nutricional,desnutricion grave (g),2010-01-01,0,2,0,0,0,0,0,0,0,2,2
PALCA,estado nutricional,desnutricion grave (g),2010-01-01,0,0,1,0,0,0,0,0,1,0,1
PALOS BLANCOS,estado nutricional,desnutricion grave (g),2010-01-01,1,0,2,0,0,0,0,0,3,0,3
PATACAMAYA,estado nutricional,desnutricion grave (g),2010-01-01,1,2,1,5,3,1,0,0,5,8,13
POCOATA,estado nutricional,desnutricion grave (g),2010-01-01,1,0,0,0,0,0,0,0,1,0,1
POJO (CBBA),estado nutricional,desnutricion grave (g),2010-01-01,0,1,0,0,0,0,0,0,0,1,1
POROMA,estado nutricional,desnutricion grave (g),2010-01-01,1,0,0,0,0,0,0,0,1,0,1
PORTACHUELO,estado nutricional,desnutricion grave (g),2010-01-01,0,1,0,1,0,0,0,0,0,2,2
POTOSI,estado nutricional,desnutricion grave (g),2010-01-01,2,3,1,0,0,0,0,0,3,3,6
PRESTO,estado nutricional,desnutricion grave (g),2010-01-01,1,0,0,0,0,0,0,0,1,0,1
PUCARANI,estado nutricional,desnutricion grave (g),2010-01-01,1,0,0,0,0,0,0,0,1,0,1
PUERTO SUAREZ,estado nutricional,desnutricion grave (g),2010-01-01,0,1,0,0,0,0,0,0,0,1,1
PUERTO VILLARROEL,estado nutricional,desnutricion grave (g),2010-01-01,1,1,2,0,1,3,0,0,4,4,8
PUNATA,estado nutricional,desnutricion grave (g),2010-01-01,0,0,0,1,0,0,0,0,0,1,1
QUILLACOLLO,estado nutricional,desnutricion grave (g),2010-01-01,0,0,0,1,0,0,0,0,0,1,1
RAVELO,estado nutricional,desnutricion grave (g),2010-01-01,0,0,1,0,0,0,0,0,1,0,1
RIBERALTA,estado nutricional,desnutricion grave (g),2010-01-01,1,1,2,2,0,0,0,0,3,3,6
RURRENABAQUE,estado nutricional,desnutricion grave (g),2010-01-01,1,1,0,0,0,0,0,0,1,1,2
SACABA,estado nutricional,desnutricion grave (g),2010-01-01,0,1,2,0,0,2,0,0,2,3,5
SAN ANDRES,estado nutricional,desnutricion grave (g),2010-01-01,0,0,0,0,1,0,0,0,1,0,1
SAN BENITO,estado nutricional,desnutricion grave (g),2010-01-01,0,1,0,0,0,1,0,0,0,2,2
SAN BORJA,estado nutricional,desnutricion grave (g),2010-01-01,3,0,0,0,0,0,0,0,3,0,3
SAN BUENA VENTURA,estado nutricional,desnutricion grave (g),2010-01-01,0,1,0,0,0,0,0,0,0,1,1
SAN IGNACIO,estado nutricional,desnutricion grave (g),2010-01-01,0,2,0,0,0,0,0,0,0,2,2
SAN IGNACIO DE VELASCO,estado nutricional,desnutricion grave (g),2010-01-01,1,0,0,0,1,0,0,0,2,0,2
SAN JAVIER(STC),estado nutricional,desnutricion grave (g),2010-01-01,0,0,0,1,0,0,0,0,0,1,1
SAN JOSE DE CHIQUITOS,estado nutricional,desnutricion grave (g),2010-01-01,0,0,0,1,0,1,0,0,0,2,2
SAN LUCAS,estado nutricional,desnutricion grave (g),2010-01-01,1,0,1,1,0,1,0,0,2,2,4
SAN MATIAS,estado nutricional,desnutricion grave (g),2010-01-01,0,0,0,0,1,0,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,estado nutricional,desnutricion grave (g),2010-01-01,1,0,1,1,0,0,0,0,2,1,3
SAN RAFAEL,estado nutricional,desnutricion grave (g),2010-01-01,0,1,0,0,0,0,0,0,0,1,1
SANTA ANA,estado nutricional,desnutricion grave (g),2010-01-01,1,0,1,0,0,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,estado nutricional,desnutricion grave (g),2010-01-01,8,9,8,5,2,4,0,0,18,18,36
SANTUARIO DE QUILLACAS,estado nutricional,desnutricion grave (g),2010-01-01,0,0,0,1,0,0,0,0,0,1,1
SHINAOTA,estado nutricional,desnutricion grave (g),2010-01-01,1,0,0,1,0,0,0,0,1,1,2
SIPE SIPE,estado nutricional,desnutricion grave (g),2010-01-01,0,1,3,1,1,0,0,0,4,2,6
SUCRE,estado nutricional,desnutricion grave (g),2010-01-01,0,0,1,0,0,0,0,0,1,0,1
TACOPAYA,estado nutricional,desnutricion grave (g),2010-01-01,0,0,0,1,0,0,0,0,0,1,1
TAPACARI,estado nutricional,desnutricion grave (g),2010-01-01,0,0,0,2,1,0,0,0,1,2,3
TARIJA,estado nutricional,desnutricion grave (g),2010-01-01,3,3,1,3,1,2,0,0,5,8,13
TARVITA,estado nutricional,desnutricion grave (g),2010-01-01,1,1,0,0,1,0,0,0,2,1,3
TIRAQUE (CBBA),estado nutricional,desnutricion grave (g),2010-01-01,1,1,0,0,0,1,0,0,1,2,3
TRINIDAD,estado nutricional,desnutricion grave (g),2010-01-01,5,0,5,2,0,1,0,0,10,3,13
TUPIZA,estado nutricional,desnutricion grave (g),2010-01-01,0,1,0,0,0,1,0,0,0,2,2
UMALA,estado nutricional,desnutricion grave (g),2010-01-01,0,1,0,0,1,0,0,0,1,1,2
VILA VILA,estado nutricional,desnutricion grave (g),2010-01-01,1,0,0,0,0,0,0,0,1,0,1
VILLA TUNARI,estado nutricional,desnutricion grave (g),2010-01-01,3,2,0,2,0,1,0,0,3,5,8
VILLA VACA GUZMAN (MUYUPAMPA),estado nutricional,desnutricion grave (g),2010-01-01,0,0,0,0,0,2,0,0,0,2,2
VINTO,estado nutricional,desnutricion grave (g),2010-01-01,1,0,2,2,0,2,0,0,3,4,7
WARNES,estado nutricional,desnutricion grave (g),2010-01-01,1,0,0,0,0,0,0,0,1,0,1
YACUIBA,estado nutricional,desnutricion grave (g),2010-01-01,2,1,0,2,1,1,0,0,3,4,7
AIQUILE,estado nutricional,desnutricion grave (g),2010-02-01,0,0,0,0,0,6,0,0,0,6,6
ANCORAIMES,estado nutricional,desnutricion grave (g),2010-02-01,0,1,0,0,0,0,0,0,0,1,1
ARBIETO,estado nutricional,desnutricion grave (g),2010-02-01,1,0,0,0,0,0,0,0,1,0,1
ARQUE,estado nutricional,desnutricion grave (g),2010-02-01,1,0,1,0,0,0,0,0,2,0,2
ASCENCION DE GUARAYOS,estado nutricional,desnutricion grave (g),2010-02-01,1,3,6,4,2,4,0,0,9,11,20
ATOCHA,estado nutricional,desnutricion grave (g),2010-02-01,0,0,0,0,0,1,0,0,0,1,1
AZURDUY,estado nutricional,desnutricion grave (g),2010-02-01,0,0,0,0,1,0,0,0,1,0,1
BERMEJO,estado nutricional,desnutricion grave (g),2010-02-01,0,0,0,0,0,2,0,0,0,2,2
BETANZOS,estado nutricional,desnutricion grave (g),2010-02-01,2,0,0,0,0,0,0,0,2,0,2
"CAIZA ""D""",estado nutricional,desnutricion grave (g),2010-02-01,1,0,0,0,0,0,0,0,1,0,1
CAJUATA,estado nutricional,desnutricion grave (g),2010-02-01,0,6,0,6,0,0,0,0,0,12,12
CAMARGO,estado nutricional,desnutricion grave (g),2010-02-01,0,0,2,0,0,0,0,0,2,0,2
CAPINOTA,estado nutricional,desnutricion grave (g),2010-02-01,0,0,1,0,0,0,0,0,1,0,1
CARANAVI,estado nutricional,desnutricion grave (g),2010-02-01,0,0,1,0,0,0,0,0,1,0,1
CHACARILLA,estado nutricional,desnutricion grave (g),2010-02-01,0,1,0,0,0,0,0,0,0,1,1
CHALLAPATA,estado nutricional,desnutricion grave (g),2010-02-01,1,0,0,0,0,0,0,0,1,0,1
CHAQUI,estado nutricional,desnutricion grave (g),2010-02-01,0,0,0,0,1,0,0,0,1,0,1
CHARAGUA,estado nutricional,desnutricion grave (g),2010-02-01,1,1,0,0,0,0,0,0,1,1,2
CHIMORE,estado nutricional,desnutricion grave (g),2010-02-01,0,1,0,0,0,0,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),estado nutricional,desnutricion grave (g),2010-02-01,0,0,2,0,0,0,0,0,2,0,2
CKOCHAS,estado nutricional,desnutricion grave (g),2010-02-01,0,0,1,0,0,0,0,0,1,0,1
COBIJA,estado nutricional,desnutricion grave (g),2010-02-01,0,2,1,0,0,0,0,0,1,2,3
COCHABAMBA,estado nutricional,desnutricion grave (g),2010-02-01,4,3,2,5,2,5,0,0,8,13,21
COLQUECHACA,estado nutricional,desnutricion grave (g),2010-02-01,1,0,0,0,0,0,0,0,1,0,1
COPACABANA,estado nutricional,desnutricion grave (g),2010-02-01,2,0,0,0,1,0,0,0,3,0,3
COTAGAITA,estado nutricional,desnutricion grave (g),2010-02-01,0,0,1,0,0,1,0,0,1,1,2
COTOCA,estado nutricional,desnutricion grave (g),2010-02-01,0,3,0,1,0,0,0,0,0,4,4
EL ALTO,estado nutricional,desnutricion grave (g),2010-02-01,4,2,1,1,0,1,0,0,5,4,9
EL PUENTE(TJA),estado nutricional,desnutricion grave (g),2010-02-01,0,0,1,1,0,0,0,0,1,1,2
EL VILLAR,estado nutricional,desnutricion grave (g),2010-02-01,1,0,0,0,1,0,0,0,2,0,2
FERNANDEZ ALONSO,estado nutricional,desnutricion grave (g),2010-02-01,0,0,0,1,0,0,0,0,0,1,1
GUANAY,estado nutricional,desnutricion grave (g),2010-02-01,2,0,0,0,0,0,0,0,2,0,2
GUTIERREZ,estado nutricional,desnutricion grave (g),2010-02-01,0,0,1,0,0,0,0,0,1,0,1
ICLA,estado nutricional,desnutricion grave (g),2010-02-01,0,0,0,0,0,1,0,0,0,1,1
IXIAMAS,estado nutricional,desnutricion grave (g),2010-02-01,0,1,0,0,0,0,0,0,0,1,1
LA GUARDIA,estado nutricional,desnutricion grave (g),2010-02-01,1,1,0,1,0,0,0,0,1,2,3
LA PAZ,estado nutricional,desnutricion grave (g),2010-02-01,2,1,1,0,0,1,0,0,3,2,5
LAS CARRERAS,estado nutricional,desnutricion grave (g),2010-02-01,0,0,0,0,1,0,0,0,1,0,1
LLALLAGUA,estado nutricional,desnutricion grave (g),2010-02-01,0,2,1,1,0,0,0,0,1,3,4
MINEROS,estado nutricional,desnutricion grave (g),2010-02-01,0,0,0,1,0,0,0,0,0,1,1
MIZQUE,estado nutricional,desnutricion grave (g),2010-02-01,1,0,2,0,0,0,0,0,3,0,3
MOCOMOCO,estado nutricional,desnutricion grave (g),2010-02-01,0,1,0,0,0,0,0,0,0,1,1
MONTERO,estado nutricional,desnutricion grave (g),2010-02-01,5,4,1,0,5,3,0,0,11,7,18
MOROCHATA,estado nutricional,desnutricion grave (g),2010-02-01,2,0,0,0,0,0,0,0,2,0,2
OCURI,estado nutricional,desnutricion grave (g),2010-02-01,1,0,0,0,0,0,0,0,1,0,1
OMEREQUE,estado nutricional,desnutricion grave (g),2010-02-01,0,1,0,0,0,0,0,0,0,1,1
ORURO,estado nutricional,desnutricion grave (g),2010-02-01,1,0,1,1,0,0,0,0,2,1,3
PAILON,estado nutricional,desnutricion grave (g),2010-02-01,0,1,3,0,0,0,0,0,3,1,4
PALOS BLANCOS,estado nutricional,desnutricion grave (g),2010-02-01,0,0,0,0,2,0,0,0,2,0,2
POCOATA,estado nutricional,desnutricion grave (g),2010-02-01,0,0,0,0,1,0,0,0,1,0,1
POROMA,estado nutricional,desnutricion grave (g),2010-02-01,0,0,2,0,0,0,0,0,2,0,2
POTOSI,estado nutricional,desnutricion grave (g),2010-02-01,2,1,1,1,0,0,0,0,3,2,5
PUERTO RICO,estado nutricional,desnutricion grave (g),2010-02-01,1,0,0,0,0,0,0,0,1,0,1
PUERTO SUAREZ,estado nutricional,desnutricion grave (g),2010-02-01,3,2,0,0,0,0,0,0,3,2,5
PUERTO VILLARROEL,estado nutricional,desnutricion grave (g),2010-02-01,3,1,4,9,2,2,0,0,9,12,21
PUNATA,estado nutricional,desnutricion grave (g),2010-02-01,0,1,0,0,0,0,0,0,0,1,1
QUILLACOLLO,estado nutricional,desnutricion grave (g),2010-02-01,1,0,0,0,1,1,0,0,2,1,3
RAVELO,estado nutricional,desnutricion grave (g),2010-02-01,1,0,0,0,0,0,0,0,1,0,1
RIBERALTA,estado nutricional,desnutricion grave (g),2010-02-01,0,0,0,1,0,0,0,0,0,1,1
ROBORE,estado nutricional,desnutricion grave (g),2010-02-01,0,0,0,1,0,1,0,0,0,2,2
RURRENABAQUE,estado nutricional,desnutricion grave (g),2010-02-01,0,0,1,0,0,0,0,0,1,0,1
SACABA,estado nutricional,desnutricion grave (g),2010-02-01,2,1,0,0,0,0,0,0,2,1,3
SAIPINA,estado nutricional,desnutricion grave (g),2010-02-01,0,0,0,0,0,1,0,0,0,1,1
SAN BENITO,estado nutricional,desnutricion grave (g),2010-02-01,1,0,0,1,0,0,0,0,1,1,2
SAN BORJA,estado nutricional,desnutricion grave (g),2010-02-01,3,0,4,0,0,0,0,0,7,0,7
SAN BUENA VENTURA,estado nutricional,desnutricion grave (g),2010-02-01,0,0,1,0,0,0,0,0,1,0,1
SAN IGNACIO,estado nutricional,desnutricion grave (g),2010-02-01,1,2,1,0,2,1,0,0,4,3,7
SAN IGNACIO DE VELASCO,estado nutricional,desnutricion grave (g),2010-02-01,0,2,1,1,1,0,0,0,2,3,5
SAN JOAQUIN,estado nutricional,desnutricion grave (g),2010-02-01,1,0,0,0,0,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,estado nutricional,desnutricion grave (g),2010-02-01,1,0,0,1,0,1,0,0,1,2,3
SAN JUAN DE YAPACANI,estado nutricional,desnutricion grave (g),2010-02-01,0,0,0,0,1,0,0,0,1,0,1
SAN LUCAS,estado nutricional,desnutricion grave (g),2010-02-01,5,4,0,0,1,1,0,0,6,5,11
SAN PEDRO DE BUENA VISTA,estado nutricional,desnutricion grave (g),2010-02-01,0,1,1,1,0,0,0,0,1,2,3
SANTA ANA,estado nutricional,desnutricion grave (g),2010-02-01,1,0,0,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,estado nutricional,desnutricion grave (g),2010-02-01,17,9,9,9,5,3,0,0,31,21,52
SANTA ROSA,estado nutricional,desnutricion grave (g),2010-02-01,0,0,2,0,0,0,0,0,2,0,2
SAPAHAQUI,estado nutricional,desnutricion grave (g),2010-02-01,0,0,1,0,0,0,0,0,1,0,1
SENA,estado nutricional,desnutricion grave (g),2010-02-01,0,1,0,0,0,0,0,0,0,1,1
SHINAOTA,estado nutricional,desnutricion grave (g),2010-02-01,1,0,0,0,1,0,0,0,2,0,2
SOPACHUY,estado nutricional,desnutricion grave (g),2010-02-01,0,1,0,0,0,1,0,0,0,2,2
SORATA,estado nutricional,desnutricion grave (g),2010-02-01,0,0,0,0,0,1,0,0,0,1,1
SUCRE,estado nutricional,desnutricion grave (g),2010-02-01,1,0,1,0,1,0,0,0,3,0,3
TACOBAMBA,estado nutricional,desnutricion grave (g),2010-02-01,0,2,1,0,0,0,0,0,1,2,3
TAPACARI,estado nutricional,desnutricion grave (g),2010-02-01,3,0,0,1,0,2,0,0,3,3,6
TARATA,estado nutricional,desnutricion grave (g),2010-02-01,1,0,3,2,1,1,0,0,5,3,8
TARIJA,estado nutricional,desnutricion grave (g),2010-02-01,4,0,0,3,0,2,0,0,4,5,9
TARVITA,estado nutricional,desnutricion grave (g),2010-02-01,0,1,0,0,0,0,0,0,0,1,1
TEOPONTE,estado nutricional,desnutricion grave (g),2010-02-01,0,0,1,0,0,1,0,0,1,1,2
TINGUIPAYA,estado nutricional,desnutricion grave (g),2010-02-01,0,0,0,0,0,1,0,0,0,1,1
TIPUANI,estado nutricional,desnutricion grave (g),2010-02-01,0,0,1,0,0,0,0,0,1,0,1
TOTORA(CBBA),estado nutricional,desnutricion grave (g),2010-02-01,1,0,0,0,0,0,0,0,1,0,1
TRINIDAD,estado nutricional,desnutricion grave (g),2010-02-01,2,1,1,7,1,1,0,0,4,9,13
URIONDO (A. CONCEPCION),estado nutricional,desnutricion grave (g),2010-02-01,0,1,0,0,1,0,0,0,1,1,2
VILA VILA,estado nutricional,desnutricion grave (g),2010-02-01,0,1,0,0,0,0,0,0,0,1,1
VILLA MONTES,estado nutricional,desnutricion grave (g),2010-02-01,0,0,0,1,0,1,0,0,0,2,2
VILLA TUNARI,estado nutricional,desnutricion grave (g),2010-02-01,1,1,0,0,0,0,0,0,1,1,2
VILLAZON,estado nutricional,desnutricion grave (g),2010-02-01,2,0,0,0,0,0,0,0,2,0,2
WARNES,estado nutricional,desnutricion grave (g),2010-02-01,0,1,0,1,0,0,0,0,0,2,2
YACUIBA,estado nutricional,desnutricion grave (g),2010-02-01,1,1,0,1,0,0,0,0,1,2,3
ACHACACHI,estado nutricional,desnutricion grave (g),2010-03-01,0,0,1,0,0,0,0,0,1,0,1
AIQUILE,estado nutricional,desnutricion grave (g),2010-03-01,1,0,0,1,1,2,0,0,2,3,5
ALALAY,estado nutricional,desnutricion grave (g),2010-03-01,0,0,1,0,0,0,0,0,1,0,1
ALTO BENI,estado nutricional,desnutricion grave (g),2010-03-01,0,0,1,0,0,0,0,0,1,0,1
ANZALDO,estado nutricional,desnutricion grave (g),2010-03-01,0,1,1,1,0,2,0,0,1,4,5
ARQUE,estado nutricional,desnutricion grave (g),2010-03-01,2,0,4,2,0,0,0,0,6,2,8
ASCENCION DE GUARAYOS,estado nutricional,desnutricion grave (g),2010-03-01,1,0,0,0,0,0,0,0,1,0,1
ATOCHA,estado nutricional,desnutricion grave (g),2010-03-01,1,0,0,0,0,0,0,0,1,0,1
AYATA,estado nutricional,desnutricion grave (g),2010-03-01,0,0,0,0,1,0,0,0,1,0,1
BETANZOS,estado nutricional,desnutricion grave (g),2010-03-01,1,0,1,0,0,0,0,0,2,0,2
CABEZAS,estado nutricional,desnutricion grave (g),2010-03-01,0,0,1,0,1,0,0,0,2,0,2
CAMARGO,estado nutricional,desnutricion grave (g),2010-03-01,0,0,0,0,0,2,0,0,0,2,2
CAMIRI,estado nutricional,desnutricion grave (g),2010-03-01,0,0,0,0,3,3,0,0,3,3,6
CAPINOTA,estado nutricional,desnutricion grave (g),2010-03-01,1,0,0,0,0,1,0,0,1,1,2
CAQUIAVIRI,estado nutricional,desnutricion grave (g),2010-03-01,0,0,0,1,0,0,0,0,0,1,1
CARANAVI,estado nutricional,desnutricion grave (g),2010-03-01,2,1,2,3,1,1,0,0,5,5,10
CARMEN RIVERO TORREZ,estado nutricional,desnutricion grave (g),2010-03-01,1,1,0,0,0,0,0,0,1,1,2
CHALLAPATA,estado nutricional,desnutricion grave (g),2010-03-01,1,1,0,1,0,0,0,0,1,2,3
CHULUMANI (V. DE LA LIBERTAD),estado nutricional,desnutricion grave (g),2010-03-01,0,0,0,1,0,0,0,0,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,estado nutricional,desnutricion grave (g),2010-03-01,0,1,0,0,0,0,0,0,0,1,1
CKOCHAS,estado nutricional,desnutricion grave (g),2010-03-01,0,1,0,0,0,0,0,0,0,1,1
COBIJA,estado nutricional,desnutricion grave (g),2010-03-01,0,2,1,0,0,0,0,0,1,2,3
COCAPATA,estado nutricional,desnutricion grave (g),2010-03-01,1,0,0,0,0,0,0,0,1,0,1
COCHABAMBA,estado nutricional,desnutricion grave (g),2010-03-01,5,2,3,12,5,2,0,0,13,16,29
COLCAPIRHUA,estado nutricional,desnutricion grave (g),2010-03-01,1,0,0,0,0,0,0,0,1,0,1
COLQUECHACA,estado nutricional,desnutricion grave (g),2010-03-01,2,1,1,1,0,0,0,0,3,2,5
COTAGAITA,estado nutricional,desnutricion grave (g),2010-03-01,0,0,1,0,0,0,0,0,1,0,1
COTOCA,estado nutricional,desnutricion grave (g),2010-03-01,0,0,0,3,0,0,0,0,0,3,3
CUEVO,estado nutricional,desnutricion grave (g),2010-03-01,1,0,0,0,2,0,0,0,3,0,3
CULPINA,estado nutricional,desnutricion grave (g),2010-03-01,0,1,0,0,0,1,0,0,0,2,2
DESAGUADERO,estado nutricional,desnutricion grave (g),2010-03-01,1,0,0,0,0,0,0,0,1,0,1
EL ALTO,estado nutricional,desnutricion grave (g),2010-03-01,8,6,1,0,1,0,0,0,10,6,16
EL PUENTE(STC),estado nutricional,desnutricion grave (g),2010-03-01,1,0,0,0,0,2,0,0,1,2,3
EL PUENTE(TJA),estado nutricional,desnutricion grave (g),2010-03-01,2,0,0,1,1,0,0,0,3,1,4
EL TORNO,estado nutricional,desnutricion grave (g),2010-03-01,0,0,0,0,0,1,0,0,0,1,1
ENTRE RIOS CBBA,estado nutricional,desnutricion grave (g),2010-03-01,0,0,0,0,1,0,0,0,1,0,1
EUCALIPTUS,estado nutricional,desnutricion grave (g),2010-03-01,0,0,0,0,0,1,0,0,0,1,1
GENERAL SAAVEDRA,estado nutricional,desnutricion grave (g),2010-03-01,0,1,0,0,0,0,0,0,0,1,1
GUANAY,estado nutricional,desnutricion grave (g),2010-03-01,0,0,1,0,0,0,0,0,1,0,1
GUAQUI,estado nutricional,desnutricion grave (g),2010-03-01,1,0,0,0,0,0,0,0,1,0,1
GUAYARAMERIN,estado nutricional,desnutricion grave (g),2010-03-01,0,2,0,0,0,0,0,0,0,2,2
GUTIERREZ,estado nutricional,desnutricion grave (g),2010-03-01,1,0,1,0,0,0,0,0,2,0,2
HUARINA,estado nutricional,desnutricion grave (g),2010-03-01,1,0,0,1,0,0,0,0,1,1,2
ICLA,estado nutricional,desnutricion grave (g),2010-03-01,0,0,0,0,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),estado nutricional,desnutricion grave (g),2010-03-01,1,0,0,0,0,0,0,0,1,0,1
LA GUARDIA,estado nutricional,desnutricion grave (g),2010-03-01,1,0,0,0,0,0,0,0,1,0,1
LA PAZ,estado nutricional,desnutricion grave (g),2010-03-01,7,2,2,0,1,0,0,0,10,2,12
LLALLAGUA,estado nutricional,desnutricion grave (g),2010-03-01,0,0,0,1,0,0,0,0,0,1,1
MACHARETI,estado nutricional,desnutricion grave (g),2010-03-01,1,0,1,0,0,0,0,0,2,0,2
