,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,IMC,IMC,TOTALES,TOTALES,TOTALES
COLOMI,estado nutricional,obesidad (o),2010-01-01,0,0,0,2,0,0,4,0,4,2,6
COLQUECHACA,estado nutricional,obesidad (o),2010-01-01,3,8,1,2,1,0,0,0,5,10,15
COLQUENCHA,estado nutricional,obesidad (o),2010-01-01,0,0,0,1,0,1,4,0,4,2,6
COMARAPA,estado nutricional,obesidad (o),2010-01-01,0,0,0,0,0,0,1,0,1,0,1
COPACABANA,estado nutricional,obesidad (o),2010-01-01,0,0,0,0,0,0,5,0,5,0,5
CORIPATA,estado nutricional,obesidad (o),2010-01-01,0,0,0,0,0,0,8,0,8,0,8
COROICO,estado nutricional,obesidad (o),2010-01-01,2,0,0,0,0,0,0,0,2,0,2
CORQUE,estado nutricional,obesidad (o),2010-01-01,0,0,0,0,0,0,1,0,1,0,1
COTAGAITA,estado nutricional,obesidad (o),2010-01-01,1,0,2,0,1,1,0,0,4,1,5
COTOCA,estado nutricional,obesidad (o),2010-01-01,0,0,0,0,2,0,6,0,8,0,8
CUATRO CAÑADAS,estado nutricional,obesidad (o),2010-01-01,0,1,1,2,1,0,0,0,2,3,5
CUEVO,estado nutricional,obesidad (o),2010-01-01,0,0,0,0,0,1,0,0,0,1,1
CULPINA,estado nutricional,obesidad (o),2010-01-01,3,0,0,0,0,0,0,0,3,0,3
CURVA,estado nutricional,obesidad (o),2010-01-01,0,0,0,1,1,1,0,0,1,2,3
DESAGUADERO,estado nutricional,obesidad (o),2010-01-01,1,0,0,0,0,0,0,0,1,0,1
EL ALTO,estado nutricional,obesidad (o),2010-01-01,15,15,2,7,7,3,245,0,269,25,294
EL PUENTE(TJA),estado nutricional,obesidad (o),2010-01-01,0,0,0,0,0,0,1,0,1,0,1
EL TORNO,estado nutricional,obesidad (o),2010-01-01,3,3,1,0,2,0,0,0,6,3,9
EL VILLAR,estado nutricional,obesidad (o),2010-01-01,0,1,0,0,0,0,0,0,0,1,1
ENTRE RIOS TRJ,estado nutricional,obesidad (o),2010-01-01,4,1,4,1,0,3,1,0,9,5,14
ENTRE RIOS CBBA,estado nutricional,obesidad (o),2010-01-01,3,0,0,0,0,0,8,0,11,0,11
ESCOMA,estado nutricional,obesidad (o),2010-01-01,0,0,0,0,0,1,0,0,0,1,1
EUCALIPTUS,estado nutricional,obesidad (o),2010-01-01,0,0,0,0,0,0,1,0,1,0,1
EUREKA (SANTOS MERCADO),estado nutricional,obesidad (o),2010-01-01,0,0,0,0,0,1,0,0,0,1,1
FERNANDEZ ALONSO,estado nutricional,obesidad (o),2010-01-01,1,1,1,1,0,2,0,0,2,4,6
GRAL. J.J. PEREZ (CHARAZANI),estado nutricional,obesidad (o),2010-01-01,2,1,2,0,1,0,6,0,11,1,12
GUANAY,estado nutricional,obesidad (o),2010-01-01,2,0,0,0,0,0,6,0,8,0,8
GUAQUI,estado nutricional,obesidad (o),2010-01-01,0,0,0,0,0,0,1,0,1,0,1
GUAYARAMERIN,estado nutricional,obesidad (o),2010-01-01,61,31,18,7,1,2,0,0,80,40,120
GUTIERREZ,estado nutricional,obesidad (o),2010-01-01,5,1,1,1,5,2,0,0,11,4,15
HUACARETA,estado nutricional,obesidad (o),2010-01-01,1,0,0,1,2,0,2,0,5,1,6
HUACAYA (VILLA DE HUACAYA),estado nutricional,obesidad (o),2010-01-01,2,1,1,1,1,0,0,0,4,2,6
HUANUNI,estado nutricional,obesidad (o),2010-01-01,0,1,0,0,1,0,9,0,10,1,11
ICHOCA,estado nutricional,obesidad (o),2010-01-01,5,5,1,3,6,5,2,0,14,13,27
ICLA,estado nutricional,obesidad (o),2010-01-01,6,3,2,2,8,9,0,0,16,14,30
INCAHUASI,estado nutricional,obesidad (o),2010-01-01,0,0,0,0,1,1,0,0,1,1,2
INQUISIVI,estado nutricional,obesidad (o),2010-01-01,0,0,0,0,0,1,0,0,0,1,1
IXIAMAS,estado nutricional,obesidad (o),2010-01-01,1,0,0,0,0,0,0,0,1,0,1
JESUS DE MACHACA,estado nutricional,obesidad (o),2010-01-01,0,0,0,0,0,0,1,0,1,0,1
LA GUARDIA,estado nutricional,obesidad (o),2010-01-01,6,2,2,0,2,0,0,0,10,2,12
LA PAZ,estado nutricional,obesidad (o),2010-01-01,53,30,6,9,22,23,81,0,162,62,224
LAGUNILLAS,estado nutricional,obesidad (o),2010-01-01,2,0,0,0,2,2,0,0,4,2,6
LLALLAGUA,estado nutricional,obesidad (o),2010-01-01,2,2,0,0,0,0,0,0,2,2,4
LLICA,estado nutricional,obesidad (o),2010-01-01,0,0,1,0,0,0,0,0,1,0,1
LURIBAY,estado nutricional,obesidad (o),2010-01-01,0,0,0,0,1,0,0,0,1,0,1
MACHARETI,estado nutricional,obesidad (o),2010-01-01,0,2,0,1,1,0,5,0,6,3,9
MAGDALENA,estado nutricional,obesidad (o),2010-01-01,2,2,0,0,0,1,0,0,2,3,5
MAIRANA,estado nutricional,obesidad (o),2010-01-01,1,0,0,1,0,0,0,0,1,1,2
MAPIRI,estado nutricional,obesidad (o),2010-01-01,1,1,0,1,0,0,28,0,29,2,31
MINEROS,estado nutricional,obesidad (o),2010-01-01,0,0,0,0,1,1,0,0,1,1,2
MIZQUE,estado nutricional,obesidad (o),2010-01-01,0,0,0,0,0,0,11,0,11,0,11
MOCOMOCO,estado nutricional,obesidad (o),2010-01-01,1,2,1,0,0,2,0,0,2,4,6
MOJOCOYA,estado nutricional,obesidad (o),2010-01-01,0,1,0,0,0,0,0,0,0,1,1
MONTEAGUDO,estado nutricional,obesidad (o),2010-01-01,4,3,5,2,4,1,7,0,20,6,26
MONTERO,estado nutricional,obesidad (o),2010-01-01,7,8,1,4,5,6,4,0,17,18,35
MOROCHATA,estado nutricional,obesidad (o),2010-01-01,0,1,0,0,1,2,0,0,1,3,4
NACEBE (SANTA ROSA DEL ABUNA),estado nutricional,obesidad (o),2010-01-01,1,0,0,0,0,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),estado nutricional,obesidad (o),2010-01-01,0,0,0,0,0,0,1,0,1,0,1
OCURI,estado nutricional,obesidad (o),2010-01-01,0,1,0,0,0,0,0,0,0,1,1
OKINAWA,estado nutricional,obesidad (o),2010-01-01,0,0,0,0,0,0,2,0,2,0,2
ORURO,estado nutricional,obesidad (o),2010-01-01,9,8,1,4,2,3,56,0,68,15,83
PADCAYA,estado nutricional,obesidad (o),2010-01-01,0,1,0,0,0,0,1,0,1,1,2
PADILLA,estado nutricional,obesidad (o),2010-01-01,3,2,0,0,5,1,0,0,8,3,11
PAILON,estado nutricional,obesidad (o),2010-01-01,2,0,0,0,0,0,0,0,2,0,2
PALCA,estado nutricional,obesidad (o),2010-01-01,1,1,1,0,1,0,3,0,6,1,7
PALOS BLANCOS,estado nutricional,obesidad (o),2010-01-01,0,1,0,0,0,0,0,0,0,1,1
PAZÑA,estado nutricional,obesidad (o),2010-01-01,1,1,0,0,0,0,0,0,1,1,2
PELECHUCO,estado nutricional,obesidad (o),2010-01-01,1,0,0,0,0,0,0,0,1,0,1
POCOATA,estado nutricional,obesidad (o),2010-01-01,0,0,0,0,1,0,0,0,1,0,1
POOPO,estado nutricional,obesidad (o),2010-01-01,0,0,0,0,0,0,1,0,1,0,1
PORONGO,estado nutricional,obesidad (o),2010-01-01,1,0,0,0,0,0,0,0,1,0,1
PORTACHUELO,estado nutricional,obesidad (o),2010-01-01,0,0,0,1,1,0,0,0,1,1,2
PORVENIR,estado nutricional,obesidad (o),2010-01-01,0,0,0,0,0,0,2,0,2,0,2
POTOSI,estado nutricional,obesidad (o),2010-01-01,23,11,4,3,2,1,45,0,74,15,89
PRESTO,estado nutricional,obesidad (o),2010-01-01,1,1,1,0,3,2,0,0,5,3,8
PUCARA,estado nutricional,obesidad (o),2010-01-01,2,0,1,0,1,0,0,0,4,0,4
PUCARANI,estado nutricional,obesidad (o),2010-01-01,1,0,0,0,0,0,9,0,10,0,10
PUERTO ACOSTA,estado nutricional,obesidad (o),2010-01-01,2,1,0,1,1,1,0,0,3,3,6
PUERTO CARABUCO,estado nutricional,obesidad (o),2010-01-01,2,0,0,0,0,0,1,0,3,0,3
PUERTO GONZALO MORENO,estado nutricional,obesidad (o),2010-01-01,0,1,0,0,0,0,0,0,0,1,1
PUERTO QUIJARRO,estado nutricional,obesidad (o),2010-01-01,0,0,2,1,0,1,0,0,2,2,4
PUERTO RICO,estado nutricional,obesidad (o),2010-01-01,2,0,0,0,0,0,1,0,3,0,3
PUERTO SUAREZ,estado nutricional,obesidad (o),2010-01-01,6,5,2,2,0,0,50,0,58,7,65
PUERTO VILLARROEL,estado nutricional,obesidad (o),2010-01-01,13,11,7,1,2,1,64,0,86,13,99
PUNA,estado nutricional,obesidad (o),2010-01-01,2,2,0,1,0,0,0,0,2,3,5
PUNATA,estado nutricional,obesidad (o),2010-01-01,3,1,1,0,1,0,6,0,11,1,12
QUILLACOLLO,estado nutricional,obesidad (o),2010-01-01,0,2,2,1,1,0,13,0,16,3,19
QUIME,estado nutricional,obesidad (o),2010-01-01,2,1,0,0,2,0,3,0,7,1,8
QUIRUSILLAS,estado nutricional,obesidad (o),2010-01-01,1,0,0,0,0,0,0,0,1,0,1
RIBERALTA,estado nutricional,obesidad (o),2010-01-01,1,0,0,0,0,0,5,0,6,0,6
RURRENABAQUE,estado nutricional,obesidad (o),2010-01-01,1,0,1,1,0,0,0,0,2,1,3
SACABA,estado nutricional,obesidad (o),2010-01-01,4,1,3,1,1,2,15,0,23,4,27
SACACA,estado nutricional,obesidad (o),2010-01-01,1,1,0,3,2,3,1,0,4,7,11
SAIPINA,estado nutricional,obesidad (o),2010-01-01,9,4,3,1,2,0,1,0,15,5,20
SALINAS DE GARCI MENDOZA,estado nutricional,obesidad (o),2010-01-01,0,0,0,0,0,0,1,0,1,0,1
SAMAIPATA,estado nutricional,obesidad (o),2010-01-01,1,0,0,0,0,0,0,0,1,0,1
SAN ANDRES,estado nutricional,obesidad (o),2010-01-01,4,1,0,0,1,1,0,0,5,2,7
SAN ANDRES DE MACHACA,estado nutricional,obesidad (o),2010-01-01,0,2,0,0,0,0,0,0,0,2,2
SAN ANTONIO DE LOMERIO,estado nutricional,obesidad (o),2010-01-01,1,0,0,0,0,0,0,0,1,0,1
SAN BENITO,estado nutricional,obesidad (o),2010-01-01,2,2,1,0,0,2,0,0,3,4,7
SAN BORJA,estado nutricional,obesidad (o),2010-01-01,8,8,3,0,1,1,27,0,39,9,48
SAN BUENA VENTURA,estado nutricional,obesidad (o),2010-01-01,0,1,0,0,0,1,0,0,0,2,2
SAN CARLOS,estado nutricional,obesidad (o),2010-01-01,0,4,0,0,0,0,11,0,11,4,15
SAN IGNACIO,estado nutricional,obesidad (o),2010-01-01,0,2,0,1,1,0,0,0,1,3,4
SAN IGNACIO DE VELASCO,estado nutricional,obesidad (o),2010-01-01,0,0,0,0,0,0,13,0,13,0,13
SAN JOAQUIN,estado nutricional,obesidad (o),2010-01-01,0,0,1,0,1,0,0,0,2,0,2
SAN JOSE DE CHIQUITOS,estado nutricional,obesidad (o),2010-01-01,1,1,3,0,0,0,0,0,4,1,5
SAN JUAN DE YAPACANI,estado nutricional,obesidad (o),2010-01-01,1,0,0,1,0,0,0,0,1,1,2
SAN LORENZO(TJA),estado nutricional,obesidad (o),2010-01-01,2,1,2,0,0,0,19,0,23,1,24
SAN LUCAS,estado nutricional,obesidad (o),2010-01-01,3,3,1,4,8,12,0,0,12,19,31
SAN MATIAS,estado nutricional,obesidad (o),2010-01-01,1,1,0,0,0,0,0,0,1,1,2
SAN MIGUEL DE VELASCO,estado nutricional,obesidad (o),2010-01-01,0,1,0,1,0,0,1,0,1,2,3
SAN PEDRO,estado nutricional,obesidad (o),2010-01-01,0,0,0,0,0,0,1,0,1,0,1
SAN PEDRO DE QUEMES,estado nutricional,obesidad (o),2010-01-01,0,1,0,0,0,0,0,0,0,1,1
SAN PEDRO DE TIQUINA,estado nutricional,obesidad (o),2010-01-01,0,0,0,0,0,0,1,0,1,0,1
SAN RAMON BENI,estado nutricional,obesidad (o),2010-01-01,2,3,1,3,2,3,0,0,5,9,14
SANTA CRUZ DE LA SIERRA,estado nutricional,obesidad (o),2010-01-01,96,72,31,29,43,39,3,0,173,140,313
SANTIAGO DE HUARI,estado nutricional,obesidad (o),2010-01-01,0,1,0,1,0,0,0,0,0,2,2
SANTIAGO DE HUATA,estado nutricional,obesidad (o),2010-01-01,1,1,0,0,0,1,0,0,1,2,3
SANTIAGO DE MACHACA,estado nutricional,obesidad (o),2010-01-01,0,1,0,1,0,0,0,0,0,2,2
SANTIVAÑES,estado nutricional,obesidad (o),2010-01-01,0,0,0,1,2,0,0,0,2,1,3
SHINAOTA,estado nutricional,obesidad (o),2010-01-01,5,4,2,2,0,1,28,0,35,7,42
SICA SICA (VILLA AROMA),estado nutricional,obesidad (o),2010-01-01,0,0,0,0,0,0,5,0,5,0,5
SICAYA,estado nutricional,obesidad (o),2010-01-01,3,3,0,0,0,0,0,0,3,3,6
SIPE SIPE,estado nutricional,obesidad (o),2010-01-01,1,2,0,1,2,0,0,0,3,3,6
SOPACHUY,estado nutricional,obesidad (o),2010-01-01,0,1,0,1,6,3,0,0,6,5,11
SORACACHI,estado nutricional,obesidad (o),2010-01-01,0,0,0,0,0,0,1,0,1,0,1
SORATA,estado nutricional,obesidad (o),2010-01-01,1,2,0,1,1,1,0,0,2,4,6
SUCRE,estado nutricional,obesidad (o),2010-01-01,23,27,5,7,2,0,17,0,47,34,81
TACOBAMBA,estado nutricional,obesidad (o),2010-01-01,1,4,1,0,2,0,0,0,4,4,8
TAPACARI,estado nutricional,obesidad (o),2010-01-01,2,2,0,0,0,1,1,0,3,3,6
TARABUCO,estado nutricional,obesidad (o),2010-01-01,0,0,1,1,2,3,0,0,3,4,7
TARATA,estado nutricional,obesidad (o),2010-01-01,0,2,0,0,0,2,0,0,0,4,4
TARIJA,estado nutricional,obesidad (o),2010-01-01,6,7,0,4,3,3,22,0,31,14,45
TARVITA,estado nutricional,obesidad (o),2010-01-01,0,0,0,0,0,0,2,0,2,0,2
TEOPONTE,estado nutricional,obesidad (o),2010-01-01,1,3,1,0,1,0,0,0,3,3,6
TINGUIPAYA,estado nutricional,obesidad (o),2010-01-01,5,0,1,0,0,0,1,0,7,0,7
TIPUANI,estado nutricional,obesidad (o),2010-01-01,3,0,2,0,0,0,0,0,5,0,5
TIQUIPAYA,estado nutricional,obesidad (o),2010-01-01,0,0,0,2,0,0,10,0,10,2,12
TIRAQUE (CBBA),estado nutricional,obesidad (o),2010-01-01,1,1,0,0,0,0,3,0,4,1,5
TOLATA,estado nutricional,obesidad (o),2010-01-01,0,0,2,1,0,0,0,0,2,1,3
TOMAVE,estado nutricional,obesidad (o),2010-01-01,0,2,0,0,0,0,0,0,0,2,2
TOMINA,estado nutricional,obesidad (o),2010-01-01,6,4,0,0,2,2,1,0,9,6,15
TOTORA(CBBA),estado nutricional,obesidad (o),2010-01-01,0,0,0,0,1,0,0,0,1,0,1
TOTORA(ORR),estado nutricional,obesidad (o),2010-01-01,0,0,0,0,0,0,1,0,1,0,1
TRINIDAD,estado nutricional,obesidad (o),2010-01-01,2,3,0,1,0,1,62,0,64,5,69
TUPIZA,estado nutricional,obesidad (o),2010-01-01,6,5,2,2,4,2,9,0,21,9,30
UNCIA,estado nutricional,obesidad (o),2010-01-01,2,3,3,1,0,0,1,0,6,4,10
UYUNI,estado nutricional,obesidad (o),2010-01-01,1,0,1,0,1,0,0,0,3,0,3
VACAS,estado nutricional,obesidad (o),2010-01-01,1,2,1,3,3,1,0,0,5,6,11
VALLEGRANDE,estado nutricional,obesidad (o),2010-01-01,1,0,2,0,0,0,2,0,5,0,5
VIACHA,estado nutricional,obesidad (o),2010-01-01,1,0,0,0,0,0,9,0,10,0,10
VILA VILA,estado nutricional,obesidad (o),2010-01-01,3,2,0,0,0,0,0,0,3,2,5
VILLA CHARCAS,estado nutricional,obesidad (o),2010-01-01,6,6,2,1,0,1,0,0,8,8,16
VILLA MONTES,estado nutricional,obesidad (o),2010-01-01,0,2,2,0,0,1,0,0,2,3,5
VILLA SERRANO,estado nutricional,obesidad (o),2010-01-01,5,5,1,2,3,5,0,0,9,12,21
VILLA TUNARI,estado nutricional,obesidad (o),2010-01-01,10,3,3,1,1,1,18,0,32,5,37
VILLA VACA GUZMAN (MUYUPAMPA),estado nutricional,obesidad (o),2010-01-01,2,2,0,1,0,0,0,0,2,3,5
VILLAZON,estado nutricional,obesidad (o),2010-01-01,2,2,0,0,0,0,5,0,7,2,9
VINTO,estado nutricional,obesidad (o),2010-01-01,1,0,2,3,1,1,0,0,4,4,8
VITICHI,estado nutricional,obesidad (o),2010-01-01,2,0,0,0,1,2,3,0,6,2,8
WARNES,estado nutricional,obesidad (o),2010-01-01,1,0,1,0,0,3,13,0,15,3,18
YACO,estado nutricional,obesidad (o),2010-01-01,2,0,0,0,0,0,0,0,2,0,2
YACUIBA,estado nutricional,obesidad (o),2010-01-01,7,8,6,3,4,3,4,0,21,14,35
YAMPARAEZ,estado nutricional,obesidad (o),2010-01-01,1,0,0,0,0,0,0,0,1,0,1
YAPACANI,estado nutricional,obesidad (o),2010-01-01,0,2,1,0,0,0,0,0,1,2,3
YOTALA,estado nutricional,obesidad (o),2010-01-01,1,0,0,0,1,1,0,0,2,1,3
ACHACACHI,estado nutricional,obesidad (o),2010-02-01,3,2,0,0,0,0,0,0,3,2,5
AIQUILE,estado nutricional,obesidad (o),2010-02-01,8,6,3,0,3,4,3,0,17,10,27
ALALAY,estado nutricional,obesidad (o),2010-02-01,2,0,0,0,2,1,0,0,4,1,5
ALTO BENI,estado nutricional,obesidad (o),2010-02-01,3,0,0,0,0,0,1,0,4,0,4
ANCORAIMES,estado nutricional,obesidad (o),2010-02-01,1,1,0,3,2,2,0,0,3,6,9
ANTEQUERA,estado nutricional,obesidad (o),2010-02-01,0,0,0,0,0,0,2,0,2,0,2
APOLO,estado nutricional,obesidad (o),2010-02-01,2,1,2,0,0,0,1,0,5,1,6
ARANI,estado nutricional,obesidad (o),2010-02-01,0,0,0,0,0,0,2,0,2,0,2
ARBIETO,estado nutricional,obesidad (o),2010-02-01,0,0,0,0,1,0,2,0,3,0,3
ARQUE,estado nutricional,obesidad (o),2010-02-01,2,2,4,1,0,0,1,0,7,3,10
ASCENCION DE GUARAYOS,estado nutricional,obesidad (o),2010-02-01,2,1,1,0,1,1,0,0,4,2,6
ATOCHA,estado nutricional,obesidad (o),2010-02-01,1,1,0,0,0,0,3,0,4,1,5
AYO AYO,estado nutricional,obesidad (o),2010-02-01,0,0,0,0,0,0,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),estado nutricional,obesidad (o),2010-02-01,0,1,1,1,0,0,0,0,1,2,3
AZURDUY,estado nutricional,obesidad (o),2010-02-01,1,1,0,0,1,2,0,0,2,3,5
BATALLAS,estado nutricional,obesidad (o),2010-02-01,0,0,0,0,0,0,3,0,3,0,3
BELLA FLOR,estado nutricional,obesidad (o),2010-02-01,0,0,1,2,1,0,0,0,2,2,4
BERMEJO,estado nutricional,obesidad (o),2010-02-01,0,0,0,0,0,1,6,0,6,1,7
BOLIVAR,estado nutricional,obesidad (o),2010-02-01,0,1,0,0,0,0,0,0,0,1,1
CABEZAS,estado nutricional,obesidad (o),2010-02-01,0,0,0,0,0,0,1,0,1,0,1
CAIROMA,estado nutricional,obesidad (o),2010-02-01,1,0,0,0,0,1,8,0,9,1,10
"CAIZA ""D""",estado nutricional,obesidad (o),2010-02-01,0,1,0,0,0,0,0,0,0,1,1
CAJUATA,estado nutricional,obesidad (o),2010-02-01,0,0,0,0,0,0,2,0,2,0,2
CALAMARCA,estado nutricional,obesidad (o),2010-02-01,0,0,0,0,0,0,1,0,1,0,1
CAMARGO,estado nutricional,obesidad (o),2010-02-01,3,3,0,1,1,0,0,0,4,4,8
CAMIRI,estado nutricional,obesidad (o),2010-02-01,2,0,0,0,4,1,2,0,8,1,9
CAPINOTA,estado nutricional,obesidad (o),2010-02-01,0,0,1,1,0,0,0,0,1,1,2
CAQUIAVIRI,estado nutricional,obesidad (o),2010-02-01,1,0,1,1,1,1,4,0,7,2,9
CARACOLLO,estado nutricional,obesidad (o),2010-02-01,0,0,0,0,0,0,54,0,54,0,54
CARANAVI,estado nutricional,obesidad (o),2010-02-01,6,5,2,2,3,1,0,0,11,8,19
CARAPARI,estado nutricional,obesidad (o),2010-02-01,4,1,4,2,0,2,0,0,8,5,13
CHALLAPATA,estado nutricional,obesidad (o),2010-02-01,1,0,0,0,0,0,5,0,6,0,6
CHAQUI,estado nutricional,obesidad (o),2010-02-01,0,2,0,0,0,0,0,0,0,2,2
CHARAGUA,estado nutricional,obesidad (o),2010-02-01,1,0,0,1,0,0,0,0,1,1,2
CHAYANTA,estado nutricional,obesidad (o),2010-02-01,0,0,0,0,1,1,0,0,1,1,2
CHIMORE,estado nutricional,obesidad (o),2010-02-01,0,0,0,0,1,0,10,0,11,0,11
CHUMA,estado nutricional,obesidad (o),2010-02-01,1,0,0,0,2,0,0,0,3,0,3
CKOCHAS,estado nutricional,obesidad (o),2010-02-01,2,4,0,0,2,0,0,0,4,4,8
CLIZA,estado nutricional,obesidad (o),2010-02-01,0,1,0,0,1,0,0,0,1,1,2
COBIJA,estado nutricional,obesidad (o),2010-02-01,0,2,5,0,2,0,12,0,19,2,21
COCAPATA,estado nutricional,obesidad (o),2010-02-01,0,2,1,3,1,0,1,0,3,5,8
COCHABAMBA,estado nutricional,obesidad (o),2010-02-01,0,3,3,0,8,4,118,0,129,7,136
"COLCHA ""K""",estado nutricional,obesidad (o),2010-02-01,0,0,0,0,0,1,0,0,0,1,1
COLOMI,estado nutricional,obesidad (o),2010-02-01,0,1,0,0,0,0,1,0,1,1,2
COLPA BELGICA,estado nutricional,obesidad (o),2010-02-01,0,0,0,0,0,0,2,0,2,0,2
COLQUECHACA,estado nutricional,obesidad (o),2010-02-01,1,1,0,0,0,1,0,0,1,2,3
COLQUENCHA,estado nutricional,obesidad (o),2010-02-01,6,3,0,1,1,0,3,0,10,4,14
COMARAPA,estado nutricional,obesidad (o),2010-02-01,0,0,0,0,0,0,1,0,1,0,1
COPACABANA,estado nutricional,obesidad (o),2010-02-01,0,0,1,1,3,0,2,0,6,1,7
CORIPATA,estado nutricional,obesidad (o),2010-02-01,0,0,1,0,0,0,9,0,10,0,10
COROICO,estado nutricional,obesidad (o),2010-02-01,0,0,0,0,0,0,11,0,11,0,11
COTOCA,estado nutricional,obesidad (o),2010-02-01,0,1,2,1,0,0,5,0,7,2,9
CUATRO CAÑADAS,estado nutricional,obesidad (o),2010-02-01,1,0,1,0,5,1,0,0,7,1,8
