,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,IMC,IMC,TOTALES,TOTALES,TOTALES
CARACOLLO,estado nutricional,sobrepeso (s),2010-01-01,3,2,1,2,0,1,50,0,54,5,59
CARANAVI,estado nutricional,sobrepeso (s),2010-01-01,29,27,15,20,26,25,11,0,81,72,153
CARAPARI,estado nutricional,sobrepeso (s),2010-01-01,16,13,11,8,5,6,2,0,34,27,61
CARIPUYO,estado nutricional,sobrepeso (s),2010-01-01,7,4,3,0,5,2,0,0,15,6,21
CARMEN RIVERO TORREZ,estado nutricional,sobrepeso (s),2010-01-01,2,0,1,1,0,0,0,0,3,1,4
CHALLAPATA,estado nutricional,sobrepeso (s),2010-01-01,0,2,0,1,1,0,13,0,14,3,17
CHAQUI,estado nutricional,sobrepeso (s),2010-01-01,1,2,1,0,1,1,3,0,6,3,9
CHARAGUA,estado nutricional,sobrepeso (s),2010-01-01,34,27,9,21,9,18,0,0,52,66,118
CHARAÑA,estado nutricional,sobrepeso (s),2010-01-01,0,0,0,0,0,0,2,0,2,0,2
CHAYANTA,estado nutricional,sobrepeso (s),2010-01-01,12,7,3,5,2,8,0,0,17,20,37
CHIMORE,estado nutricional,sobrepeso (s),2010-01-01,5,1,2,4,9,3,68,0,84,8,92
CHIPAYA,estado nutricional,sobrepeso (s),2010-01-01,0,0,0,0,0,0,4,0,4,0,4
CHULUMANI (V. DE LA LIBERTAD),estado nutricional,sobrepeso (s),2010-01-01,0,1,0,0,1,0,0,0,1,1,2
CHUMA,estado nutricional,sobrepeso (s),2010-01-01,5,3,1,2,3,5,1,0,10,10,20
CHUQUIHUTA AYLLU JUCUMANI,estado nutricional,sobrepeso (s),2010-01-01,6,1,0,0,2,3,0,0,8,4,12
CKOCHAS,estado nutricional,sobrepeso (s),2010-01-01,17,12,8,4,14,10,0,0,39,26,65
CLIZA,estado nutricional,sobrepeso (s),2010-01-01,17,5,10,5,8,7,2,0,37,17,54
COBIJA,estado nutricional,sobrepeso (s),2010-01-01,6,5,1,3,4,2,34,0,45,10,55
COCAPATA,estado nutricional,sobrepeso (s),2010-01-01,10,6,7,6,6,7,0,0,23,19,42
COCHABAMBA,estado nutricional,sobrepeso (s),2010-01-01,137,97,29,26,49,28,364,0,579,151,730
COLCAPIRHUA,estado nutricional,sobrepeso (s),2010-01-01,3,8,3,1,4,2,0,0,10,11,21
"COLCHA ""K""",estado nutricional,sobrepeso (s),2010-01-01,4,0,1,4,1,3,0,0,6,7,13
COLLANA,estado nutricional,sobrepeso (s),2010-01-01,0,0,0,0,0,0,3,0,3,0,3
COLOMI,estado nutricional,sobrepeso (s),2010-01-01,3,3,2,2,0,1,17,0,22,6,28
COLPA BELGICA,estado nutricional,sobrepeso (s),2010-01-01,3,2,0,2,3,1,8,0,14,5,19
COLQUECHACA,estado nutricional,sobrepeso (s),2010-01-01,12,25,9,9,3,4,1,0,25,38,63
COLQUENCHA,estado nutricional,sobrepeso (s),2010-01-01,9,5,2,4,2,1,5,0,18,10,28
COLQUIRI,estado nutricional,sobrepeso (s),2010-01-01,6,7,3,2,4,4,0,0,13,13,26
COMANCHE,estado nutricional,sobrepeso (s),2010-01-01,0,2,0,0,0,0,1,0,1,2,3
COMARAPA,estado nutricional,sobrepeso (s),2010-01-01,2,5,2,3,3,5,1,0,8,13,21
COPACABANA,estado nutricional,sobrepeso (s),2010-01-01,2,2,0,1,5,2,3,0,10,5,15
CORIPATA,estado nutricional,sobrepeso (s),2010-01-01,1,3,2,6,0,1,23,0,26,10,36
CORO CORO,estado nutricional,sobrepeso (s),2010-01-01,0,1,0,1,0,1,1,0,1,3,4
COROICO,estado nutricional,sobrepeso (s),2010-01-01,5,3,2,1,1,2,0,0,8,6,14
CORQUE,estado nutricional,sobrepeso (s),2010-01-01,2,0,1,0,1,0,0,0,4,0,4
COTAGAITA,estado nutricional,sobrepeso (s),2010-01-01,8,6,1,4,11,7,0,0,20,17,37
COTOCA,estado nutricional,sobrepeso (s),2010-01-01,11,7,5,4,9,3,23,0,48,14,62
CUATRO CAÑADAS,estado nutricional,sobrepeso (s),2010-01-01,11,9,2,1,7,7,0,0,20,17,37
CUEVO,estado nutricional,sobrepeso (s),2010-01-01,6,2,3,0,2,2,0,0,11,4,15
CULPINA,estado nutricional,sobrepeso (s),2010-01-01,12,8,4,2,1,3,0,0,17,13,30
CURAHUARA DE CARANGAS,estado nutricional,sobrepeso (s),2010-01-01,0,1,0,0,0,0,0,0,0,1,1
CURVA,estado nutricional,sobrepeso (s),2010-01-01,1,1,1,2,1,4,0,0,3,7,10
DESAGUADERO,estado nutricional,sobrepeso (s),2010-01-01,2,0,2,0,1,2,3,0,8,2,10
EL ALTO,estado nutricional,sobrepeso (s),2010-01-01,167,102,59,37,29,37,606,0,861,176,1037
EL CHORO,estado nutricional,sobrepeso (s),2010-01-01,1,1,0,0,1,0,0,0,2,1,3
EL PUENTE(STC),estado nutricional,sobrepeso (s),2010-01-01,8,3,2,3,2,1,0,0,12,7,19
EL PUENTE(TJA),estado nutricional,sobrepeso (s),2010-01-01,2,1,1,0,0,0,4,0,7,1,8
EL TORNO,estado nutricional,sobrepeso (s),2010-01-01,34,30,31,17,14,13,2,0,81,60,141
EL VILLAR,estado nutricional,sobrepeso (s),2010-01-01,14,11,5,8,4,13,3,0,26,32,58
ENTRE RIOS TRJ,estado nutricional,sobrepeso (s),2010-01-01,16,6,18,13,7,4,11,0,52,23,75
ENTRE RIOS CBBA,estado nutricional,sobrepeso (s),2010-01-01,9,12,2,3,1,0,26,0,38,15,53
ESCOMA,estado nutricional,sobrepeso (s),2010-01-01,5,3,4,2,8,5,0,0,17,10,27
EUCALIPTUS,estado nutricional,sobrepeso (s),2010-01-01,2,2,0,0,1,0,4,0,7,2,9
EXALTACION,estado nutricional,sobrepeso (s),2010-01-01,0,0,1,0,0,1,0,0,1,1,2
FERNANDEZ ALONSO,estado nutricional,sobrepeso (s),2010-01-01,8,3,4,2,7,2,3,0,22,7,29
FILADELFIA,estado nutricional,sobrepeso (s),2010-01-01,0,0,1,0,0,0,0,0,1,0,1
GENERAL SAAVEDRA,estado nutricional,sobrepeso (s),2010-01-01,13,9,9,4,17,7,1,0,40,20,60
GRAL. J.J. PEREZ (CHARAZANI),estado nutricional,sobrepeso (s),2010-01-01,7,10,3,5,5,1,21,0,36,16,52
GUANAY,estado nutricional,sobrepeso (s),2010-01-01,7,4,3,3,1,4,10,0,21,11,32
GUAQUI,estado nutricional,sobrepeso (s),2010-01-01,0,0,1,0,0,0,1,0,2,0,2
GUAYARAMERIN,estado nutricional,sobrepeso (s),2010-01-01,100,97,43,32,30,33,0,0,173,162,335
GUTIERREZ,estado nutricional,sobrepeso (s),2010-01-01,28,26,16,12,32,41,0,0,76,79,155
HUACARETA,estado nutricional,sobrepeso (s),2010-01-01,3,2,1,3,2,1,6,0,12,6,18
HUACAYA (VILLA DE HUACAYA),estado nutricional,sobrepeso (s),2010-01-01,2,0,1,1,6,2,0,0,9,3,12
HUACHACALLA,estado nutricional,sobrepeso (s),2010-01-01,0,1,0,0,0,0,1,0,1,1,2
HUANUNI,estado nutricional,sobrepeso (s),2010-01-01,3,4,1,0,0,0,26,0,30,4,34
HUARACAJE,estado nutricional,sobrepeso (s),2010-01-01,2,1,0,0,1,0,0,0,3,1,4
HUMANATA,estado nutricional,sobrepeso (s),2010-01-01,0,0,1,2,2,1,0,0,3,3,6
ICHOCA,estado nutricional,sobrepeso (s),2010-01-01,2,4,1,2,3,8,5,0,11,14,25
ICLA,estado nutricional,sobrepeso (s),2010-01-01,9,15,10,7,37,47,0,0,56,69,125
INCAHUASI,estado nutricional,sobrepeso (s),2010-01-01,4,8,0,0,2,4,0,0,6,12,18
INGAVI (HUMAITA),estado nutricional,sobrepeso (s),2010-01-01,0,0,0,0,0,0,6,0,6,0,6
INQUISIVI,estado nutricional,sobrepeso (s),2010-01-01,2,1,0,2,3,0,2,0,7,3,10
IRUPANA (VILLA DE LANZA),estado nutricional,sobrepeso (s),2010-01-01,0,2,0,0,0,1,1,0,1,3,4
IXIAMAS,estado nutricional,sobrepeso (s),2010-01-01,0,0,2,1,0,0,0,0,2,1,3
JESUS DE MACHACA,estado nutricional,sobrepeso (s),2010-01-01,2,0,1,0,0,0,0,0,3,0,3
LA GUARDIA,estado nutricional,sobrepeso (s),2010-01-01,29,10,5,8,6,5,4,0,44,23,67
LA PAZ,estado nutricional,sobrepeso (s),2010-01-01,275,277,136,117,145,110,241,0,797,504,1301
LAGUNILLAS,estado nutricional,sobrepeso (s),2010-01-01,3,3,6,5,4,7,0,0,13,15,28
LAJA,estado nutricional,sobrepeso (s),2010-01-01,1,0,0,0,0,0,1,0,2,0,2
LAS CARRERAS,estado nutricional,sobrepeso (s),2010-01-01,3,0,1,0,3,1,0,0,7,1,8
LICOMA PAMPA,estado nutricional,sobrepeso (s),2010-01-01,0,2,1,1,3,3,1,0,5,6,11
LLALLAGUA,estado nutricional,sobrepeso (s),2010-01-01,48,38,7,6,0,4,0,0,55,48,103
LLICA,estado nutricional,sobrepeso (s),2010-01-01,4,0,3,0,2,0,0,0,9,0,9
LURIBAY,estado nutricional,sobrepeso (s),2010-01-01,6,8,2,3,4,5,1,0,13,16,29
MACHARETI,estado nutricional,sobrepeso (s),2010-01-01,7,5,4,3,14,7,13,0,38,15,53
MAGDALENA,estado nutricional,sobrepeso (s),2010-01-01,15,7,3,3,10,1,0,0,28,11,39
MAIRANA,estado nutricional,sobrepeso (s),2010-01-01,7,9,9,3,4,7,3,0,23,19,42
MALLA,estado nutricional,sobrepeso (s),2010-01-01,5,5,0,2,4,2,0,0,9,9,18
MAPIRI,estado nutricional,sobrepeso (s),2010-01-01,3,2,2,3,3,4,24,0,32,9,41
MECAPACA,estado nutricional,sobrepeso (s),2010-01-01,2,4,2,0,0,3,0,0,4,7,11
MINEROS,estado nutricional,sobrepeso (s),2010-01-01,6,4,2,1,4,6,0,0,12,11,23
MIZQUE,estado nutricional,sobrepeso (s),2010-01-01,3,4,1,0,3,3,45,0,52,7,59
MOCOMOCO,estado nutricional,sobrepeso (s),2010-01-01,5,10,3,5,8,9,14,0,30,24,54
MOJINETE,estado nutricional,sobrepeso (s),2010-01-01,0,1,0,0,0,0,0,0,0,1,1
MOJOCOYA,estado nutricional,sobrepeso (s),2010-01-01,4,5,1,1,8,1,0,0,13,7,20
MONTEAGUDO,estado nutricional,sobrepeso (s),2010-01-01,21,18,7,19,19,13,18,0,65,50,115
MONTERO,estado nutricional,sobrepeso (s),2010-01-01,61,49,31,33,33,27,11,0,136,109,245
MORO MORO,estado nutricional,sobrepeso (s),2010-01-01,0,0,0,0,1,0,0,0,1,0,1
MOROCHATA,estado nutricional,sobrepeso (s),2010-01-01,9,8,3,3,7,4,0,0,19,15,34
NACEBE (SANTA ROSA DEL ABUNA),estado nutricional,sobrepeso (s),2010-01-01,0,2,2,0,0,0,2,0,4,2,6
NUEVO MANOA (NUEVA ESPERANZA),estado nutricional,sobrepeso (s),2010-01-01,0,1,0,0,0,2,0,0,0,3,3
OCURI,estado nutricional,sobrepeso (s),2010-01-01,5,7,3,1,2,2,2,0,12,10,22
OKINAWA,estado nutricional,sobrepeso (s),2010-01-01,2,1,0,1,3,2,2,0,7,4,11
OMEREQUE,estado nutricional,sobrepeso (s),2010-01-01,1,3,2,0,1,4,4,0,8,7,15
ORURO,estado nutricional,sobrepeso (s),2010-01-01,96,80,36,21,26,29,267,0,425,130,555
PADCAYA,estado nutricional,sobrepeso (s),2010-01-01,9,6,3,9,5,2,3,0,20,17,37
PADILLA,estado nutricional,sobrepeso (s),2010-01-01,13,4,7,10,21,8,0,0,41,22,63
PAILON,estado nutricional,sobrepeso (s),2010-01-01,12,3,4,2,6,5,0,0,22,10,32
PALCA,estado nutricional,sobrepeso (s),2010-01-01,12,9,1,3,1,5,2,0,16,17,33
PALOS BLANCOS,estado nutricional,sobrepeso (s),2010-01-01,7,5,1,6,2,2,0,0,10,13,23
PAMPA GRANDE,estado nutricional,sobrepeso (s),2010-01-01,2,1,0,0,0,0,0,0,2,1,3
PAPEL PAMPA,estado nutricional,sobrepeso (s),2010-01-01,5,4,1,0,0,0,0,0,6,4,10
PASORAPA,estado nutricional,sobrepeso (s),2010-01-01,2,0,0,0,0,0,0,0,2,0,2
PATACAMAYA,estado nutricional,sobrepeso (s),2010-01-01,10,9,1,1,1,1,0,0,12,11,23
PAZÑA,estado nutricional,sobrepeso (s),2010-01-01,2,5,3,1,1,0,0,0,6,6,12
PELECHUCO,estado nutricional,sobrepeso (s),2010-01-01,1,0,0,1,0,3,0,0,1,4,5
POCOATA,estado nutricional,sobrepeso (s),2010-01-01,2,6,3,7,3,7,0,0,8,20,28
POCONA,estado nutricional,sobrepeso (s),2010-01-01,1,0,0,2,0,0,0,0,1,2,3
POJO (CBBA),estado nutricional,sobrepeso (s),2010-01-01,5,8,1,0,0,0,0,0,6,8,14
POOPO,estado nutricional,sobrepeso (s),2010-01-01,1,1,0,0,0,0,5,0,6,1,7
PORCO,estado nutricional,sobrepeso (s),2010-01-01,8,2,0,1,0,0,0,0,8,3,11
POROMA,estado nutricional,sobrepeso (s),2010-01-01,0,0,0,0,1,0,3,0,4,0,4
PORONGO,estado nutricional,sobrepeso (s),2010-01-01,0,0,0,0,0,0,4,0,4,0,4
PORTACHUELO,estado nutricional,sobrepeso (s),2010-01-01,1,1,1,2,4,3,0,0,6,6,12
PORVENIR,estado nutricional,sobrepeso (s),2010-01-01,0,0,0,0,1,0,4,0,5,0,5
POTOSI,estado nutricional,sobrepeso (s),2010-01-01,176,177,76,76,34,37,142,0,428,290,718
PRESTO,estado nutricional,sobrepeso (s),2010-01-01,14,14,4,6,21,23,0,0,39,43,82
PUCARA,estado nutricional,sobrepeso (s),2010-01-01,1,2,0,1,0,1,0,0,1,4,5
PUCARANI,estado nutricional,sobrepeso (s),2010-01-01,2,0,0,6,4,2,12,0,18,8,26
PUERTO ACOSTA,estado nutricional,sobrepeso (s),2010-01-01,5,4,1,3,0,0,1,0,7,7,14
PUERTO CARABUCO,estado nutricional,sobrepeso (s),2010-01-01,3,4,1,2,9,1,0,0,13,7,20
PUERTO GONZALO MORENO,estado nutricional,sobrepeso (s),2010-01-01,1,1,1,0,1,0,4,0,7,1,8
PUERTO QUIJARRO,estado nutricional,sobrepeso (s),2010-01-01,43,28,8,7,4,3,0,0,55,38,93
PUERTO RICO,estado nutricional,sobrepeso (s),2010-01-01,5,4,0,1,1,3,1,0,7,8,15
PUERTO SILES,estado nutricional,sobrepeso (s),2010-01-01,1,1,0,0,0,0,0,0,1,1,2
PUERTO SUAREZ,estado nutricional,sobrepeso (s),2010-01-01,15,22,9,9,1,3,58,0,83,34,117
PUERTO VILLARROEL,estado nutricional,sobrepeso (s),2010-01-01,69,71,28,22,37,18,137,0,271,111,382
PUNA,estado nutricional,sobrepeso (s),2010-01-01,12,8,3,4,13,11,0,0,28,23,51
PUNATA,estado nutricional,sobrepeso (s),2010-01-01,4,4,0,2,1,0,17,0,22,6,28
QUIABAYA,estado nutricional,sobrepeso (s),2010-01-01,0,0,0,0,0,0,2,0,2,0,2
QUILLACOLLO,estado nutricional,sobrepeso (s),2010-01-01,8,5,2,1,1,0,49,0,60,6,66
QUIME,estado nutricional,sobrepeso (s),2010-01-01,6,7,9,4,5,6,3,0,23,17,40
QUIRUSILLAS,estado nutricional,sobrepeso (s),2010-01-01,0,1,0,1,1,0,0,0,1,2,3
RAVELO,estado nutricional,sobrepeso (s),2010-01-01,4,1,0,0,2,0,0,0,6,1,7
REYES,estado nutricional,sobrepeso (s),2010-01-01,3,4,2,3,1,0,0,0,6,7,13
RIBERALTA,estado nutricional,sobrepeso (s),2010-01-01,5,0,0,1,1,0,21,0,27,1,28
ROBORE,estado nutricional,sobrepeso (s),2010-01-01,2,0,4,2,1,0,0,0,7,2,9
RURRENABAQUE,estado nutricional,sobrepeso (s),2010-01-01,5,5,3,2,1,0,0,0,9,7,16
SABAYA,estado nutricional,sobrepeso (s),2010-01-01,1,0,0,0,0,0,4,0,5,0,5
SACABA,estado nutricional,sobrepeso (s),2010-01-01,10,10,4,2,7,2,70,0,91,14,105
SACACA,estado nutricional,sobrepeso (s),2010-01-01,0,5,4,4,5,7,14,0,23,16,39
SAIPINA,estado nutricional,sobrepeso (s),2010-01-01,25,14,11,9,3,4,0,0,39,27,66
SALINAS DE GARCI MENDOZA,estado nutricional,sobrepeso (s),2010-01-01,0,2,2,2,2,1,8,0,12,5,17
SAMAIPATA,estado nutricional,sobrepeso (s),2010-01-01,5,4,6,4,1,1,0,0,12,9,21
SAN AGUSTIN,estado nutricional,sobrepeso (s),2010-01-01,0,1,0,0,0,2,0,0,0,3,3
SAN ANDRES,estado nutricional,sobrepeso (s),2010-01-01,8,6,1,1,4,2,0,0,13,9,22
SAN ANDRES DE MACHACA,estado nutricional,sobrepeso (s),2010-01-01,0,0,0,1,0,0,0,0,0,1,1
SAN ANTONIO DE ESMORUCO,estado nutricional,sobrepeso (s),2010-01-01,0,2,0,0,0,0,0,0,0,2,2
SAN ANTONIO DE LOMERIO,estado nutricional,sobrepeso (s),2010-01-01,2,1,3,3,5,2,0,0,10,6,16
SAN BENITO,estado nutricional,sobrepeso (s),2010-01-01,15,7,3,7,10,4,0,0,28,18,46
SAN BORJA,estado nutricional,sobrepeso (s),2010-01-01,45,48,18,13,16,14,83,0,162,75,237
SAN BUENA VENTURA,estado nutricional,sobrepeso (s),2010-01-01,5,0,0,2,2,3,7,0,14,5,19
SAN CARLOS,estado nutricional,sobrepeso (s),2010-01-01,9,7,6,8,2,2,11,0,28,17,45
SAN IGNACIO,estado nutricional,sobrepeso (s),2010-01-01,8,1,3,2,5,0,1,0,17,3,20
SAN IGNACIO DE VELASCO,estado nutricional,sobrepeso (s),2010-01-01,3,7,5,2,3,0,13,0,24,9,33
SAN JAVIER(BNI),estado nutricional,sobrepeso (s),2010-01-01,1,2,0,0,1,0,0,0,2,2,4
SAN JAVIER(STC),estado nutricional,sobrepeso (s),2010-01-01,4,2,1,0,1,1,0,0,6,3,9
SAN JOAQUIN,estado nutricional,sobrepeso (s),2010-01-01,9,11,2,7,4,1,0,0,15,19,34
SAN JOSE DE CHIQUITOS,estado nutricional,sobrepeso (s),2010-01-01,12,16,10,4,9,6,0,0,31,26,57
SAN JUAN DE YAPACANI,estado nutricional,sobrepeso (s),2010-01-01,7,8,2,1,2,1,0,0,11,10,21
SAN JULIAN,estado nutricional,sobrepeso (s),2010-01-01,2,1,1,0,0,0,0,0,3,1,4
SAN LORENZO(PND),estado nutricional,sobrepeso (s),2010-01-01,1,0,1,0,0,0,4,0,6,0,6
SAN LORENZO(TJA),estado nutricional,sobrepeso (s),2010-01-01,14,6,7,4,3,6,26,0,50,16,66
SAN LUCAS,estado nutricional,sobrepeso (s),2010-01-01,28,28,19,23,55,61,3,0,105,112,217
SAN MATIAS,estado nutricional,sobrepeso (s),2010-01-01,13,7,1,1,0,1,0,0,14,9,23
SAN MIGUEL DE VELASCO,estado nutricional,sobrepeso (s),2010-01-01,1,2,0,2,0,0,9,0,10,4,14
SAN PABLO DE LIPEZ,estado nutricional,sobrepeso (s),2010-01-01,0,0,1,0,1,0,0,0,2,0,2
SAN PEDRO,estado nutricional,sobrepeso (s),2010-01-01,6,6,1,2,2,1,4,0,13,9,22
SAN PEDRO DE BUENA VISTA,estado nutricional,sobrepeso (s),2010-01-01,1,3,2,1,2,1,0,0,5,5,10
SAN PEDRO DE QUEMES,estado nutricional,sobrepeso (s),2010-01-01,0,1,1,0,0,0,0,0,1,1,2
SAN PEDRO DE TIQUINA,estado nutricional,sobrepeso (s),2010-01-01,0,0,0,0,0,0,2,0,2,0,2
SAN PEDRO(PND),estado nutricional,sobrepeso (s),2010-01-01,0,1,0,0,0,1,0,0,0,2,2
SAN RAMON BENI,estado nutricional,sobrepeso (s),2010-01-01,6,7,5,1,7,4,0,0,18,12,30
SANTA ANA,estado nutricional,sobrepeso (s),2010-01-01,2,2,1,0,0,0,0,0,3,2,5
SANTA CRUZ DE LA SIERRA,estado nutricional,sobrepeso (s),2010-01-01,534,354,155,155,167,127,17,0,873,636,1509
SANTA ROSA,estado nutricional,sobrepeso (s),2010-01-01,9,10,6,1,0,1,0,0,15,12,27
SANTA ROSA DEL SARA,estado nutricional,sobrepeso (s),2010-01-01,2,1,0,2,0,0,0,0,2,3,5
SANTIAGO DE CALLAPA,estado nutricional,sobrepeso (s),2010-01-01,0,0,0,1,0,0,1,0,1,1,2
SANTIAGO DE HUARI,estado nutricional,sobrepeso (s),2010-01-01,2,4,3,3,4,3,1,0,10,10,20
SANTIAGO DE HUATA,estado nutricional,sobrepeso (s),2010-01-01,0,1,1,4,0,0,0,0,1,5,6
SANTIAGO DE MACHACA,estado nutricional,sobrepeso (s),2010-01-01,3,1,0,0,0,3,1,0,4,4,8
SANTIVAÑES,estado nutricional,sobrepeso (s),2010-01-01,2,0,0,1,2,1,0,0,4,2,6
SANTUARIO DE QUILLACAS,estado nutricional,sobrepeso (s),2010-01-01,0,0,1,0,0,0,0,0,1,0,1
SAPAHAQUI,estado nutricional,sobrepeso (s),2010-01-01,4,3,1,3,2,1,2,0,9,7,16
SENA,estado nutricional,sobrepeso (s),2010-01-01,3,1,2,2,0,0,4,0,9,3,12
SHINAOTA,estado nutricional,sobrepeso (s),2010-01-01,28,13,11,9,13,5,81,0,133,27,160
SICA SICA (VILLA AROMA),estado nutricional,sobrepeso (s),2010-01-01,3,1,0,1,1,2,10,0,14,4,18
SICAYA,estado nutricional,sobrepeso (s),2010-01-01,6,5,3,2,2,1,0,0,11,8,19
SIPE SIPE,estado nutricional,sobrepeso (s),2010-01-01,25,28,6,9,1,4,0,0,32,41,73
SOPACHUY,estado nutricional,sobrepeso (s),2010-01-01,9,10,6,7,27,25,0,0,42,42,84
SORACACHI,estado nutricional,sobrepeso (s),2010-01-01,3,1,1,0,0,0,1,0,5,1,6
SORATA,estado nutricional,sobrepeso (s),2010-01-01,10,1,3,5,2,1,1,0,16,7,23
SUCRE,estado nutricional,sobrepeso (s),2010-01-01,165,161,59,51,36,40,58,0,318,252,570
TACACOMA,estado nutricional,sobrepeso (s),2010-01-01,2,1,2,0,0,0,0,0,4,1,5
TACOBAMBA,estado nutricional,sobrepeso (s),2010-01-01,16,9,3,4,5,3,2,0,26,16,42
TACOPAYA,estado nutricional,sobrepeso (s),2010-01-01,0,1,0,0,0,0,10,0,10,1,11
TAHUA,estado nutricional,sobrepeso (s),2010-01-01,1,0,0,0,0,0,0,0,1,0,1
TAPACARI,estado nutricional,sobrepeso (s),2010-01-01,39,36,32,32,21,28,1,0,93,96,189
TARABUCO,estado nutricional,sobrepeso (s),2010-01-01,16,14,7,12,27,37,0,0,50,63,113
