municipality,group,variable,month,Cantidad,TOTAL-M
ORURO,intoxicaciones,otras intoxicaciones,2007-04-01,9,9
PUCARANI,intoxicaciones,otras intoxicaciones,2007-04-01,1,1
PUERTO CARABUCO,intoxicaciones,otras intoxicaciones,2007-04-01,1,1
PUNA,intoxicaciones,otras intoxicaciones,2007-04-01,1,1
PUNATA,intoxicaciones,otras intoxicaciones,2007-04-01,6,6
SACABA,intoxicaciones,otras intoxicaciones,2007-04-01,2,2
SAN IGNACIO DE VELASCO,intoxicaciones,otras intoxicaciones,2007-04-01,3,3
SAN LUCAS,intoxicaciones,otras intoxicaciones,2007-04-01,1,1
SANTA CRUZ DE LA SIERRA,intoxicaciones,otras intoxicaciones,2007-04-01,2,2
SUCRE,intoxicaciones,otras intoxicaciones,2007-04-01,7,7
TARIJA,intoxicaciones,otras intoxicaciones,2007-04-01,4,4
TOTORA(CBBA),intoxicaciones,otras intoxicaciones,2007-04-01,1,1
VILLA TUNARI,intoxicaciones,otras intoxicaciones,2007-04-01,5,5
VILLAZON,intoxicaciones,otras intoxicaciones,2007-04-01,1,1
WARNES,intoxicaciones,otras intoxicaciones,2007-04-01,1,1
ACHACACHI,intoxicaciones,otras intoxicaciones,2007-05-01,4,4
CARANAVI,intoxicaciones,otras intoxicaciones,2007-05-01,2,2
CLIZA,intoxicaciones,otras intoxicaciones,2007-05-01,2,2
COCHABAMBA,intoxicaciones,otras intoxicaciones,2007-05-01,72,72
COMARAPA,intoxicaciones,otras intoxicaciones,2007-05-01,2,2
EL ALTO,intoxicaciones,otras intoxicaciones,2007-05-01,30,30
LA GUARDIA,intoxicaciones,otras intoxicaciones,2007-05-01,2,2
LA PAZ,intoxicaciones,otras intoxicaciones,2007-05-01,36,36
MINEROS,intoxicaciones,otras intoxicaciones,2007-05-01,1,1
ORURO,intoxicaciones,otras intoxicaciones,2007-05-01,9,9
PUERTO ACOSTA,intoxicaciones,otras intoxicaciones,2007-05-01,1,1
PUERTO VILLARROEL,intoxicaciones,otras intoxicaciones,2007-05-01,1,1
PUNA,intoxicaciones,otras intoxicaciones,2007-05-01,1,1
PUNATA,intoxicaciones,otras intoxicaciones,2007-05-01,6,6
SACABA,intoxicaciones,otras intoxicaciones,2007-05-01,13,13
SACABAMBA,intoxicaciones,otras intoxicaciones,2007-05-01,1,1
SAN IGNACIO DE VELASCO,intoxicaciones,otras intoxicaciones,2007-05-01,2,2
SANTA CRUZ DE LA SIERRA,intoxicaciones,otras intoxicaciones,2007-05-01,12,12
SUCRE,intoxicaciones,otras intoxicaciones,2007-05-01,11,11
TARIJA,intoxicaciones,otras intoxicaciones,2007-05-01,5,5
TUPIZA,intoxicaciones,otras intoxicaciones,2007-05-01,2,2
VILLA TUNARI,intoxicaciones,otras intoxicaciones,2007-05-01,1,1
VILLAZON,intoxicaciones,otras intoxicaciones,2007-05-01,1,1
WARNES,intoxicaciones,otras intoxicaciones,2007-05-01,1,1
YACUIBA,intoxicaciones,otras intoxicaciones,2007-05-01,2,2
ACACIO,intoxicaciones,otras intoxicaciones,2007-06-01,1,1
ACHACACHI,intoxicaciones,otras intoxicaciones,2007-06-01,1,1
BERMEJO,intoxicaciones,otras intoxicaciones,2007-06-01,1,1
CAIROMA,intoxicaciones,otras intoxicaciones,2007-06-01,2,2
CARANAVI,intoxicaciones,otras intoxicaciones,2007-06-01,1,1
CHALLAPATA,intoxicaciones,otras intoxicaciones,2007-06-01,2,2
CHULUMANI (V. DE LA LIBERTAD),intoxicaciones,otras intoxicaciones,2007-06-01,2,2
COCHABAMBA,intoxicaciones,otras intoxicaciones,2007-06-01,49,49
COPACABANA,intoxicaciones,otras intoxicaciones,2007-06-01,3,3
CORIPATA,intoxicaciones,otras intoxicaciones,2007-06-01,1,1
COTOCA,intoxicaciones,otras intoxicaciones,2007-06-01,3,3
CURVA,intoxicaciones,otras intoxicaciones,2007-06-01,1,1
EL ALTO,intoxicaciones,otras intoxicaciones,2007-06-01,21,21
EL TORNO,intoxicaciones,otras intoxicaciones,2007-06-01,1,1
HUANUNI,intoxicaciones,otras intoxicaciones,2007-06-01,2,2
ICLA,intoxicaciones,otras intoxicaciones,2007-06-01,1,1
IRUPANA (VILLA DE LANZA),intoxicaciones,otras intoxicaciones,2007-06-01,1,1
LA PAZ,intoxicaciones,otras intoxicaciones,2007-06-01,29,29
MOROCHATA,intoxicaciones,otras intoxicaciones,2007-06-01,1,1
ORURO,intoxicaciones,otras intoxicaciones,2007-06-01,11,11
POTOSI,intoxicaciones,otras intoxicaciones,2007-06-01,16,16
PUNATA,intoxicaciones,otras intoxicaciones,2007-06-01,3,3
SACABA,intoxicaciones,otras intoxicaciones,2007-06-01,6,6
SAN IGNACIO DE VELASCO,intoxicaciones,otras intoxicaciones,2007-06-01,1,1
SANTA CRUZ DE LA SIERRA,intoxicaciones,otras intoxicaciones,2007-06-01,9,9
SUCRE,intoxicaciones,otras intoxicaciones,2007-06-01,11,11
TARIJA,intoxicaciones,otras intoxicaciones,2007-06-01,9,9
URIONDO (A. CONCEPCION),intoxicaciones,otras intoxicaciones,2007-06-01,1,1
VACAS,intoxicaciones,otras intoxicaciones,2007-06-01,2,2
VALLEGRANDE,intoxicaciones,otras intoxicaciones,2007-06-01,3,3
VILLA SERRANO,intoxicaciones,otras intoxicaciones,2007-06-01,1,1
VILLA TUNARI,intoxicaciones,otras intoxicaciones,2007-06-01,5,5
VILLAZON,intoxicaciones,otras intoxicaciones,2007-06-01,19,19
WARNES,intoxicaciones,otras intoxicaciones,2007-06-01,1,1
ACHACACHI,intoxicaciones,otras intoxicaciones,2007-07-01,1,1
BETANZOS,intoxicaciones,otras intoxicaciones,2007-07-01,2,2
CAIROMA,intoxicaciones,otras intoxicaciones,2007-07-01,1,1
CAPINOTA,intoxicaciones,otras intoxicaciones,2007-07-01,2,2
CHALLAPATA,intoxicaciones,otras intoxicaciones,2007-07-01,2,2
COBIJA,intoxicaciones,otras intoxicaciones,2007-07-01,1,1
COCHABAMBA,intoxicaciones,otras intoxicaciones,2007-07-01,28,28
COTOCA,intoxicaciones,otras intoxicaciones,2007-07-01,2,2
EL ALTO,intoxicaciones,otras intoxicaciones,2007-07-01,24,24
EL TORNO,intoxicaciones,otras intoxicaciones,2007-07-01,1,1
LA PAZ,intoxicaciones,otras intoxicaciones,2007-07-01,41,41
LURIBAY,intoxicaciones,otras intoxicaciones,2007-07-01,1,1
MONTERO,intoxicaciones,otras intoxicaciones,2007-07-01,5,5
ORURO,intoxicaciones,otras intoxicaciones,2007-07-01,16,16
POTOSI,intoxicaciones,otras intoxicaciones,2007-07-01,9,9
PUERTO VILLARROEL,intoxicaciones,otras intoxicaciones,2007-07-01,7,7
PUNA,intoxicaciones,otras intoxicaciones,2007-07-01,1,1
PUNATA,intoxicaciones,otras intoxicaciones,2007-07-01,14,14
QUILLACOLLO,intoxicaciones,otras intoxicaciones,2007-07-01,4,4
SACABA,intoxicaciones,otras intoxicaciones,2007-07-01,4,4
SAN BORJA,intoxicaciones,otras intoxicaciones,2007-07-01,1,1
SAN IGNACIO DE VELASCO,intoxicaciones,otras intoxicaciones,2007-07-01,3,3
SAN PEDRO DE TIQUINA,intoxicaciones,otras intoxicaciones,2007-07-01,1,1
SANTA CRUZ DE LA SIERRA,intoxicaciones,otras intoxicaciones,2007-07-01,4,4
SANTA ROSA DEL SARA,intoxicaciones,otras intoxicaciones,2007-07-01,1,1
SOPACHUY,intoxicaciones,otras intoxicaciones,2007-07-01,1,1
SUCRE,intoxicaciones,otras intoxicaciones,2007-07-01,20,20
TARIJA,intoxicaciones,otras intoxicaciones,2007-07-01,4,4
TUPIZA,intoxicaciones,otras intoxicaciones,2007-07-01,3,3
VALLEGRANDE,intoxicaciones,otras intoxicaciones,2007-07-01,5,5
VILLAZON,intoxicaciones,otras intoxicaciones,2007-07-01,3,3
WARNES,intoxicaciones,otras intoxicaciones,2007-07-01,1,1
YACUIBA,intoxicaciones,otras intoxicaciones,2007-07-01,2,2
ACHACACHI,intoxicaciones,otras intoxicaciones,2007-08-01,3,3
BETANZOS,intoxicaciones,otras intoxicaciones,2007-08-01,3,3
CAJUATA,intoxicaciones,otras intoxicaciones,2007-08-01,1,1
CAMIRI,intoxicaciones,otras intoxicaciones,2007-08-01,1,1
CAPINOTA,intoxicaciones,otras intoxicaciones,2007-08-01,1,1
CHALLAPATA,intoxicaciones,otras intoxicaciones,2007-08-01,3,3
CHULUMANI (V. DE LA LIBERTAD),intoxicaciones,otras intoxicaciones,2007-08-01,2,2
COCHABAMBA,intoxicaciones,otras intoxicaciones,2007-08-01,50,50
COMARAPA,intoxicaciones,otras intoxicaciones,2007-08-01,1,1
COTOCA,intoxicaciones,otras intoxicaciones,2007-08-01,3,3
EL ALTO,intoxicaciones,otras intoxicaciones,2007-08-01,19,19
EL TORNO,intoxicaciones,otras intoxicaciones,2007-08-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),intoxicaciones,otras intoxicaciones,2007-08-01,1,1
LA GUARDIA,intoxicaciones,otras intoxicaciones,2007-08-01,7,7
LA PAZ,intoxicaciones,otras intoxicaciones,2007-08-01,37,37
MOCOMOCO,intoxicaciones,otras intoxicaciones,2007-08-01,1,1
MONTERO,intoxicaciones,otras intoxicaciones,2007-08-01,2,2
ORURO,intoxicaciones,otras intoxicaciones,2007-08-01,17,17
PAZÑA,intoxicaciones,otras intoxicaciones,2007-08-01,1,1
POTOSI,intoxicaciones,otras intoxicaciones,2007-08-01,16,16
PUCARANI,intoxicaciones,otras intoxicaciones,2007-08-01,1,1
PUERTO VILLARROEL,intoxicaciones,otras intoxicaciones,2007-08-01,7,7
PUNATA,intoxicaciones,otras intoxicaciones,2007-08-01,12,12
QUILLACOLLO,intoxicaciones,otras intoxicaciones,2007-08-01,7,7
QUIME,intoxicaciones,otras intoxicaciones,2007-08-01,1,1
SACABA,intoxicaciones,otras intoxicaciones,2007-08-01,12,12
SAN IGNACIO DE VELASCO,intoxicaciones,otras intoxicaciones,2007-08-01,7,7
SANTA CRUZ DE LA SIERRA,intoxicaciones,otras intoxicaciones,2007-08-01,8,8
SANTA ROSA DEL SARA,intoxicaciones,otras intoxicaciones,2007-08-01,1,1
SUCRE,intoxicaciones,otras intoxicaciones,2007-08-01,20,20
TARABUCO,intoxicaciones,otras intoxicaciones,2007-08-01,1,1
TARIJA,intoxicaciones,otras intoxicaciones,2007-08-01,12,12
TRIGAL,intoxicaciones,otras intoxicaciones,2007-08-01,1,1
TUPIZA,intoxicaciones,otras intoxicaciones,2007-08-01,1,1
VALLEGRANDE,intoxicaciones,otras intoxicaciones,2007-08-01,1,1
VILLA TUNARI,intoxicaciones,otras intoxicaciones,2007-08-01,1,1
VILLAZON,intoxicaciones,otras intoxicaciones,2007-08-01,1,1
WARNES,intoxicaciones,otras intoxicaciones,2007-08-01,1,1
YACUIBA,intoxicaciones,otras intoxicaciones,2007-08-01,2,2
ACHACACHI,intoxicaciones,otras intoxicaciones,2007-09-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),intoxicaciones,otras intoxicaciones,2007-09-01,1,1
BELEN DE ANDAMARCA,intoxicaciones,otras intoxicaciones,2007-09-01,1,1
BETANZOS,intoxicaciones,otras intoxicaciones,2007-09-01,1,1
CAMIRI,intoxicaciones,otras intoxicaciones,2007-09-01,12,12
CHALLAPATA,intoxicaciones,otras intoxicaciones,2007-09-01,2,2
COCHABAMBA,intoxicaciones,otras intoxicaciones,2007-09-01,63,63
COLQUIRI,intoxicaciones,otras intoxicaciones,2007-09-01,1,1
COMARAPA,intoxicaciones,otras intoxicaciones,2007-09-01,1,1
COPACABANA,intoxicaciones,otras intoxicaciones,2007-09-01,2,2
EL ALTO,intoxicaciones,otras intoxicaciones,2007-09-01,20,20
LA GUARDIA,intoxicaciones,otras intoxicaciones,2007-09-01,4,4
LA PAZ,intoxicaciones,otras intoxicaciones,2007-09-01,38,38
MECAPACA,intoxicaciones,otras intoxicaciones,2007-09-01,2,2
MIZQUE,intoxicaciones,otras intoxicaciones,2007-09-01,1,1
MOCOMOCO,intoxicaciones,otras intoxicaciones,2007-09-01,1,1
MONTERO,intoxicaciones,otras intoxicaciones,2007-09-01,1,1
ORURO,intoxicaciones,otras intoxicaciones,2007-09-01,26,26
POTOSI,intoxicaciones,otras intoxicaciones,2007-09-01,24,24
PUERTO CARABUCO,intoxicaciones,otras intoxicaciones,2007-09-01,1,1
PUERTO VILLARROEL,intoxicaciones,otras intoxicaciones,2007-09-01,4,4
PUNATA,intoxicaciones,otras intoxicaciones,2007-09-01,3,3
RAVELO,intoxicaciones,otras intoxicaciones,2007-09-01,1,1
RURRENABAQUE,intoxicaciones,otras intoxicaciones,2007-09-01,2,2
SACABA,intoxicaciones,otras intoxicaciones,2007-09-01,2,2
SAN IGNACIO DE VELASCO,intoxicaciones,otras intoxicaciones,2007-09-01,1,1
SANTA CRUZ DE LA SIERRA,intoxicaciones,otras intoxicaciones,2007-09-01,12,12
SUCRE,intoxicaciones,otras intoxicaciones,2007-09-01,15,15
TARIJA,intoxicaciones,otras intoxicaciones,2007-09-01,10,10
TIPUANI,intoxicaciones,otras intoxicaciones,2007-09-01,1,1
TORO TORO,intoxicaciones,otras intoxicaciones,2007-09-01,1,1
TUPIZA,intoxicaciones,otras intoxicaciones,2007-09-01,2,2
VALLEGRANDE,intoxicaciones,otras intoxicaciones,2007-09-01,1,1
VILLA TUNARI,intoxicaciones,otras intoxicaciones,2007-09-01,4,4
VILLAZON,intoxicaciones,otras intoxicaciones,2007-09-01,1,1
ACHACACHI,intoxicaciones,otras intoxicaciones,2007-10-01,2,2
BETANZOS,intoxicaciones,otras intoxicaciones,2007-10-01,1,1
CAMIRI,intoxicaciones,otras intoxicaciones,2007-10-01,10,10
CAPINOTA,intoxicaciones,otras intoxicaciones,2007-10-01,2,2
CHALLAPATA,intoxicaciones,otras intoxicaciones,2007-10-01,1,1
CHULUMANI (V. DE LA LIBERTAD),intoxicaciones,otras intoxicaciones,2007-10-01,5,5
COBIJA,intoxicaciones,otras intoxicaciones,2007-10-01,1,1
COCHABAMBA,intoxicaciones,otras intoxicaciones,2007-10-01,70,70
COLCAPIRHUA,intoxicaciones,otras intoxicaciones,2007-10-01,1,1
COLOMI,intoxicaciones,otras intoxicaciones,2007-10-01,1,1
COMARAPA,intoxicaciones,otras intoxicaciones,2007-10-01,1,1
COPACABANA,intoxicaciones,otras intoxicaciones,2007-10-01,1,1
COTOCA,intoxicaciones,otras intoxicaciones,2007-10-01,2,2
EL ALTO,intoxicaciones,otras intoxicaciones,2007-10-01,29,29
GUAYARAMERIN,intoxicaciones,otras intoxicaciones,2007-10-01,11,11
LA GUARDIA,intoxicaciones,otras intoxicaciones,2007-10-01,4,4
LA PAZ,intoxicaciones,otras intoxicaciones,2007-10-01,49,49
MECAPACA,intoxicaciones,otras intoxicaciones,2007-10-01,3,3
MINEROS,intoxicaciones,otras intoxicaciones,2007-10-01,1,1
MIZQUE,intoxicaciones,otras intoxicaciones,2007-10-01,1,1
MOCOMOCO,intoxicaciones,otras intoxicaciones,2007-10-01,1,1
MONTERO,intoxicaciones,otras intoxicaciones,2007-10-01,2,2
OKINAWA,intoxicaciones,otras intoxicaciones,2007-10-01,1,1
ORURO,intoxicaciones,otras intoxicaciones,2007-10-01,25,25
POTOSI,intoxicaciones,otras intoxicaciones,2007-10-01,13,13
PUERTO ACOSTA,intoxicaciones,otras intoxicaciones,2007-10-01,1,1
PUERTO SUAREZ,intoxicaciones,otras intoxicaciones,2007-10-01,6,6
PUERTO VILLARROEL,intoxicaciones,otras intoxicaciones,2007-10-01,11,11
PUNATA,intoxicaciones,otras intoxicaciones,2007-10-01,2,2
QUILLACOLLO,intoxicaciones,otras intoxicaciones,2007-10-01,7,7
SACABA,intoxicaciones,otras intoxicaciones,2007-10-01,10,10
SAN BORJA,intoxicaciones,otras intoxicaciones,2007-10-01,2,2
SAN IGNACIO DE VELASCO,intoxicaciones,otras intoxicaciones,2007-10-01,9,9
SAN MATIAS,intoxicaciones,otras intoxicaciones,2007-10-01,2,2
SAN PEDRO,intoxicaciones,otras intoxicaciones,2007-10-01,1,1
SAN PEDRO DE TIQUINA,intoxicaciones,otras intoxicaciones,2007-10-01,1,1
SANTA CRUZ DE LA SIERRA,intoxicaciones,otras intoxicaciones,2007-10-01,16,16
SANTA ROSA DEL SARA,intoxicaciones,otras intoxicaciones,2007-10-01,13,13
SAPAHAQUI,intoxicaciones,otras intoxicaciones,2007-10-01,1,1
SUCRE,intoxicaciones,otras intoxicaciones,2007-10-01,13,13
TARIJA,intoxicaciones,otras intoxicaciones,2007-10-01,20,20
TIPUANI,intoxicaciones,otras intoxicaciones,2007-10-01,2,2
VILLA TUNARI,intoxicaciones,otras intoxicaciones,2007-10-01,2,2
WARNES,intoxicaciones,otras intoxicaciones,2007-10-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),intoxicaciones,otras intoxicaciones,2007-11-01,1,1
CAMIRI,intoxicaciones,otras intoxicaciones,2007-11-01,1,1
CARAPARI,intoxicaciones,otras intoxicaciones,2007-11-01,1,1
CHALLAPATA,intoxicaciones,otras intoxicaciones,2007-11-01,3,3
COCHABAMBA,intoxicaciones,otras intoxicaciones,2007-11-01,47,47
COLOMI,intoxicaciones,otras intoxicaciones,2007-11-01,2,2
COPACABANA,intoxicaciones,otras intoxicaciones,2007-11-01,2,2
COTOCA,intoxicaciones,otras intoxicaciones,2007-11-01,2,2
EL ALTO,intoxicaciones,otras intoxicaciones,2007-11-01,19,19
EL TORNO,intoxicaciones,otras intoxicaciones,2007-11-01,1,1
GUAYARAMERIN,intoxicaciones,otras intoxicaciones,2007-11-01,2,2
HUACARETA,intoxicaciones,otras intoxicaciones,2007-11-01,21,21
INCAHUASI,intoxicaciones,otras intoxicaciones,2007-11-01,1,1
LA GUARDIA,intoxicaciones,otras intoxicaciones,2007-11-01,2,2
LA PAZ,intoxicaciones,otras intoxicaciones,2007-11-01,74,74
MINEROS,intoxicaciones,otras intoxicaciones,2007-11-01,2,2
MONTERO,intoxicaciones,otras intoxicaciones,2007-11-01,2,2
ORURO,intoxicaciones,otras intoxicaciones,2007-11-01,16,16
PUERTO ACOSTA,intoxicaciones,otras intoxicaciones,2007-11-01,1,1
PUERTO SUAREZ,intoxicaciones,otras intoxicaciones,2007-11-01,8,8
PUERTO VILLARROEL,intoxicaciones,otras intoxicaciones,2007-11-01,8,8
PUNATA,intoxicaciones,otras intoxicaciones,2007-11-01,4,4
QUILLACOLLO,intoxicaciones,otras intoxicaciones,2007-11-01,5,5
RAVELO,intoxicaciones,otras intoxicaciones,2007-11-01,1,1
SACABA,intoxicaciones,otras intoxicaciones,2007-11-01,4,4
SAN IGNACIO DE VELASCO,intoxicaciones,otras intoxicaciones,2007-11-01,5,5
SAN MATIAS,intoxicaciones,otras intoxicaciones,2007-11-01,3,3
SANTA CRUZ DE LA SIERRA,intoxicaciones,otras intoxicaciones,2007-11-01,18,18
SANTA ROSA DEL SARA,intoxicaciones,otras intoxicaciones,2007-11-01,8,8
SUCRE,intoxicaciones,otras intoxicaciones,2007-11-01,25,25
TARIJA,intoxicaciones,otras intoxicaciones,2007-11-01,13,13
VALLEGRANDE,intoxicaciones,otras intoxicaciones,2007-11-01,3,3
VILLA RIVERO,intoxicaciones,otras intoxicaciones,2007-11-01,1,1
VILLAZON,intoxicaciones,otras intoxicaciones,2007-11-01,3,3
BATALLAS,intoxicaciones,otras intoxicaciones,2007-12-01,1,1
BOLIVAR,intoxicaciones,otras intoxicaciones,2007-12-01,1,1
CALAMARCA,intoxicaciones,otras intoxicaciones,2007-12-01,1,1
CAMIRI,intoxicaciones,otras intoxicaciones,2007-12-01,1,1
CHALLAPATA,intoxicaciones,otras intoxicaciones,2007-12-01,1,1
COBIJA,intoxicaciones,otras intoxicaciones,2007-12-01,1,1
COCHABAMBA,intoxicaciones,otras intoxicaciones,2007-12-01,77,77
COMARAPA,intoxicaciones,otras intoxicaciones,2007-12-01,2,2
CORIPATA,intoxicaciones,otras intoxicaciones,2007-12-01,1,1
COTOCA,intoxicaciones,otras intoxicaciones,2007-12-01,6,6
EL ALTO,intoxicaciones,otras intoxicaciones,2007-12-01,24,24
EL TORNO,intoxicaciones,otras intoxicaciones,2007-12-01,1,1
HUACARETA,intoxicaciones,otras intoxicaciones,2007-12-01,2,2
ICLA,intoxicaciones,otras intoxicaciones,2007-12-01,1,1
LA ASUNTA,intoxicaciones,otras intoxicaciones,2007-12-01,1,1
LA PAZ,intoxicaciones,otras intoxicaciones,2007-12-01,50,50
MAIRANA,intoxicaciones,otras intoxicaciones,2007-12-01,3,3
MINEROS,intoxicaciones,otras intoxicaciones,2007-12-01,2,2
MONTERO,intoxicaciones,otras intoxicaciones,2007-12-01,30,30
OKINAWA,intoxicaciones,otras intoxicaciones,2007-12-01,1,1
ORURO,intoxicaciones,otras intoxicaciones,2007-12-01,12,12
PAMPA GRANDE,intoxicaciones,otras intoxicaciones,2007-12-01,1,1
PUCARANI,intoxicaciones,otras intoxicaciones,2007-12-01,2,2
PUERTO QUIJARRO,intoxicaciones,otras intoxicaciones,2007-12-01,2,2
PUERTO SUAREZ,intoxicaciones,otras intoxicaciones,2007-12-01,3,3
PUERTO VILLARROEL,intoxicaciones,otras intoxicaciones,2007-12-01,6,6
PUNATA,intoxicaciones,otras intoxicaciones,2007-12-01,3,3
QUILLACOLLO,intoxicaciones,otras intoxicaciones,2007-12-01,1,1
SACABA,intoxicaciones,otras intoxicaciones,2007-12-01,12,12
SAN ANDRES,intoxicaciones,otras intoxicaciones,2007-12-01,1,1
SAN BORJA,intoxicaciones,otras intoxicaciones,2007-12-01,1,1
SAN IGNACIO DE VELASCO,intoxicaciones,otras intoxicaciones,2007-12-01,20,20
SAN MATIAS,intoxicaciones,otras intoxicaciones,2007-12-01,1,1
SAN PEDRO,intoxicaciones,otras intoxicaciones,2007-12-01,1,1
SANTA CRUZ DE LA SIERRA,intoxicaciones,otras intoxicaciones,2007-12-01,10,10
SANTA ROSA DEL SARA,intoxicaciones,otras intoxicaciones,2007-12-01,1,1
SORATA,intoxicaciones,otras intoxicaciones,2007-12-01,1,1
SUCRE,intoxicaciones,otras intoxicaciones,2007-12-01,23,23
TARIJA,intoxicaciones,otras intoxicaciones,2007-12-01,53,53
TIRAQUE (CBBA),intoxicaciones,otras intoxicaciones,2007-12-01,1,1
VALLEGRANDE,intoxicaciones,otras intoxicaciones,2007-12-01,4,4
VILLA TUNARI,intoxicaciones,otras intoxicaciones,2007-12-01,6,6
VILLAZON,intoxicaciones,otras intoxicaciones,2007-12-01,1,1
WARNES,intoxicaciones,otras intoxicaciones,2007-12-01,1,1
YACUIBA,intoxicaciones,otras intoxicaciones,2007-12-01,2,2
