,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,IMC,IMC,TOTALES,TOTALES,TOTALES
COLQUECHACA,estado nutricional,desnutricion moderada (m),2012-01-01,1,0,1,0,0,0,0,0,2,0,2
COLQUIRI,estado nutricional,desnutricion moderada (m),2012-01-01,0,2,0,0,2,0,0,0,2,2,4
CONCEPCION,estado nutricional,desnutricion moderada (m),2012-01-01,1,0,0,0,0,1,0,0,1,1,2
COPACABANA,estado nutricional,desnutricion moderada (m),2012-01-01,1,0,0,0,0,0,0,0,1,0,1
CORIPATA,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,0,0,1,1,0,0,1,1,2
COTOCA,estado nutricional,desnutricion moderada (m),2012-01-01,1,1,1,0,0,0,0,0,2,1,3
CUATRO CAÑADAS,estado nutricional,desnutricion moderada (m),2012-01-01,1,0,0,0,0,1,0,0,1,1,2
CUEVO,estado nutricional,desnutricion moderada (m),2012-01-01,1,0,0,0,2,3,0,0,3,3,6
CULPINA,estado nutricional,desnutricion moderada (m),2012-01-01,0,1,0,0,1,0,0,0,1,1,2
CURVA,estado nutricional,desnutricion moderada (m),2012-01-01,2,0,2,0,0,0,0,0,4,0,4
EL ALTO,estado nutricional,desnutricion moderada (m),2012-01-01,16,8,9,8,7,5,0,0,32,21,53
EL PUENTE(STC),estado nutricional,desnutricion moderada (m),2012-01-01,0,1,1,0,0,0,0,0,1,1,2
EL PUENTE(TJA),estado nutricional,desnutricion moderada (m),2012-01-01,1,0,1,0,0,1,0,0,2,1,3
EL TORNO,estado nutricional,desnutricion moderada (m),2012-01-01,1,1,0,1,0,0,0,0,1,2,3
EL VILLAR,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,0,1,1,0,0,0,1,1,2
ENTRE RIOS TRJ,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,1,0,1,1,0,0,2,1,3
ENTRE RIOS CBBA,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,4,1,1,0,0,0,5,1,6
FILADELFIA,estado nutricional,desnutricion moderada (m),2012-01-01,1,1,0,1,0,0,0,0,1,2,3
GENERAL SAAVEDRA,estado nutricional,desnutricion moderada (m),2012-01-01,0,1,0,0,1,0,0,0,1,1,2
GUANAY,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,1,2,0,0,0,0,1,2,3
GUAYARAMERIN,estado nutricional,desnutricion moderada (m),2012-01-01,6,3,2,3,1,0,0,0,9,6,15
HUACHACALLA,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,0,0,0,2,0,0,0,2,2
HUANUNI,estado nutricional,desnutricion moderada (m),2012-01-01,1,1,2,1,0,1,0,0,3,3,6
HUARINA,estado nutricional,desnutricion moderada (m),2012-01-01,0,1,0,0,0,0,0,0,0,1,1
ICHOCA,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,0,0,0,1,0,0,0,1,1
INCAHUASI,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,0,1,1,0,0,0,1,1,2
IRUPANA (VILLA DE LANZA),estado nutricional,desnutricion moderada (m),2012-01-01,0,0,0,0,1,0,0,0,1,0,1
IXIAMAS,estado nutricional,desnutricion moderada (m),2012-01-01,1,0,0,1,0,0,0,0,1,1,2
LA GUARDIA,estado nutricional,desnutricion moderada (m),2012-01-01,1,2,1,0,0,1,0,0,2,3,5
LA PAZ,estado nutricional,desnutricion moderada (m),2012-01-01,23,15,12,9,9,13,0,0,44,37,81
LAGUNILLAS,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,0,1,0,0,0,0,0,1,1
LLALLAGUA,estado nutricional,desnutricion moderada (m),2012-01-01,2,5,13,7,1,0,0,0,16,12,28
LURIBAY,estado nutricional,desnutricion moderada (m),2012-01-01,1,0,0,0,0,0,0,0,1,0,1
MACHACAMARCA,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,0,0,1,0,0,0,1,0,1
MACHARETI,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,0,0,1,0,0,0,1,0,1
MAGDALENA,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,0,1,1,0,0,0,1,1,2
MAIRANA,estado nutricional,desnutricion moderada (m),2012-01-01,2,2,0,0,0,0,0,0,2,2,4
MAPIRI,estado nutricional,desnutricion moderada (m),2012-01-01,2,0,0,1,1,1,0,0,3,2,5
MECAPACA,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,0,1,0,0,0,0,0,1,1
MINEROS,estado nutricional,desnutricion moderada (m),2012-01-01,4,1,1,1,2,0,0,0,7,2,9
MIZQUE,estado nutricional,desnutricion moderada (m),2012-01-01,0,1,0,1,1,1,0,0,1,3,4
MOJINETE,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,0,0,1,0,0,0,1,0,1
MONTERO,estado nutricional,desnutricion moderada (m),2012-01-01,2,0,1,1,1,0,0,0,4,1,5
MOROCHATA,estado nutricional,desnutricion moderada (m),2012-01-01,0,1,0,0,1,0,0,0,1,1,2
OCURI,estado nutricional,desnutricion moderada (m),2012-01-01,0,1,1,0,0,1,0,0,1,2,3
OKINAWA,estado nutricional,desnutricion moderada (m),2012-01-01,2,1,1,0,0,0,0,0,3,1,4
ORURO,estado nutricional,desnutricion moderada (m),2012-01-01,10,9,8,5,1,4,0,0,19,18,37
PADILLA,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,0,1,0,0,0,0,0,1,1
PAILON,estado nutricional,desnutricion moderada (m),2012-01-01,4,3,6,0,3,1,0,0,13,4,17
PALCA,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,1,0,1,1,0,0,2,1,3
PALOS BLANCOS,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,2,1,2,1,0,0,4,2,6
PAMPA AULLAGAS,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,1,0,0,0,0,0,1,0,1
PAMPA GRANDE,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,0,0,0,1,0,0,0,1,1
PATACAMAYA,estado nutricional,desnutricion moderada (m),2012-01-01,2,0,0,0,0,0,0,0,2,0,2
PAZÑA,estado nutricional,desnutricion moderada (m),2012-01-01,1,0,0,0,0,0,0,0,1,0,1
POCOATA,estado nutricional,desnutricion moderada (m),2012-01-01,3,1,1,0,0,0,0,0,4,1,5
POOPO,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,1,0,0,0,0,0,1,0,1
PORCO,estado nutricional,desnutricion moderada (m),2012-01-01,0,1,1,1,0,0,0,0,1,2,3
POROMA,estado nutricional,desnutricion moderada (m),2012-01-01,2,0,2,1,0,1,0,0,4,2,6
PORONGO,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,0,0,0,2,0,0,0,2,2
PORVENIR,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,1,0,1,0,0,0,2,0,2
POTOSI,estado nutricional,desnutricion moderada (m),2012-01-01,2,3,2,1,0,0,0,0,4,4,8
PRESTO,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,1,0,0,0,0,0,1,0,1
PUCARANI,estado nutricional,desnutricion moderada (m),2012-01-01,2,1,0,1,0,1,0,0,2,3,5
PUERTO ACOSTA,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,1,0,0,0,0,0,1,0,1
PUERTO GONZALO MORENO,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,1,0,1,0,0,0,2,0,2
PUERTO QUIJARRO,estado nutricional,desnutricion moderada (m),2012-01-01,3,1,0,0,0,0,0,0,3,1,4
PUERTO RICO,estado nutricional,desnutricion moderada (m),2012-01-01,1,0,0,0,0,0,0,0,1,0,1
PUERTO SUAREZ,estado nutricional,desnutricion moderada (m),2012-01-01,4,4,4,1,0,0,0,0,8,5,13
PUERTO VILLARROEL,estado nutricional,desnutricion moderada (m),2012-01-01,1,3,1,3,0,1,0,0,2,7,9
PUNA,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,0,2,0,0,0,0,0,2,2
PUNATA,estado nutricional,desnutricion moderada (m),2012-01-01,0,1,0,0,0,0,0,0,0,1,1
QUILLACOLLO,estado nutricional,desnutricion moderada (m),2012-01-01,0,1,2,1,0,2,0,0,2,4,6
RAVELO,estado nutricional,desnutricion moderada (m),2012-01-01,1,0,0,0,1,0,0,0,2,0,2
RIBERALTA,estado nutricional,desnutricion moderada (m),2012-01-01,6,3,9,2,1,3,0,0,16,8,24
ROBORE,estado nutricional,desnutricion moderada (m),2012-01-01,0,1,0,0,0,0,0,0,0,1,1
RURRENABAQUE,estado nutricional,desnutricion moderada (m),2012-01-01,2,1,1,1,0,0,0,0,3,2,5
SACABA,estado nutricional,desnutricion moderada (m),2012-01-01,2,0,0,0,0,1,0,0,2,1,3
SACABAMBA,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,1,1,0,0,0,0,1,1,2
SACACA,estado nutricional,desnutricion moderada (m),2012-01-01,5,1,1,2,0,0,0,0,6,3,9
SAMAIPATA,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,0,1,0,0,0,0,0,1,1
SAN ANDRES,estado nutricional,desnutricion moderada (m),2012-01-01,1,0,0,0,0,0,0,0,1,0,1
SAN ANTONIO DE LOMERIO,estado nutricional,desnutricion moderada (m),2012-01-01,0,1,1,1,0,0,0,0,1,2,3
SAN BENITO,estado nutricional,desnutricion moderada (m),2012-01-01,0,1,0,0,0,0,0,0,0,1,1
SAN BORJA,estado nutricional,desnutricion moderada (m),2012-01-01,8,2,2,1,1,0,0,0,11,3,14
SAN CARLOS,estado nutricional,desnutricion moderada (m),2012-01-01,0,1,2,0,0,0,0,0,2,1,3
SAN IGNACIO,estado nutricional,desnutricion moderada (m),2012-01-01,2,5,4,0,3,3,0,0,9,8,17
SAN IGNACIO DE VELASCO,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,2,0,1,0,0,0,3,0,3
SAN JAVIER(BNI),estado nutricional,desnutricion moderada (m),2012-01-01,0,0,0,0,1,1,0,0,1,1,2
SAN JOSE DE CHIQUITOS,estado nutricional,desnutricion moderada (m),2012-01-01,0,2,0,1,1,0,0,0,1,3,4
SAN JUAN DE YAPACANI,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,0,0,0,2,0,0,0,2,2
SAN JULIAN,estado nutricional,desnutricion moderada (m),2012-01-01,0,1,1,0,0,1,0,0,1,2,3
SAN LORENZO(PND),estado nutricional,desnutricion moderada (m),2012-01-01,1,0,0,0,0,0,0,0,1,0,1
SAN LUCAS,estado nutricional,desnutricion moderada (m),2012-01-01,1,2,0,3,1,0,0,0,2,5,7
SAN MATIAS,estado nutricional,desnutricion moderada (m),2012-01-01,2,0,0,1,1,0,0,0,3,1,4
SAN MIGUEL DE VELASCO,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,0,1,0,0,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,estado nutricional,desnutricion moderada (m),2012-01-01,0,1,1,1,1,2,0,0,2,4,6
SAN RAMON SCZ,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,0,0,0,1,0,0,0,1,1
SANTA ANA,estado nutricional,desnutricion moderada (m),2012-01-01,0,1,1,0,0,0,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,estado nutricional,desnutricion moderada (m),2012-01-01,45,29,21,18,14,14,0,0,80,61,141
SANTIAGO DE MACHACA,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,2,0,1,1,0,0,3,1,4
SHINAOTA,estado nutricional,desnutricion moderada (m),2012-01-01,3,2,1,1,3,1,0,0,7,4,11
SICA SICA (VILLA AROMA),estado nutricional,desnutricion moderada (m),2012-01-01,0,0,1,0,0,1,0,0,1,1,2
SICAYA,estado nutricional,desnutricion moderada (m),2012-01-01,0,1,1,0,1,0,0,0,2,1,3
SIPE SIPE,estado nutricional,desnutricion moderada (m),2012-01-01,0,3,2,6,3,1,0,0,5,10,15
SOPACHUY,estado nutricional,desnutricion moderada (m),2012-01-01,1,0,0,1,0,0,0,0,1,1,2
SORACACHI,estado nutricional,desnutricion moderada (m),2012-01-01,2,0,0,0,0,0,0,0,2,0,2
SORATA,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,0,0,0,1,0,0,0,1,1
SUCRE,estado nutricional,desnutricion moderada (m),2012-01-01,8,10,8,8,8,14,0,0,24,32,56
TACACOMA,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,0,0,0,1,0,0,0,1,1
TACOBAMBA,estado nutricional,desnutricion moderada (m),2012-01-01,2,0,1,3,0,0,0,0,3,3,6
TACOPAYA,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,0,1,1,1,0,0,1,2,3
TAPACARI,estado nutricional,desnutricion moderada (m),2012-01-01,2,0,1,1,1,0,0,0,4,1,5
TARABUCO,estado nutricional,desnutricion moderada (m),2012-01-01,3,0,0,1,0,0,0,0,3,1,4
TARIJA,estado nutricional,desnutricion moderada (m),2012-01-01,4,2,7,2,1,2,0,0,12,6,18
TEOPONTE,estado nutricional,desnutricion moderada (m),2012-01-01,1,1,1,2,0,0,0,0,2,3,5
TIPUANI,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,1,0,0,0,0,0,1,0,1
TIQUIPAYA,estado nutricional,desnutricion moderada (m),2012-01-01,0,1,0,0,3,3,0,0,3,4,7
TIRAQUE (CBBA),estado nutricional,desnutricion moderada (m),2012-01-01,0,1,2,7,0,0,0,0,2,8,10
TOCO,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,0,0,1,0,0,0,1,0,1
TOMINA,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,0,0,0,1,0,0,0,1,1
TOTORA(CBBA),estado nutricional,desnutricion moderada (m),2012-01-01,1,0,0,0,0,0,0,0,1,0,1
TRINIDAD,estado nutricional,desnutricion moderada (m),2012-01-01,8,2,10,4,2,2,0,0,20,8,28
TUPIZA,estado nutricional,desnutricion moderada (m),2012-01-01,0,1,0,4,1,2,0,0,1,7,8
UNCIA,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,2,0,0,0,0,0,2,0,2
UYUNI,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,1,0,0,1,0,0,1,1,2
VACAS,estado nutricional,desnutricion moderada (m),2012-01-01,4,1,1,2,0,1,0,0,5,4,9
VIACHA,estado nutricional,desnutricion moderada (m),2012-01-01,5,7,2,1,3,2,0,0,10,10,20
VILA VILA,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,0,1,0,0,0,0,0,1,1
VILLA CHARCAS,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,1,0,0,0,0,0,1,0,1
VILLA MONTES,estado nutricional,desnutricion moderada (m),2012-01-01,1,0,2,2,2,1,0,0,5,3,8
VILLA NUEVA (LOMA ALTA),estado nutricional,desnutricion moderada (m),2012-01-01,0,0,0,2,0,0,0,0,0,2,2
VILLA RIVERO,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,0,1,0,0,0,0,0,1,1
VILLA SERRANO,estado nutricional,desnutricion moderada (m),2012-01-01,0,1,0,0,0,1,0,0,0,2,2
VILLA TUNARI,estado nutricional,desnutricion moderada (m),2012-01-01,7,8,11,9,2,2,0,0,20,19,39
VILLA VACA GUZMAN (MUYUPAMPA),estado nutricional,desnutricion moderada (m),2012-01-01,2,0,0,0,0,0,0,0,2,0,2
VILLAZON,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,1,0,0,1,0,0,1,1,2
VINTO,estado nutricional,desnutricion moderada (m),2012-01-01,1,1,1,1,0,1,0,0,2,3,5
WARNES,estado nutricional,desnutricion moderada (m),2012-01-01,1,0,2,2,0,1,0,0,3,3,6
YACUIBA,estado nutricional,desnutricion moderada (m),2012-01-01,0,1,0,0,0,0,0,0,0,1,1
YAMPARAEZ,estado nutricional,desnutricion moderada (m),2012-01-01,1,0,1,0,0,0,0,0,2,0,2
YAPACANI,estado nutricional,desnutricion moderada (m),2012-01-01,2,1,2,1,1,0,0,0,5,2,7
YOTALA,estado nutricional,desnutricion moderada (m),2012-01-01,0,0,0,0,0,1,0,0,0,1,1
YUNCHARA,estado nutricional,desnutricion moderada (m),2012-01-01,0,1,0,0,0,1,0,0,0,2,2
ZUDAÑEZ,estado nutricional,desnutricion moderada (m),2012-01-01,3,0,0,0,0,0,0,0,3,0,3
ACHACACHI,estado nutricional,desnutricion moderada (m),2012-02-01,2,2,3,1,3,4,0,0,8,7,15
ACHOCALLA,estado nutricional,desnutricion moderada (m),2012-02-01,2,2,1,0,0,0,0,0,3,2,5
AIQUILE,estado nutricional,desnutricion moderada (m),2012-02-01,0,1,0,0,0,0,0,0,0,1,1
ALTO BENI,estado nutricional,desnutricion moderada (m),2012-02-01,0,1,0,0,0,0,0,0,0,1,1
APOLO,estado nutricional,desnutricion moderada (m),2012-02-01,1,0,6,4,0,0,0,0,7,4,11
ARAMPAMPA,estado nutricional,desnutricion moderada (m),2012-02-01,1,1,1,3,1,2,0,0,3,6,9
ARANI,estado nutricional,desnutricion moderada (m),2012-02-01,0,0,1,0,0,0,0,0,1,0,1
ARBIETO,estado nutricional,desnutricion moderada (m),2012-02-01,0,0,0,1,2,0,0,0,2,1,3
ARQUE,estado nutricional,desnutricion moderada (m),2012-02-01,0,1,2,4,0,0,0,0,2,5,7
ATOCHA,estado nutricional,desnutricion moderada (m),2012-02-01,0,2,0,0,2,3,0,0,2,5,7
AYATA,estado nutricional,desnutricion moderada (m),2012-02-01,0,1,0,0,0,0,0,0,0,1,1
BATALLAS,estado nutricional,desnutricion moderada (m),2012-02-01,0,0,0,1,0,0,0,0,0,1,1
BAURES,estado nutricional,desnutricion moderada (m),2012-02-01,0,0,0,0,0,1,0,0,0,1,1
BELLA FLOR,estado nutricional,desnutricion moderada (m),2012-02-01,0,0,0,0,0,1,0,0,0,1,1
BERMEJO,estado nutricional,desnutricion moderada (m),2012-02-01,0,1,0,1,2,0,0,0,2,2,4
BETANZOS,estado nutricional,desnutricion moderada (m),2012-02-01,4,1,0,0,0,0,0,0,4,1,5
BOLIVAR,estado nutricional,desnutricion moderada (m),2012-02-01,1,1,2,0,0,1,0,0,3,2,5
CAIROMA,estado nutricional,desnutricion moderada (m),2012-02-01,0,0,1,0,0,0,0,0,1,0,1
CALAMARCA,estado nutricional,desnutricion moderada (m),2012-02-01,0,0,1,0,0,0,0,0,1,0,1
CAMARGO,estado nutricional,desnutricion moderada (m),2012-02-01,0,1,0,1,0,0,0,0,0,2,2
CAMATAQUI (C. VILLA ABECIA),estado nutricional,desnutricion moderada (m),2012-02-01,0,0,0,1,1,0,0,0,1,1,2
CAMIRI,estado nutricional,desnutricion moderada (m),2012-02-01,0,0,0,0,3,0,0,0,3,0,3
CAPINOTA,estado nutricional,desnutricion moderada (m),2012-02-01,0,1,1,0,0,0,0,0,1,1,2
CARACOLLO,estado nutricional,desnutricion moderada (m),2012-02-01,1,0,0,0,0,0,0,0,1,0,1
CARANAVI,estado nutricional,desnutricion moderada (m),2012-02-01,1,0,1,4,5,2,0,0,7,6,13
CARMEN RIVERO TORREZ,estado nutricional,desnutricion moderada (m),2012-02-01,0,0,1,0,0,0,0,0,1,0,1
CHACARILLA,estado nutricional,desnutricion moderada (m),2012-02-01,0,0,0,0,0,1,0,0,0,1,1
CHALLAPATA,estado nutricional,desnutricion moderada (m),2012-02-01,1,1,0,0,1,0,0,0,2,1,3
CHARAGUA,estado nutricional,desnutricion moderada (m),2012-02-01,1,0,1,1,0,0,0,0,2,1,3
CHIMORE,estado nutricional,desnutricion moderada (m),2012-02-01,0,0,0,1,0,0,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),estado nutricional,desnutricion moderada (m),2012-02-01,0,0,3,0,0,0,0,0,3,0,3
CHUMA,estado nutricional,desnutricion moderada (m),2012-02-01,2,0,0,0,0,0,0,0,2,0,2
CKOCHAS,estado nutricional,desnutricion moderada (m),2012-02-01,0,0,1,0,0,0,0,0,1,0,1
COBIJA,estado nutricional,desnutricion moderada (m),2012-02-01,0,1,4,2,2,1,0,0,6,4,10
COCAPATA,estado nutricional,desnutricion moderada (m),2012-02-01,4,3,1,0,0,0,0,0,5,3,8
COCHABAMBA,estado nutricional,desnutricion moderada (m),2012-02-01,14,15,16,16,6,9,0,0,36,40,76
COLCAPIRHUA,estado nutricional,desnutricion moderada (m),2012-02-01,1,0,2,2,2,0,0,0,5,2,7
"COLCHA ""K""",estado nutricional,desnutricion moderada (m),2012-02-01,0,0,0,0,2,0,0,0,2,0,2
COLQUECHACA,estado nutricional,desnutricion moderada (m),2012-02-01,1,1,4,3,0,0,0,0,5,4,9
COLQUIRI,estado nutricional,desnutricion moderada (m),2012-02-01,2,1,0,0,2,0,0,0,4,1,5
COMANCHE,estado nutricional,desnutricion moderada (m),2012-02-01,0,0,0,0,1,0,0,0,1,0,1
COMARAPA,estado nutricional,desnutricion moderada (m),2012-02-01,1,1,0,0,0,0,0,0,1,1,2
CONCEPCION,estado nutricional,desnutricion moderada (m),2012-02-01,2,2,0,0,1,0,0,0,3,2,5
COPACABANA,estado nutricional,desnutricion moderada (m),2012-02-01,0,0,0,0,0,1,0,0,0,1,1
CORO CORO,estado nutricional,desnutricion moderada (m),2012-02-01,0,0,0,0,1,0,0,0,1,0,1
CORQUE,estado nutricional,desnutricion moderada (m),2012-02-01,0,0,0,0,1,0,0,0,1,0,1
COTAGAITA,estado nutricional,desnutricion moderada (m),2012-02-01,0,0,0,0,0,1,0,0,0,1,1
COTOCA,estado nutricional,desnutricion moderada (m),2012-02-01,1,0,0,0,0,0,0,0,1,0,1
CUATRO CAÑADAS,estado nutricional,desnutricion moderada (m),2012-02-01,1,0,0,0,0,0,0,0,1,0,1
CUCHUMUELA (V. G. VILLARROEL),estado nutricional,desnutricion moderada (m),2012-02-01,0,0,0,0,1,0,0,0,1,0,1
CUEVO,estado nutricional,desnutricion moderada (m),2012-02-01,2,0,1,0,3,1,0,0,6,1,7
CULPINA,estado nutricional,desnutricion moderada (m),2012-02-01,2,0,0,0,0,0,0,0,2,0,2
CURVA,estado nutricional,desnutricion moderada (m),2012-02-01,0,0,0,2,0,0,0,0,0,2,2
DESAGUADERO,estado nutricional,desnutricion moderada (m),2012-02-01,0,0,0,0,0,1,0,0,0,1,1
EL ALTO,estado nutricional,desnutricion moderada (m),2012-02-01,12,9,23,9,3,4,0,0,38,22,60
EL PUENTE(STC),estado nutricional,desnutricion moderada (m),2012-02-01,1,0,0,1,0,0,0,0,1,1,2
EL PUENTE(TJA),estado nutricional,desnutricion moderada (m),2012-02-01,0,0,0,0,1,0,0,0,1,0,1
EL TORNO,estado nutricional,desnutricion moderada (m),2012-02-01,0,0,0,0,4,1,0,0,4,1,5
EL VILLAR,estado nutricional,desnutricion moderada (m),2012-02-01,0,0,0,1,0,0,0,0,0,1,1
ENTRE RIOS TRJ,estado nutricional,desnutricion moderada (m),2012-02-01,1,0,1,0,0,0,0,0,2,0,2
