municipality,group,variable,month,Cantidad,TOTAL-M
EUCALIPTUS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,2,2
FERNANDEZ ALONSO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,7,7
FILADELFIA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,2,2
GUANAY,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,4,4
GUAQUI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,2,2
GUAYARAMERIN,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,54,54
GUTIERREZ,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
HUACARETA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,7,7
HUANUNI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,10,10
ICHOCA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
ICLA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
INCAHUASI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
INQUISIVI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
IRUPANA (VILLA DE LANZA),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
LA GUARDIA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,32,32
LA PAZ,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,197,197
LAGUNILLAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
LLALLAGUA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,34,34
LORETO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
LURIBAY,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
MACHACAMARCA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,4,4
MAIRANA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,8,8
MINEROS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,14,14
MIZQUE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,47,47
MOCOMOCO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,5,5
MOJOCOYA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
MONTEAGUDO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,13,13
MONTERO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,103,103
MOROCHATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,23,23
OCURI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,3,3
OKINAWA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,15,15
ORURO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,135,135
PAILON,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,3,3
PAMPA AULLAGAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,2,2
PAMPA GRANDE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,4,4
PAPEL PAMPA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,2,2
PATACAMAYA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,13,13
POCONA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,6,6
POOPO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,5,5
PORTACHUELO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,41,41
PORVENIR,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,26,26
POTOSI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,84,84
PUCARANI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,3,3
PUERTO CARABUCO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
PUERTO GONZALO MORENO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,4,4
PUERTO QUIJARRO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,9,9
PUERTO RICO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,4,4
PUERTO SUAREZ,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,3,3
PUERTO VILLARROEL,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,98,98
PUNATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,13,13
QUILLACOLLO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,14,14
QUIME,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,3,3
QUIRUSILLAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
REYES,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,4,4
RIBERALTA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,84,84
RURRENABAQUE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
SACABA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,137,137
SACABAMBA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,2,2
SACACA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,6,6
SAIPINA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,3,3
SAMAIPATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,8,8
SAN ANDRES,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
SAN BENITO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,4,4
SAN BORJA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,98,98
SAN BUENA VENTURA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,4,4
SAN CARLOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,7,7
SAN IGNACIO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,15,15
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,23,23
SAN JOAQUIN,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,5,5
SAN JULIAN,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,11,11
SAN LORENZO(PND),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,2,2
SAN LUCAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,2,2
SAN MATIAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,18,18
SAN MIGUEL DE VELASCO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,6,6
SAN PABLO DE LIPEZ,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
SAN RAFAEL,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,4,4
SAN RAMON,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,24,24
SANTA ANA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,6,6
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1150,1150
SANTA ROSA DEL SARA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
SANTIAGO DE HUARI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,2,2
SAPAHAQUI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
SENA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,3,3
SICA SICA (VILLA AROMA),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,2,2
SIPE SIPE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,58,58
SOPACHUY,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,2,2
SORATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,9,9
SUCRE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,53,53
TAPACARI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
TARIJA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,75,75
TARVITA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,11,11
TEOPONTE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
TIAWANACU,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
TIPUANI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,4,4
TIQUIPAYA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,6,6
TIRAQUE (CBBA),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,50,50
TORO TORO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,2,2
TOTORA(CBBA),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,3,3
TRINIDAD,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,211,211
TUPIZA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,19,19
UNCIA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
URIONDO (A. CONCEPCION),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
URUBICHA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,16,16
UYUNI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,3,3
VACAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,2,2
VALLEGRANDE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
VILLA MONTES,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,43,43
VILLA SERRANO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
VILLA TUNARI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,43,43
VILLAZON,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,21,21
VITICHI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
WARNES,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,90,90
YACUIBA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,18,18
YAPACANI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,36,36
YOTALA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
ACACIO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,2,2
ACHACACHI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,13,13
AIQUILE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,20,20
ALALAY,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,1,1
ANZALDO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,7,7
APOLO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,12,12
ARAMPAMPA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,4,4
ASCENCION DE GUARAYOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,36,36
ATOCHA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,19,19
AYOPAYA (V. DE INDEPENDENCIA),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,3,3
AZURDUY,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,2,2
BATALLAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,21,21
BELLA FLOR,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,8,8
BERMEJO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,18,18
BETANZOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,9,9
BOYUIBE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,5,5
BUENA VISTA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,1,1
CABEZAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,1,1
CAIROMA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,4,4
CAJUATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,2,2
CALAMARCA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,5,5
CAMARGO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,9,9
CAMIRI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,36,36
CAPINOTA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,9,9
CARACOLLO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,19,19
CARANAVI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,40,40
CHALLAPATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,34,34
CHAQUI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,3,3
CHARAGUA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,13,13
CHOQUE COTA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,1,1
CLIZA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,11,11
COBIJA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,18,18
COCHABAMBA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,314,314
COLCAPIRHUA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,6,6
"COLCHA ""K""",salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,1,1
COLLANA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,1,1
COLOMI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,51,51
COLPA BELGICA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,5,5
COLQUECHACA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,5,5
COLQUIRI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,1,1
COMARAPA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,2,2
COPACABANA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,3,3
CORIPATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,4,4
COROICO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,4,4
CORQUE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,3,3
COTAGAITA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,5,5
COTOCA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,24,24
CUEVO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,1,1
CULPINA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,3,3
CURAHUARA DE CARANGAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,1,1
EL ALTO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,603,603
EL PUENTE(TJA),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,3,3
EL TORNO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,12,12
EL VILLAR,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,1,1
ENTRE RIOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,20,20
EUCALIPTUS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,2,2
EXALTACION,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,3,3
FERNANDEZ ALONSO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,21,21
GRAL. J.J. PEREZ (CHARAZANI),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,1,1
GUANAY,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,4,4
GUAYARAMERIN,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,50,50
HUACARETA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,2,2
HUANUNI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,6,6
ICLA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,5,5
INCAHUASI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,1,1
INGAVI (HUMAITA),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,3,3
INQUISIVI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,1,1
JESUS DE MACHACA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,4,4
LA GUARDIA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,48,48
LA PAZ,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,259,259
LLALLAGUA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,55,55
LORETO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,1,1
LURIBAY,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,1,1
MACHARETI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,3,3
MAIRANA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,11,11
MAPIRI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,6,6
MINEROS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,14,14
MIZQUE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,38,38
MOJINETE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,1,1
MONTEAGUDO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,14,14
MONTERO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,94,94
MOROCHATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,22,22
OCURI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,2,2
OKINAWA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,9,9
OMEREQUE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,1,1
ORURO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,168,168
PADCAYA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,2,2
PAILON,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,16,16
PALOS BLANCOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,9,9
PAMPA AULLAGAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,2,2
PAMPA GRANDE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,2,2
PAPEL PAMPA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,1,1
PATACAMAYA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,9,9
POCONA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,4,4
POJO (CBBA),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,8,8
POOPO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,5,5
POROMA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,1,1
PORTACHUELO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,29,29
PORVENIR,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,6,6
POTOSI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,97,97
PUCARANI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,1,1
PUERTO ACOSTA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,2,2
PUERTO QUIJARRO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,15,15
PUERTO RICO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,3,3
PUERTO SILES,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,1,1
PUERTO SUAREZ,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,7,7
PUERTO VILLARROEL,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,100,100
PUNA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,1,1
PUNATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,18,18
QUILLACOLLO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,41,41
QUIME,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,3,3
QUIRUSILLAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,1,1
RAVELO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,7,7
REYES,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,1,1
RIBERALTA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-02-01,105,105
