municipality,group,variable,month,Cantidad,TOTAL-M
CHUMA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,1,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,6,6
COTOCA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,8,8
EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,26,26
EUCALIPTUS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,1,1
GENERAL SAAVEDRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,1,1
GUAYARAMERIN,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,1,1
GUTIERREZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,1,1
LA GUARDIA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,1,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,1,1
LLALLAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,2,2
MINEROS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,2,2
MIZQUE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,1,1
MONTERO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,1,1
MOROCHATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,1,1
ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,21,21
POROMA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,1,1
POTOSI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,11,11
PUERTO VILLARROEL,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,1,1
QUILLACOLLO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,1,1
RIBERALTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,3,3
ROBORE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,2,2
SACABA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,1,1
SAN BUENA VENTURA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,2,2
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,4,4
SANTA ANA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,27,27
SANTA ROSA DEL SARA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,1,1
SIPE SIPE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,1,1
SUCRE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,9,9
TARIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,6,6
TRINIDAD,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,20,20
TUPIZA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,1,1
URUBICHA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,1,1
VILLA MONTES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,2,2
VILLAZON,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,2,2
WARNES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-02-01,1,1
ACHACACHI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,1,1
ATOCHA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,2,2
CAIROMA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,1,1
CALAMARCA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,1,1
CARANAVI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,2,2
CARMEN RIVERO TORREZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,1,1
CHALLAPATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,1,1
CHARAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,1,1
COBIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,1,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,28,28
CONCEPCION,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,1,1
COPACABANA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,1,1
COTOCA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,6,6
EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,19,19
GENERAL SAAVEDRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,1,1
HUANUNI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,1,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,7,7
LLALLAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,1,1
MONTEAGUDO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,1,1
MORO MORO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,1,1
OKINAWA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,1,1
ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,15,15
PAILON,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,1,1
POTOSI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,6,6
QUILLACOLLO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,2,2
RIBERALTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,8,8
SACABA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,1,1
SAN BORJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,1,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,4,4
SAN LUCAS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,1,1
SANTA ANA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,4,4
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,32,32
SIPE SIPE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,1,1
SUCRE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,8,8
TARIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,6,6
TARVITA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,2,2
TEOPONTE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,1,1
TRINIDAD,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,17,17
UNCIA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,3,3
URIONDO (A. CONCEPCION),salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,1,1
VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,2,2
WARNES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-03-01,4,4
ACACIO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,1,1
ACHACACHI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,1,1
AIQUILE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,1,1
ATOCHA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,2,2
CAMIRI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,3,3
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,9,9
COLCAPIRHUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,1,1
COMARAPA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,1,1
COPACABANA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,1,1
COTOCA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,4,4
EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,20,20
EL PUENTE(STC),salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,1,1
HUANUNI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,2,2
LA PAZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,6,6
MINEROS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,1,1
ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,12,12
PORVENIR,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,2,2
POTOSI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,1,1
QUIME,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,1,1
RAVELO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,1,1
REYES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,1,1
RIBERALTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,4,4
SAN BUENA VENTURA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,1,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,4,4
SAN PABLO DE LIPEZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,1,1
SANTA ANA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,3,3
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,34,34
SORATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,1,1
SUCRE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,7,7
TARIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,5,5
TIRAQUE (CBBA),salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,1,1
TRINIDAD,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,12,12
URUBICHA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,1,1
VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,2,2
WARNES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-04-01,2,2
ANZALDO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,1,1
ATOCHA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,1,1
BERMEJO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,1,1
CAMIRI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,1,1
CARANAVI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,1,1
CHALLAPATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,1,1
CHARAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,1,1
CHUMA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,1,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,18,18
COLCAPIRHUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,1,1
EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,20,20
ENTRE RIOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,1,1
HUANUNI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,1,1
LA GUARDIA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,1,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,14,14
LLALLAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,2,2
OCURI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,1,1
ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,10,10
PATACAMAYA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,1,1
PORVENIR,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,1,1
POTOSI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,7,7
PUERTO SUAREZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,1,1
RIBERALTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,3,3
SAN CARLOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,2,2
SAN IGNACIO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,1,1
SANTA ANA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,49,49
SUCRE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,3,3
TARIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,4,4
TRINIDAD,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,16,16
TUPIZA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,1,1
URUBICHA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,1,1
VILLA MONTES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,2,2
WARNES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-05-01,2,2
ATOCHA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-06-01,1,1
BERMEJO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-06-01,1,1
CABEZAS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-06-01,1,1
CAMIRI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-06-01,2,2
CHALLAPATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-06-01,1,1
CHARAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-06-01,1,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-06-01,4,4
EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-06-01,9,9
GUANAY,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-06-01,1,1
LA GUARDIA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-06-01,2,2
LA PAZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-06-01,6,6
LLALLAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-06-01,4,4
MINEROS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-06-01,2,2
ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-06-01,15,15
POROMA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-06-01,1,1
POTOSI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-06-01,4,4
RIBERALTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-06-01,7,7
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-06-01,4,4
SAN LUCAS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-06-01,1,1
SAN MATIAS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-06-01,1,1
SANTA ANA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-06-01,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-06-01,49,49
SUCRE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-06-01,3,3
TARABUCO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-06-01,6,6
TARIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-06-01,3,3
TRINIDAD,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-06-01,10,10
UNCIA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-06-01,1,1
VILLAZON,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-06-01,1,1
VITICHI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-06-01,1,1
WARNES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-06-01,3,3
YACUIBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-06-01,1,1
ACHACACHI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,1,1
BERMEJO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,2,2
CALAMARCA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,1,1
CHALLAPATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,2,2
CHARAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,1,1
CLIZA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,1,1
COBIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,4,4
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,4,4
COTOCA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,1,1
EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,8,8
GUANAY,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,1,1
HUANUNI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,1,1
LA GUARDIA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,2,2
LA PAZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,6,6
LLALLAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,1,1
ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,22,22
PADILLA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,1,1
PALOS BLANCOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,1,1
POTOSI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,14,14
PUERTO VILLARROEL,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,1,1
RIBERALTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,6,6
SACABA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,1,1
SAN ANDRES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,1,1
SAN CARLOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,2,2
SAN IGNACIO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,3,3
SAN LUCAS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,1,1
SAN MATIAS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,1,1
SANTA ANA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,2,2
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,52,52
SANTIAGO DE CALLAPA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,1,1
SUCRE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,7,7
TARIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,4,4
TOCO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,1,1
TRIGAL,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,1,1
TRINIDAD,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,10,10
TUPIZA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,1,1
WARNES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,4,4
YACUIBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-07-01,1,1
AIQUILE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,1,1
BERMEJO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,2,2
CABEZAS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,2,2
CALAMARCA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,1,1
CAMIRI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,2,2
COBIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,1,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,9,9
COLCAPIRHUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,5,5
COTOCA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,1,1
EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,20,20
FERNANDEZ ALONSO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,1,1
GUAQUI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,1,1
LA GUARDIA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,1,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,12,12
LLALLAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,1,1
MINEROS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,3,3
MIZQUE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,1,1
ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,27,27
POTOSI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,7,7
QUILLACOLLO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,1,1
RIBERALTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,21,21
SAN ANDRES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,1,1
SAN CARLOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,2,2
SAN JAVIER(STC),salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,1,1
SANTA ANA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,56,56
SANTIAGO DE CALLAPA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,1,1
SUCRE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,4,4
TARIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,3,3
TIRAQUE (CBBA),salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,1,1
TORO TORO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,1,1
TRINIDAD,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,8,8
VACAS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,1,1
VALLEGRANDE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,2,2
VILLAZON,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,1,1
WARNES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,4,4
YAMPARAEZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-08-01,3,3
APOLO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-09-01,1,1
CHALLAPATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-09-01,1,1
COBIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-09-01,1,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2006-09-01,9,9
