municipality,group,variable,month,Cantidad,TOTAL-M
UNCIA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-02-01,1,1
URUBICHA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-02-01,1,1
VILLA TUNARI,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-02-01,1,1
VINTO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-02-01,1,1
VITICHI,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-02-01,2,2
ACHACACHI,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,3,3
AZURDUY,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,1,1
BETANZOS,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,3,3
BUENA VISTA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,2,2
CALAMARCA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,1,1
CARANAVI,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,1,1
CHALLAPATA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,3,3
CLIZA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,1,1
COBIJA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,1,1
COCHABAMBA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,23,23
COPACABANA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,2,2
COTAGAITA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,2,2
EL ALTO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,9,9
GUAYARAMERIN,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,1,1
HUANUNI,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,5,5
LA PAZ,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,2,2
LAJA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,1,1
LLALLAGUA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,10,10
MAGDALENA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,1,1
MINEROS,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,1,1
MIZQUE,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,1,1
MONTEAGUDO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,2,2
MOROCHATA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,1,1
OCURI,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,4,4
ORURO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,3,3
POTOSI,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,4,4
PUERTO SUAREZ,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,5,5
PUERTO VILLARROEL,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,5,5
PUNA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,1,1
QUILLACOLLO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,2,2
SACABA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,1,1
SACABAMBA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,1,1
SAN BENITO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,1,1
SAN CARLOS,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,2,2
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,1,1
SANTA ANA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,6,6
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,6,6
SANTA ROSA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,1,1
SORACACHI,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,1,1
SUCRE,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,14,14
TARIJA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,8,8
TARVITA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,1,1
TIAWANACU,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,1,1
TIQUIPAYA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,1,1
TORO TORO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,1,1
TRINIDAD,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,5,5
VILA VILA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,1,1
VILLA NUEVA (LOMA ALTA),salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,1,1
YACO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,2,2
YAPACANI,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-03-01,1,1
ACHACACHI,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,4,4
BERMEJO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,1,1
BETANZOS,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,2,2
BUENA VISTA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,1,1
CABEZAS,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,1,1
CALACOTO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,1,1
CALAMARCA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,1,1
CHALLAPATA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,1,1
COBIJA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,3,3
COCHABAMBA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,18,18
COPACABANA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,2,2
CORIPATA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,3,3
EL ALTO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,5,5
ENTRE RIOS,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,1,1
FERNANDEZ ALONSO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,1,1
GUAYARAMERIN,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,1,1
HUANUNI,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,5,5
JESUS DE MACHACA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,1,1
LA PAZ,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,2,2
LLALLAGUA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,11,11
MONTEAGUDO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,3,3
ORURO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,3,3
PALOS BLANCOS,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,1,1
POTOSI,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,2,2
PUERTO ACOSTA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,1,1
PUERTO CARABUCO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,2,2
PUERTO VILLARROEL,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,1,1
PUNA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,1,1
QUIME,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,1,1
SACABA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,2,2
SACABAMBA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,1,1
SAN CARLOS,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,2,2
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,1,1
SAN MATIAS,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,1,1
SAN RAFAEL,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,2,2
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,11,11
SUCRE,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,15,15
TARIJA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,2,2
TARVITA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,2,2
TRINIDAD,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,2,2
URUBICHA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,1,1
VILLA SERRANO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,1,1
YACO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-04-01,1,1
ACHACACHI,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,2,2
ATOCHA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,1,1
BERMEJO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,3,3
BETANZOS,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,1,1
CALAMARCA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,1,1
CAMIRI,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,1,1
CAPINOTA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,1,1
COBIJA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,7,7
COCHABAMBA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,14,14
COLOMI,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,1,1
COPACABANA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,3,3
EL ALTO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,11,11
EUCALIPTUS,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,1,1
FERNANDEZ ALONSO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,1,1
GUAYARAMERIN,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,3,3
HUANUNI,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,4,4
ICLA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,1,1
LA PAZ,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,2,2
LLALLAGUA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,8,8
OCURI,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,1,1
ORURO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,5,5
PADCAYA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,1,1
PAMPA GRANDE,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,1,1
PORONGO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,1,1
POTOSI,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,1,1
PUCARANI,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,3,3
PUERTO ACOSTA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,1,1
PUERTO VILLARROEL,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,4,4
PUNA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,1,1
QUIABAYA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,3,3
QUIME,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,1,1
SACABA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,2,2
SACABAMBA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,2,2
SAN BENITO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,3,3
SAN CARLOS,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,1,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,2,2
SAN LORENZO(PND),salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,1,1
SAN LUCAS,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,2,2
SAN RAFAEL,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,3,3
SANTA ANA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,15,15
SUCRE,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,7,7
TARIJA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,6,6
TEOPONTE,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,2,2
TINGUIPAYA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,1,1
TIRAQUE (CBBA),salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,4,4
TOTORA(CBBA),salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,2,2
TRIGAL,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,1,1
TRINIDAD,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,15,15
UNCIA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,1,1
UYUNI,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,1,1
VACAS,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,1,1
VILLA TUNARI,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,1,1
YACO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,2,2
YAPACANI,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,1,1
YOCALLA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,1,1
ZUDAÑEZ,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-05-01,1,1
ACACIO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,1,1
ACHACACHI,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,4,4
AIQUILE,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,2,2
ASCENCION DE GUARAYOS,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,3,3
BERMEJO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,1,1
BETANZOS,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,3,3
BUENA VISTA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,2,2
CAMIRI,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,2,2
CHALLAPATA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,2,2
COBIJA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,1,1
COCHABAMBA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,9,9
COLOMI,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,1,1
COPACABANA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,2,2
COTOCA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,1,1
EL ALTO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,7,7
ENTRE RIOS,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,2,2
GUANAY,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,3,3
GUAYARAMERIN,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,7,7
JESUS DE MACHACA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,1,1
LA GUARDIA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,1,1
LA PAZ,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,1,1
LLALLAGUA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,3,3
MACHARETI,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,1,1
MIZQUE,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,1,1
MOROCHATA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,1,1
OCURI,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,3,3
ORURO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,1,1
POJO (CBBA),salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,1,1
PORONGO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,1,1
PUERTO SUAREZ,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,1,1
PUERTO VILLARROEL,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,2,2
QUILLACOLLO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,1,1
SACABAMBA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,1,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,2,2
SAN LORENZO(PND),salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,2,2
SAN LUCAS,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,4,4
SAN RAFAEL,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,2,2
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,15,15
SUCRE,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,5,5
TARABUCO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,2,2
TARIJA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,5,5
TIRAQUE (CBBA),salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,8,8
TRINIDAD,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,3,3
TUPIZA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,1,1
URUBICHA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,1,1
VILLA SERRANO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,2,2
VILLA TUNARI,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,1,1
VILLAZON,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,2,2
VITICHI,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,2,2
WARNES,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,1,1
YUNCHARA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-06-01,1,1
ACHACACHI,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-07-01,3,3
ASCENCION DE GUARAYOS,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-07-01,1,1
BATALLAS,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-07-01,3,3
BERMEJO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-07-01,2,2
BUENA VISTA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-07-01,1,1
CAIROMA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-07-01,1,1
CAMARGO,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-07-01,1,1
CAMIRI,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-07-01,1,1
CHALLAPATA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-07-01,1,1
COBIJA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-07-01,2,2
COCHABAMBA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-07-01,18,18
COPACABANA,salud sexual y reproductiva,hemorragia del parto o puerperio,2006-07-01,1,1
