municipality,group,variable,month,Cantidad,TOTAL-M
FILADELFIA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,1,1
GUANAY,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,2,2
GUAYARAMERIN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,1,1
HUANUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,6,6
INCAHUASI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,3,3
INGAVI (HUMAITA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,2,2
LA PAZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,21,21
LLALLAGUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,18,18
MINEROS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,7,7
MOJOCOYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,1,1
MONTEAGUDO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,3,3
MONTERO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,13,13
MOROCHATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,1,1
OKINAWA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,2,2
ORURO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,42,42
PALOS BLANCOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,1,1
PATACAMAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,4,4
POCOATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,2,2
POROMA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,1,1
PORTACHUELO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,1,1
PORVENIR,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,1,1
POTOSI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,4,4
PUERTO QUIJARRO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,1,1
PUERTO SUAREZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,6,6
PUERTO VILLARROEL,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,12,12
PUNATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,7,7
QUIME,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,1,1
REYES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,6,6
RIBERALTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,11,11
RURRENABAQUE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,1,1
SACABA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,26,26
SAN BENITO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,1,1
SAN BORJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,7,7
SAN BUENA VENTURA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,1,1
SAN CARLOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,9,9
SAN IGNACIO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,13,13
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,11,11
SAN JOSE DE CHIQUITOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,3,3
SAN JULIAN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,4,4
SAN LUCAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,1,1
SAN MATIAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,5,5
SAN MIGUEL DE VELASCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,1,1
SAN PEDRO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,1,1
SANTA ANA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,6,6
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,143,143
SIPE SIPE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,2,2
SOPACHUY,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,1,1
SUCRE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,78,78
TARABUCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,6,6
TARIJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,80,80
TIPUANI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,1,1
TIQUIPAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,1,1
TIRAQUE (CBBA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,10,10
TRINIDAD,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,36,36
TUPIZA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,5,5
UNCIA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,5,5
URUBICHA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,3,3
VACAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,1,1
VALLEGRANDE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,1,1
VILLA MONTES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,1,1
VILLA SERRANO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,2,2
VILLA TUNARI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,34,34
VILLAZON,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,12,12
WARNES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,8,8
YACUIBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,13,13
YAPACANI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,3,3
YOCALLA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,1,1
YOTALA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,1,1
ZUDAÑEZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-01-01,23,23
ACACIO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,1,1
ACHACACHI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,6,6
AIQUILE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,9,9
APOLO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,3,3
ARAMPAMPA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,1,1
ASCENCION DE GUARAYOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,5,5
ATOCHA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,2,2
BERMEJO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,5,5
BETANZOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,6,6
CAIROMA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,1,1
CAJUATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,2,2
CALAMARCA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,3,3
CAMARGO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,10,10
CAMIRI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,10,10
CARACOLLO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,3,3
CARANAVI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,6,6
CHALLAPATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,15,15
CHAQUI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,1,1
CHARAGUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,3,3
CLIZA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,2,2
COBIJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,9,9
COCHABAMBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,101,101
COLOMI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,2,2
COMARAPA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,2,2
COPACABANA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,1,1
COROICO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,4,4
COTAGAITA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,1,1
CULPINA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,1,1
EL ALTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,52,52
EL TORNO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,7,7
EL VILLAR,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,2,2
EUCALIPTUS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,2,2
FERNANDEZ ALONSO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,4,4
GENERAL SAAVEDRA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,4,4
GUAYARAMERIN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,6,6
HUANUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,7,7
ICHOCA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,1,1
ICLA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,1,1
INCAHUASI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,1,1
JESUS DE MACHACA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,2,2
LA PAZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,134,134
LLALLAGUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,12,12
MINEROS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,4,4
MIZQUE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,3,3
MONTEAGUDO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,5,5
MONTERO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,23,23
MOROCHATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,2,2
OCURI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,3,3
OKINAWA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,2,2
ORURO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,50,50
PAMPA AULLAGAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,2,2
PAPEL PAMPA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,1,1
POCONA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,1,1
POTOSI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,1,1
PUERTO SILES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,1,1
PUERTO SUAREZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,6,6
PUERTO VILLARROEL,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,13,13
PUNA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,1,1
PUNATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,8,8
QUILLACOLLO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,47,47
QUIME,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,1,1
RAVELO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,2,2
REYES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,5,5
RIBERALTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,6,6
SACABA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,24,24
SACABAMBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,2,2
SAN BORJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,11,11
SAN BUENA VENTURA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,2,2
SAN CARLOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,10,10
SAN IGNACIO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,3,3
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,10,10
SAN LUCAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,5,5
SAN MATIAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,6,6
SAN MIGUEL DE VELASCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,3,3
SAN RAFAEL,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,2,2
SANTA ANA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,3,3
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,73,73
SIPE SIPE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,16,16
SOPACHUY,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,1,1
SORATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,1,1
SUCRE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,110,110
TARIJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,63,63
TARVITA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,1,1
TIQUIPAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,1,1
TIRAQUE (CBBA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,7,7
TOCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,1,1
TORO TORO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,2,2
TRINIDAD,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,42,42
TUPIZA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,8,8
UNCIA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,2,2
URUBICHA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,4,4
VILA VILA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,1,1
VILLA MONTES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,1,1
VILLA SERRANO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,1,1
VILLA TUNARI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,27,27
VILLA VACA GUZMAN (MUYUPAMPA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,1,1
VILLAZON,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,12,12
VINTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,10,10
VITICHI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,1,1
WARNES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,3,3
YACUIBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,6,6
YAMPARAEZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,2,2
YOCALLA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,2,2
ZUDAÑEZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-02-01,1,1
ACHACACHI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,7,7
AIQUILE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,7,7
ANCORAIMES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,1,1
APOLO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,5,5
ASCENCION DE GUARAYOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,10,10
ATOCHA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,1,1
AZURDUY,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,2,2
BETANZOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,5,5
CABEZAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,1,1
"CAIZA ""D""",salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,2,2
CALAMARCA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,1,1
CAMARGO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,4,4
CAMIRI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,8,8
CAQUIAVIRI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,1,1
CARACOLLO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,2,2
CARANAVI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,10,10
CHALLAPATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,16,16
CHARAGUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,4,4
CHIMORE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,1,1
CLIZA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,1,1
COBIJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,8,8
COCHABAMBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,111,111
COLCAPIRHUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,3,3
COLOMI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,3,3
COLQUIRI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,3,3
COMARAPA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,4,4
COPACABANA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,6,6
COTAGAITA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,3,3
CULPINA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,1,1
EL ALTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,59,59
EL TORNO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,6,6
FERNANDEZ ALONSO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,2,2
GUANAY,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,3,3
GUAYARAMERIN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,8,8
HUANUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,3,3
ICHOCA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,1,1
INCAHUASI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,1,1
INQUISIVI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,1,1
IXIAMAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,1,1
LA ASUNTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,3,3
LA GUARDIA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,1,1
LA PAZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,112,112
LAJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,1,1
LLALLAGUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,19,19
LLICA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,1,1
LORETO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,1,1
MINEROS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22 sem),2006-03-01,1,1
