,group,variable,month,a. 10 - 14 años,a. 10 - 14 años,b. 15 - 19 años,b. 15 - 19 años,c. 20 - 39 años,c. 20 - 39 años,d. 40 - 49 años,d. 40 - 49 años,e. 50 - 59 años,e. 50 - 59 años,TOTALES,TOTALES,TOTALES
COLOMI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,1,0,1,0,0,0,2,0,2
COROICO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,1,0,4,0,2,0,0,0,7,0,7
COTAGAITA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,0,2,0,0,0,0,0,2,2
COTOCA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,5,0,11,0,1,0,0,0,17,0,17
CULPINA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,0,0,0,3,0,0,0,3,3
EL ALTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,8,0,79,2,7,0,0,0,94,2,96
EL TORNO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,8,0,0,0,0,0,8,0,8
ENTRE RIOS CBBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,11,0,0,0,0,0,11,0,11
ESCOMA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,2,0,0,0,0,0,2,0,2
EXALTACION,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,1,1
GUAYARAMERIN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,6,0,0,0,0,0,6,0,6
HUACARETA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,1,0,2,0,0,0,0,0,3,0,3
HUACAYA (VILLA DE HUACAYA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,1,0,0,0,0,0,0,0,1,1
HUANUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,3,0,0,0,0,0,3,0,3
INCAHUASI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,1,0,0,0,0,0,1,0,1
LA ASUNTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,1,0,0,0,0,0,1,0,1
LA GUARDIA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,2,0,14,0,0,0,0,0,16,0,16
LA PAZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,8,0,138,2,10,3,0,0,156,5,161
LICOMA PAMPA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,1,1
MIZQUE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,5,0,0,0,0,0,5,0,5
MONTEAGUDO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,2,0,0,0,0,0,2,0,2
MONTERO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,6,0,1,0,0,0,7,0,7
OCURI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,1,1,0,0,0,0,1,1,2
ORURO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,3,0,19,0,8,0,0,0,30,0,30
PAILON,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,1,0,4,0,1,0,0,0,6,0,6
PALOS BLANCOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,1,0,1,0,0,0,0,0,2,0,2
PATACAMAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,4,0,0,0,0,0,4,0,4
POJO (CBBA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,1,0,0,0,0,0,1,0,1
POTOSI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,7,0,27,0,3,0,1,0,38,0,38
PUERTO RICO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,1,0,0,0,0,0,1,0,1
PUNATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,2,0,19,0,3,0,0,0,24,0,24
QUILLACOLLO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,8,0,35,0,3,0,0,0,46,0,46
RIBERALTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,2,0,13,0,37,0,2,0,0,0,54,0,54
SACABA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,4,0,41,0,8,0,0,0,53,0,53
SAN BUENA VENTURA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,15,0,1,0,0,0,16,0,16
SAN JULIAN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,6,0,7,0,0,0,0,0,13,0,13
SAN LORENZO(TJA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,1,0,3,0,0,0,0,0,4,0,4
SAN MIGUEL DE VELASCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN RAMON BENI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,1,1,0,0,0,0,1,1,2
SANTA ANA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,1,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,17,0,171,44,11,3,0,0,199,47,246
SHINAOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,2,0,9,0,0,0,0,0,11,0,11
SIPE SIPE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,1,0,0,0,0,0,1,0,1
SUCRE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,10,1,77,3,13,0,0,0,100,4,104
TACOPAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,1,0,0,0,0,0,1,0,1
TARABUCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,2,0,0,0,0,0,2,0,2
TARATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
TARIJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,14,0,2,0,0,0,16,0,16
TIQUIPAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,11,0,1,0,0,0,12,0,12
TOLATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,1,1
TOTORA(ORR),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,1,1
TRINIDAD,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,1,0,4,0,22,0,0,0,0,0,27,0,27
UYUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,3,1,1,0,0,0,4,1,5
VALLEGRANDE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,2,0,0,0,0,0,2,0,2
VILLA MONTES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,2,0,9,0,0,0,0,0,11,0,11
VILLA TUNARI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,1,0,7,0,0,0,0,0,8,0,8
VINTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,3,0,19,0,3,0,0,0,25,0,25
WARNES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,1,12,5,0,0,0,0,12,6,18
YACUIBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,4,0,8,0,2,0,0,0,14,0,14
YAPACANI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-01-01,0,0,0,0,16,0,0,0,0,0,16,0,16
AIQUILE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,1,0,8,0,0,0,0,0,9,0,9
ANZALDO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,1,0,0,0,0,0,1,0,1
ARBIETO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,1,0,0,0,0,0,0,0,1,0,1
ATOCHA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,1,0,0,0,0,0,1,0,1
CAMARGO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,1,0,8,0,0,0,0,0,9,0,9
CAMIRI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,2,0,6,0,0,0,0,0,8,0,8
CAPINOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,3,0,0,0,0,0,3,0,3
CARANAVI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,1,0,6,0,0,0,0,0,7,0,7
CARAPARI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,1,0,1,0,0,0,2,0,2
CHALLAPATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,2,0,4,1,0,0,0,0,6,1,7
CLIZA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,1,0,3,1,0,0,0,0,4,1,5
COBIJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,3,0,10,0,0,0,0,0,13,0,13
COCHABAMBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,16,0,62,4,4,0,0,0,82,4,86
COLCAPIRHUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,5,0,0,0,0,0,5,0,5
COLOMI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,1,0,0,0,0,0,1,0,1
COPACABANA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,0,1,0,0,0,0,0,1,1
COROICO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,5,0,1,0,0,0,6,0,6
COTOCA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,11,0,0,0,0,0,11,0,11
CULPINA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,0,1,0,0,0,0,0,1,1
EL ALTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,4,0,46,0,4,0,0,0,54,0,54
EL PUENTE(TJA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,1,0,0,0,0,0,1,0,1
ENTRE RIOS CBBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,7,0,0,0,0,0,7,0,7
GUANAY,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,1,0,0,0,0,0,1,0,1
GUAQUI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,0,1,0,0,0,0,0,1,1
GUAYARAMERIN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,3,0,4,0,0,0,0,0,7,0,7
HUACARETA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,0,0,1,0,0,0,1,0,1
HUANUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,2,0,0,0,0,0,2,0,2
ICLA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,0,1,0,0,0,0,0,1,1
LA GUARDIA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,2,0,10,0,0,0,0,0,12,0,12
LA PAZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,1,0,97,1,11,1,0,0,109,2,111
MIZQUE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,2,0,0,0,0,0,2,0,2
MONTERO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,1,0,11,0,1,0,0,0,13,0,13
OCURI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,0,0,0,1,0,0,0,1,1
ORURO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,1,0,0,0,7,0,3,0,0,0,11,0,11
PADILLA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,1,0,0,0,1,0,0,0,2,0,2
PAILON,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,2,0,6,0,0,0,0,0,8,0,8
PATACAMAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,3,0,0,0,0,0,3,0,3
POCONA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,1,0,0,0,0,0,1,0,1
POTOSI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,3,0,16,3,4,0,0,0,23,3,26
PUNATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,16,0,0,0,1,0,17,0,17
QUILLACOLLO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,5,0,25,0,5,0,0,0,35,0,35
RIBERALTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,6,0,16,0,0,0,0,0,22,0,22
RURRENABAQUE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,3,0,0,0,0,0,3,0,3
SACABA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,4,0,46,0,3,0,0,0,53,0,53
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,2,0,7,0,0,0,0,0,9,0,9
SAN JULIAN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,3,0,10,0,0,0,0,0,13,0,13
SAN LORENZO(TJA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,2,0,0,0,0,0,2,0,2
SAN LUCAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,1,0,8,0,118,34,2,2,0,0,129,36,165
SHINAOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,9,0,0,0,0,0,9,0,9
SUCRE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,8,0,39,3,5,0,0,0,52,3,55
TARABUCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,2,0,0,0,0,0,2,0,2
TARIJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,0,1,0,0,0,0,0,1,1
TIQUIPAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,7,0,1,0,0,0,8,0,8
TOTORA(CBBA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,1,0,2,0,0,0,0,0,3,0,3
TRINIDAD,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,3,0,12,0,1,0,0,0,16,0,16
UYUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,1,0,5,0,0,0,0,0,6,0,6
VILLA MONTES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,3,0,9,0,0,0,0,0,12,0,12
VILLA TUNARI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,18,0,1,0,0,0,19,0,19
VINTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,1,0,18,0,2,0,0,0,21,0,21
VITICHI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,1,0,1,0,0,0,0,0,2,2
WARNES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,8,3,3,1,0,0,11,4,15
YACUIBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,4,0,7,1,1,0,0,0,12,1,13
YAPACANI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,5,0,0,0,0,0,5,0,5
ZUDAÑEZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-02-01,0,0,0,0,1,0,0,0,0,0,1,0,1
AIQUILE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,2,0,8,0,0,0,0,0,10,0,10
ANZALDO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,1,0,0,0,0,0,1,0,1
ARBIETO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,1,1,0,0,0,0,1,1,2
ASCENCION DE GUARAYOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,0,3,1,0,0,0,1,3,4
AYOPAYA (V. DE INDEPENDENCIA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,1,0,0,0,0,0,1,0,1
BERMEJO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,2,0,1,0,0,0,3,0,3
CAMARGO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,9,0,1,0,0,0,10,0,10
CAMIRI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,2,0,8,0,0,0,0,0,10,0,10
CAPINOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,3,0,13,0,0,0,0,0,16,0,16
CARANAVI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,1,0,0,0,2,0,0,0,3,0,3
CARAPARI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,1,0,0,0,0,0,1,0,1
CHALLAPATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,1,0,0,0,0,0,1,0,1
CLIZA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,1,3,0,1,0,0,0,4,1,5
COCHABAMBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,2,0,14,1,48,4,2,1,0,0,66,6,72
COLCAPIRHUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,1,0,14,0,1,0,0,0,16,0,16
COLOMI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,2,0,2,0,0,0,4,0,4
COROICO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,1,0,0,0,0,0,1,0,1
COTOCA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,2,0,18,0,0,0,0,0,20,0,20
CUCHUMUELA (V. G. VILLARROEL),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,1,0,0,0,0,0,0,0,1,0,1
EL ALTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,4,0,51,2,5,0,0,0,60,2,62
EL TORNO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,4,0,0,0,0,0,4,0,4
ENTRE RIOS TRJ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,1,0,0,0,0,0,1,0,1
ENTRE RIOS CBBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-03-01,0,0,0,0,4,0,1,0,0,0,5,0,5
