municipality,group,variable,month,Cantidad,TOTAL
FERNANDEZ ALONSO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,6,6
GENERAL SAAVEDRA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,2,2
GUANAY,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,5,5
GUAYARAMERIN,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,39,39
HUACHACALLA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
HUANUNI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,20,20
HUAYLLAMARCA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,2,2
HUMANATA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
ICLA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
INCAHUASI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,2,2
INQUISIVI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,3,3
IRUPANA (VILLA DE LANZA),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,3,3
IXIAMAS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,4,4
JESUS DE MACHACA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
LA ASUNTA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,84,84
LA GUARDIA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,64,64
LA PAZ,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,323,323
LAGUNILLAS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,3,3
LAJA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,2,2
LAS CARRERAS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
LICOMA PAMPA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
LLALLAGUA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,44,44
LORETO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,5,5
MACHARETI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,5,5
MAGDALENA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,3,3
MAIRANA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,8,8
MAPIRI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,8,8
MECAPACA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
MINEROS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,22,22
MIZQUE,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,44,44
MOCOMOCO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
MONTEAGUDO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,34,34
MONTERO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,54,54
NACEBE (SANTA ROSA DEL ABUNA),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,2,2
OCURI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,3,3
OKINAWA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,8,8
ORURO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,142,142
PADCAYA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,6,6
PAILON,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,16,16
PALCA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,6,6
PALOS BLANCOS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,15,15
PAMPA GRANDE,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,9,9
PAPEL PAMPA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
PAZÑA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,2,2
PELECHUCO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,3,3
POCOATA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,5,5
PORCO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,2,2
PORONGO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
PORTACHUELO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,14,14
PORVENIR,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
POTOSI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,149,149
PRESTO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
PUCARANI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,8,8
PUERTO CARABUCO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
PUERTO GONZALO MORENO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,8,8
PUERTO PEREZ,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
PUERTO RICO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
PUERTO VILLARROEL,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,90,90
PUNATA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,13,13
QUIABAYA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
QUILLACOLLO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,116,116
QUIME,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,3,3
RIBERALTA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,110,110
ROBORE,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,10,10
RURRENABAQUE,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
SABAYA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,2,2
SACABA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,93,93
SACABAMBA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,5,5
SACACA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,16,16
SAIPINA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,7,7
SALINAS DE GARCI MENDOZA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,2,2
SAMAIPATA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,7,7
SAN ANDRES,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,4,4
SAN ANDRES DE MACHACA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,4,4
SAN BORJA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,20,20
SAN BUENA VENTURA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,14,14
SAN CARLOS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,9,9
SAN IGNACIO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,12,12
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,33,33
SAN JAVIER(BNI),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,2,2
SAN JOAQUIN,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,7,7
SAN JOSE DE CHIQUITOS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,9,9
SAN JUAN DE YAPACANI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
SAN JULIAN,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,3,3
SAN LORENZO(PND),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
SAN LORENZO(TJA),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,10,10
SAN MATIAS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,16,16
SAN MIGUEL DE VELASCO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,7,7
SAN PABLO DE LIPEZ,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,3,3
SAN PEDRO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,6,6
SAN PEDRO DE BUENA VISTA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
SAN PEDRO DE TIQUINA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
SAN RAFAEL,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,6,6
SANTA ANA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,2,2
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1788,1788
SANTA ROSA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
SANTA ROSA DEL SARA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,5,5
SANTIAGO DE HUATA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,2,2
SANTIAGO DE MACHACA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,2,2
SANTIVAÑES,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,3,3
SANTUARIO DE QUILLACAS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
SENA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
SHINAOTA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,27,27
SICA SICA (VILLA AROMA),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,9,9
SIPE SIPE,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,26,26
SOPACHUY,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
SORACACHI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
SORATA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,7,7
SUCRE,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,53,53
TACACOMA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,5,5
TACOBAMBA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,3,3
TAPACARI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
TARABUCO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,5,5
TARATA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,18,18
TARIJA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,132,132
TARVITA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,2,2
TIAWANACU,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
TINGUIPAYA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,3,3
TIPUANI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,5,5
TIQUIPAYA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,54,54
TIRAQUE (CBBA),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,13,13
TOLATA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,3,3
TOLEDO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,4,4
TOMINA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,4,4
TRIGAL,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
TRINIDAD,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,157,157
TUPIZA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,15,15
TURCO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
UNCIA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,23,23
URUBICHA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,5,5
UYUNI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,17,17
VACAS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
VALLEGRANDE,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,6,6
VIACHA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,59,59
VILLA CHARCAS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,3,3
VILLA MONTES,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,18,18
VILLA NUEVA (LOMA ALTA),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,2,2
VILLA RIVERO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
VILLA SERRANO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,2,2
VILLA TUNARI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,69,69
VILLA VACA GUZMAN (MUYUPAMPA),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
VILLAZON,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,21,21
VINTO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,18,18
VITICHI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
WARNES,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,104,104
YACO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
YACUIBA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,26,26
YAMPARAEZ,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
YANACACHI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,2,2
YAPACANI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
YUNCHARA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-01-01,1,1
ACHACACHI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,10,10
ACHOCALLA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,2,2
AIQUILE,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,38,38
ALTO BENI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,1,1
ANCORAIMES,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,6,6
ANDAMARCA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,1,1
ANTEQUERA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,1,1
APOLO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,3,3
ARANI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,3,3
ASCENCION DE GUARAYOS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,85,85
ATOCHA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,17,17
AUCAPATA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,4,4
BATALLAS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,8,8
BERMEJO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,23,23
BETANZOS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,15,15
BUENA VISTA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,2,2
CABEZAS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,7,7
CAJUATA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,19,19
CALACOTO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,1,1
CALAMARCA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,1,1
CAMIRI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,35,35
CAQUIAVIRI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,2,2
CARACOLLO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,8,8
CARANAVI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,5,5
CARAPARI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,19,19
CHALLAPATA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,11,11
CHARAGUA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,3,3
CHAYANTA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,1,1
CHIMORE,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,11,11
CHULUMANI (V. DE LA LIBERTAD),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,9,9
CHUMA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,9,9
CHUQUIHUTA AYLLU JUCUMANI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,6,6
COBIJA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,36,36
COCHABAMBA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,429,429
COLCAPIRHUA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,47,47
COLOMI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,3,3
COLPA BELGICA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,5,5
COLQUENCHA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,5,5
COLQUIRI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,9,9
COMANCHE,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,1,1
COMARAPA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,12,12
COPACABANA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,1,1
CORIPATA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,1,1
CORO CORO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,1,1
COROICO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,10,10
CORQUE,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,1,1
COTOCA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,25,25
CUATRO CAÑADAS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,7,7
CUEVO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,2,2
CURAHUARA DE CARANGAS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,8,8
CURVA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,1,1
DESAGUADERO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,6,6
EL ALTO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,368,368
EL PUENTE(STC),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,3,3
EL PUENTE(TJA),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,12,12
EL TORNO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,19,19
ENTRE RIOS CBBA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,28,28
ESCOMA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,9,9
EUREKA (SANTOS MERCADO),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,1,1
FERNANDEZ ALONSO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,15,15
GENERAL SAAVEDRA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,1,1
GUANAY,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,5,5
GUAQUI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,4,4
GUAYARAMERIN,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,13,13
HUACAYA (VILLA DE HUACAYA),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,2,2
HUACHACALLA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2010-02-01,1,1
