municipality,group,variable,month,Cantidad,TOTAL
TIPUANI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-03-01,1,1
TRINIDAD,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-03-01,9,9
URUBICHA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-03-01,1,1
YACUIBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-03-01,1,1
YANACACHI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-03-01,1,1
YAPACANI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-03-01,1,1
ASCENCION DE GUARAYOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,5,5
AZURDUY,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,1,1
BERMEJO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,1,1
CAMIRI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,2,2
CAPINOTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,1,1
CARACOLLO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,1,1
CLIZA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,1,1
COBIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,9,9
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,29,29
COTOCA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,5,5
EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,25,25
EL PUENTE(STC),salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,1,1
ESCOMA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,1,1
EXALTACION,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,1,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,54,54
LLALLAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,1,1
MAIRANA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,1,1
MINEROS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,1,1
ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,9,9
PADILLA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,1,1
POTOSI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,3,3
PUNATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,2,2
RIBERALTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,7,7
ROBORE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,4,4
RURRENABAQUE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,1,1
SACABA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,1,1
SACACA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,1,1
SAN BUENA VENTURA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,1,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,1,1
SAN JULIAN,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,1,1
SANTA ANA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,3,3
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,66,66
SUCRE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,3,3
TACOPAYA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,1,1
TARIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,4,4
TOTORA(CBBA),salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,1,1
TRINIDAD,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,4,4
VILLA MONTES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,1,1
VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,5,5
VILLAZON,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,2,2
VINTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,1,1
YACUIBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-04-01,1,1
ARANI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,6,6
ASCENCION DE GUARAYOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,2,2
ATOCHA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,6,6
BERMEJO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,1,1
CAPINOTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,2,2
COBIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,7,7
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,17,17
COTOCA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,6,6
EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,28,28
EL PUENTE(STC),salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,1,1
EL TORNO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,2,2
INCAHUASI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,1,1
IXIAMAS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,1,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,61,61
LLALLAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,3,3
ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,21,21
POTOSI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,11,11
PRESTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,1,1
PUERTO SUAREZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,2,2
PUERTO VILLARROEL,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,1,1
QUILLACOLLO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,1,1
ROBORE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,1,1
RURRENABAQUE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,6,6
SAN ANDRES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,1,1
SAN BUENA VENTURA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,1,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,3,3
SAN JAVIER(STC),salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,1,1
SAN MATIAS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,4,4
SANTA ANA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,89,89
SANTIAGO DE HUATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,1,1
SORATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,1,1
SUCRE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,4,4
TACOBAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,1,1
TARIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,8,8
TIQUIPAYA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,1,1
TRINIDAD,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,12,12
TURCO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,1,1
VILA VILA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,1,1
VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,1,1
VILLAZON,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,2,2
YACUIBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,3,3
YAPACANI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-05-01,1,1
ALTO BENI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,2,2
ASCENCION DE GUARAYOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,3,3
ATOCHA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,1,1
BERMEJO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,1,1
CALAMARCA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,1,1
CAMIRI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,1,1
CARMEN RIVERO TORREZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,1,1
CHALLAPATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,2,2
CHOQUE COTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,1,1
COBIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,5,5
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,26,26
COTOCA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,3,3
EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,28,28
FERNANDEZ ALONSO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,1,1
IRUPANA (VILLA DE LANZA),salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,1,1
LA ASUNTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,1,1
LA GUARDIA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,3,3
LA PAZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,35,35
LLALLAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,19,19
MACHARETI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,1,1
MINEROS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,2,2
MONTEAGUDO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,1,1
MONTERO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,4,4
ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,24,24
PAILON,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,1,1
PORCO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,1,1
PORONGO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,1,1
PORTACHUELO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,1,1
POTOSI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,19,19
PUERTO SUAREZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,1,1
RIBERALTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,2,2
ROBORE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,2,2
SAN CARLOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,1,1
SAN IGNACIO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,1,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,5,5
SAN JAVIER(BNI),salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,1,1
SAN JAVIER(STC),salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,6,6
SAN JOSE DE CHIQUITOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,1,1
SAN JUAN DE YAPACANI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,1,1
SAN JULIAN,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,1,1
SAN MATIAS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,1,1
SANTA ANA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,3,3
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,109,109
SUCRE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,4,4
TARIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,7,7
TRINIDAD,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,5,5
VILLA SERRANO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,1,1
VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,2,2
VILLAZON,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,6,6
YACUIBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,1,1
YAPACANI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-06-01,2,2
ACHACACHI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,1,1
APOLO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,1,1
ASCENCION DE GUARAYOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,1,1
ATOCHA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,1,1
CAMIRI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,1,1
CHALLAPATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,1,1
CHIMORE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,1,1
CLIZA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,1,1
COBIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,4,4
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,26,26
CONCEPCION,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,1,1
CORO CORO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,1,1
COROICO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,3,3
COTOCA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,3,3
EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,26,26
EL TORNO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,1,1
ENTRE RIOS CBBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,1,1
ESCOMA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,2,2
FERNANDEZ ALONSO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,1,1
HUANUNI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,1,1
ICLA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,2,2
LA GUARDIA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,2,2
LA PAZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,20,20
LLALLAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,1,1
MINEROS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,1,1
MONTEAGUDO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,6,6
MONTERO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,4,4
ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,23,23
PADILLA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,1,1
POTOSI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,20,20
QUILLACOLLO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,5,5
RIBERALTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,3,3
ROBORE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,2,2
RURRENABAQUE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,1,1
SACABA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,3,3
SAN BUENA VENTURA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,5,5
SAN CARLOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,19,19
SAN IGNACIO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,1,1
SAN JULIAN,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,1,1
SAN MATIAS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,1,1
SANTA ANA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,4,4
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,58,58
SUCRE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2010-07-01,7,7
