municipality,group,variable,month,Cantidad,TOTAL-M
CHARAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,4,4
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,15,15
COTOCA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,1,1
EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,12,12
LA ASUNTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,1,1
LLALLAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,6,6
MACHARETI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,1,1
MINEROS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,2,2
MONTEAGUDO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,1,1
MONTERO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,2,2
OCURI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,2,2
ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,14,14
PAILON,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,1,1
PORTACHUELO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,1,1
POTOSI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,4,4
PUERTO SILES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,1,1
PUERTO VILLARROEL,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,3,3
RIBERALTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,2,2
SACABA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,1,1
SAN CARLOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,2,2
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,1,1
SAN JOAQUIN,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,1,1
SANTA ANA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,2,2
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,29,29
SIPE SIPE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,1,1
SUCRE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,10,10
TAPACARI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,1,1
TARIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,3,3
TIAWANACU,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,1,1
TIRAQUE (CBBA),salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,4,4
TRINIDAD,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,15,15
URIONDO (A. CONCEPCION),salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,1,1
VILLA MONTES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,2,2
CAMIRI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,1,1
CARACOLLO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,2,2
CARANAVI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,2,2
CHALLAPATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,2,2
CHARAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,2,2
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,9,9
COTOCA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,6,6
EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,10,10
GUAYARAMERIN,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,1,1
LA GUARDIA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,1,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,2,2
LLALLAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,5,5
MONTEAGUDO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,1,1
MONTERO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,3,3
OKINAWA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,2,2
ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,25,25
POROMA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,1,1
POTOSI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,14,14
PUERTO RICO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,1,1
REYES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,1,1
RIBERALTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,8,8
SACABA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,6,6
SALINAS DE GARCI MENDOZA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,1,1
SAN ANDRES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,1,1
SAN CARLOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,1,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,3,3
SAN JUAN DE YAPACANI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,1,1
SANTA ANA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,3,3
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,43,43
SANTA ROSA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,2,2
SUCRE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,9,9
TARABUCO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,2,2
TARIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,6,6
TIRAQUE (CBBA),salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,1,1
TRINIDAD,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,16,16
VILLA MONTES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,1,1
VILLA SERRANO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,1,1
VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,1,1
WALDO BALLIVIAN,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-03-01,1,1
CAJUATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,1,1
CAMIRI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,3,3
CARANAVI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,6,6
CHARAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,2,2
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,9,9
COTOCA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,2,2
EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,7,7
GUAYARAMERIN,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,2,2
HUANUNI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,1,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,1,1
LAS CARRERAS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,1,1
LLALLAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,1,1
MONTEAGUDO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,2,2
ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,16,16
PADILLA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,1,1
POTOSI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,8,8
PUERTO RICO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,1,1
PUERTO VILLARROEL,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,3,3
RAVELO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,1,1
RIBERALTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,1,1
ROBORE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,3,3
SACABA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,1,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,6,6
SAN JAVIER(BNI),salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,1,1
SANTA ANA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,53,53
SORATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,1,1
SUCRE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,9,9
TARIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,11,11
TEOPONTE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,2,2
TRINIDAD,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,7,7
TUPIZA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,1,1
UNCIA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,1,1
VILLA MONTES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,8,8
VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-04-01,1,1
AIQUILE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-05-01,1,1
BAURES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-05-01,1,1
CHARAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-05-01,1,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-05-01,5,5
COROICO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-05-01,2,2
COTOCA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-05-01,6,6
EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-05-01,16,16
LA GUARDIA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-05-01,1,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-05-01,1,1
LLALLAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-05-01,1,1
MONTEAGUDO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-05-01,1,1
ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-05-01,17,17
POTOSI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-05-01,3,3
PUERTO RICO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-05-01,1,1
QUILLACOLLO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-05-01,2,2
RIBERALTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-05-01,2,2
SAN CARLOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-05-01,2,2
SANTA ANA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-05-01,3,3
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-05-01,54,54
SUCRE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-05-01,4,4
TARIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-05-01,4,4
TRINIDAD,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-05-01,13,13
URIONDO (A. CONCEPCION),salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-05-01,1,1
VILLA MONTES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-05-01,1,1
ASCENCION DE GUARAYOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,1,1
ATOCHA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,1,1
BERMEJO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,1,1
CAMIRI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,4,4
CAPINOTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,1,1
CARANAVI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,2,2
CHALLAPATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,1,1
CHARAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,1,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,9,9
COLCAPIRHUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,1,1
COTOCA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,1,1
EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,10,10
EUCALIPTUS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,1,1
FERNANDEZ ALONSO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,1,1
GUAYARAMERIN,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,1,1
HUANUNI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,2,2
INGAVI (HUMAITA),salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,1,1
LA GUARDIA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,1,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,2,2
LORETO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,1,1
MONTEAGUDO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,2,2
MONTERO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,5,5
OKINAWA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,1,1
ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,20,20
PORTACHUELO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,1,1
POTOSI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,1,1
PUERTO SUAREZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,1,1
RAVELO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,1,1
RIBERALTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,2,2
SAN CARLOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,1,1
SANTA ANA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,94,94
SUCRE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,5,5
TARIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,10,10
TARVITA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,1,1
TRINIDAD,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,16,16
VILLAZON,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,1,1
WARNES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-06-01,2,2
ATOCHA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,2,2
BOYUIBE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,1,1
CAIROMA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,1,1
CARANAVI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,1,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,10,10
COTOCA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,2,2
EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,22,22
LA GUARDIA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,1,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,3,3
LLALLAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,2,2
MONTEAGUDO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,2,2
ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,15,15
PAILON,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,1,1
PATACAMAYA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,1,1
POTOSI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,5,5
RIBERALTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,6,6
SAN ANDRES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,2,2
SAN BORJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,1,1
SAN CARLOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,2,2
SAN JOAQUIN,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,2,2
SAN LUCAS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,2,2
SAN PEDRO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,1,1
SAN PEDRO DE TIQUINA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,1,1
SANTA ANA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,3,3
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,50,50
SUCRE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,6,6
TARIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,5,5
TORO TORO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,1,1
TRINIDAD,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,5,5
UNCIA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,3,3
VILLA MONTES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,1,1
VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,1,1
VILLAZON,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,2,2
WARNES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-07-01,2,2
ASCENCION DE GUARAYOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,2,2
AUCAPATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,1,1
BETANZOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,2,2
CAMARGO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,1,1
COBIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,1,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,8,8
COTOCA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,3,3
EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,24,24
GENERAL SAAVEDRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,1,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,16,16
LLALLAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,2,2
MONTEAGUDO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,1,1
ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,16,16
POTOSI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,8,8
PUERTO VILLARROEL,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,2,2
PUNATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,3,3
QUIME,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,1,1
RIBERALTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,16,16
SAN BORJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,3,3
SAN CARLOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,1,1
SAN IGNACIO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,1,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,3,3
SAN JULIAN,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,1,1
SAN LORENZO(TJA),salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,1,1
SAN LUCAS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,2,2
SAN MIGUEL DE VELASCO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,1,1
SAN RAFAEL,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,1,1
SANTA ANA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,64,64
SUCRE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,10,10
TARIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,5,5
TRINIDAD,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,17,17
UNCIA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,2,2
VIACHA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,1,1
VILLA MONTES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,1,1
VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,1,1
WARNES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,1,1
YOCALLA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-08-01,1,1
AIQUILE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-09-01,1,1
CAMARGO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-09-01,1,1
CARANAVI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-09-01,2,2
CHALLAPATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-09-01,1,1
CHARAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-09-01,2,2
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-09-01,14,14
COTOCA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-09-01,1,1
EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-09-01,14,14
EXALTACION,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-09-01,1,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-09-01,15,15
LLALLAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-09-01,4,4
MINEROS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-09-01,1,1
MONTEAGUDO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-09-01,1,1
MONTERO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-09-01,1,1
ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-09-01,19,19
PAILON,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-09-01,1,1
POTOSI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-09-01,15,15
QUILLACOLLO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-09-01,1,1
RIBERALTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-09-01,8,8
SAN ANDRES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-09-01,1,1
SAN BORJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-09-01,2,2
