municipality,group,variable,month,Cantidad,TOTAL-M
JESUS DE MACHACA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,2,2
LA ASUNTA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,70,70
LA GUARDIA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,28,28
LA PAZ,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,176,176
LLALLAGUA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,61,61
LURIBAY,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,2,2
MACHACAMARCA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,7,7
MACHARETI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,4,4
MAIRANA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,6,6
MAPIRI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,8,8
MINEROS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,61,61
MIZQUE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,30,30
MOCOMOCO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,1,1
MONTEAGUDO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,17,17
MONTERO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,113,113
MOROCHATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,11,11
OCURI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,4,4
ORURO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,173,173
PADILLA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,6,6
PAILON,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,51,51
PALOS BLANCOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,7,7
PAMPA GRANDE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,3,3
PATACAMAYA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,1,1
PAZÑA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,2,2
POCOATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,2,2
POCONA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,9,9
POJO (CBBA),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,5,5
PORCO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,1,1
PORTACHUELO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,38,38
POTOSI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,91,91
PUERTO ACOSTA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,3,3
PUERTO CARABUCO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,3,3
PUERTO GONZALO MORENO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,2,2
PUERTO RICO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,2,2
PUERTO VILLARROEL,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,118,118
PUNA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,3,3
PUNATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,16,16
QUIABAYA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,2,2
QUILLACOLLO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,33,33
QUIRUSILLAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,4,4
RAVELO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,3,3
REYES,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,12,12
RIBERALTA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,83,83
RURRENABAQUE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,12,12
SABAYA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,1,1
SACABA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,134,134
SACACA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,11,11
SALINAS DE GARCI MENDOZA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,1,1
SAMAIPATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,6,6
SAN ANDRES,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,3,3
SAN BENITO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,9,9
SAN BORJA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,5,5
SAN BUENA VENTURA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,17,17
SAN CARLOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,12,12
SAN IGNACIO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,3,3
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,128,128
SAN JAVIER(BNI),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,2,2
SAN JAVIER(STC),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,3,3
SAN JOSE DE CHIQUITOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,2,2
SAN JUAN DE YAPACANI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,16,16
SAN JULIAN,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,23,23
SAN LORENZO(TJA),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,6,6
SAN LUCAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,7,7
SAN MIGUEL DE VELASCO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,8,8
SAN PEDRO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,5,5
SAN PEDRO DE TIQUINA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,2,2
SAN PEDRO(PND),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,1,1
SAN RAFAEL,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,2,2
SANTA ANA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,11,11
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,1123,1123
SANTA ROSA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,22,22
SANTA ROSA DEL SARA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,9,9
SANTIAGO DE HUARI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,1,1
SANTIAGO DE MACHACA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,1,1
SICA SICA (VILLA AROMA),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,6,6
SIPE SIPE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,5,5
SOPACHUY,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,3,3
SORACACHI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,3,3
SORATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,10,10
SUCRE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,100,100
TAPACARI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,1,1
TARABUCO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,3,3
TARATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,6,6
TARIJA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,86,86
TIAWANACU,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,1,1
TIPUANI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,6,6
TIQUIPAYA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,81,81
TIRAQUE (CBBA),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,58,58
TORO TORO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,3,3
TRINIDAD,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,284,284
TUPIZA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,22,22
UNCIA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,2,2
UYUNI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,11,11
VACAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,9,9
VALLEGRANDE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,7,7
VILA VILA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,3,3
VILLA MONTES,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,11,11
VILLA SERRANO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,4,4
VILLA TUNARI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,14,14
VILLA VACA GUZMAN (MUYUPAMPA),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,5,5
VILLAZON,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,15,15
VINTO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,9,9
VITICHI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,1,1
WARNES,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,70,70
YACUIBA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,32,32
YAMPARAEZ,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,1,1
YAPACANI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,18,18
YOCALLA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-01-01,1,1
ACACIO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,2,2
ACHACACHI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,14,14
AIQUILE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,15,15
ARAMPAMPA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,1,1
ARQUE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,4,4
ATOCHA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,10,10
AZURDUY,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,2,2
BATALLAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,9,9
BERMEJO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,5,5
BETANZOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,10,10
BOYUIBE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,1,1
BUENA VISTA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,24,24
CAIROMA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,2,2
CAJUATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,16,16
CALAMARCA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,5,5
CAMARGO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,11,11
CAMIRI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,24,24
CAPINOTA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,4,4
CARACOLLO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,27,27
CARANAVI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,18,18
CARAPARI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,1,1
CHALLAPATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,24,24
CHAQUI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,2,2
CHARAGUA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,18,18
CHAYANTA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,1,1
CHIMORE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,56,56
CHUMA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,3,3
CLIZA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,7,7
COBIJA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,24,24
COCHABAMBA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,320,320
COLCAPIRHUA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,24,24
"COLCHA ""K""",salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,1,1
COLOMI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,3,3
COLPA BELGICA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,8,8
COLQUECHACA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,11,11
COLQUENCHA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,1,1
COMARAPA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,2,2
COMBAYA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,1,1
CONCEPCION,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,25,25
COPACABANA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,2,2
COROICO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,7,7
CORQUE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,1,1
COTOCA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,26,26
CUATRO CAÑADAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,1,1
CUEVO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,4,4
CULPINA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,3,3
CURAHUARA DE CARANGAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,1,1
EL ALTO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,425,425
EL TORNO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,13,13
EL VILLAR,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,1,1
ENTRE RIOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,18,18
EUCALIPTUS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,1,1
EXALTACION,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,8,8
FERNANDEZ ALONSO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,7,7
GUANAY,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,30,30
GUAYARAMERIN,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,56,56
GUTIERREZ,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,1,1
HUACARETA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,4,4
HUANUNI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,6,6
ICLA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,7,7
INCAHUASI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,14,14
INQUISIVI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,1,1
JESUS DE MACHACA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,1,1
LA GUARDIA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,31,31
LA PAZ,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,148,148
LAGUNILLAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,1,1
LAJA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,1,1
LAS CARRERAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,4,4
LICOMA PAMPA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,3,3
LLALLAGUA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,65,65
LORETO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,1,1
LURIBAY,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,5,5
MACHACAMARCA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,8,8
MACHARETI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,6,6
MAIRANA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,3,3
MAPIRI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,2,2
MINEROS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,45,45
MIZQUE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,19,19
MOCOMOCO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,3,3
MOJOCOYA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,5,5
MONTEAGUDO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,15,15
MONTERO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,99,99
MORO MORO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,9,9
MOROCHATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,18,18
OCURI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,7,7
OKINAWA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,12,12
ORURO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,150,150
PADCAYA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,5,5
PADILLA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,11,11
PAILON,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,54,54
PALOS BLANCOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,36,36
PAMPA AULLAGAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,2,2
PAMPA GRANDE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,2,2
PAPEL PAMPA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,1,1
PATACAMAYA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,2,2
POCONA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,8,8
POJO (CBBA),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,2,2
PORCO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,1,1
POROMA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,2,2
PORTACHUELO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,42,42
POTOSI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,75,75
PUCARANI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,6,6
PUERTO ACOSTA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,3,3
PUERTO GONZALO MORENO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,3,3
PUERTO QUIJARRO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,1,1
PUERTO RICO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,6,6
PUERTO SILES,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2005-02-01,5,5
