municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 14 años,15 a 59 años,60 y más,TOTAL
PUERTO RICO,sospecha diagnostica,dengue clasico,2007-02-01,0,0,2,4,0,6
PUERTO SUAREZ,sospecha diagnostica,dengue clasico,2007-02-01,0,0,0,2,0,2
PUERTO VILLARROEL,sospecha diagnostica,dengue clasico,2007-02-01,0,0,1,3,0,4
RIBERALTA,sospecha diagnostica,dengue clasico,2007-02-01,0,0,1,0,0,1
ROBORE,sospecha diagnostica,dengue clasico,2007-02-01,0,0,2,7,0,9
SACABA,sospecha diagnostica,dengue clasico,2007-02-01,0,0,0,3,0,3
SAN CARLOS,sospecha diagnostica,dengue clasico,2007-02-01,0,0,2,2,0,4
SAN IGNACIO DE VELASCO,sospecha diagnostica,dengue clasico,2007-02-01,0,0,1,3,2,6
SAN JOSE DE CHIQUITOS,sospecha diagnostica,dengue clasico,2007-02-01,0,0,1,3,0,4
SAN JUAN DE YAPACANI,sospecha diagnostica,dengue clasico,2007-02-01,0,0,0,1,0,1
SAN JULIAN,sospecha diagnostica,dengue clasico,2007-02-01,0,1,15,52,0,68
SAN MATIAS,sospecha diagnostica,dengue clasico,2007-02-01,0,3,2,13,1,19
SAN PEDRO,sospecha diagnostica,dengue clasico,2007-02-01,0,0,6,36,3,45
SAN RAFAEL,sospecha diagnostica,dengue clasico,2007-02-01,0,0,0,4,0,4
SAN RAMON,sospecha diagnostica,dengue clasico,2007-02-01,0,0,4,29,4,37
SAN RAMON,sospecha diagnostica,dengue clasico,2007-02-01,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2007-02-01,2,31,144,578,30,785
SANTA ROSA DEL SARA,sospecha diagnostica,dengue clasico,2007-02-01,0,0,1,3,1,5
TIPUANI,sospecha diagnostica,dengue clasico,2007-02-01,0,0,0,1,0,1
TIRAQUE (CBBA),sospecha diagnostica,dengue clasico,2007-02-01,0,0,2,15,0,17
TRIGAL,sospecha diagnostica,dengue clasico,2007-02-01,0,0,0,2,0,2
TRINIDAD,sospecha diagnostica,dengue clasico,2007-02-01,0,7,5,5,0,17
VALLEGRANDE,sospecha diagnostica,dengue clasico,2007-02-01,1,1,7,17,0,26
VILLA MONTES,sospecha diagnostica,dengue clasico,2007-02-01,0,0,0,2,0,2
VILLA TUNARI,sospecha diagnostica,dengue clasico,2007-02-01,0,2,6,18,1,27
VILLA VACA GUZMAN (MUYUPAMPA),sospecha diagnostica,dengue clasico,2007-02-01,1,2,10,54,4,71
WARNES,sospecha diagnostica,dengue clasico,2007-02-01,0,0,2,16,1,19
YACUIBA,sospecha diagnostica,dengue clasico,2007-02-01,0,0,14,31,3,48
YAPACANI,sospecha diagnostica,dengue clasico,2007-02-01,0,1,2,4,0,7
ASCENCION DE GUARAYOS,sospecha diagnostica,dengue clasico,2007-03-01,0,0,0,1,0,1
BERMEJO,sospecha diagnostica,dengue clasico,2007-03-01,0,0,0,4,0,4
BUENA VISTA,sospecha diagnostica,dengue clasico,2007-03-01,0,0,0,7,3,10
CAMIRI,sospecha diagnostica,dengue clasico,2007-03-01,1,13,57,138,12,221
CARANAVI,sospecha diagnostica,dengue clasico,2007-03-01,0,1,0,0,0,1
CHARAGUA,sospecha diagnostica,dengue clasico,2007-03-01,0,0,1,3,0,4
COBIJA,sospecha diagnostica,dengue clasico,2007-03-01,0,3,9,17,1,30
COCHABAMBA,sospecha diagnostica,dengue clasico,2007-03-01,0,0,0,7,0,7
COLPA BELGICA,sospecha diagnostica,dengue clasico,2007-03-01,0,0,0,1,1,2
CONCEPCION,sospecha diagnostica,dengue clasico,2007-03-01,0,0,1,1,0,2
COTOCA,sospecha diagnostica,dengue clasico,2007-03-01,0,3,6,3,0,12
CUATRO CAÑADAS,sospecha diagnostica,dengue clasico,2007-03-01,0,0,0,1,0,1
EL PUENTE(STC),sospecha diagnostica,dengue clasico,2007-03-01,0,0,4,0,0,4
EL TORNO,sospecha diagnostica,dengue clasico,2007-03-01,0,0,4,7,1,12
ENTRE RIOS,sospecha diagnostica,dengue clasico,2007-03-01,0,0,1,7,0,8
ENTRE RIOS,sospecha diagnostica,dengue clasico,2007-03-01,0,0,3,5,0,8
FERNANDEZ ALONSO,sospecha diagnostica,dengue clasico,2007-03-01,0,0,0,1,0,1
FILADELFIA,sospecha diagnostica,dengue clasico,2007-03-01,0,1,0,0,0,1
GENERAL SAAVEDRA,sospecha diagnostica,dengue clasico,2007-03-01,0,0,0,2,0,2
GUAYARAMERIN,sospecha diagnostica,dengue clasico,2007-03-01,0,0,5,28,4,37
LA GUARDIA,sospecha diagnostica,dengue clasico,2007-03-01,0,0,4,4,0,8
LAGUNILLAS,sospecha diagnostica,dengue clasico,2007-03-01,0,0,1,3,0,4
MAIRANA,sospecha diagnostica,dengue clasico,2007-03-01,0,0,0,3,0,3
MONTEAGUDO,sospecha diagnostica,dengue clasico,2007-03-01,0,2,15,88,14,119
MONTERO,sospecha diagnostica,dengue clasico,2007-03-01,0,3,17,19,1,40
OKINAWA,sospecha diagnostica,dengue clasico,2007-03-01,0,0,5,9,1,15
PAILON,sospecha diagnostica,dengue clasico,2007-03-01,0,0,2,1,0,3
PORONGO,sospecha diagnostica,dengue clasico,2007-03-01,0,0,0,1,0,1
PORTACHUELO,sospecha diagnostica,dengue clasico,2007-03-01,0,2,4,9,2,17
PORVENIR,sospecha diagnostica,dengue clasico,2007-03-01,0,0,1,2,1,4
PUERTO RICO,sospecha diagnostica,dengue clasico,2007-03-01,0,0,3,20,0,23
PUERTO VILLARROEL,sospecha diagnostica,dengue clasico,2007-03-01,0,0,0,6,0,6
RIBERALTA,sospecha diagnostica,dengue clasico,2007-03-01,0,1,3,7,0,11
ROBORE,sospecha diagnostica,dengue clasico,2007-03-01,0,0,1,5,0,6
SAN CARLOS,sospecha diagnostica,dengue clasico,2007-03-01,0,0,0,1,0,1
SAN IGNACIO,sospecha diagnostica,dengue clasico,2007-03-01,0,0,3,12,1,16
SAN IGNACIO DE VELASCO,sospecha diagnostica,dengue clasico,2007-03-01,0,0,3,2,0,5
SAN JAVIER(STC),sospecha diagnostica,dengue clasico,2007-03-01,0,4,11,24,4,43
SAN JOAQUIN,sospecha diagnostica,dengue clasico,2007-03-01,0,0,0,2,1,3
SAN JUAN DE YAPACANI,sospecha diagnostica,dengue clasico,2007-03-01,0,0,0,4,0,4
SAN JULIAN,sospecha diagnostica,dengue clasico,2007-03-01,0,1,16,65,4,86
SAN MATIAS,sospecha diagnostica,dengue clasico,2007-03-01,0,0,2,3,0,5
SAN PEDRO,sospecha diagnostica,dengue clasico,2007-03-01,0,0,4,19,0,23
SAN RAFAEL,sospecha diagnostica,dengue clasico,2007-03-01,0,0,0,1,0,1
SAN RAMON,sospecha diagnostica,dengue clasico,2007-03-01,0,1,2,4,1,8
SAN RAMON,sospecha diagnostica,dengue clasico,2007-03-01,1,0,0,1,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2007-03-01,6,35,256,693,33,1023
TARIJA,sospecha diagnostica,dengue clasico,2007-03-01,0,0,0,2,0,2
TIRAQUE (CBBA),sospecha diagnostica,dengue clasico,2007-03-01,0,0,0,2,0,2
TRINIDAD,sospecha diagnostica,dengue clasico,2007-03-01,0,0,7,50,1,58
VALLEGRANDE,sospecha diagnostica,dengue clasico,2007-03-01,0,0,6,21,0,27
VILLA MONTES,sospecha diagnostica,dengue clasico,2007-03-01,0,0,2,21,1,24
VILLA TUNARI,sospecha diagnostica,dengue clasico,2007-03-01,0,0,2,7,0,9
VILLA VACA GUZMAN (MUYUPAMPA),sospecha diagnostica,dengue clasico,2007-03-01,0,0,0,11,2,13
WARNES,sospecha diagnostica,dengue clasico,2007-03-01,0,0,1,9,0,10
YACUIBA,sospecha diagnostica,dengue clasico,2007-03-01,0,0,5,31,7,43
YAPACANI,sospecha diagnostica,dengue clasico,2007-03-01,0,2,0,4,1,7
BAURES,sospecha diagnostica,dengue clasico,2007-04-01,0,0,0,2,1,3
BERMEJO,sospecha diagnostica,dengue clasico,2007-04-01,0,0,0,1,0,1
BOLPEBRA,sospecha diagnostica,dengue clasico,2007-04-01,0,0,0,2,0,2
BOYUIBE,sospecha diagnostica,dengue clasico,2007-04-01,0,0,1,1,1,3
CAMIRI,sospecha diagnostica,dengue clasico,2007-04-01,1,39,96,188,25,349
CARAPARI,sospecha diagnostica,dengue clasico,2007-04-01,0,0,1,1,0,2
CHARAGUA,sospecha diagnostica,dengue clasico,2007-04-01,0,0,4,22,0,26
CHIMORE,sospecha diagnostica,dengue clasico,2007-04-01,0,0,0,1,0,1
COBIJA,sospecha diagnostica,dengue clasico,2007-04-01,0,2,2,10,0,14
COCHABAMBA,sospecha diagnostica,dengue clasico,2007-04-01,0,0,0,7,0,7
COTOCA,sospecha diagnostica,dengue clasico,2007-04-01,0,0,1,0,0,1
EL TORNO,sospecha diagnostica,dengue clasico,2007-04-01,0,0,0,3,1,4
ENTRE RIOS,sospecha diagnostica,dengue clasico,2007-04-01,0,0,0,1,0,1
FERNANDEZ ALONSO,sospecha diagnostica,dengue clasico,2007-04-01,0,0,0,3,0,3
GUAYARAMERIN,sospecha diagnostica,dengue clasico,2007-04-01,0,0,2,6,3,11
GUTIERREZ,sospecha diagnostica,dengue clasico,2007-04-01,0,0,2,13,1,16
LA GUARDIA,sospecha diagnostica,dengue clasico,2007-04-01,0,2,4,2,0,8
MAIRANA,sospecha diagnostica,dengue clasico,2007-04-01,0,1,0,1,1,3
MONTEAGUDO,sospecha diagnostica,dengue clasico,2007-04-01,2,11,31,100,26,170
MONTERO,sospecha diagnostica,dengue clasico,2007-04-01,0,4,3,10,1,18
PAILON,sospecha diagnostica,dengue clasico,2007-04-01,0,0,0,3,0,3
PORTACHUELO,sospecha diagnostica,dengue clasico,2007-04-01,0,1,1,2,0,4
PORVENIR,sospecha diagnostica,dengue clasico,2007-04-01,0,0,1,0,0,1
PUERTO RICO,sospecha diagnostica,dengue clasico,2007-04-01,0,0,1,8,0,9
PUERTO SUAREZ,sospecha diagnostica,dengue clasico,2007-04-01,0,0,0,1,0,1
PUERTO VILLARROEL,sospecha diagnostica,dengue clasico,2007-04-01,0,1,3,5,0,9
RIBERALTA,sospecha diagnostica,dengue clasico,2007-04-01,0,0,1,3,0,4
ROBORE,sospecha diagnostica,dengue clasico,2007-04-01,0,0,0,9,4,13
SAN IGNACIO,sospecha diagnostica,dengue clasico,2007-04-01,0,0,1,2,0,3
SAN IGNACIO DE VELASCO,sospecha diagnostica,dengue clasico,2007-04-01,0,0,0,0,2,2
SAN JAVIER(STC),sospecha diagnostica,dengue clasico,2007-04-01,0,4,15,29,4,52
SAN JUAN DE YAPACANI,sospecha diagnostica,dengue clasico,2007-04-01,0,1,0,0,1,2
SAN JULIAN,sospecha diagnostica,dengue clasico,2007-04-01,0,3,9,44,2,58
SAN MIGUEL DE VELASCO,sospecha diagnostica,dengue clasico,2007-04-01,0,0,0,1,0,1
SAN PEDRO,sospecha diagnostica,dengue clasico,2007-04-01,0,0,0,8,0,8
SAN RAFAEL,sospecha diagnostica,dengue clasico,2007-04-01,0,0,0,6,1,7
SAN RAMON,sospecha diagnostica,dengue clasico,2007-04-01,0,0,2,7,0,9
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2007-04-01,5,22,143,593,38,801
SANTA ROSA DEL SARA,sospecha diagnostica,dengue clasico,2007-04-01,0,0,1,0,0,1
TARIJA,sospecha diagnostica,dengue clasico,2007-04-01,0,0,0,1,0,1
TIRAQUE (CBBA),sospecha diagnostica,dengue clasico,2007-04-01,0,0,1,2,0,3
TRIGAL,sospecha diagnostica,dengue clasico,2007-04-01,0,0,0,1,0,1
TRINIDAD,sospecha diagnostica,dengue clasico,2007-04-01,0,0,1,6,0,7
VILLA MONTES,sospecha diagnostica,dengue clasico,2007-04-01,0,0,1,17,6,24
VILLA TUNARI,sospecha diagnostica,dengue clasico,2007-04-01,0,1,6,3,0,10
YACUIBA,sospecha diagnostica,dengue clasico,2007-04-01,0,0,0,1,0,1
YAPACANI,sospecha diagnostica,dengue clasico,2007-04-01,0,0,0,1,0,1
CAMIRI,sospecha diagnostica,dengue clasico,2007-05-01,0,5,10,46,0,61
CHARAGUA,sospecha diagnostica,dengue clasico,2007-05-01,0,0,0,3,0,3
CHIMORE,sospecha diagnostica,dengue clasico,2007-05-01,0,0,0,1,0,1
COBIJA,sospecha diagnostica,dengue clasico,2007-05-01,0,2,1,10,0,13
COCHABAMBA,sospecha diagnostica,dengue clasico,2007-05-01,0,0,0,4,1,5
COLPA BELGICA,sospecha diagnostica,dengue clasico,2007-05-01,0,0,1,2,1,4
CONCEPCION,sospecha diagnostica,dengue clasico,2007-05-01,0,0,0,1,0,1
COTOCA,sospecha diagnostica,dengue clasico,2007-05-01,0,1,0,0,0,1
ENTRE RIOS,sospecha diagnostica,dengue clasico,2007-05-01,0,0,0,1,0,1
GUAYARAMERIN,sospecha diagnostica,dengue clasico,2007-05-01,0,0,0,13,4,17
GUTIERREZ,sospecha diagnostica,dengue clasico,2007-05-01,0,0,0,1,0,1
LA GUARDIA,sospecha diagnostica,dengue clasico,2007-05-01,0,0,0,2,0,2
MAPIRI,sospecha diagnostica,dengue clasico,2007-05-01,0,0,0,1,0,1
MONTEAGUDO,sospecha diagnostica,dengue clasico,2007-05-01,0,0,0,0,1,1
PAILON,sospecha diagnostica,dengue clasico,2007-05-01,0,0,6,7,1,14
PORTACHUELO,sospecha diagnostica,dengue clasico,2007-05-01,0,0,1,4,0,5
PORVENIR,sospecha diagnostica,dengue clasico,2007-05-01,0,0,0,2,0,2
POSTRER VALLE,sospecha diagnostica,dengue clasico,2007-05-01,0,0,0,1,0,1
PUERTO RICO,sospecha diagnostica,dengue clasico,2007-05-01,0,1,2,1,1,5
PUERTO VILLARROEL,sospecha diagnostica,dengue clasico,2007-05-01,0,0,0,5,0,5
SAN IGNACIO,sospecha diagnostica,dengue clasico,2007-05-01,0,0,1,0,0,1
SAN IGNACIO DE VELASCO,sospecha diagnostica,dengue clasico,2007-05-01,0,0,0,1,0,1
SAN JAVIER(STC),sospecha diagnostica,dengue clasico,2007-05-01,1,4,5,17,3,30
SAN JUAN DE YAPACANI,sospecha diagnostica,dengue clasico,2007-05-01,0,0,0,4,0,4
SAN JULIAN,sospecha diagnostica,dengue clasico,2007-05-01,0,0,1,5,0,6
SAN RAFAEL,sospecha diagnostica,dengue clasico,2007-05-01,0,0,1,0,0,1
SAN RAMON,sospecha diagnostica,dengue clasico,2007-05-01,0,0,0,8,1,9
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2007-05-01,2,9,77,283,21,392
SANTA ROSA DEL SARA,sospecha diagnostica,dengue clasico,2007-05-01,0,0,0,1,0,1
TARIJA,sospecha diagnostica,dengue clasico,2007-05-01,0,0,0,2,0,2
TIRAQUE (CBBA),sospecha diagnostica,dengue clasico,2007-05-01,0,0,1,5,0,6
VILLA MONTES,sospecha diagnostica,dengue clasico,2007-05-01,0,0,0,6,0,6
VILLA TUNARI,sospecha diagnostica,dengue clasico,2007-05-01,0,0,1,8,0,9
YACUIBA,sospecha diagnostica,dengue clasico,2007-05-01,0,0,0,5,0,5
BELLA FLOR,sospecha diagnostica,dengue clasico,2007-06-01,1,0,1,0,0,2
BERMEJO,sospecha diagnostica,dengue clasico,2007-06-01,0,0,0,1,0,1
CAMIRI,sospecha diagnostica,dengue clasico,2007-06-01,0,0,1,5,0,6
CARMEN RIVERO TORREZ,sospecha diagnostica,dengue clasico,2007-06-01,0,0,0,1,0,1
COBIJA,sospecha diagnostica,dengue clasico,2007-06-01,0,0,0,2,0,2
EL TORNO,sospecha diagnostica,dengue clasico,2007-06-01,0,0,0,28,3,31
PAILON,sospecha diagnostica,dengue clasico,2007-06-01,0,0,1,5,0,6
PORTACHUELO,sospecha diagnostica,dengue clasico,2007-06-01,0,0,0,2,0,2
ROBORE,sospecha diagnostica,dengue clasico,2007-06-01,0,0,0,4,1,5
SAN IGNACIO,sospecha diagnostica,dengue clasico,2007-06-01,0,0,0,1,0,1
SAN JAVIER(STC),sospecha diagnostica,dengue clasico,2007-06-01,0,1,0,2,0,3
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2007-06-01,0,1,6,50,3,60
TIRAQUE (CBBA),sospecha diagnostica,dengue clasico,2007-06-01,0,0,0,2,0,2
VILLA MONTES,sospecha diagnostica,dengue clasico,2007-06-01,0,0,0,0,1,1
VILLA TUNARI,sospecha diagnostica,dengue clasico,2007-06-01,0,0,1,4,0,5
CARMEN RIVERO TORREZ,sospecha diagnostica,dengue clasico,2007-07-01,0,0,0,1,0,1
COCHABAMBA,sospecha diagnostica,dengue clasico,2007-07-01,0,0,0,1,1,2
EL TORNO,sospecha diagnostica,dengue clasico,2007-07-01,0,0,0,21,7,28
LA GUARDIA,sospecha diagnostica,dengue clasico,2007-07-01,0,1,1,1,0,3
PAILON,sospecha diagnostica,dengue clasico,2007-07-01,0,1,1,2,0,4
PALOS BLANCOS,sospecha diagnostica,dengue clasico,2007-07-01,0,0,0,1,0,1
ROBORE,sospecha diagnostica,dengue clasico,2007-07-01,0,0,0,1,0,1
SAN JULIAN,sospecha diagnostica,dengue clasico,2007-07-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2007-07-01,0,2,3,9,2,16
TIRAQUE (CBBA),sospecha diagnostica,dengue clasico,2007-07-01,0,0,0,4,0,4
VILLA TUNARI,sospecha diagnostica,dengue clasico,2007-07-01,0,0,0,2,0,2
ASCENCION DE GUARAYOS,sospecha diagnostica,dengue clasico,2007-08-01,0,0,0,1,0,1
BOLPEBRA,sospecha diagnostica,dengue clasico,2007-08-01,0,1,0,0,0,1
COBIJA,sospecha diagnostica,dengue clasico,2007-08-01,0,0,1,2,0,3
EL TORNO,sospecha diagnostica,dengue clasico,2007-08-01,0,0,0,6,0,6
LA GUARDIA,sospecha diagnostica,dengue clasico,2007-08-01,0,0,0,1,0,1
PORTACHUELO,sospecha diagnostica,dengue clasico,2007-08-01,0,0,0,2,0,2
PUERTO RICO,sospecha diagnostica,dengue clasico,2007-08-01,1,0,0,0,0,1
PUERTO SUAREZ,sospecha diagnostica,dengue clasico,2007-08-01,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2007-08-01,0,1,0,2,1,4
COCHABAMBA,sospecha diagnostica,dengue clasico,2007-09-01,0,0,0,1,0,1
PAILON,sospecha diagnostica,dengue clasico,2007-09-01,0,0,0,1,0,1
PORTACHUELO,sospecha diagnostica,dengue clasico,2007-09-01,0,0,0,1,0,1
PUERTO RICO,sospecha diagnostica,dengue clasico,2007-09-01,1,0,0,0,0,1
SAN RAFAEL,sospecha diagnostica,dengue clasico,2007-09-01,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2007-09-01,0,1,1,1,0,3
CHIMORE,sospecha diagnostica,dengue clasico,2007-10-01,0,0,2,0,0,2
COBIJA,sospecha diagnostica,dengue clasico,2007-10-01,0,0,0,4,0,4
EL TORNO,sospecha diagnostica,dengue clasico,2007-10-01,0,0,0,5,0,5
LA GUARDIA,sospecha diagnostica,dengue clasico,2007-10-01,0,0,0,1,0,1
PORTACHUELO,sospecha diagnostica,dengue clasico,2007-10-01,0,0,0,1,0,1
PUERTO RICO,sospecha diagnostica,dengue clasico,2007-10-01,0,0,0,1,0,1
PUERTO SUAREZ,sospecha diagnostica,dengue clasico,2007-10-01,0,0,0,1,1,2
PUERTO VILLARROEL,sospecha diagnostica,dengue clasico,2007-10-01,0,0,2,8,1,11
SAN IGNACIO,sospecha diagnostica,dengue clasico,2007-10-01,0,0,0,1,0,1
SAN MATIAS,sospecha diagnostica,dengue clasico,2007-10-01,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2007-10-01,0,0,0,5,0,5
VILLA TUNARI,sospecha diagnostica,dengue clasico,2007-10-01,0,0,0,0,1,1
COBIJA,sospecha diagnostica,dengue clasico,2007-11-01,0,0,1,1,0,2
ENTRE RIOS,sospecha diagnostica,dengue clasico,2007-11-01,0,0,2,15,1,18
LA GUARDIA,sospecha diagnostica,dengue clasico,2007-11-01,0,1,0,1,0,2
PAILON,sospecha diagnostica,dengue clasico,2007-11-01,0,0,1,1,0,2
PUERTO VILLARROEL,sospecha diagnostica,dengue clasico,2007-11-01,0,0,1,6,0,7
SAN JAVIER(STC),sospecha diagnostica,dengue clasico,2007-11-01,0,0,0,1,0,1
SAN MATIAS,sospecha diagnostica,dengue clasico,2007-11-01,0,0,3,0,0,3
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue clasico,2007-11-01,0,0,0,2,1,3
TIRAQUE (CBBA),sospecha diagnostica,dengue clasico,2007-11-01,0,0,0,1,0,1
AIQUILE,sospecha diagnostica,dengue clasico,2007-12-01,3,3,0,0,0,6
BERMEJO,sospecha diagnostica,dengue clasico,2007-12-01,0,0,1,0,0,1
CHIMORE,sospecha diagnostica,dengue clasico,2007-12-01,0,1,3,4,0,8
COBIJA,sospecha diagnostica,dengue clasico,2007-12-01,0,0,0,2,0,2
COCHABAMBA,sospecha diagnostica,dengue clasico,2007-12-01,0,0,0,1,0,1
EL PUENTE(STC),sospecha diagnostica,dengue clasico,2007-12-01,0,0,0,1,0,1
EL TORNO,sospecha diagnostica,dengue clasico,2007-12-01,0,0,0,14,1,15
ENTRE RIOS,sospecha diagnostica,dengue clasico,2007-12-01,0,0,5,14,0,19
GUAYARAMERIN,sospecha diagnostica,dengue clasico,2007-12-01,0,0,3,9,0,12
LA GUARDIA,sospecha diagnostica,dengue clasico,2007-12-01,0,0,0,1,0,1
MONTERO,sospecha diagnostica,dengue clasico,2007-12-01,0,1,0,1,0,2
PORTACHUELO,sospecha diagnostica,dengue clasico,2007-12-01,0,0,0,3,1,4
PUERTO RICO,sospecha diagnostica,dengue clasico,2007-12-01,0,1,0,3,2,6
