municipality,group,variable,month,Dentro-H,Dentro-M,Fuera-H,Fuera-M,TOTAL-H,TOTAL-M,TOTAL
EL ALTO,mortalidad institucional,muerte materna,2007-04-01,0,1,0,1,0,2,2
LA PAZ,mortalidad institucional,muerte materna,2007-04-01,0,2,0,0,0,2,2
ORURO,mortalidad institucional,muerte materna,2007-04-01,0,1,0,0,0,1,1
PUERTO ACOSTA,mortalidad institucional,muerte materna,2007-04-01,0,1,0,0,0,1,1
RIBERALTA,mortalidad institucional,muerte materna,2007-04-01,0,1,0,0,0,1,1
SAN BUENA VENTURA,mortalidad institucional,muerte materna,2007-04-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte materna,2007-04-01,0,1,0,0,0,1,1
SICA SICA (VILLA AROMA),mortalidad institucional,muerte materna,2007-04-01,0,0,0,1,0,1,1
SUCRE,mortalidad institucional,muerte materna,2007-04-01,0,3,0,0,0,3,3
YUNCHARA,mortalidad institucional,muerte materna,2007-04-01,0,0,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),mortalidad institucional,muerte materna,2007-05-01,0,0,0,1,0,1,1
CHAQUI,mortalidad institucional,muerte materna,2007-05-01,0,0,0,1,0,1,1
COLQUENCHA,mortalidad institucional,muerte materna,2007-05-01,0,0,0,1,0,1,1
COPACABANA,mortalidad institucional,muerte materna,2007-05-01,0,1,0,0,0,1,1
FILADELFIA,mortalidad institucional,muerte materna,2007-05-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte materna,2007-05-01,0,2,0,0,0,2,2
PUNA,mortalidad institucional,muerte materna,2007-05-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad institucional,muerte materna,2007-05-01,0,0,0,1,0,1,1
SAN JULIAN,mortalidad institucional,muerte materna,2007-05-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte materna,2007-05-01,0,2,0,0,0,2,2
SANTIAGO DE CALLAPA,mortalidad institucional,muerte materna,2007-05-01,0,0,0,1,0,1,1
SUCRE,mortalidad institucional,muerte materna,2007-05-01,0,1,0,0,0,1,1
TARIJA,mortalidad institucional,muerte materna,2007-05-01,0,1,0,0,0,1,1
YUNCHARA,mortalidad institucional,muerte materna,2007-05-01,0,0,0,1,0,1,1
CARAPARI,mortalidad institucional,muerte materna,2007-06-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad institucional,muerte materna,2007-06-01,0,1,0,0,0,1,1
LA PAZ,mortalidad institucional,muerte materna,2007-06-01,0,1,0,0,0,1,1
MONTERO,mortalidad institucional,muerte materna,2007-06-01,0,1,0,0,0,1,1
ORURO,mortalidad institucional,muerte materna,2007-06-01,0,1,0,0,0,1,1
PUERTO CARABUCO,mortalidad institucional,muerte materna,2007-06-01,0,0,0,1,0,1,1
ROBORE,mortalidad institucional,muerte materna,2007-06-01,0,0,0,1,0,1,1
SAN JULIAN,mortalidad institucional,muerte materna,2007-06-01,0,0,0,1,0,1,1
SAN LORENZO(TJA),mortalidad institucional,muerte materna,2007-06-01,0,0,0,1,0,1,1
TARIJA,mortalidad institucional,muerte materna,2007-06-01,0,1,0,0,0,1,1
AIQUILE,mortalidad institucional,muerte materna,2007-07-01,0,0,0,2,0,2,2
COCHABAMBA,mortalidad institucional,muerte materna,2007-07-01,0,1,0,0,0,1,1
CORO CORO,mortalidad institucional,muerte materna,2007-07-01,0,0,0,1,0,1,1
INGAVI (HUMAITA),mortalidad institucional,muerte materna,2007-07-01,0,0,0,1,0,1,1
SAN PEDRO(PND),mortalidad institucional,muerte materna,2007-07-01,0,0,0,1,0,1,1
SANTA ANA,mortalidad institucional,muerte materna,2007-07-01,0,1,0,0,0,1,1
SUCRE,mortalidad institucional,muerte materna,2007-07-01,0,1,0,0,0,1,1
TARIJA,mortalidad institucional,muerte materna,2007-07-01,0,1,0,0,0,1,1
ARQUE,mortalidad institucional,muerte materna,2007-08-01,0,0,0,1,0,1,1
AZURDUY,mortalidad institucional,muerte materna,2007-08-01,0,0,0,1,0,1,1
CAMIRI,mortalidad institucional,muerte materna,2007-08-01,0,1,0,1,0,2,2
COCHABAMBA,mortalidad institucional,muerte materna,2007-08-01,0,1,0,0,0,1,1
GENERAL SAAVEDRA,mortalidad institucional,muerte materna,2007-08-01,0,0,0,1,0,1,1
GUANAY,mortalidad institucional,muerte materna,2007-08-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte materna,2007-08-01,0,4,0,0,0,4,4
PATACAMAYA,mortalidad institucional,muerte materna,2007-08-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte materna,2007-08-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,mortalidad institucional,muerte materna,2007-08-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte materna,2007-08-01,0,1,0,0,0,1,1
SUCRE,mortalidad institucional,muerte materna,2007-08-01,0,1,0,0,0,1,1
UNCIA,mortalidad institucional,muerte materna,2007-08-01,0,0,0,1,0,1,1
UYUNI,mortalidad institucional,muerte materna,2007-08-01,0,0,0,1,0,1,1
APOLO,mortalidad institucional,muerte materna,2007-09-01,0,1,0,0,0,1,1
CARANAVI,mortalidad institucional,muerte materna,2007-09-01,0,0,0,1,0,1,1
ENTRE RIOS,mortalidad institucional,muerte materna,2007-09-01,0,0,0,1,0,1,1
INCAHUASI,mortalidad institucional,muerte materna,2007-09-01,0,0,0,2,0,2,2
LA PAZ,mortalidad institucional,muerte materna,2007-09-01,0,1,0,0,0,1,1
MIZQUE,mortalidad institucional,muerte materna,2007-09-01,0,0,0,1,0,1,1
MONTERO,mortalidad institucional,muerte materna,2007-09-01,0,0,0,1,0,1,1
ORURO,mortalidad institucional,muerte materna,2007-09-01,0,1,0,0,0,1,1
PUERTO PEREZ,mortalidad institucional,muerte materna,2007-09-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad institucional,muerte materna,2007-09-01,0,1,0,0,0,1,1
SANTIAGO DE CALLAPA,mortalidad institucional,muerte materna,2007-09-01,0,0,0,1,0,1,1
SAPAHAQUI,mortalidad institucional,muerte materna,2007-09-01,0,0,0,1,0,1,1
TAPACARI,mortalidad institucional,muerte materna,2007-09-01,0,0,0,1,0,1,1
TARIJA,mortalidad institucional,muerte materna,2007-09-01,0,1,0,0,0,1,1
VALLEGRANDE,mortalidad institucional,muerte materna,2007-09-01,0,1,0,0,0,1,1
VILLAZON,mortalidad institucional,muerte materna,2007-09-01,0,1,0,0,0,1,1
YACUIBA,mortalidad institucional,muerte materna,2007-09-01,0,1,0,0,0,1,1
ARQUE,mortalidad institucional,muerte materna,2007-10-01,0,0,0,1,0,1,1
AYO AYO,mortalidad institucional,muerte materna,2007-10-01,0,0,0,1,0,1,1
CABEZAS,mortalidad institucional,muerte materna,2007-10-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad institucional,muerte materna,2007-10-01,0,2,0,0,0,2,2
COROICO,mortalidad institucional,muerte materna,2007-10-01,0,0,0,1,0,1,1
EL ALTO,mortalidad institucional,muerte materna,2007-10-01,0,1,0,0,0,1,1
ICLA,mortalidad institucional,muerte materna,2007-10-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte materna,2007-10-01,0,3,0,0,0,3,3
ORURO,mortalidad institucional,muerte materna,2007-10-01,0,1,0,0,0,1,1
POTOSI,mortalidad institucional,muerte materna,2007-10-01,0,1,0,0,0,1,1
QUILLACOLLO,mortalidad institucional,muerte materna,2007-10-01,0,1,0,0,0,1,1
SAN LUCAS,mortalidad institucional,muerte materna,2007-10-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte materna,2007-10-01,0,1,0,0,0,1,1
SUCRE,mortalidad institucional,muerte materna,2007-10-01,0,1,0,0,0,1,1
TARIJA,mortalidad institucional,muerte materna,2007-10-01,0,0,0,1,0,1,1
VILLA MONTES,mortalidad institucional,muerte materna,2007-10-01,0,1,0,0,0,1,1
EL ALTO,mortalidad institucional,muerte materna,2007-11-01,0,1,0,0,0,1,1
INQUISIVI,mortalidad institucional,muerte materna,2007-11-01,0,0,0,1,0,1,1
MAIRANA,mortalidad institucional,muerte materna,2007-11-01,0,1,0,0,0,1,1
ORURO,mortalidad institucional,muerte materna,2007-11-01,0,1,0,0,0,1,1
POTOSI,mortalidad institucional,muerte materna,2007-11-01,0,3,0,0,0,3,3
PUERTO ACOSTA,mortalidad institucional,muerte materna,2007-11-01,0,0,0,1,0,1,1
SORATA,mortalidad institucional,muerte materna,2007-11-01,0,1,0,0,0,1,1
VILLA SERRANO,mortalidad institucional,muerte materna,2007-11-01,0,0,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),mortalidad institucional,muerte materna,2007-12-01,0,0,0,1,0,1,1
COPACABANA,mortalidad institucional,muerte materna,2007-12-01,0,0,0,1,0,1,1
IXIAMAS,mortalidad institucional,muerte materna,2007-12-01,0,0,0,1,0,1,1
ORURO,mortalidad institucional,muerte materna,2007-12-01,0,1,0,0,0,1,1
POCOATA,mortalidad institucional,muerte materna,2007-12-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad institucional,muerte materna,2007-12-01,0,1,0,0,0,1,1
SUCRE,mortalidad institucional,muerte materna,2007-12-01,0,1,0,0,0,1,1
