municipality,group,variable,month,Dentro-H,Dentro-M,Fuera-H,Fuera-M,TOTAL-H,TOTAL-M,TOTAL
RIBERALTA,mortalidad institucional,muerte menor de 1 ano,2007-02-01,1,0,0,0,1,0,1
ROBORE,mortalidad institucional,muerte menor de 1 ano,2007-02-01,0,1,0,0,0,1,1
SACABA,mortalidad institucional,muerte menor de 1 ano,2007-02-01,0,0,2,2,2,2,4
SAN BUENA VENTURA,mortalidad institucional,muerte menor de 1 ano,2007-02-01,0,0,1,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 1 ano,2007-02-01,1,1,0,0,1,1,2
SAN JULIAN,mortalidad institucional,muerte menor de 1 ano,2007-02-01,0,0,0,1,0,1,1
SAN LUCAS,mortalidad institucional,muerte menor de 1 ano,2007-02-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 1 ano,2007-02-01,3,3,0,0,3,3,6
SORATA,mortalidad institucional,muerte menor de 1 ano,2007-02-01,0,0,0,1,0,1,1
SUCRE,mortalidad institucional,muerte menor de 1 ano,2007-02-01,2,5,1,1,3,6,9
WALDO BALLIVIAN,mortalidad institucional,muerte menor de 1 ano,2007-02-01,0,0,1,0,1,0,1
ACHACACHI,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,0,1,0,1,0,1
ANDAMARCA,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,0,1,0,1,0,1
ASCENCION DE GUARAYOS,mortalidad institucional,muerte menor de 1 ano,2007-03-01,1,0,0,0,1,0,1
AYO AYO,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,0,0,1,0,1,1
BETANZOS,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,0,1,1,1,1,2
CAIROMA,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,0,1,0,1,0,1
CALACOTO,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,0,0,1,0,1,1
CALAMARCA,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,0,0,1,0,1,1
CARANAVI,mortalidad institucional,muerte menor de 1 ano,2007-03-01,2,0,0,0,2,0,2
CHALLAPATA,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,0,0,1,0,1,1
CHARAGUA,mortalidad institucional,muerte menor de 1 ano,2007-03-01,1,0,0,0,1,0,1
COBIJA,mortalidad institucional,muerte menor de 1 ano,2007-03-01,1,0,0,0,1,0,1
COCHABAMBA,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,3,0,0,0,3,3
COMANCHE,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,0,0,1,0,1,1
CURAHUARA DE CARANGAS,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,0,0,1,0,1,1
EL ALTO,mortalidad institucional,muerte menor de 1 ano,2007-03-01,4,7,1,3,5,10,15
EUCALIPTUS,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,0,1,0,1,0,1
GUTIERREZ,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,0,0,1,0,1,1
HUANUNI,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,0,0,1,0,1,1
ICHOCA,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,0,1,0,1,0,1
ICLA,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,0,2,0,2,0,2
INCAHUASI,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,0,1,0,1,0,1
LA PAZ,mortalidad institucional,muerte menor de 1 ano,2007-03-01,6,21,1,2,7,23,30
LLALLAGUA,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,0,1,1,1,1,2
MONTEAGUDO,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,0,1,0,1,0,1
ORURO,mortalidad institucional,muerte menor de 1 ano,2007-03-01,2,6,0,0,2,6,8
PADILLA,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,1,0,0,0,1,1
POTOSI,mortalidad institucional,muerte menor de 1 ano,2007-03-01,3,3,0,0,3,3,6
PUERTO VILLARROEL,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,1,0,0,0,1,1
RIBERALTA,mortalidad institucional,muerte menor de 1 ano,2007-03-01,3,0,0,1,3,1,4
RURRENABAQUE,mortalidad institucional,muerte menor de 1 ano,2007-03-01,1,0,0,0,1,0,1
SACABA,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 1 ano,2007-03-01,1,0,1,0,2,0,2
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 1 ano,2007-03-01,7,8,0,0,7,8,15
SOPACHUY,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,0,0,1,0,1,1
SUCRE,mortalidad institucional,muerte menor de 1 ano,2007-03-01,1,3,1,1,2,4,6
TACOPAYA,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,0,0,1,0,1,1
TARABUCO,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,0,0,2,0,2,2
TEOPONTE,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,0,0,1,0,1,1
TOMAVE,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,0,1,0,1,0,1
TOMINA,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,0,1,0,1,0,1
TORO TORO,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,0,1,0,1,0,1
TUPIZA,mortalidad institucional,muerte menor de 1 ano,2007-03-01,1,0,0,0,1,0,1
URIONDO (A. CONCEPCION),mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,0,0,1,0,1,1
VILA VILA,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,0,0,1,0,1,1
VILLA SERRANO,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,0,1,0,1,0,1
WALDO BALLIVIAN,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,0,1,0,1,0,1
YAMPARAEZ,mortalidad institucional,muerte menor de 1 ano,2007-03-01,0,0,0,1,0,1,1
ACACIO,mortalidad institucional,muerte menor de 1 ano,2007-04-01,0,0,0,1,0,1,1
ACHACACHI,mortalidad institucional,muerte menor de 1 ano,2007-04-01,0,0,0,1,0,1,1
AYO AYO,mortalidad institucional,muerte menor de 1 ano,2007-04-01,0,0,0,1,0,1,1
BETANZOS,mortalidad institucional,muerte menor de 1 ano,2007-04-01,0,0,1,1,1,1,2
CAPINOTA,mortalidad institucional,muerte menor de 1 ano,2007-04-01,0,0,1,0,1,0,1
CHALLAPATA,mortalidad institucional,muerte menor de 1 ano,2007-04-01,1,0,1,0,2,0,2
CHARAGUA,mortalidad institucional,muerte menor de 1 ano,2007-04-01,0,1,0,1,0,2,2
CHULUMANI (V. DE LA LIBERTAD),mortalidad institucional,muerte menor de 1 ano,2007-04-01,1,0,0,0,1,0,1
COCHABAMBA,mortalidad institucional,muerte menor de 1 ano,2007-04-01,3,1,0,1,3,2,5
COLPA BELGICA,mortalidad institucional,muerte menor de 1 ano,2007-04-01,0,0,0,1,0,1,1
COLQUENCHA,mortalidad institucional,muerte menor de 1 ano,2007-04-01,0,0,0,1,0,1,1
CONCEPCION,mortalidad institucional,muerte menor de 1 ano,2007-04-01,0,0,0,2,0,2,2
CULPINA,mortalidad institucional,muerte menor de 1 ano,2007-04-01,0,0,1,0,1,0,1
CURAHUARA DE CARANGAS,mortalidad institucional,muerte menor de 1 ano,2007-04-01,0,0,0,1,0,1,1
EL ALTO,mortalidad institucional,muerte menor de 1 ano,2007-04-01,3,2,0,1,3,3,6
EL CHORO,mortalidad institucional,muerte menor de 1 ano,2007-04-01,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),mortalidad institucional,muerte menor de 1 ano,2007-04-01,0,0,1,0,1,0,1
LA PAZ,mortalidad institucional,muerte menor de 1 ano,2007-04-01,18,20,1,0,19,20,39
MINEROS,mortalidad institucional,muerte menor de 1 ano,2007-04-01,0,0,0,1,0,1,1
MONTEAGUDO,mortalidad institucional,muerte menor de 1 ano,2007-04-01,1,0,0,0,1,0,1
ORURO,mortalidad institucional,muerte menor de 1 ano,2007-04-01,5,4,1,1,6,5,11
POTOSI,mortalidad institucional,muerte menor de 1 ano,2007-04-01,1,1,1,0,2,1,3
PRESTO,mortalidad institucional,muerte menor de 1 ano,2007-04-01,0,0,1,0,1,0,1
PUERTO VILLARROEL,mortalidad institucional,muerte menor de 1 ano,2007-04-01,0,0,1,0,1,0,1
RIBERALTA,mortalidad institucional,muerte menor de 1 ano,2007-04-01,1,1,0,0,1,1,2
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 1 ano,2007-04-01,1,0,0,0,1,0,1
SAN LUCAS,mortalidad institucional,muerte menor de 1 ano,2007-04-01,0,0,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 1 ano,2007-04-01,4,4,1,1,5,5,10
SUCRE,mortalidad institucional,muerte menor de 1 ano,2007-04-01,5,1,0,0,5,1,6
TARABUCO,mortalidad institucional,muerte menor de 1 ano,2007-04-01,0,0,1,3,1,3,4
TARIJA,mortalidad institucional,muerte menor de 1 ano,2007-04-01,1,1,0,0,1,1,2
TARVITA,mortalidad institucional,muerte menor de 1 ano,2007-04-01,0,0,1,1,1,1,2
TIPUANI,mortalidad institucional,muerte menor de 1 ano,2007-04-01,1,0,1,0,2,0,2
VILLAZON,mortalidad institucional,muerte menor de 1 ano,2007-04-01,0,0,0,1,0,1,1
YOTALA,mortalidad institucional,muerte menor de 1 ano,2007-04-01,0,0,1,0,1,0,1
ASCENCION DE GUARAYOS,mortalidad institucional,muerte menor de 1 ano,2007-05-01,1,0,0,0,1,0,1
ATOCHA,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,0,0,1,0,1,1
AYO AYO,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,0,0,2,0,2,2
BERMEJO,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,0,1,0,1,0,1
BETANZOS,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,0,1,2,1,2,3
CHALLAPATA,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad institucional,muerte menor de 1 ano,2007-05-01,2,2,0,0,2,2,4
COLOMI,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,0,0,1,0,1,1
COLPA BELGICA,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,0,1,0,1,0,1
COTAGAITA,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,1,0,0,0,1,1
COTOCA,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,0,2,0,2,0,2
EL ALTO,mortalidad institucional,muerte menor de 1 ano,2007-05-01,5,0,5,5,10,5,15
HUACARETA,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,0,0,1,0,1,1
ICLA,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,0,1,0,1,0,1
IXIAMAS,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,1,0,0,0,1,1
LA PAZ,mortalidad institucional,muerte menor de 1 ano,2007-05-01,19,14,0,2,19,16,35
LICOMA PAMPA,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,0,0,1,0,1,1
MONTERO,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,1,0,0,0,1,1
MORO MORO,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,0,1,0,1,0,1
ORURO,mortalidad institucional,muerte menor de 1 ano,2007-05-01,5,5,1,0,6,5,11
PADCAYA,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte menor de 1 ano,2007-05-01,2,0,2,1,4,1,5
PRESTO,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,0,0,1,0,1,1
PUERTO RICO,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,1,0,0,0,1,1
PUNATA,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,1,0,1,0,2,2
QUILLACOLLO,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,0,5,0,5,0,5
SACABA,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,0,0,1,0,1,1
SACACA,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,0,0,1,0,1,1
SAN ANDRES,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,0,0,1,0,1,1
SAN ANTONIO DE ESMORUCO,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,0,1,0,1,0,1
SAN BUENA VENTURA,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 1 ano,2007-05-01,2,3,0,0,2,3,5
SAN JULIAN,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,0,1,0,1,0,1
SAN LUCAS,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,0,0,1,0,1,1
SAN PABLO DE LIPEZ,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,0,0,1,0,1,1
SANTA ANA,mortalidad institucional,muerte menor de 1 ano,2007-05-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 1 ano,2007-05-01,3,2,1,0,4,2,6
SAPAHAQUI,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,0,0,1,0,1,1
SIPE SIPE,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,0,1,0,1,0,1
SOPACHUY,mortalidad institucional,muerte menor de 1 ano,2007-05-01,1,0,0,0,1,0,1
SORATA,mortalidad institucional,muerte menor de 1 ano,2007-05-01,1,0,0,1,1,1,2
SUCRE,mortalidad institucional,muerte menor de 1 ano,2007-05-01,2,5,1,0,3,5,8
TARIJA,mortalidad institucional,muerte menor de 1 ano,2007-05-01,3,0,1,1,4,1,5
TARVITA,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,0,1,0,1,0,1
TINGUIPAYA,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,0,0,1,0,1,1
TIRAQUE (CBBA),mortalidad institucional,muerte menor de 1 ano,2007-05-01,1,1,1,0,2,1,3
TOMINA,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,0,1,0,1,0,1
TUPIZA,mortalidad institucional,muerte menor de 1 ano,2007-05-01,1,0,0,0,1,0,1
TURCO,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,0,0,1,0,1,1
URIONDO (A. CONCEPCION),mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,0,1,0,1,0,1
VILLA SERRANO,mortalidad institucional,muerte menor de 1 ano,2007-05-01,1,0,0,0,1,0,1
WALDO BALLIVIAN,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,0,0,1,0,1,1
YACUIBA,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,2,1,1,1,3,4
YUNCHARA,mortalidad institucional,muerte menor de 1 ano,2007-05-01,0,0,1,0,1,0,1
ZUDAÑEZ,mortalidad institucional,muerte menor de 1 ano,2007-05-01,1,0,0,0,1,0,1
AYATA,mortalidad institucional,muerte menor de 1 ano,2007-06-01,0,0,0,1,0,1,1
BETANZOS,mortalidad institucional,muerte menor de 1 ano,2007-06-01,0,0,1,1,1,1,2
CARANAVI,mortalidad institucional,muerte menor de 1 ano,2007-06-01,1,1,1,1,2,2,4
CHALLAPATA,mortalidad institucional,muerte menor de 1 ano,2007-06-01,0,0,1,0,1,0,1
COCHABAMBA,mortalidad institucional,muerte menor de 1 ano,2007-06-01,3,2,0,0,3,2,5
COLQUENCHA,mortalidad institucional,muerte menor de 1 ano,2007-06-01,0,0,2,0,2,0,2
CULPINA,mortalidad institucional,muerte menor de 1 ano,2007-06-01,0,0,1,0,1,0,1
EL ALTO,mortalidad institucional,muerte menor de 1 ano,2007-06-01,6,4,3,4,9,8,17
LA PAZ,mortalidad institucional,muerte menor de 1 ano,2007-06-01,21,9,1,1,22,10,32
LLALLAGUA,mortalidad institucional,muerte menor de 1 ano,2007-06-01,0,1,0,0,0,1,1
MALLA,mortalidad institucional,muerte menor de 1 ano,2007-06-01,0,0,1,0,1,0,1
MINEROS,mortalidad institucional,muerte menor de 1 ano,2007-06-01,0,0,1,0,1,0,1
MORO MORO,mortalidad institucional,muerte menor de 1 ano,2007-06-01,0,0,1,0,1,0,1
MOROCHATA,mortalidad institucional,muerte menor de 1 ano,2007-06-01,0,0,1,0,1,0,1
ORURO,mortalidad institucional,muerte menor de 1 ano,2007-06-01,3,3,0,2,3,5,8
PATACAMAYA,mortalidad institucional,muerte menor de 1 ano,2007-06-01,0,0,0,1,0,1,1
POCOATA,mortalidad institucional,muerte menor de 1 ano,2007-06-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte menor de 1 ano,2007-06-01,3,1,2,0,5,1,6
PUNATA,mortalidad institucional,muerte menor de 1 ano,2007-06-01,0,0,1,0,1,0,1
QUILLACOLLO,mortalidad institucional,muerte menor de 1 ano,2007-06-01,0,0,1,0,1,0,1
RIBERALTA,mortalidad institucional,muerte menor de 1 ano,2007-06-01,0,1,0,0,0,1,1
SACABA,mortalidad institucional,muerte menor de 1 ano,2007-06-01,0,0,1,1,1,1,2
SACACA,mortalidad institucional,muerte menor de 1 ano,2007-06-01,0,0,1,0,1,0,1
SAMAIPATA,mortalidad institucional,muerte menor de 1 ano,2007-06-01,0,0,1,0,1,0,1
SAN BORJA,mortalidad institucional,muerte menor de 1 ano,2007-06-01,1,1,0,0,1,1,2
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 1 ano,2007-06-01,0,1,0,0,0,1,1
SAN LUCAS,mortalidad institucional,muerte menor de 1 ano,2007-06-01,0,0,2,0,2,0,2
SAN PEDRO,mortalidad institucional,muerte menor de 1 ano,2007-06-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 1 ano,2007-06-01,0,1,0,1,0,2,2
SUCRE,mortalidad institucional,muerte menor de 1 ano,2007-06-01,7,4,1,0,8,4,12
TARIJA,mortalidad institucional,muerte menor de 1 ano,2007-06-01,0,2,0,1,0,3,3
TOMINA,mortalidad institucional,muerte menor de 1 ano,2007-06-01,0,0,0,1,0,1,1
TRINIDAD,mortalidad institucional,muerte menor de 1 ano,2007-06-01,0,0,1,1,1,1,2
TURCO,mortalidad institucional,muerte menor de 1 ano,2007-06-01,0,0,1,0,1,0,1
VACAS,mortalidad institucional,muerte menor de 1 ano,2007-06-01,0,0,0,1,0,1,1
YACUIBA,mortalidad institucional,muerte menor de 1 ano,2007-06-01,2,0,0,0,2,0,2
YAPACANI,mortalidad institucional,muerte menor de 1 ano,2007-06-01,0,0,1,0,1,0,1
ZUDAÑEZ,mortalidad institucional,muerte menor de 1 ano,2007-06-01,0,0,0,1,0,1,1
ARAMPAMPA,mortalidad institucional,muerte menor de 1 ano,2007-07-01,0,0,0,1,0,1,1
BETANZOS,mortalidad institucional,muerte menor de 1 ano,2007-07-01,0,0,0,1,0,1,1
CAJUATA,mortalidad institucional,muerte menor de 1 ano,2007-07-01,0,0,0,1,0,1,1
COBIJA,mortalidad institucional,muerte menor de 1 ano,2007-07-01,1,0,0,0,1,0,1
COCHABAMBA,mortalidad institucional,muerte menor de 1 ano,2007-07-01,7,5,0,1,7,6,13
COLQUENCHA,mortalidad institucional,muerte menor de 1 ano,2007-07-01,0,0,0,1,0,1,1
CULPINA,mortalidad institucional,muerte menor de 1 ano,2007-07-01,0,0,0,1,0,1,1
EL ALTO,mortalidad institucional,muerte menor de 1 ano,2007-07-01,9,7,2,3,11,10,21
INCAHUASI,mortalidad institucional,muerte menor de 1 ano,2007-07-01,1,0,0,0,1,0,1
LA PAZ,mortalidad institucional,muerte menor de 1 ano,2007-07-01,19,7,0,1,19,8,27
LLALLAGUA,mortalidad institucional,muerte menor de 1 ano,2007-07-01,2,0,0,0,2,0,2
MOCOMOCO,mortalidad institucional,muerte menor de 1 ano,2007-07-01,1,0,0,0,1,0,1
ORURO,mortalidad institucional,muerte menor de 1 ano,2007-07-01,4,0,0,1,4,1,5
POTOSI,mortalidad institucional,muerte menor de 1 ano,2007-07-01,0,1,0,0,0,1,1
PRESTO,mortalidad institucional,muerte menor de 1 ano,2007-07-01,0,0,2,0,2,0,2
PUCARANI,mortalidad institucional,muerte menor de 1 ano,2007-07-01,0,0,0,1,0,1,1
PUERTO ACOSTA,mortalidad institucional,muerte menor de 1 ano,2007-07-01,1,0,0,0,1,0,1
PUERTO CARABUCO,mortalidad institucional,muerte menor de 1 ano,2007-07-01,0,0,0,1,0,1,1
PUNATA,mortalidad institucional,muerte menor de 1 ano,2007-07-01,0,0,0,1,0,1,1
QUILLACOLLO,mortalidad institucional,muerte menor de 1 ano,2007-07-01,0,0,1,0,1,0,1
RAVELO,mortalidad institucional,muerte menor de 1 ano,2007-07-01,0,0,0,1,0,1,1
REYES,mortalidad institucional,muerte menor de 1 ano,2007-07-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad institucional,muerte menor de 1 ano,2007-07-01,1,1,0,0,1,1,2
SACABA,mortalidad institucional,muerte menor de 1 ano,2007-07-01,0,0,1,0,1,0,1
SACACA,mortalidad institucional,muerte menor de 1 ano,2007-07-01,0,0,0,1,0,1,1
