municipality,group,variable,month,Dentro-H,Dentro-M,Fuera-H,Fuera-M,TOTAL-H,TOTAL-M,TOTAL
MONTEAGUDO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-02-01,0,1,0,0,0,1,1
MONTERO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-02-01,0,1,1,0,1,1,2
ORURO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-02-01,0,2,2,2,2,4,6
POTOSI,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-02-01,0,2,0,0,0,2,2
QUILLACOLLO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-02-01,0,0,1,1,1,1,2
ROBORE,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-02-01,0,0,0,1,0,1,1
SACABA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-02-01,0,0,1,0,1,0,1
SAN IGNACIO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-02-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-02-01,3,1,0,0,3,1,4
SAN LUCAS,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-02-01,0,0,1,1,1,1,2
SORATA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-02-01,0,0,0,1,0,1,1
SUCRE,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-02-01,2,5,1,0,3,5,8
TORO TORO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-02-01,0,0,1,0,1,0,1
WALDO BALLIVIAN,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-02-01,0,0,1,0,1,0,1
ACHACACHI,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,0,0,1,0,1,0,1
ANDAMARCA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,0,0,0,1,0,1,1
AYO AYO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,0,0,0,1,0,1,1
BETANZOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,0,0,1,1,1,1,2
CAIROMA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,0,0,1,0,1,0,1
CALACOTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,0,0,0,1,0,1,1
CALAMARCA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,0,0,0,1,0,1,1
CAMIRI,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,1,0,0,0,1,0,1
CARACOLLO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,0,0,1,0,1,0,1
CARANAVI,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,3,0,0,0,3,0,3
CHIMORE,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,0,0,2,0,2,0,2
COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,1,2,0,0,1,2,3
COLQUIRI,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,0,0,1,0,1,0,1
CONCEPCION,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,1,0,0,0,1,0,1
COTAGAITA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,0,0,1,1,1,1,2
EL ALTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,4,6,1,2,5,8,13
EUCALIPTUS,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,0,0,1,0,1,0,1
GUTIERREZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,0,0,0,1,0,1,1
ICHOCA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,0,0,1,0,1,0,1
IXIAMAS,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,0,0,1,1,1,1,2
LA PAZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,7,20,1,3,8,23,31
MIZQUE,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,0,0,0,1,0,1,1
MONTEAGUDO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,1,0,0,0,1,0,1
MONTERO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,1,0,2,0,3,0,3
MORO MORO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,0,0,1,0,1,0,1
PADILLA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,0,1,0,0,0,1,1
POTOSI,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,5,3,6,0,11,3,14
PUNATA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,0,1,0,2,0,3,3
QUILLACOLLO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,0,0,1,0,1,0,1
RIBERALTA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,0,0,0,1,0,1,1
SACABA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,0,0,1,1,1,1,2
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,1,1,2,1,3,2,5
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,1,2,0,0,1,2,3
SUCRE,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,3,4,1,1,4,5,9
TEOPONTE,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,0,0,0,1,0,1,1
TOLEDO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,0,0,1,0,1,0,1
UNCIA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,0,0,3,1,3,1,4
VILLA VACA GUZMAN (MUYUPAMPA),mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,0,0,1,0,1,0,1
WALDO BALLIVIAN,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,0,0,1,0,1,0,1
YACUIBA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,1,0,0,0,1,0,1
YAPACANI,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,0,0,1,0,1,0,1
ZUDAÑEZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-03-01,0,0,0,1,0,1,1
ANZALDO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,0,0,0,1,0,1,1
AYO AYO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,0,0,0,1,0,1,1
BETANZOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,0,0,2,1,2,1,3
CARANAVI,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,0,0,1,0,1,0,1
CHALLAPATA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,0,0,1,1,1,1,2
CHARAGUA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,0,1,0,1,0,2,2
CHULUMANI (V. DE LA LIBERTAD),mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,1,0,0,0,1,0,1
COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,1,2,0,0,1,2,3
COLQUENCHA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,0,0,0,2,0,2,2
CONCEPCION,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,0,0,1,0,1,0,1
COPACABANA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,0,0,0,1,0,1,1
CUATRO CAÑADAS,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,0,1,0,0,0,1,1
CULPINA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,0,0,1,0,1,0,1
EL ALTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,3,1,0,1,3,2,5
EL CHORO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,0,1,0,0,0,1,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,17,21,0,0,17,21,38
MONTEAGUDO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,1,0,0,0,1,0,1
ORURO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,0,0,1,1,1,1,2
PADILLA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,0,1,0,0,0,1,1
POTOSI,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,2,1,0,0,2,1,3
PUCARANI,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,0,0,1,0,1,0,1
SAN BORJA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,0,0,1,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,1,0,2,2,3,2,5
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,3,2,0,0,3,2,5
SUCRE,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,7,2,0,0,7,2,9
TARABUCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,0,0,0,1,0,1,1
TARIJA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,0,1,0,0,0,1,1
TEOPONTE,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,0,0,0,1,0,1,1
TIPUANI,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,1,0,1,0,2,0,2
TIRAQUE (CBBA),mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,1,0,0,0,1,0,1
TRINIDAD,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,1,0,0,0,1,0,1
VILLA TUNARI,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,0,1,1,0,1,1,2
YOTALA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-04-01,0,0,1,0,1,0,1
ANZALDO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-05-01,0,0,1,1,1,1,2
AYO AYO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-05-01,0,0,0,2,0,2,2
BETANZOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-05-01,0,0,1,2,1,2,3
"COLCHA ""K""",mortalidad institucional,muerte menor de 5 anos por otras causas,2007-05-01,0,0,0,1,0,1,1
COLQUENCHA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-05-01,0,0,1,0,1,0,1
COPACABANA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-05-01,0,0,1,0,1,0,1
EL ALTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-05-01,3,0,4,2,7,2,9
HUACARETA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-05-01,0,0,0,1,0,1,1
ICLA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-05-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-05-01,20,14,0,1,20,15,35
LICOMA PAMPA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-05-01,0,0,0,1,0,1,1
MONTERO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-05-01,0,0,1,0,1,0,1
PATACAMAYA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-05-01,0,0,1,0,1,0,1
POTOSI,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-05-01,3,0,0,0,3,0,3
PUCARANI,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-05-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-05-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-05-01,2,3,0,0,2,3,5
SAN JULIAN,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-05-01,1,0,0,0,1,0,1
SAN LUCAS,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-05-01,0,0,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-05-01,1,0,0,0,1,0,1
SAPAHAQUI,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-05-01,0,0,0,1,0,1,1
SUCRE,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-05-01,3,7,1,0,4,7,11
TARABUCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-05-01,0,0,0,1,0,1,1
TARIJA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-05-01,3,0,1,0,4,0,4
TRINIDAD,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-05-01,2,0,0,0,2,0,2
TUPIZA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-05-01,0,0,0,1,0,1,1
TURCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-05-01,0,0,0,1,0,1,1
VILLA MONTES,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-05-01,0,1,0,0,0,1,1
WALDO BALLIVIAN,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-05-01,0,0,0,1,0,1,1
AYATA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-06-01,0,0,0,1,0,1,1
BETANZOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-06-01,0,0,1,1,1,1,2
"CAIZA ""D""",mortalidad institucional,muerte menor de 5 anos por otras causas,2007-06-01,0,0,0,1,0,1,1
CAPINOTA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-06-01,0,0,0,1,0,1,1
CARANAVI,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-06-01,1,1,1,2,2,3,5
CHARAGUA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-06-01,0,0,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),mortalidad institucional,muerte menor de 5 anos por otras causas,2007-06-01,1,0,0,0,1,0,1
COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-06-01,2,0,0,0,2,0,2
COLQUENCHA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-06-01,0,0,2,0,2,0,2
CULPINA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-06-01,0,0,1,0,1,0,1
EL ALTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-06-01,6,3,4,3,10,6,16
GUANAY,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-06-01,0,0,0,1,0,1,1
GUAYARAMERIN,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-06-01,1,0,0,0,1,0,1
HUACHACALLA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-06-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-06-01,25,12,0,1,25,13,38
LURIBAY,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-06-01,0,0,0,1,0,1,1
MALLA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-06-01,0,0,1,0,1,0,1
MONTERO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-06-01,0,1,0,1,0,2,2
OMEREQUE,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-06-01,0,0,1,0,1,0,1
ORURO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-06-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-06-01,3,1,0,0,3,1,4
PUNA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-06-01,0,0,0,1,0,1,1
SACABA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-06-01,0,0,0,1,0,1,1
SACACA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-06-01,0,0,0,1,0,1,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-06-01,0,1,0,0,0,1,1
SAN LUCAS,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-06-01,0,0,1,0,1,0,1
SUCRE,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-06-01,7,6,1,2,8,8,16
TARIJA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-06-01,0,3,0,1,0,4,4
TRINIDAD,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-06-01,0,0,1,1,1,1,2
TURCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-06-01,0,0,1,0,1,0,1
"CAIZA ""D""",mortalidad institucional,muerte menor de 5 anos por otras causas,2007-07-01,0,0,1,0,1,0,1
CAMIRI,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-07-01,1,0,0,0,1,0,1
CHIMORE,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-07-01,0,0,2,1,2,1,3
COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-07-01,6,2,0,0,6,2,8
COLQUENCHA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-07-01,0,0,0,1,0,1,1
EL ALTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-07-01,8,5,2,3,10,8,18
HUANUNI,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-07-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-07-01,19,8,1,1,20,9,29
MALLA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-07-01,0,0,1,0,1,0,1
MOCOMOCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-07-01,1,0,0,0,1,0,1
MONTERO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-07-01,0,0,0,2,0,2,2
OCURI,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-07-01,0,0,0,1,0,1,1
PUCARA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-07-01,0,1,0,0,0,1,1
PUERTO ACOSTA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-07-01,1,0,0,0,1,0,1
PUERTO CARABUCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-07-01,0,0,0,1,0,1,1
SAN LUCAS,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-07-01,0,0,2,1,2,1,3
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-07-01,2,1,0,1,2,2,4
SUCRE,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-07-01,3,7,0,1,3,8,11
TARIJA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-07-01,0,1,0,0,0,1,1
YACO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-07-01,0,0,1,0,1,0,1
YUNCHARA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-07-01,0,0,1,0,1,0,1
ACHACACHI,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-08-01,0,0,0,1,0,1,1
ASCENCION DE GUARAYOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-08-01,0,0,0,1,0,1,1
AYATA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-08-01,0,0,1,0,1,0,1
BELEN DE ANDAMARCA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-08-01,0,0,1,0,1,0,1
BETANZOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-08-01,0,0,1,1,1,1,2
CABEZAS,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-08-01,0,0,1,0,1,0,1
CAMARGO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-08-01,1,0,0,0,1,0,1
CAMIRI,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-08-01,0,2,0,0,0,2,2
CARANAVI,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-08-01,2,0,0,1,2,1,3
CHAQUI,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-08-01,0,0,0,1,0,1,1
COBIJA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-08-01,1,0,0,0,1,0,1
COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-08-01,4,2,0,0,4,2,6
COLQUENCHA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-08-01,0,0,1,0,1,0,1
CUEVO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-08-01,0,0,0,1,0,1,1
EL ALTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-08-01,11,10,3,1,14,11,25
EL PUENTE(TJA),mortalidad institucional,muerte menor de 5 anos por otras causas,2007-08-01,0,0,1,0,1,0,1
HUACAYA (VILLA DE HUACAYA),mortalidad institucional,muerte menor de 5 anos por otras causas,2007-08-01,0,0,0,1,0,1,1
HUANUNI,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-08-01,0,0,0,1,0,1,1
IXIAMAS,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-08-01,0,0,1,0,1,0,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-08-01,16,23,1,1,17,24,41
MONTERO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-08-01,1,0,0,0,1,0,1
OMEREQUE,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-08-01,0,0,0,1,0,1,1
ORURO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-08-01,1,0,0,1,1,1,2
POCONA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-08-01,0,0,1,0,1,0,1
POTOSI,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-08-01,2,1,0,0,2,1,3
PRESTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-08-01,0,0,0,1,0,1,1
PUERTO VILLARROEL,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-08-01,0,1,0,1,0,2,2
PUNATA,mortalidad institucional,muerte menor de 5 anos por otras causas,2007-08-01,0,0,0,1,0,1,1
