municipality,group,variable,month,Dentro-H,Dentro-M,Fuera-H,Fuera-M,TOTAL-H,TOTAL-M,TOTAL
COCHABAMBA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-03-01,1,0,1,0,2,0,2
COLOMI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-03-01,0,0,0,1,0,1,1
ICLA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-03-01,0,1,0,1,0,2,2
LA PAZ,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-03-01,0,1,0,0,0,1,1
LLALLAGUA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-03-01,0,0,0,1,0,1,1
ORURO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-03-01,0,1,0,0,0,1,1
POTOSI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-03-01,1,0,0,0,1,0,1
PUNATA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-03-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-03-01,1,0,0,0,1,0,1
SAIPINA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-03-01,0,0,1,0,1,0,1
SAN AGUSTIN,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-03-01,0,0,0,1,0,1,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-03-01,0,1,0,0,0,1,1
SAN RAFAEL,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-03-01,0,0,0,1,0,1,1
TARVITA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-03-01,0,0,0,1,0,1,1
TOMAVE,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-03-01,0,0,2,0,2,0,2
UNCIA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-03-01,0,0,1,0,1,0,1
VILLA TUNARI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-03-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-04-01,1,0,0,0,1,0,1
COLOMI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-04-01,0,0,2,0,2,0,2
COTAGAITA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-04-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-04-01,2,1,2,0,4,1,5
OMEREQUE,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-04-01,0,0,0,1,0,1,1
POCONA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-04-01,0,0,0,1,0,1,1
REYES,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-04-01,1,0,0,0,1,0,1
SALINAS DE GARCI MENDOZA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-04-01,0,0,1,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-04-01,0,0,0,1,0,1,1
SUCRE,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-04-01,1,0,0,0,1,0,1
TORO TORO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-04-01,0,0,0,1,0,1,1
ARQUE,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-05-01,0,0,0,1,0,1,1
CAJUATA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-05-01,1,0,0,0,1,0,1
CARANAVI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-05-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-05-01,1,1,0,0,1,1,2
COTAGAITA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-05-01,0,0,1,0,1,0,1
EL ALTO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-05-01,0,0,1,1,1,1,2
EL TORNO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-05-01,0,0,1,0,1,0,1
LA PAZ,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-05-01,1,1,1,2,2,3,5
LLALLAGUA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-05-01,0,1,0,1,0,2,2
MAIRANA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-05-01,0,0,1,0,1,0,1
POCOATA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-05-01,0,0,1,0,1,0,1
PUCARANI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-05-01,0,0,1,0,1,0,1
PUNATA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-05-01,0,0,1,0,1,0,1
SAN LUCAS,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-05-01,0,0,2,1,2,1,3
SORATA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-05-01,1,0,0,1,1,1,2
SUCRE,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-05-01,1,1,0,0,1,1,2
TRINIDAD,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-05-01,1,0,0,0,1,0,1
VILA VILA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-05-01,0,0,0,1,0,1,1
ANCORAIMES,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-06-01,0,0,1,0,1,0,1
APOLO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-06-01,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-06-01,0,0,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-06-01,1,0,0,0,1,0,1
CARANAVI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-06-01,0,0,0,4,0,4,4
CARAPARI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-06-01,0,0,0,1,0,1,1
EL ALTO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-06-01,1,0,0,3,1,3,4
EL TORNO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-06-01,0,0,0,1,0,1,1
FERNANDEZ ALONSO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-06-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-06-01,0,0,1,0,1,0,1
LURIBAY,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-06-01,0,0,0,1,0,1,1
ORURO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-06-01,0,1,0,0,0,1,1
POROMA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-06-01,0,0,1,0,1,0,1
PUNATA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-06-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-06-01,0,1,0,0,0,1,1
SUCRE,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-06-01,0,3,0,0,0,3,3
TRINIDAD,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-06-01,1,0,0,0,1,0,1
CARANAVI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-07-01,1,0,0,0,1,0,1
COCHABAMBA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-07-01,0,0,1,0,1,0,1
EL ALTO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-07-01,2,0,0,1,2,1,3
LLALLAGUA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-07-01,0,0,1,0,1,0,1
SAN BORJA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-07-01,0,1,0,0,0,1,1
SOPACHUY,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-07-01,0,0,1,0,1,0,1
SUCRE,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-07-01,0,1,0,0,0,1,1
TARIJA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-07-01,0,1,0,0,0,1,1
APOLO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-08-01,0,0,0,1,0,1,1
CAMIRI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-08-01,1,1,0,0,1,1,2
COCHABAMBA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-08-01,1,0,0,0,1,0,1
CULPINA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-08-01,1,0,1,0,2,0,2
EL ALTO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-08-01,0,1,0,1,0,2,2
LA PAZ,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-08-01,2,1,0,0,2,1,3
POTOSI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-08-01,0,0,1,0,1,0,1
PUNATA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-08-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-08-01,2,0,0,0,2,0,2
SACABA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-08-01,0,0,1,0,1,0,1
SAN BUENA VENTURA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-08-01,0,0,1,0,1,0,1
SAN LUCAS,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-08-01,0,0,0,1,0,1,1
SAN RAMON,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-08-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-08-01,2,0,0,0,2,0,2
VILLA TUNARI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-08-01,0,0,0,1,0,1,1
ACHACACHI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-09-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-09-01,1,0,0,0,1,0,1
LA PAZ,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-09-01,1,0,0,0,1,0,1
MOJOCOYA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-09-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-09-01,1,1,0,0,1,1,2
RIBERALTA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-09-01,1,0,0,0,1,0,1
TARABUCO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-09-01,0,0,0,1,0,1,1
TURCO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-09-01,0,0,1,0,1,0,1
COPACABANA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-10-01,0,0,1,0,1,0,1
LA PAZ,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-10-01,3,1,0,0,3,1,4
PASORAPA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-10-01,0,0,1,0,1,0,1
POTOSI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-10-01,1,0,0,0,1,0,1
PUERTO ACOSTA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-10-01,0,0,0,1,0,1,1
PUNATA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-10-01,0,0,1,0,1,0,1
RAVELO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-10-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-10-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-10-01,1,0,0,0,1,0,1
SAN LUCAS,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-10-01,0,0,1,0,1,0,1
SAN PEDRO DE TIQUINA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-10-01,0,0,1,0,1,0,1
SAN RAFAEL,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-10-01,0,0,0,1,0,1,1
SUCRE,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-10-01,0,2,0,0,0,2,2
TARVITA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-10-01,0,1,0,0,0,1,1
LA PAZ,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-11-01,0,2,0,0,0,2,2
PUNATA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-11-01,1,0,0,0,1,0,1
RIBERALTA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-11-01,2,0,0,0,2,0,2
SACACA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-11-01,0,0,0,1,0,1,1
APOLO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-12-01,0,0,1,0,1,0,1
CARANAVI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-12-01,1,0,0,0,1,0,1
COCHABAMBA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-12-01,0,0,1,0,1,0,1
EL ALTO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-12-01,0,1,0,0,0,1,1
LA PAZ,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-12-01,1,0,0,0,1,0,1
MIZQUE,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-12-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-12-01,0,2,0,0,0,2,2
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-12-01,0,1,0,0,0,1,1
TAPACARI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2007-12-01,0,0,1,0,1,0,1
