municipality,group,variable,month,Dentro-H,Dentro-M,Fuera-H,Fuera-M,TOTAL-H,TOTAL-M,TOTAL
CAMIRI,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-07-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),mortalidad institucional,muerte menor de 5 anos por neumonia,2007-07-01,0,1,0,0,0,1,1
COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-07-01,1,0,0,0,1,0,1
EL ALTO,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-07-01,0,1,1,0,1,1,2
LA PAZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-07-01,1,0,0,0,1,0,1
MOJINETE,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-07-01,0,0,1,0,1,0,1
PATACAMAYA,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-07-01,0,1,0,0,0,1,1
PUNATA,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-07-01,0,1,0,0,0,1,1
SACABA,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-07-01,0,0,1,0,1,0,1
SAN RAFAEL,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-07-01,1,0,0,0,1,0,1
UNCIA,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-07-01,1,0,0,0,1,0,1
COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-08-01,0,3,0,0,0,3,3
HUANUNI,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-08-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-08-01,2,0,0,0,2,0,2
PUNATA,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-08-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-08-01,1,0,0,0,1,0,1
ASCENCION DE GUARAYOS,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-09-01,0,0,0,1,0,1,1
BETANZOS,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-09-01,1,0,0,0,1,0,1
COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-09-01,0,1,0,0,0,1,1
"COLCHA ""K""",mortalidad institucional,muerte menor de 5 anos por neumonia,2007-09-01,0,0,2,0,2,0,2
EL ALTO,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-09-01,0,0,1,0,1,0,1
HUACARETA,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-09-01,1,0,0,0,1,0,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-09-01,1,1,0,0,1,1,2
MONTEAGUDO,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-09-01,0,1,0,0,0,1,1
ORURO,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-09-01,1,0,0,0,1,0,1
POTOSI,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-09-01,0,1,0,0,0,1,1
PRESTO,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-09-01,0,0,1,0,1,0,1
AYO AYO,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-10-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-10-01,0,1,0,0,0,1,1
EL ALTO,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-10-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-10-01,2,0,1,1,3,1,4
ORURO,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-10-01,1,0,0,0,1,0,1
SACABA,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-10-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-10-01,0,1,0,0,0,1,1
SUCRE,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-10-01,0,1,0,0,0,1,1
TARIJA,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-10-01,1,0,0,0,1,0,1
EL ALTO,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-11-01,0,1,0,0,0,1,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-11-01,1,0,0,0,1,0,1
LLALLAGUA,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-11-01,1,0,0,0,1,0,1
MOCOMOCO,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-11-01,1,0,0,0,1,0,1
SAN LUCAS,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-11-01,0,0,0,1,0,1,1
CABEZAS,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-12-01,0,0,2,0,2,0,2
CARANAVI,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-12-01,0,1,1,0,1,1,2
COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-12-01,0,1,0,0,0,1,1
COLLANA,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-12-01,0,0,0,1,0,1,1
PUNA,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-12-01,0,0,0,1,0,1,1
SAN PEDRO DE TIQUINA,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-12-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-12-01,1,1,0,0,1,1,2
SUCRE,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-12-01,2,0,0,0,2,0,2
TARVITA,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-12-01,0,0,1,0,1,0,1
UYUNI,mortalidad institucional,muerte menor de 5 anos por neumonia,2007-12-01,1,0,0,0,1,0,1
