municipality,group,variable,month,Dentro-H,Dentro-M,Fuera-H,Fuera-M,TOTAL-H,TOTAL-M,TOTAL
FERNANDEZ ALONSO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,1,0,1,0,1
GENERAL SAAVEDRA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,1,1,1,1,2
GUAYARAMERIN,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,1,0,1,2,2,2,4
HUACARETA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,1,0,0,0,1,0,1
HUACAYA (VILLA DE HUACAYA),mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,0,1,0,1,1
HUAYLLAMARCA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,2,0,2,0,2
IRUPANA (VILLA DE LANZA),mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,0,1,0,1,1
JESUS DE MACHACA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,0,1,0,1,1
LA GUARDIA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,4,0,4,0,4
LA PAZ,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,71,98,12,10,83,108,191
LLALLAGUA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,2,1,4,3,6,4,10
LURIBAY,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,0,2,0,2,2
MACHARETI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,1,3,1,3,2,5
MAIRANA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,1,1,1,1,2
MIZQUE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,1,0,0,0,1,1
MONTEAGUDO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,1,3,2,0,3,3,6
MONTERO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,2,0,5,4,7,4,11
MORO MORO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,1,1,1,1,2
MOROCHATA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,1,0,0,1,1,1,2
ORURO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,23,9,6,3,29,12,41
PALOS BLANCOS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,1,1,1,1,2
POCOATA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,10,8,0,1,10,9,19
PRESTO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,2,0,2,0,2
PUCARA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,1,0,1,0,1
PUCARANI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,2,0,2,0,2
PUERTO ACOSTA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,1,1,1,1,2,3
PUERTO CARABUCO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,2,1,2,1,3
PUERTO QUIJARRO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,1,1,1,1,2
PUERTO SUAREZ,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,1,1,0,1,1,2
PUERTO VILLARROEL,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,1,1,1,1,2,2,4
PUNA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,1,3,1,3,4
PUNATA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,3,0,0,3,3,3,6
QUILLACOLLO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,1,1,7,4,8,5,13
RIBERALTA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,4,2,6,6,10,8,18
RURRENABAQUE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,1,0,0,0,1,1
SACABA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,11,1,11,1,12
SAMAIPATA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,0,2,0,2,2
SAN BORJA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,2,0,0,0,2,0,2
SAN IGNACIO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,0,2,0,2,2
SAN IGNACIO DE VELASCO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,1,2,3,2,4,6
SAN JOSE DE CHIQUITOS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,1,0,4,2,5,2,7
SAN JULIAN,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,1,0,0,0,1,1
SAN LUCAS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,1,0,2,0,3,0,3
SAN MIGUEL DE VELASCO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,1,1,1,1,2
SAN PEDRO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,1,0,0,0,1,0,1
SAN PEDRO DE CURAHUARA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,1,0,1,0,1
SAN PEDRO DE TIQUINA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,0,1,0,1,1
SAN RAFAEL,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,1,1,1,1,2
SANTA ANA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,21,12,1,2,22,14,36
SANTA ROSA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,2,0,0,0,2,0,2
SANTA ROSA DEL SARA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,0,2,0,2,2
SANTIAGO DE HUARI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,0,1,0,1,1
SOPACHUY,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,1,1,0,1,1,2,3
SORATA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,1,1,1,1,2
SUCRE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,5,3,0,0,5,3,8
TARABUCO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,4,0,4,0,4
TARATA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,4,1,4,1,5
TARIJA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,24,17,3,4,27,21,48
TIPUANI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,1,2,1,2,3
TITO YUPANQUI (PARQUIPUJIO),mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,1,2,1,2,3
TOLATA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,0,1,0,1,1
TORO TORO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,0,1,0,1,1
TOTORA(CBBA),mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,1,0,0,0,1,0,1
TRIGAL,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,1,0,1,1,2,1,3
TRINIDAD,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,9,8,6,0,15,8,23
TUPIZA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,6,1,6,1,7
UMALA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,1,0,1,0,1
UNCIA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,0,3,0,3,3
VALLEGRANDE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,2,1,0,1,2,3
VILLA MONTES,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,3,2,0,0,3,2,5
VILLA SERRANO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,1,1,1,1,2
VILLA TUNARI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,1,0,4,1,5,1,6
VILLAZON,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,3,3,4,1,7,4,11
VITICHI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,0,2,0,2,2
YACUIBA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,2,2,1,0,3,2,5
YAPACANI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,1,1,1,0,2,1,3
YOTALA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,2,2,2,2,4
YUNCHARA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-01-01,0,0,1,0,1,0,1
ACHACACHI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,1,1,1,1,2
ATOCHA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,1,0,0,0,1,0,1
AYATA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,1,0,0,0,1,1
AYO AYO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,2,0,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,1,0,0,0,1,1
BATALLAS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,2,1,2,1,3
BETANZOS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,2,3,2,3,5
BOLIVAR,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,0,1,0,1,1
BOYUIBE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,1,0,0,0,1,1
BUENA VISTA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,1,0,1,0,1
CAIROMA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,0,1,0,1,1
"CAIZA ""D""",mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,0,1,0,1,1
CALACOTO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,2,1,2,1,3
CALAMARCA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,3,0,3,0,3
CAMIRI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,2,3,0,0,2,3,5
CAPINOTA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,0,1,0,1,1
CARANAVI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,3,0,4,3,7,3,10
CHALLAPATA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,6,11,6,11,17
CHARAGUA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,1,1,0,1,1,2
CHULUMANI (V. DE LA LIBERTAD),mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,1,1,2,0,3,1,4
COBIJA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,5,1,0,0,5,1,6
COCHABAMBA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,36,39,1,1,37,40,77
COLLANA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,1,0,1,0,1
COLOMI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,6,1,6,1,7
COLPA BELGICA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,2,0,2,0,2
COMANCHE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,0,1,0,1,1
CONCEPCION,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,3,0,3,0,3
COPACABANA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,1,0,1,0,1
CORO CORO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,1,2,1,2,3
COROICO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,1,0,0,0,1,0,1
COTAGAITA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,3,3,3,3,6
CUEVO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,1,0,1,0,1
EL ALTO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,6,3,6,3,12,6,18
ENTRE RIOS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,1,4,1,4,5
EUCALIPTUS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,2,3,2,3,5
FERNANDEZ ALONSO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,0,1,0,1,1
FILADELFIA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,1,0,1,0,1
GUANAY,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,1,0,0,0,1,0,1
GUAYARAMERIN,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,3,4,3,4,7
HUACARETA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,1,0,1,0,1
HUANUNI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,1,2,1,2,3
IRUPANA (VILLA DE LANZA),mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,2,2,2,2,4
LA PAZ,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,86,61,7,6,93,67,160
LAGUNILLAS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,1,0,0,0,1,0,1
LLALLAGUA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,5,0,4,0,9,0,9
LORETO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,1,0,0,0,1,0,1
MAIRANA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,1,0,1,0,2,0,2
MOCOMOCO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,0,1,0,1,1
MONTEAGUDO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,1,0,4,3,5,3,8
MONTERO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,5,7,5,7,12
MORO MORO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,0,2,0,2,2
OKINAWA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,1,1,1,1,2
ORURO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,15,19,5,2,20,21,41
PALOS BLANCOS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,1,1,1,1,2
PAMPA AULLAGAS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,0,2,0,2,2
PAMPA GRANDE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,1,0,0,0,1,0,1
PASORAPA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,16,7,3,6,19,13,32
PRESTO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,2,0,2,0,2
PUCARA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,1,0,1,0,1
PUERTO ACOSTA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,1,1,0,1,1,2
PUERTO CARABUCO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,2,2,2,2,4
PUERTO PEREZ,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,2,1,2,1,3
PUERTO VILLARROEL,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,1,1,0,0,1,1,2
PUNA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,1,1,1,1,2
PUNATA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,3,2,4,4,7,6,13
QUILLACOLLO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,3,2,7,2,10,12
RIBERALTA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,6,1,3,3,9,4,13
SACABA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,1,1,12,13,13,14,27
SACACA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,0,1,0,1,1
SAIPINA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,1,1,1,1,2
SAMAIPATA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,2,0,2,0,2
SAN AGUSTIN,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,0,1,0,1,1
SAN BORJA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,1,5,1,5,2,7
SAN BUENA VENTURA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,1,0,1,0,1
SAN IGNACIO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,2,2,0,2,2,4
SAN IGNACIO DE VELASCO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,3,4,3,4,7
SAN JOSE DE CHIQUITOS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,1,0,0,0,1,0,1
SAN LUCAS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,2,3,2,3,5
SAN MATIAS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,1,0,0,0,1,1
SAN MIGUEL DE VELASCO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,1,0,1,0,1
SAN PEDRO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,1,0,1,0,1
SAN PEDRO DE TIQUINA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,11,24,1,2,12,26,38
SANTA ROSA DEL SARA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,1,0,1,0,1
SANTIAGO DE HUARI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,0,1,0,1,1
SORATA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,2,0,2,0,2
SUCRE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,9,7,2,3,11,10,21
TARABUCO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,0,3,0,3,3
TARATA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,1,0,1,0,1
TARIJA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,21,7,5,1,26,8,34
TARVITA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,1,0,1,0,1
TIPUANI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,1,0,0,1,1,1,2
TITO YUPANQUI (PARQUIPUJIO),mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,1,0,1,0,1
TOCO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,1,1,1,1,2
TOLEDO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,0,1,0,1,1
TORO TORO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,0,1,0,1,1
TOTORA(ORR),mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,0,1,0,1,1
TRIGAL,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,2,1,2,1,3
TRINIDAD,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,10,8,3,1,13,9,22
TUPIZA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,12,0,0,2,12,2,14
UNCIA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,1,3,1,3,4
VALLEGRANDE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,1,2,0,0,1,2,3
VIACHA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,2,0,2,0,2
VILLA MONTES,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,2,2,1,0,3,2,5
VILLA RIVERO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,1,0,1,0,1
VILLA TUNARI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,2,0,1,0,3,0,3
VILLA VACA GUZMAN (MUYUPAMPA),mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,0,2,0,2,2
VILLAZON,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,1,0,0,0,1,1
VITICHI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,1,1,1,1,2
WARNES,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,1,0,0,0,1,1
YACUIBA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,1,0,4,2,5,2,7
YAPACANI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,2,0,0,0,2,0,2
YUNCHARA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-02-01,0,0,1,0,1,0,1
ACHACACHI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-03-01,0,0,2,4,2,4,6
APOLO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-03-01,0,0,0,5,0,5,5
ATOCHA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-03-01,1,1,0,0,1,1,2
AYO AYO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-03-01,0,0,1,1,1,1,2
AZURDUY,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-03-01,0,0,1,0,1,0,1
BETANZOS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-03-01,0,0,4,5,4,5,9
CAIROMA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-03-01,0,0,1,2,1,2,3
CALACOTO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-03-01,0,0,0,1,0,1,1
CALAMARCA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-03-01,0,0,1,0,1,0,1
CARANAVI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2007-03-01,3,3,6,0,9,3,12
