municipality,group,variable,month,Dentro-H,Dentro-M,Fuera-H,Fuera-M,TOTAL-H,TOTAL-M,TOTAL
EL TORNO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,1,0,0,0,1,1
EL VILLAR,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,0,1,0,1,1
ENTRE RIOS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,0,2,0,2,2
EUREKA (SANTOS MERCADO),mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,1,0,1,0,1
FERNANDEZ ALONSO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,0,1,0,1,1
FILADELFIA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,1,0,0,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,1,2,1,2,3
GUANAY,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,2,1,2,1,3
GUAYARAMERIN,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,1,0,0,0,1,0,1
HUACARETA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,1,1,0,1,1,2
HUANUNI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,1,0,1,0,1
ICLA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,1,0,1,0,1
INGAVI (HUMAITA),mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,0,1,0,1,1
IXIAMAS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,1,0,0,0,1,1
LA ASUNTA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,1,0,0,0,1,0,1
LA GUARDIA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,1,0,0,0,1,1
LA PAZ,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,79,85,10,10,89,95,184
LLALLAGUA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,2,0,2,0,2
MACHARETI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,0,1,0,1,1
MAGDALENA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,1,0,0,0,1,0,1
MINEROS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,2,0,2,0,2
MIZQUE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,4,0,4,0,4
MONTEAGUDO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,1,4,3,4,4,8
MONTERO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,2,0,3,1,5,1,6
MORO MORO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,0,1,0,1,1
OCURI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,0,1,0,1,1
ORURO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,16,24,3,9,19,33,52
PADCAYA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,0,1,0,1,1
PALOS BLANCOS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,1,0,1,0,1
PASORAPA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,1,0,1,0,1
PATACAMAYA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,2,2,2,2,4
POTOSI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,8,7,0,0,8,7,15
PRESTO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,1,1,1,1,2
PUCARA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,1,0,1,0,1
PUERTO ACOSTA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,0,2,0,2,2
PUERTO CARABUCO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,0,1,0,1,1
PUERTO QUIJARRO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,1,0,1,0,1
PUERTO SUAREZ,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,1,0,1,0,2,0,2
PUERTO VILLARROEL,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,2,2,0,0,2,2,4
PUNA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,2,2,2,2,4
PUNATA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,2,4,3,4,5,9
RIBERALTA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,3,2,2,2,5,7
SACABA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,1,0,5,3,6,3,9
SAMAIPATA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,2,0,2,0,2
SAN ANDRES,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,1,0,1,0,1
SAN BORJA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,1,3,1,3,4
SAN CARLOS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,1,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,3,1,0,1,3,4
SAN JOSE DE CHIQUITOS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,2,0,2,0,2
SAN JUAN DE YAPACANI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,1,0,1,0,1
SAN LUCAS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,5,0,5,0,5
SAN PEDRO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,1,0,2,1,3,1,4
SAN PEDRO(PND),mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,1,0,1,0,1
SANTA ANA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,2,4,0,0,2,4,6
SANTIAGO DE HUARI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,1,3,1,3,4
SANTUARIO DE QUILLACAS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,1,0,1,0,1
SENA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,2,0,2,0,2
SIPE SIPE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,1,0,0,0,1,1
SOPACHUY,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,0,1,0,1,1
SUCRE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,13,15,3,6,16,21,37
TAPACARI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,0,1,0,1,1
TARABUCO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,1,3,3,3,4,7
TARIJA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,13,13,22,17,35,30,65
TIPUANI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,1,0,1,1,2,1,3
TIRAQUE (CBBA),mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,1,0,1,0,1
TRINIDAD,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,2,9,2,7,4,16,20
TUPIZA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,5,1,1,2,6,3,9
UNCIA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,3,1,1,4,4,5,9
UYUNI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,0,3,0,3,3
VACAS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,1,3,1,3,4
VALLEGRANDE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,1,1,0,1,1,2
VILLA SERRANO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,0,1,0,1,1
VILLA TUNARI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,1,1,1,0,2,1,3
VILLAZON,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,1,2,2,4,3,6,9
YAPACANI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,2,0,2,0,2
YOTALA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,2,0,2,0,2
YUNCHARA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-01-01,0,0,2,1,2,1,3
ACHACACHI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,0,3,0,3,3
ALCALA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,1,0,1,0,1
APOLO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,2,0,2,0,2
AZURDUY,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,1,1,1,1,2
BATALLAS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,1,0,1,0,1
BETANZOS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,3,3,3,3,6
BOLIVAR,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,0,1,0,1,1
BUENA VISTA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,2,0,2,0,2
"CAIZA ""D""",mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,0,2,0,2,2
CAJUATA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,0,1,0,1,1
CAMARGO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,1,0,0,0,1,1
CAMIRI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,4,5,1,0,5,5,10
CAPINOTA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,1,0,0,0,1,1
CARANAVI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,1,1,1,2,2,3,5
CHALLAPATA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,2,4,2,4,6
CHAQUI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,2,0,2,0,2
CHARAGUA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,1,0,0,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,1,1,1,1,2,3
CHUMA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,1,0,1,0,1
COBIJA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,1,0,1,0,2,0,2
COCHABAMBA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,31,29,1,2,32,31,63
"COLCHA ""K""",mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,1,0,1,0,1
COLOMI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,1,4,1,4,5
COLPA BELGICA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,1,2,1,2,3
COPACABANA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,2,1,2,1,3
COROICO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,1,1,0,0,1,1,2
COTAGAITA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,2,0,2,0,2
COTOCA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,3,0,3,0,3
CUATRO CAÑADAS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,1,0,0,0,1,1
CULPINA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,0,1,0,1,1
EL ALTO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,3,3,2,5,5,8,13
EL TORNO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,1,0,1,0,1
ENTRE RIOS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,5,0,5,0,5
EUCALIPTUS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,1,0,1,0,1
FERNANDEZ ALONSO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,1,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,0,1,0,1,1
GUTIERREZ,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,1,0,1,0,1
HUACARETA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,1,1,1,1,2
HUANUNI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,1,0,0,0,1,0,1
HUAYLLAMARCA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,2,1,2,1,3
ICHOCA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,1,0,1,0,1
ICLA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,1,0,1,0,1
INCAHUASI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,0,1,0,1,1
INQUISIVI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,2,3,2,3,5
IXIAMAS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,1,0,1,0,1
JESUS DE MACHACA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,0,2,0,2,2
LA GUARDIA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,1,0,1,0,1
LA PAZ,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,69,66,13,11,82,77,159
LLALLAGUA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,2,3,3,3,5,8
LLICA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,2,0,2,0,2
MACHACAMARCA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,2,1,0,1,2,2,4
MACHARETI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,0,1,0,1,1
MAIRANA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,1,1,0,0,1,1,2
MINEROS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,1,1,1,1,2
MIZQUE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,0,4,0,4,4
MOCOMOCO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,3,1,3,1,4
MONTEAGUDO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,0,3,0,3,3
MONTERO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,1,0,8,1,9,1,10
MORO MORO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,1,0,1,0,1
OCURI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,1,0,0,0,1,1
ORURO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,26,15,4,5,30,20,50
PADILLA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,1,1,1,1,2
PALOS BLANCOS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,1,0,1,2,2,2,4
PASORAPA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,1,1,1,1,2
PATACAMAYA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,1,1,2,5,3,6,9
POCOATA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,1,0,1,0,1
PORTACHUELO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,1,1,1,1,2
POTOSI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,11,16,0,0,11,16,27
PRESTO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,0,1,0,1,1
PUCARANI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,1,0,1,0,1
PUERTO CARABUCO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,1,3,1,3,4
PUERTO QUIJARRO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,0,1,0,1,1
PUERTO VILLARROEL,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,4,0,1,1,5,1,6
PUNA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,2,2,2,2,4
PUNATA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,3,1,3,4,6,5,11
QUIME,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,1,0,0,0,1,1
RAVELO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,0,2,0,2,2
RIBERALTA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,1,4,9,4,10,8,18
ROBORE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,2,1,0,1,2,3
SACABA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,4,2,4,2,6
SACACA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,3,0,3,0,3
SAMAIPATA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,4,0,4,0,4
SAN BENITO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,2,2,2,2,4
SAN BORJA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,1,0,0,2,1,2,3
SAN CARLOS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,1,1,1,1,2
SAN IGNACIO DE VELASCO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,1,2,0,0,1,2,3
SAN JOSE DE CHIQUITOS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,3,1,3,1,4
SAN JULIAN,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,1,0,0,0,1,0,1
SAN LUCAS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,5,2,5,2,7
SAN MIGUEL DE VELASCO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,1,1,1,1,2,3
SANTA ANA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,2,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,11,6,0,0,11,6,17
SANTIAGO DE CALLAPA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,1,0,1,0,1
SORACACHI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,0,1,0,1,1
SUCRE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,10,17,4,2,14,19,33
TACOPAYA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,1,0,1,0,1
TARABUCO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,2,1,2,1,3
TARIJA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,11,15,5,1,16,16,32
TARVITA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,1,0,1,0,2,0,2
TIQUIPAYA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,1,0,1,0,1
TOMINA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,0,1,0,1,1
TORO TORO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,2,0,2,0,2
TOTORA(CBBA),mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,0,1,0,1,1
TRIGAL,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,0,1,0,1,1
TRINIDAD,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,4,4,2,0,6,4,10
UNCIA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,2,1,0,0,2,1,3
UYUNI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,5,1,5,1,6
VILLA SERRANO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,2,0,2,0,2
VILLA TUNARI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,2,0,0,0,2,0,2
VILLA VACA GUZMAN (MUYUPAMPA),mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,2,0,2,0,2
VILLAZON,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,1,0,1,0,2,2
VITICHI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,1,1,1,1,2
WARNES,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,0,1,0,1,1
YACUIBA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,1,2,0,1,1,3,4
YAMPARAEZ,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,0,1,0,1,0,1
YAPACANI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,1,0,2,0,3,0,3
YOTALA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-02-01,0,1,0,0,0,1,1
ACHACACHI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-03-01,0,0,1,0,1,0,1
AYO AYO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-03-01,0,0,2,2,2,2,4
AZURDUY,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-03-01,0,0,1,0,1,0,1
BERMEJO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-03-01,0,0,1,0,1,0,1
BETANZOS,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-03-01,0,0,2,2,2,2,4
BOYUIBE,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-03-01,0,1,0,0,0,1,1
BUENA VISTA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-03-01,0,0,1,1,1,1,2
CAIROMA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-03-01,0,1,0,0,0,1,1
"CAIZA ""D""",mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-03-01,1,0,2,0,3,0,3
CALAMARCA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-03-01,0,0,1,0,1,0,1
CAMIRI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-03-01,3,3,0,0,3,3,6
CARANAVI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-03-01,1,1,4,3,5,4,9
CHALLAPATA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-03-01,0,0,5,4,5,4,9
CHAQUI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-03-01,0,0,3,1,3,1,4
CHULUMANI (V. DE LA LIBERTAD),mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-03-01,0,1,1,0,1,1,2
COBIJA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-03-01,3,2,1,0,4,2,6
COCHABAMBA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-03-01,58,32,1,0,59,32,91
COLOMI,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-03-01,0,0,2,3,2,3,5
COLPA BELGICA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-03-01,0,0,0,1,0,1,1
CONCEPCION,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-03-01,1,0,0,0,1,0,1
COPACABANA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-03-01,0,0,4,1,4,1,5
COROICO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-03-01,0,1,1,0,1,1,2
COTOCA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-03-01,0,0,1,0,1,0,1
CULPINA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-03-01,0,0,1,1,1,1,2
CURVA,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-03-01,0,0,0,1,0,1,1
EL ALTO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-03-01,6,6,8,3,14,9,23
EL TORNO,mortalidad institucional,otras muertes en personas mayores de 5 anos,2006-03-01,0,0,1,0,1,0,1
