municipality,group,variable,month,Dentro-H,Dentro-M,Fuera-H,Fuera-M,TOTAL-H,TOTAL-M,TOTAL
PUERTO GONZALO MORENO,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-03-01,0,0,1,0,1,0,1
RAVELO,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-03-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-03-01,1,1,0,0,1,1,2
EL ALTO,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-04-01,0,0,0,1,0,1,1
IXIAMAS,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-04-01,0,0,1,0,1,0,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-04-01,0,1,1,0,1,1,2
POTOSI,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-04-01,1,1,0,0,1,1,2
SAN JUAN DE YAPACANI,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-04-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-04-01,2,1,0,0,2,1,3
EL ALTO,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-05-01,0,0,1,0,1,0,1
INCAHUASI,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-05-01,0,1,0,0,0,1,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-05-01,2,2,0,0,2,2,4
LLALLAGUA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-05-01,0,0,0,1,0,1,1
OCURI,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-05-01,0,0,0,1,0,1,1
ORURO,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-05-01,1,0,0,0,1,0,1
PALOS BLANCOS,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-05-01,0,0,1,0,1,0,1
POJO (CBBA),mortalidad institucional,muerte menor de 5 anos por neumonia,2006-05-01,0,0,1,0,1,0,1
PUERTO ACOSTA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-05-01,0,0,1,0,1,0,1
SACABA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-05-01,0,0,0,1,0,1,1
SAN ANTONIO DE ESMORUCO,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-05-01,0,0,1,1,1,1,2
SAN BORJA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-05-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-05-01,0,1,0,0,0,1,1
SUCRE,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-05-01,0,0,1,0,1,0,1
CALAMARCA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-06-01,0,1,0,0,0,1,1
"COLCHA ""K""",mortalidad institucional,muerte menor de 5 anos por neumonia,2006-06-01,0,1,0,0,0,1,1
CURVA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-06-01,0,0,1,0,1,0,1
EL ALTO,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-06-01,0,0,1,0,1,0,1
GUAYARAMERIN,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-06-01,1,0,0,0,1,0,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-06-01,2,0,0,0,2,0,2
MIZQUE,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-06-01,0,0,1,0,1,0,1
OCURI,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-06-01,0,0,0,1,0,1,1
POROMA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-06-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-06-01,1,1,0,0,1,1,2
SACABA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-06-01,0,1,0,0,0,1,1
SAN BORJA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-06-01,2,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-06-01,1,0,0,0,1,0,1
SANTUARIO DE QUILLACAS,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-06-01,0,0,0,1,0,1,1
TIPUANI,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-06-01,0,1,0,0,0,1,1
VILLA SERRANO,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-06-01,0,0,1,0,1,0,1
BETANZOS,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-07-01,0,0,2,0,2,0,2
COLOMI,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-07-01,0,0,1,0,1,0,1
EL ALTO,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-07-01,1,0,0,1,1,1,2
IRUPANA (VILLA DE LANZA),mortalidad institucional,muerte menor de 5 anos por neumonia,2006-07-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-07-01,0,1,1,0,1,1,2
LLALLAGUA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-07-01,0,0,0,1,0,1,1
ORURO,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-07-01,0,1,0,0,0,1,1
RIBERALTA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-07-01,0,1,0,0,0,1,1
SACACA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-07-01,0,0,0,1,0,1,1
SAN BORJA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-07-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-07-01,1,0,0,0,1,0,1
SANTA ANA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-07-01,1,0,0,0,1,0,1
SUCRE,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-07-01,1,0,0,0,1,0,1
CARANAVI,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-08-01,0,0,1,0,1,0,1
CHAQUI,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-08-01,0,0,0,1,0,1,1
CHAYANTA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-08-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-08-01,1,0,0,0,1,0,1
COPACABANA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-08-01,0,1,0,1,0,2,2
EL ALTO,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-08-01,2,0,1,1,3,1,4
INCAHUASI,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-08-01,0,0,1,0,1,0,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-08-01,1,2,0,0,1,2,3
PATACAMAYA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-08-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-08-01,0,1,0,0,0,1,1
RIBERALTA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-08-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-08-01,2,0,0,0,2,0,2
SANTA ANA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-08-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-08-01,1,0,0,0,1,0,1
TARVITA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-08-01,1,0,0,0,1,0,1
BETANZOS,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-09-01,0,0,0,1,0,1,1
CAMIRI,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-09-01,0,1,0,0,0,1,1
COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-09-01,1,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),mortalidad institucional,muerte menor de 5 anos por neumonia,2006-09-01,1,0,0,0,1,0,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-09-01,3,2,0,0,3,2,5
ORURO,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-09-01,0,1,0,0,0,1,1
PUNATA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-09-01,0,0,1,0,1,0,1
RIBERALTA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-09-01,0,1,0,0,0,1,1
SAN BUENA VENTURA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-09-01,0,1,0,0,0,1,1
SAN MIGUEL DE VELASCO,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-09-01,0,1,0,0,0,1,1
VILLAZON,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-09-01,1,0,0,0,1,0,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-10-01,2,0,0,0,2,0,2
LLALLAGUA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-10-01,0,1,0,0,0,1,1
PAILON,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-10-01,1,0,0,0,1,0,1
POCOATA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-10-01,0,0,0,1,0,1,1
PUERTO ACOSTA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-10-01,0,0,1,0,1,0,1
SUCRE,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-10-01,0,1,0,4,0,5,5
TARVITA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-10-01,0,0,0,1,0,1,1
CHALLAPATA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-11-01,1,0,0,0,1,0,1
CHARAGUA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-11-01,1,0,0,0,1,0,1
COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-11-01,1,0,0,1,1,1,2
MONTERO,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-11-01,0,0,2,0,2,0,2
PAILON,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-11-01,1,0,0,0,1,0,1
POTOSI,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-11-01,0,1,0,0,0,1,1
RIBERALTA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-11-01,1,0,0,0,1,0,1
TORO TORO,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-11-01,0,0,0,1,0,1,1
YACO,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-11-01,0,0,1,0,1,0,1
CARANAVI,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-12-01,0,1,0,0,0,1,1
CHARAGUA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-12-01,1,0,0,0,1,0,1
CONCEPCION,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-12-01,0,1,0,0,0,1,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-12-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-12-01,0,0,1,0,1,0,1
RAVELO,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-12-01,0,0,1,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-12-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-12-01,2,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 5 anos por neumonia,2006-12-01,0,1,0,0,0,1,1
