municipality,group,variable,month,Dentro-H,Dentro-M,Fuera-H,Fuera-M,TOTAL-H,TOTAL-M,TOTAL
COCHABAMBA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-03-01,0,1,0,0,0,1,1
COLPA BELGICA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-03-01,0,0,0,1,0,1,1
EL ALTO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-03-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-03-01,0,0,1,0,1,0,1
LLALLAGUA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-03-01,0,1,0,0,0,1,1
PRESTO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-03-01,0,0,0,1,0,1,1
RAVELO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-03-01,0,0,1,0,1,0,1
RIBERALTA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-03-01,1,0,1,0,2,0,2
RURRENABAQUE,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-03-01,0,1,0,0,0,1,1
SAN AGUSTIN,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-03-01,0,0,1,0,1,0,1
SANTUARIO DE QUILLACAS,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-03-01,0,0,1,0,1,0,1
VILLA MONTES,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-03-01,0,1,0,0,0,1,1
VILLA TUNARI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-03-01,0,1,0,0,0,1,1
APOLO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-04-01,0,0,0,1,0,1,1
AYATA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-04-01,0,0,0,1,0,1,1
CAMIRI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-04-01,1,0,0,0,1,0,1
COCHABAMBA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-04-01,0,1,1,0,1,1,2
COLPA BELGICA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-04-01,0,0,0,1,0,1,1
GUANAY,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-04-01,0,1,0,0,0,1,1
LA PAZ,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-04-01,1,1,0,0,1,1,2
ORURO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-04-01,1,0,0,0,1,0,1
POROMA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-04-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-04-01,2,2,0,0,2,2,4
PRESTO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-04-01,0,0,0,1,0,1,1
QUILLACOLLO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-04-01,0,0,0,1,0,1,1
SAN ANDRES,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-04-01,0,0,1,0,1,0,1
SAN LUCAS,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-04-01,0,0,0,1,0,1,1
TRINIDAD,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-04-01,1,0,0,0,1,0,1
COCHABAMBA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-05-01,0,1,0,0,0,1,1
EL ALTO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-05-01,0,2,0,0,0,2,2
FERNANDEZ ALONSO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-05-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-05-01,3,0,0,0,3,0,3
MONTEAGUDO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-05-01,0,1,0,0,0,1,1
OCURI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-05-01,0,0,1,0,1,0,1
SACABA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-05-01,0,0,1,3,1,3,4
SACACA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-05-01,0,0,0,1,0,1,1
SAN ANDRES,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-05-01,0,0,1,0,1,0,1
SAN ANTONIO DE ESMORUCO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-05-01,0,0,2,0,2,0,2
SAN BORJA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-05-01,0,0,1,0,1,0,1
SAN LUCAS,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-05-01,0,0,0,1,0,1,1
SANTA ANA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-05-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-05-01,1,1,0,0,1,1,2
SIPE SIPE,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-05-01,0,1,0,0,0,1,1
TINGUIPAYA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-05-01,0,0,1,0,1,0,1
TIRAQUE (CBBA),mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-05-01,0,1,0,0,0,1,1
TRINIDAD,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-05-01,1,0,0,0,1,0,1
BETANZOS,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-06-01,0,0,0,1,0,1,1
EL ALTO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-06-01,0,0,1,0,1,0,1
LA PAZ,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-06-01,0,1,1,0,1,1,2
MAGDALENA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-06-01,1,0,0,0,1,0,1
MONTERO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-06-01,0,0,1,0,1,0,1
OCURI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-06-01,0,0,0,1,0,1,1
OMEREQUE,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-06-01,1,0,0,0,1,0,1
PALOS BLANCOS,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-06-01,0,0,0,1,0,1,1
POROMA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-06-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-06-01,1,3,0,0,1,3,4
RIBERALTA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-06-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-06-01,1,0,1,0,2,0,2
SENA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-06-01,0,0,1,0,1,0,1
SIPE SIPE,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-06-01,0,0,1,0,1,0,1
TRINIDAD,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-06-01,1,0,0,0,1,0,1
VILLA TUNARI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-06-01,1,0,0,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-06-01,0,0,1,0,1,0,1
YACUIBA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-06-01,1,0,0,0,1,0,1
EL ALTO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-07-01,0,0,1,0,1,0,1
LA PAZ,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-07-01,0,1,0,1,0,2,2
MONTERO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-07-01,0,0,1,1,1,1,2
POCOATA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-07-01,0,0,1,0,1,0,1
POTOSI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-07-01,0,1,0,0,0,1,1
PUCARA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-07-01,0,0,0,1,0,1,1
PUERTO QUIJARRO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-07-01,0,0,1,0,1,0,1
PUERTO VILLARROEL,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-07-01,1,0,0,0,1,0,1
SOPACHUY,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-07-01,0,0,1,0,1,0,1
TARABUCO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-07-01,0,0,1,0,1,0,1
TOMINA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-07-01,0,0,1,0,1,0,1
URIONDO (A. CONCEPCION),mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-07-01,0,0,0,1,0,1,1
VIACHA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-07-01,0,0,0,1,0,1,1
VITICHI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-07-01,0,0,1,0,1,0,1
COBIJA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-08-01,0,1,0,0,0,1,1
EL ALTO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-08-01,0,0,0,1,0,1,1
FERNANDEZ ALONSO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-08-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-08-01,1,0,0,0,1,0,1
LLALLAGUA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-08-01,2,0,0,2,2,2,4
MONTERO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-08-01,0,0,1,0,1,0,1
OCURI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-08-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-08-01,0,2,0,0,0,2,2
PUNATA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-08-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-08-01,0,0,0,1,0,1,1
SANTA ANA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-08-01,0,1,0,0,0,1,1
UYUNI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-08-01,0,0,1,0,1,0,1
VILLA MONTES,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-08-01,0,1,0,0,0,1,1
CARANAVI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-09-01,0,0,1,1,1,1,2
COCHABAMBA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-09-01,1,0,0,0,1,0,1
OCURI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-09-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-09-01,1,1,0,0,1,1,2
QUILLACOLLO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-09-01,0,0,2,0,2,0,2
SACABA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-09-01,0,0,0,1,0,1,1
SAN CARLOS,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-09-01,1,0,0,0,1,0,1
UNCIA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-09-01,0,0,1,0,1,0,1
CHARAGUA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-10-01,0,1,0,0,0,1,1
EUCALIPTUS,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-10-01,0,0,0,1,0,1,1
ICLA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-10-01,0,0,0,1,0,1,1
LLALLAGUA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-10-01,0,0,0,2,0,2,2
RIBERALTA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-10-01,0,0,1,0,1,0,1
SAN BORJA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-10-01,0,0,0,1,0,1,1
VILLA MONTES,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-10-01,0,1,0,0,0,1,1
CHARAGUA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-11-01,0,1,0,0,0,1,1
COLOMI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-11-01,0,0,0,1,0,1,1
GUANAY,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-11-01,1,0,0,0,1,0,1
LLALLAGUA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-11-01,0,0,0,1,0,1,1
LURIBAY,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-11-01,0,0,0,1,0,1,1
MACHARETI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-11-01,0,0,1,0,1,0,1
MONTERO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-11-01,0,0,1,0,1,0,1
ORURO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-11-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-11-01,1,1,0,0,1,1,2
RIBERALTA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-11-01,1,1,0,0,1,1,2
SACABA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-11-01,0,0,0,1,0,1,1
SAN JUAN DE YAPACANI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-11-01,0,0,0,1,0,1,1
SUCRE,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-11-01,0,1,0,0,0,1,1
TIRAQUE (CBBA),mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-11-01,1,0,0,0,1,0,1
UYUNI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-11-01,0,0,0,1,0,1,1
YACO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-11-01,0,0,0,1,0,1,1
CAIROMA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-12-01,0,0,0,1,0,1,1
CHUMA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-12-01,0,0,1,0,1,0,1
COCHABAMBA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-12-01,2,0,0,0,2,0,2
LA PAZ,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-12-01,1,2,0,0,1,2,3
LLALLAGUA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-12-01,0,0,1,0,1,0,1
MONTERO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-12-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-12-01,1,0,0,0,1,0,1
PUNATA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-12-01,0,0,1,0,1,0,1
QUILLACOLLO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-12-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-12-01,1,1,0,0,1,1,2
TARIJA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-12-01,1,0,0,0,1,0,1
TRINIDAD,mortalidad institucional,muerte  menor de 5 anos por diarrea,2006-12-01,1,0,0,0,1,0,1
