municipality,group,variable,month,Dentro-H,Dentro-M,Fuera-H,Fuera-M,TOTAL-H,TOTAL-M,TOTAL
PUNA,mortalidad institucional,muerte rn menor de 7 dias,2006-01-01,0,0,0,1,0,1,1
SACABA,mortalidad institucional,muerte rn menor de 7 dias,2006-01-01,1,0,0,0,1,0,1
SALINAS DE GARCI MENDOZA,mortalidad institucional,muerte rn menor de 7 dias,2006-01-01,0,1,0,0,0,1,1
SAN LUCAS,mortalidad institucional,muerte rn menor de 7 dias,2006-01-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte rn menor de 7 dias,2006-01-01,11,4,0,0,11,4,15
SANTUARIO DE QUILLACAS,mortalidad institucional,muerte rn menor de 7 dias,2006-01-01,0,0,0,1,0,1,1
SUCRE,mortalidad institucional,muerte rn menor de 7 dias,2006-01-01,4,0,0,0,4,0,4
TARIJA,mortalidad institucional,muerte rn menor de 7 dias,2006-01-01,2,0,0,0,2,0,2
TIRAQUE (CBBA),mortalidad institucional,muerte rn menor de 7 dias,2006-01-01,1,0,0,0,1,0,1
TORO TORO,mortalidad institucional,muerte rn menor de 7 dias,2006-01-01,0,0,1,0,1,0,1
TRINIDAD,mortalidad institucional,muerte rn menor de 7 dias,2006-01-01,1,0,0,0,1,0,1
VACAS,mortalidad institucional,muerte rn menor de 7 dias,2006-01-01,0,0,1,0,1,0,1
VILLA MONTES,mortalidad institucional,muerte rn menor de 7 dias,2006-01-01,0,1,0,0,0,1,1
VILLA TUNARI,mortalidad institucional,muerte rn menor de 7 dias,2006-01-01,2,0,0,0,2,0,2
VILLAZON,mortalidad institucional,muerte rn menor de 7 dias,2006-01-01,1,0,0,0,1,0,1
ZUDAÑEZ,mortalidad institucional,muerte rn menor de 7 dias,2006-01-01,1,0,0,0,1,0,1
ACHACACHI,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,1,0,1,0,2,0,2
ARAMPAMPA,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,0,0,1,0,1,0,1
BETANZOS,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,0,0,2,0,2,0,2
CAPINOTA,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,1,0,0,0,1,0,1
CARANAVI,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,0,0,2,0,2,0,2
COBIJA,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,0,1,0,0,0,1,1
COCHABAMBA,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,5,4,1,0,6,4,10
CULPINA,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,0,0,0,1,0,1,1
EL ALTO,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,6,2,1,0,7,2,9
ICLA,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,12,8,0,0,12,8,20
LLALLAGUA,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,0,0,1,1,1,1,2
MONTERO,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,1,1,0,4,1,5,6
OCURI,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,0,0,0,1,0,1,1
ORURO,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,5,4,0,0,5,4,9
PADILLA,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,0,1,0,0,0,1,1
POTOSI,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,4,0,0,0,4,0,4
PUNATA,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,1,0,0,0,1,0,1
RIBERALTA,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,0,1,0,0,0,1,1
ROBORE,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,0,1,0,0,0,1,1
SACACA,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,0,0,0,1,0,1,1
SAN BORJA,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,1,1,1,0,2,1,3
SAN LUCAS,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,13,4,0,0,13,4,17
SUCRE,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,2,4,0,1,2,5,7
TACOPAYA,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,0,0,1,0,1,0,1
TARIJA,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,1,1,2,0,3,1,4
TARVITA,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,0,0,0,1,0,1,1
TIRAQUE (CBBA),mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,0,0,0,1,0,1,1
UYUNI,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,0,0,1,0,1,0,1
VACAS,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,0,0,0,1,0,1,1
VILLA MONTES,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,0,1,0,0,0,1,1
VILLAZON,mortalidad institucional,muerte rn menor de 7 dias,2006-02-01,0,1,1,0,1,1,2
ACACIO,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,0,0,1,0,1,0,1
ACHACACHI,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,0,0,0,1,0,1,1
BETANZOS,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,0,1,0,0,0,1,1
CAMIRI,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,3,0,0,0,3,0,3
CARANAVI,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,1,1,0,0,1,1,2
CHALLAPATA,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,0,0,0,1,0,1,1
COBIJA,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,0,1,0,0,0,1,1
COCHABAMBA,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,11,6,0,0,11,6,17
COPACABANA,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,1,0,0,0,1,0,1
COTAGAITA,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,0,1,0,0,0,1,1
CULPINA,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,0,0,1,0,1,0,1
CURVA,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,0,0,1,0,1,0,1
EL ALTO,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,9,2,2,0,11,2,13
GUAYARAMERIN,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,1,1,0,0,1,1,2
ICLA,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,0,0,0,1,0,1,1
LA GUARDIA,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,14,9,0,0,14,9,23
MONTERO,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,2,0,1,2,3,2,5
OCURI,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,0,1,0,0,0,1,1
ORURO,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,4,1,0,0,4,1,5
PADCAYA,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,1,0,0,0,1,0,1
POROMA,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,0,0,0,1,0,1,1
PORTACHUELO,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,2,5,0,0,2,5,7
PUERTO VILLARROEL,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,0,1,0,0,0,1,1
PUNA,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,0,0,1,0,1,0,1
PUNATA,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,0,0,1,1,1,1,2
RIBERALTA,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,2,1,0,0,2,1,3
SACACA,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,0,0,2,1,2,1,3
SAN BORJA,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,0,1,0,0,0,1,1
SAN BUENA VENTURA,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,0,1,0,1,0,2,2
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,0,2,0,0,0,2,2
SAN LUCAS,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,0,0,2,2,2,2,4
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,5,7,0,0,5,7,12
SUCRE,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,4,0,0,0,4,0,4
TARIJA,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,0,1,1,0,1,1,2
TARVITA,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,0,1,2,1,2,2,4
TIRAQUE (CBBA),mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,1,0,0,0,1,0,1
TRINIDAD,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,3,0,0,0,3,0,3
TUPIZA,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,0,1,0,0,0,1,1
VILLA MONTES,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,1,0,0,0,1,0,1
VILLA TUNARI,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,0,1,0,0,0,1,1
VILLAZON,mortalidad institucional,muerte rn menor de 7 dias,2006-03-01,0,1,0,0,0,1,1
ATOCHA,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,0,3,0,0,0,3,3
BETANZOS,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,0,1,0,0,0,1,1
CAMIRI,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,1,0,0,0,1,0,1
CARANAVI,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,0,1,0,0,0,1,1
CHAYANTA,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,0,0,1,0,1,0,1
CHUMA,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,0,0,1,0,1,0,1
COCHABAMBA,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,2,5,2,1,4,6,10
CONCEPCION,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,0,1,0,0,0,1,1
COROICO,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,0,2,0,0,0,2,2
CUEVO,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,1,0,0,0,1,0,1
EL ALTO,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,5,3,0,0,5,3,8
ENTRE RIOS,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,0,1,0,0,0,1,1
INGAVI (HUMAITA),mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,8,6,0,0,8,6,14
MAGDALENA,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,1,0,0,0,1,0,1
MINEROS,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,0,0,0,1,0,1,1
MONTERO,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,0,2,0,0,0,2,2
ORURO,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,8,4,0,0,8,4,12
PAPEL PAMPA,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,6,7,0,0,6,7,13
PUCARANI,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,0,0,0,1,0,1,1
PUERTO VILLARROEL,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,1,1,0,0,1,1,2
QUILLACOLLO,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,0,0,0,1,0,1,1
SACABA,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,0,0,1,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,1,1,0,0,1,1,2
SAN JULIAN,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,4,3,0,0,4,3,7
SOPACHUY,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,1,0,0,1,1,1,2
SUCRE,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,3,1,0,0,3,1,4
TARIJA,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,1,0,0,0,1,0,1
TARVITA,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,0,0,1,0,1,0,1
TOMAVE,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,0,0,1,0,1,0,1
TRINIDAD,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,2,1,0,0,2,1,3
UNCIA,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,1,0,0,0,1,0,1
UYUNI,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,0,0,1,0,1,0,1
VILLA TUNARI,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,1,0,0,0,1,0,1
VILLAZON,mortalidad institucional,muerte rn menor de 7 dias,2006-04-01,0,1,0,0,0,1,1
ACHACACHI,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,0,0,1,0,1,0,1
ATOCHA,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,1,0,0,0,1,0,1
AZURDUY,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,0,0,0,1,0,1,1
CALAMARCA,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,0,0,0,1,0,1,1
CAMIRI,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,0,1,0,0,0,1,1
CARANAVI,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,0,2,0,0,0,2,2
CHALLAPATA,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,0,0,1,0,1,0,1
COBIJA,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,2,0,0,0,2,0,2
COCHABAMBA,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,7,4,0,0,7,4,11
COTOCA,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,0,0,0,1,0,1,1
EL ALTO,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,3,8,1,0,4,8,12
EUCALIPTUS,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,0,1,0,0,0,1,1
INCAHUASI,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,0,1,0,0,0,1,1
LA GUARDIA,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,0,1,0,0,0,1,1
LA PAZ,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,12,4,0,0,12,4,16
MINEROS,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,0,1,0,0,0,1,1
MONTERO,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,1,4,1,1,2,5,7
MOROCHATA,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,0,0,0,1,0,1,1
ORURO,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,5,5,0,0,5,5,10
PAPEL PAMPA,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,0,0,1,0,1,0,1
POJO (CBBA),mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,0,0,1,0,1,0,1
POTOSI,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,1,1,2,1,3,2,5
PRESTO,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,0,0,0,1,0,1,1
PUERTO ACOSTA,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,0,0,1,0,1,0,1
PUNATA,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,1,0,1,0,2,0,2
SACABA,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,1,0,0,1,1,1,2
SACACA,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,0,0,1,0,1,0,1
SAN BUENA VENTURA,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,1,0,0,0,1,0,1
SANTA ANA,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,13,3,0,0,13,3,16
SUCRE,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,2,1,1,0,3,1,4
TARABUCO,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,0,0,0,1,0,1,1
TARATA,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,0,0,1,0,1,0,1
TARIJA,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,6,1,0,0,6,1,7
TOMAVE,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,1,0,0,0,1,0,1
TORO TORO,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,0,0,1,0,1,0,1
TURCO,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,0,0,1,0,1,0,1
UMALA,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,0,0,1,0,1,0,1
VILLA TUNARI,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,1,1,0,0,1,1,2
VILLAZON,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,1,0,0,1,1,1,2
YACO,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,0,0,0,1,0,1,1
YACUIBA,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,0,1,0,0,0,1,1
YAMPARAEZ,mortalidad institucional,muerte rn menor de 7 dias,2006-05-01,1,0,0,1,1,1,2
ACHACACHI,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,0,0,0,1,0,1,1
APOLO,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,0,0,0,1,0,1,1
ATOCHA,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,0,2,0,0,0,2,2
CALAMARCA,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,0,0,0,1,0,1,1
CAMARGO,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,0,0,0,1,0,1,1
CARANAVI,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,1,2,0,0,1,2,3
CHARAGUA,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,0,0,1,0,1,0,1
CHAYANTA,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,0,0,1,0,1,0,1
COCHABAMBA,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,4,5,0,0,4,5,9
CORQUE,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,0,0,0,1,0,1,1
COTAGAITA,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,0,0,1,0,1,0,1
EL ALTO,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,6,1,2,0,8,1,9
HUACARETA,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,0,0,1,0,1,0,1
IRUPANA (VILLA DE LANZA),mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,0,0,1,0,1,0,1
LA PAZ,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,9,5,0,0,9,5,14
LAGUNILLAS,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,1,0,0,0,1,0,1
MIZQUE,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,0,0,0,1,0,1,1
MOJOCOYA,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,0,0,0,1,0,1,1
MONTERO,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,1,1,0,0,1,1,2
ORURO,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,1,6,0,0,1,6,7
POTOSI,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,3,1,0,0,3,1,4
PRESTO,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,0,0,1,1,1,1,2
PUERTO RICO,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,0,0,1,0,1,0,1
PUERTO VILLARROEL,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,0,1,1,0,1,1,2
PUNATA,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,0,1,1,0,1,1,2
QUILLACOLLO,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,0,1,0,1,0,2,2
REYES,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,0,1,0,0,0,1,1
RIBERALTA,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,2,0,1,0,3,0,3
SAN BUENA VENTURA,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,2,0,0,0,2,0,2
SAN PEDRO,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,0,0,1,0,1,0,1
SANTA ANA,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,10,4,0,0,10,4,14
SANTIAGO DE HUARI,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,0,0,1,0,1,0,1
SUCRE,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,5,2,0,0,5,2,7
TARABUCO,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,0,0,1,0,1,0,1
TARIJA,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,3,1,1,0,4,1,5
TEOPONTE,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,0,0,1,0,1,0,1
TIPUANI,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,0,0,1,0,1,0,1
TRINIDAD,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,2,1,0,0,2,1,3
UYUNI,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,0,0,1,0,1,0,1
VILLA MONTES,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,1,0,0,0,1,0,1
VILLA SERRANO,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,0,0,1,0,1,0,1
VILLAZON,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,0,1,0,1,0,2,2
WARNES,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,1,0,0,0,1,0,1
YACUIBA,mortalidad institucional,muerte rn menor de 7 dias,2006-06-01,2,0,0,0,2,0,2
APOLO,mortalidad institucional,muerte rn menor de 7 dias,2006-07-01,0,0,0,1,0,1,1
BETANZOS,mortalidad institucional,muerte rn menor de 7 dias,2006-07-01,0,0,0,1,0,1,1
CALAMARCA,mortalidad institucional,muerte rn menor de 7 dias,2006-07-01,0,0,1,0,1,0,1
CARANAVI,mortalidad institucional,muerte rn menor de 7 dias,2006-07-01,1,0,1,0,2,0,2
CARMEN RIVERO TORREZ,mortalidad institucional,muerte rn menor de 7 dias,2006-07-01,0,1,0,0,0,1,1
CHAYANTA,mortalidad institucional,muerte rn menor de 7 dias,2006-07-01,0,0,1,0,1,0,1
COBIJA,mortalidad institucional,muerte rn menor de 7 dias,2006-07-01,1,0,0,0,1,0,1
COCHABAMBA,mortalidad institucional,muerte rn menor de 7 dias,2006-07-01,9,7,0,0,9,7,16
COLQUENCHA,mortalidad institucional,muerte rn menor de 7 dias,2006-07-01,0,0,0,2,0,2,2
CORQUE,mortalidad institucional,muerte rn menor de 7 dias,2006-07-01,0,0,0,1,0,1,1
CULPINA,mortalidad institucional,muerte rn menor de 7 dias,2006-07-01,0,0,1,0,1,0,1
EL ALTO,mortalidad institucional,muerte rn menor de 7 dias,2006-07-01,4,1,0,1,4,2,6
GUAYARAMERIN,mortalidad institucional,muerte rn menor de 7 dias,2006-07-01,1,0,0,0,1,0,1
LA PAZ,mortalidad institucional,muerte rn menor de 7 dias,2006-07-01,9,4,0,0,9,4,13
LLALLAGUA,mortalidad institucional,muerte rn menor de 7 dias,2006-07-01,0,2,0,0,0,2,2
MIZQUE,mortalidad institucional,muerte rn menor de 7 dias,2006-07-01,0,0,0,2,0,2,2
OCURI,mortalidad institucional,muerte rn menor de 7 dias,2006-07-01,0,0,1,1,1,1,2
ORURO,mortalidad institucional,muerte rn menor de 7 dias,2006-07-01,0,1,0,0,0,1,1
PELECHUCO,mortalidad institucional,muerte rn menor de 7 dias,2006-07-01,0,0,1,0,1,0,1
POTOSI,mortalidad institucional,muerte rn menor de 7 dias,2006-07-01,2,4,0,0,2,4,6
PUERTO VILLARROEL,mortalidad institucional,muerte rn menor de 7 dias,2006-07-01,1,0,0,0,1,0,1
RAVELO,mortalidad institucional,muerte rn menor de 7 dias,2006-07-01,1,0,0,1,1,1,2
SAN IGNACIO,mortalidad institucional,muerte rn menor de 7 dias,2006-07-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte rn menor de 7 dias,2006-07-01,3,5,0,0,3,5,8
SORATA,mortalidad institucional,muerte rn menor de 7 dias,2006-07-01,0,0,0,1,0,1,1
SUCRE,mortalidad institucional,muerte rn menor de 7 dias,2006-07-01,2,3,0,0,2,3,5
TARIJA,mortalidad institucional,muerte rn menor de 7 dias,2006-07-01,1,1,0,0,1,1,2
