,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,IMC,IMC,TOTALES,TOTALES,TOTALES
COLCAPIRHUA,estado nutricional,desnutricion moderada (m),2011-01-01,1,0,1,0,0,0,0,0,2,0,2
"COLCHA ""K""",estado nutricional,desnutricion moderada (m),2011-01-01,0,1,0,0,0,0,0,0,0,1,1
COLPA BELGICA,estado nutricional,desnutricion moderada (m),2011-01-01,1,0,0,0,0,0,0,0,1,0,1
COLQUECHACA,estado nutricional,desnutricion moderada (m),2011-01-01,2,0,4,1,3,0,0,0,9,1,10
COLQUENCHA,estado nutricional,desnutricion moderada (m),2011-01-01,0,1,0,0,0,0,0,0,0,1,1
COLQUIRI,estado nutricional,desnutricion moderada (m),2011-01-01,0,1,0,3,3,4,0,0,3,8,11
COMARAPA,estado nutricional,desnutricion moderada (m),2011-01-01,1,1,0,1,0,0,0,0,1,2,3
CONCEPCION,estado nutricional,desnutricion moderada (m),2011-01-01,1,4,0,2,3,3,0,0,4,9,13
CORIPATA,estado nutricional,desnutricion moderada (m),2011-01-01,1,0,1,1,0,0,0,0,2,1,3
COTAGAITA,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,0,1,0,0,0,1,0,1
COTOCA,estado nutricional,desnutricion moderada (m),2011-01-01,1,0,0,0,0,0,0,0,1,0,1
CUATRO CAÑADAS,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,2,0,0,1,0,0,2,1,3
CUEVO,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,1,0,1,0,0,0,2,0,2
CULPINA,estado nutricional,desnutricion moderada (m),2011-01-01,1,0,0,1,1,0,0,0,2,1,3
CURAHUARA DE CARANGAS,estado nutricional,desnutricion moderada (m),2011-01-01,1,0,1,0,0,0,0,0,2,0,2
EL ALTO,estado nutricional,desnutricion moderada (m),2011-01-01,19,15,11,5,9,12,0,0,39,32,71
EL PUENTE(STC),estado nutricional,desnutricion moderada (m),2011-01-01,1,0,0,0,0,1,0,0,1,1,2
EL PUENTE(TJA),estado nutricional,desnutricion moderada (m),2011-01-01,0,0,1,0,0,0,0,0,1,0,1
EL TORNO,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,1,0,0,0,0,0,1,1
EL VILLAR,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,1,0,1,0,0,0,2,0,2
ENTRE RIOS TRJ,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,0,0,1,0,0,0,1,1
ENTRE RIOS CBBA,estado nutricional,desnutricion moderada (m),2011-01-01,2,2,1,6,3,0,0,0,6,8,14
ESCOMA,estado nutricional,desnutricion moderada (m),2011-01-01,0,1,0,0,1,1,0,0,1,2,3
EUCALIPTUS,estado nutricional,desnutricion moderada (m),2011-01-01,1,0,0,0,0,0,0,0,1,0,1
FERNANDEZ ALONSO,estado nutricional,desnutricion moderada (m),2011-01-01,1,0,0,0,0,0,0,0,1,0,1
GENERAL SAAVEDRA,estado nutricional,desnutricion moderada (m),2011-01-01,1,0,1,0,0,1,0,0,2,1,3
GRAL. J.J. PEREZ (CHARAZANI),estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,0,0,1,0,0,0,1,1
GUANAY,estado nutricional,desnutricion moderada (m),2011-01-01,2,1,0,0,1,0,0,0,3,1,4
GUAYARAMERIN,estado nutricional,desnutricion moderada (m),2011-01-01,0,3,0,3,2,2,0,0,2,8,10
HUACARETA,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,1,0,0,0,0,0,1,0,1
HUANUNI,estado nutricional,desnutricion moderada (m),2011-01-01,2,2,4,0,0,0,0,0,6,2,8
HUARACAJE,estado nutricional,desnutricion moderada (m),2011-01-01,1,0,0,0,0,0,0,0,1,0,1
ICLA,estado nutricional,desnutricion moderada (m),2011-01-01,1,1,2,0,0,0,0,0,3,1,4
INCAHUASI,estado nutricional,desnutricion moderada (m),2011-01-01,0,1,1,0,0,1,0,0,1,2,3
IXIAMAS,estado nutricional,desnutricion moderada (m),2011-01-01,0,1,1,2,0,0,0,0,1,3,4
LA ASUNTA,estado nutricional,desnutricion moderada (m),2011-01-01,1,1,2,1,0,0,0,0,3,2,5
LA GUARDIA,estado nutricional,desnutricion moderada (m),2011-01-01,2,1,1,0,1,0,0,0,4,1,5
LA PAZ,estado nutricional,desnutricion moderada (m),2011-01-01,35,52,28,31,15,6,0,0,78,89,167
LAGUNILLAS,estado nutricional,desnutricion moderada (m),2011-01-01,1,0,0,0,2,0,0,0,3,0,3
LLALLAGUA,estado nutricional,desnutricion moderada (m),2011-01-01,4,1,6,4,2,4,0,0,12,9,21
LORETO,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,1,1,0,0,0,1,1,2
LURIBAY,estado nutricional,desnutricion moderada (m),2011-01-01,1,0,0,0,0,0,0,0,1,0,1
MACHARETI,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,0,0,1,0,0,0,1,1
MAGDALENA,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,0,0,1,0,0,0,1,1
MALLA,estado nutricional,desnutricion moderada (m),2011-01-01,1,0,0,0,0,0,0,0,1,0,1
MAPIRI,estado nutricional,desnutricion moderada (m),2011-01-01,0,1,2,2,1,0,0,0,3,3,6
MECAPACA,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,0,1,0,0,0,1,0,1
MINEROS,estado nutricional,desnutricion moderada (m),2011-01-01,2,0,0,1,1,1,0,0,3,2,5
MIZQUE,estado nutricional,desnutricion moderada (m),2011-01-01,1,5,9,5,4,6,0,0,14,16,30
MOCOMOCO,estado nutricional,desnutricion moderada (m),2011-01-01,0,1,0,0,0,0,0,0,0,1,1
MONTERO,estado nutricional,desnutricion moderada (m),2011-01-01,14,3,8,6,8,5,0,0,30,14,44
MOROCHATA,estado nutricional,desnutricion moderada (m),2011-01-01,1,1,1,0,0,0,0,0,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,0,1,0,0,0,1,0,1
OCURI,estado nutricional,desnutricion moderada (m),2011-01-01,2,1,0,0,0,0,0,0,2,1,3
OKINAWA,estado nutricional,desnutricion moderada (m),2011-01-01,2,0,0,0,0,0,0,0,2,0,2
ORURO,estado nutricional,desnutricion moderada (m),2011-01-01,21,3,8,11,2,4,0,0,31,18,49
PADILLA,estado nutricional,desnutricion moderada (m),2011-01-01,0,1,0,1,0,0,0,0,0,2,2
PAILON,estado nutricional,desnutricion moderada (m),2011-01-01,1,2,1,0,6,3,0,0,8,5,13
PALCA,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,0,1,0,0,0,1,0,1
PALOS BLANCOS,estado nutricional,desnutricion moderada (m),2011-01-01,0,1,1,0,0,0,0,0,1,1,2
PASORAPA,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,0,0,1,0,0,0,1,1
PATACAMAYA,estado nutricional,desnutricion moderada (m),2011-01-01,0,2,0,0,0,0,0,0,0,2,2
PELECHUCO,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,0,1,0,0,0,1,0,1
POCOATA,estado nutricional,desnutricion moderada (m),2011-01-01,0,1,0,0,0,0,0,0,0,1,1
POCONA,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,1,0,0,0,0,0,1,0,1
POJO (CBBA),estado nutricional,desnutricion moderada (m),2011-01-01,1,0,1,0,0,0,0,0,2,0,2
POOPO,estado nutricional,desnutricion moderada (m),2011-01-01,0,1,0,0,0,1,0,0,0,2,2
PORCO,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,1,2,1,1,0,0,2,3,5
POROMA,estado nutricional,desnutricion moderada (m),2011-01-01,2,0,2,1,0,0,0,0,4,1,5
PORONGO,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,1,1,1,0,0,0,2,1,3
PORTACHUELO,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,3,0,1,0,0,0,4,0,4
PORVENIR,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,0,1,0,0,0,1,0,1
POTOSI,estado nutricional,desnutricion moderada (m),2011-01-01,11,2,11,3,3,3,0,0,25,8,33
PRESTO,estado nutricional,desnutricion moderada (m),2011-01-01,1,1,1,0,1,0,0,0,3,1,4
PUCARANI,estado nutricional,desnutricion moderada (m),2011-01-01,0,1,0,0,0,0,0,0,0,1,1
PUERTO ACOSTA,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,1,0,0,0,0,0,1,1
PUERTO GONZALO MORENO,estado nutricional,desnutricion moderada (m),2011-01-01,0,1,1,0,1,0,0,0,2,1,3
PUERTO PEREZ,estado nutricional,desnutricion moderada (m),2011-01-01,0,1,0,0,0,0,0,0,0,1,1
PUERTO QUIJARRO,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,1,0,0,0,0,0,1,0,1
PUERTO SILES,estado nutricional,desnutricion moderada (m),2011-01-01,0,1,0,0,0,0,0,0,0,1,1
PUERTO SUAREZ,estado nutricional,desnutricion moderada (m),2011-01-01,1,0,2,1,2,1,0,0,5,2,7
PUERTO VILLARROEL,estado nutricional,desnutricion moderada (m),2011-01-01,4,5,10,5,1,2,0,0,15,12,27
PUNA,estado nutricional,desnutricion moderada (m),2011-01-01,0,3,3,0,0,0,0,0,3,3,6
PUNATA,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,1,0,0,0,0,0,1,1
QUIABAYA,estado nutricional,desnutricion moderada (m),2011-01-01,1,0,0,0,0,0,0,0,1,0,1
QUILLACOLLO,estado nutricional,desnutricion moderada (m),2011-01-01,1,2,4,1,3,2,0,0,8,5,13
RAVELO,estado nutricional,desnutricion moderada (m),2011-01-01,1,1,2,0,0,0,0,0,3,1,4
REYES,estado nutricional,desnutricion moderada (m),2011-01-01,1,0,0,0,1,0,0,0,2,0,2
RIBERALTA,estado nutricional,desnutricion moderada (m),2011-01-01,1,1,3,1,2,0,0,0,6,2,8
ROBORE,estado nutricional,desnutricion moderada (m),2011-01-01,1,2,3,0,2,0,0,0,6,2,8
RURRENABAQUE,estado nutricional,desnutricion moderada (m),2011-01-01,0,2,0,2,0,0,0,0,0,4,4
SABAYA,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,0,1,0,0,0,1,0,1
SACABA,estado nutricional,desnutricion moderada (m),2011-01-01,2,2,0,1,0,0,0,0,2,3,5
SACACA,estado nutricional,desnutricion moderada (m),2011-01-01,2,0,2,0,0,0,0,0,4,0,4
SALINAS DE GARCI MENDOZA,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,1,0,0,0,0,0,1,0,1
SAN ANDRES,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,1,0,0,0,0,0,1,0,1
SAN BENITO,estado nutricional,desnutricion moderada (m),2011-01-01,2,0,1,0,1,2,0,0,4,2,6
SAN BORJA,estado nutricional,desnutricion moderada (m),2011-01-01,0,1,0,2,1,1,0,0,1,4,5
SAN BUENA VENTURA,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,1,2,1,0,0,0,2,2,4
SAN CARLOS,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,1,0,5,0,0,0,6,6
SAN IGNACIO,estado nutricional,desnutricion moderada (m),2011-01-01,2,5,7,3,3,2,0,0,12,10,22
SAN IGNACIO DE VELASCO,estado nutricional,desnutricion moderada (m),2011-01-01,1,2,1,0,3,2,0,0,5,4,9
SAN JAVIER(BNI),estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,0,1,1,0,0,1,1,2
SAN JAVIER(STC),estado nutricional,desnutricion moderada (m),2011-01-01,0,0,1,2,2,2,0,0,3,4,7
SAN JOAQUIN,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,0,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,estado nutricional,desnutricion moderada (m),2011-01-01,4,2,10,2,4,1,0,0,18,5,23
SAN JUAN DE YAPACANI,estado nutricional,desnutricion moderada (m),2011-01-01,1,0,0,0,0,0,0,0,1,0,1
SAN JULIAN,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,2,1,0,0,0,1,2,3
SAN LORENZO(TJA),estado nutricional,desnutricion moderada (m),2011-01-01,0,2,1,0,0,0,0,0,1,2,3
SAN LUCAS,estado nutricional,desnutricion moderada (m),2011-01-01,3,1,2,2,1,1,0,0,6,4,10
SAN MATIAS,estado nutricional,desnutricion moderada (m),2011-01-01,1,2,2,1,0,3,0,0,3,6,9
SAN MIGUEL DE VELASCO,estado nutricional,desnutricion moderada (m),2011-01-01,2,0,0,0,0,0,0,0,2,0,2
SAN PABLO DE LIPEZ,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,0,0,3,0,0,0,3,3
SAN PEDRO,estado nutricional,desnutricion moderada (m),2011-01-01,1,0,2,0,0,0,0,0,3,0,3
SAN PEDRO DE BUENA VISTA,estado nutricional,desnutricion moderada (m),2011-01-01,2,1,1,2,1,2,0,0,4,5,9
SAN RAMON BENI,estado nutricional,desnutricion moderada (m),2011-01-01,0,1,0,0,0,0,0,0,0,1,1
SANTA ANA,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,2,0,0,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,estado nutricional,desnutricion moderada (m),2011-01-01,50,35,35,28,15,14,0,0,100,77,177
SANTIAGO DE HUARI,estado nutricional,desnutricion moderada (m),2011-01-01,1,0,1,0,0,0,0,0,2,0,2
SANTIAGO DE MACHACA,estado nutricional,desnutricion moderada (m),2011-01-01,1,0,1,1,0,0,0,0,2,1,3
SAPAHAQUI,estado nutricional,desnutricion moderada (m),2011-01-01,1,0,0,0,0,0,0,0,1,0,1
SENA,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,1,0,0,0,0,0,1,1
SHINAOTA,estado nutricional,desnutricion moderada (m),2011-01-01,1,0,0,1,1,0,0,0,2,1,3
SICA SICA (VILLA AROMA),estado nutricional,desnutricion moderada (m),2011-01-01,0,1,0,1,0,0,0,0,0,2,2
SICAYA,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,1,0,0,0,0,0,1,0,1
SIPE SIPE,estado nutricional,desnutricion moderada (m),2011-01-01,1,3,5,1,1,1,0,0,7,5,12
SOPACHUY,estado nutricional,desnutricion moderada (m),2011-01-01,0,2,0,0,0,0,0,0,0,2,2
SORACACHI,estado nutricional,desnutricion moderada (m),2011-01-01,0,1,0,0,0,0,0,0,0,1,1
SORATA,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,1,0,1,0,0,0,2,0,2
SUCRE,estado nutricional,desnutricion moderada (m),2011-01-01,10,4,6,8,5,14,0,0,21,26,47
TACACOMA,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,1,1,0,1,0,0,1,2,3
TACOPAYA,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,0,1,1,0,0,1,1,2
TAPACARI,estado nutricional,desnutricion moderada (m),2011-01-01,5,1,1,3,0,1,0,0,6,5,11
TARABUCO,estado nutricional,desnutricion moderada (m),2011-01-01,4,3,0,0,0,0,0,0,4,3,7
TARATA,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,0,1,0,0,0,1,0,1
TARIJA,estado nutricional,desnutricion moderada (m),2011-01-01,9,5,5,1,13,6,0,0,27,12,39
TARVITA,estado nutricional,desnutricion moderada (m),2011-01-01,1,1,0,0,0,1,0,0,1,2,3
TEOPONTE,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,1,1,0,0,0,0,1,1,2
TIAWANACU,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,1,0,0,0,0,0,1,1
TINGUIPAYA,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,2,0,2,1,0,0,4,1,5
TIQUIPAYA,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,1,3,3,3,0,0,4,6,10
TIRAQUE (CBBA),estado nutricional,desnutricion moderada (m),2011-01-01,0,0,1,1,0,1,0,0,1,2,3
TOCO,estado nutricional,desnutricion moderada (m),2011-01-01,1,0,0,2,0,1,0,0,1,3,4
TOMINA,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,1,0,0,2,0,0,1,2,3
TORO TORO,estado nutricional,desnutricion moderada (m),2011-01-01,1,3,1,0,1,0,0,0,3,3,6
TOTORA(CBBA),estado nutricional,desnutricion moderada (m),2011-01-01,1,1,0,0,0,0,0,0,1,1,2
TRINIDAD,estado nutricional,desnutricion moderada (m),2011-01-01,6,1,3,3,9,6,0,0,18,10,28
TUPIZA,estado nutricional,desnutricion moderada (m),2011-01-01,1,0,3,5,1,1,0,0,5,6,11
UMALA,estado nutricional,desnutricion moderada (m),2011-01-01,1,0,1,0,0,0,0,0,2,0,2
UNCIA,estado nutricional,desnutricion moderada (m),2011-01-01,2,0,0,1,0,0,0,0,2,1,3
URIONDO (A. CONCEPCION),estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,1,0,0,0,0,0,1,1
UYUNI,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,1,0,0,0,0,0,1,0,1
VACAS,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,1,1,0,0,0,0,1,1,2
VIACHA,estado nutricional,desnutricion moderada (m),2011-01-01,2,2,2,3,2,0,0,0,6,5,11
VILLA CHARCAS,estado nutricional,desnutricion moderada (m),2011-01-01,1,0,0,0,0,0,0,0,1,0,1
VILLA MONTES,estado nutricional,desnutricion moderada (m),2011-01-01,0,2,2,2,5,2,0,0,7,6,13
VILLA NUEVA (LOMA ALTA),estado nutricional,desnutricion moderada (m),2011-01-01,1,1,0,0,0,1,0,0,1,2,3
VILLA RIVERO,estado nutricional,desnutricion moderada (m),2011-01-01,3,0,1,5,0,0,0,0,4,5,9
VILLA SERRANO,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,0,0,1,0,0,0,1,1
VILLA TUNARI,estado nutricional,desnutricion moderada (m),2011-01-01,2,5,4,6,1,3,0,0,7,14,21
VILLA VACA GUZMAN (MUYUPAMPA),estado nutricional,desnutricion moderada (m),2011-01-01,0,1,2,0,0,0,0,0,2,1,3
VILLAZON,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,3,0,2,0,0,0,5,0,5
VINTO,estado nutricional,desnutricion moderada (m),2011-01-01,1,1,5,10,3,0,0,0,9,11,20
WARNES,estado nutricional,desnutricion moderada (m),2011-01-01,3,1,1,0,0,0,0,0,4,1,5
YACUIBA,estado nutricional,desnutricion moderada (m),2011-01-01,0,1,0,0,0,0,0,0,0,1,1
YAMPARAEZ,estado nutricional,desnutricion moderada (m),2011-01-01,1,0,0,0,0,0,0,0,1,0,1
YAPACANI,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,1,1,1,0,0,1,2,3
YOCALLA,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,1,0,0,0,0,0,1,1
YOTALA,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,0,1,0,0,0,1,0,1
ZUDAÑEZ,estado nutricional,desnutricion moderada (m),2011-01-01,0,0,0,0,1,0,0,0,1,0,1
ACHACACHI,estado nutricional,desnutricion moderada (m),2011-02-01,1,0,1,1,2,0,0,0,4,1,5
AIQUILE,estado nutricional,desnutricion moderada (m),2011-02-01,11,2,5,2,0,7,0,0,16,11,27
ALALAY,estado nutricional,desnutricion moderada (m),2011-02-01,0,0,1,0,0,0,0,0,1,0,1
ALTO BENI,estado nutricional,desnutricion moderada (m),2011-02-01,0,0,0,2,0,0,0,0,0,2,2
ANCORAIMES,estado nutricional,desnutricion moderada (m),2011-02-01,1,0,0,0,0,0,0,0,1,0,1
ANTEQUERA,estado nutricional,desnutricion moderada (m),2011-02-01,1,0,0,0,0,0,0,0,1,0,1
APOLO,estado nutricional,desnutricion moderada (m),2011-02-01,0,0,0,1,0,0,0,0,0,1,1
ARAMPAMPA,estado nutricional,desnutricion moderada (m),2011-02-01,0,0,1,0,0,1,0,0,1,1,2
ARANI,estado nutricional,desnutricion moderada (m),2011-02-01,0,0,2,0,0,0,0,0,2,0,2
ARQUE,estado nutricional,desnutricion moderada (m),2011-02-01,4,5,6,4,2,1,0,0,12,10,22
ASCENCION DE GUARAYOS,estado nutricional,desnutricion moderada (m),2011-02-01,0,0,7,5,11,23,0,0,18,28,46
ATOCHA,estado nutricional,desnutricion moderada (m),2011-02-01,1,0,2,0,2,7,0,0,5,7,12
AYATA,estado nutricional,desnutricion moderada (m),2011-02-01,0,0,1,0,0,0,0,0,1,0,1
AYO AYO,estado nutricional,desnutricion moderada (m),2011-02-01,1,0,1,0,0,0,0,0,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),estado nutricional,desnutricion moderada (m),2011-02-01,1,0,1,1,1,2,0,0,3,3,6
AZURDUY,estado nutricional,desnutricion moderada (m),2011-02-01,1,1,0,0,1,0,0,0,2,1,3
BAURES,estado nutricional,desnutricion moderada (m),2011-02-01,0,0,0,0,0,1,0,0,0,1,1
BERMEJO,estado nutricional,desnutricion moderada (m),2011-02-01,2,1,2,6,1,0,0,0,5,7,12
BETANZOS,estado nutricional,desnutricion moderada (m),2011-02-01,2,0,2,0,1,0,0,0,5,0,5
"CAIZA ""D""",estado nutricional,desnutricion moderada (m),2011-02-01,0,0,0,1,0,0,0,0,0,1,1
CALAMARCA,estado nutricional,desnutricion moderada (m),2011-02-01,0,0,2,0,0,0,0,0,2,0,2
CAMARGO,estado nutricional,desnutricion moderada (m),2011-02-01,1,2,2,0,3,0,0,0,6,2,8
CAMATAQUI (C. VILLA ABECIA),estado nutricional,desnutricion moderada (m),2011-02-01,0,0,0,0,1,0,0,0,1,0,1
CAMIRI,estado nutricional,desnutricion moderada (m),2011-02-01,0,0,0,0,1,2,0,0,1,2,3
CAPINOTA,estado nutricional,desnutricion moderada (m),2011-02-01,3,0,2,1,1,1,0,0,6,2,8
CAQUIAVIRI,estado nutricional,desnutricion moderada (m),2011-02-01,1,0,0,0,0,0,0,0,1,0,1
CARACOLLO,estado nutricional,desnutricion moderada (m),2011-02-01,1,1,0,0,0,0,0,0,1,1,2
CARANAVI,estado nutricional,desnutricion moderada (m),2011-02-01,1,0,3,0,1,1,0,0,5,1,6
CARAPARI,estado nutricional,desnutricion moderada (m),2011-02-01,0,0,1,0,0,0,0,0,1,0,1
CARIPUYO,estado nutricional,desnutricion moderada (m),2011-02-01,0,0,0,1,0,0,0,0,0,1,1
CHALLAPATA,estado nutricional,desnutricion moderada (m),2011-02-01,1,0,2,0,0,0,0,0,3,0,3
CHARAGUA,estado nutricional,desnutricion moderada (m),2011-02-01,2,1,4,2,1,1,0,0,7,4,11
CHAYANTA,estado nutricional,desnutricion moderada (m),2011-02-01,1,0,2,1,1,1,0,0,4,2,6
CHIMORE,estado nutricional,desnutricion moderada (m),2011-02-01,0,1,2,1,1,1,0,0,3,3,6
CHULUMANI (V. DE LA LIBERTAD),estado nutricional,desnutricion moderada (m),2011-02-01,0,0,4,0,0,1,0,0,4,1,5
